Date,AUD,GBP,CAD,EUR,JPY,US5,BUND,SP500,CRUDE_W,GOLD
2000-03-01 00:00:00+00:00,-0.04668973,0.00870856,0.00143957,0.01618026,0.05665763,0.00105149,,0.01878188,0.06600740,-0.00594354
2000-03-02 00:00:00+00:00,0.00993710,-0.01200629,0.00896563,-0.01676924,-0.01234025,-0.00144152,,-0.00016856,-0.00015676,-0.02505435
2000-03-03 00:00:00+00:00,0.00445266,0.00339465,0.00421233,-0.01039424,-0.00348972,0.00064838,,0.03811076,0.00065464,0.00397623
2000-03-06 00:00:00+00:00,-0.02265682,-0.00699354,0.00071461,-0.00545813,0.00522781,-0.00200669,,-0.02284917,0.02862147,-0.00636730
2000-03-07 00:00:00+00:00,0.00482506,0.00416160,-0.00219091,-0.00432591,0.02680276,0.00177596,,-0.06181924,0.08297479,0.02989510
2000-03-08 00:00:00+00:00,0.01972321,0.00389877,-0.00422845,0.00819672,-0.01785943,0.00024453,,0.02053956,-0.16144902,-0.02229853
2000-03-09 00:00:00+00:00,0.01821548,0.00022228,-0.00175979,0.01294594,0.00818413,0.00145024,,0.05469444,0.05576812,0.01601775
2000-03-10 00:00:00+00:00,-0.00145873,-0.00572373,-0.00074151,-0.01018003,0.00644444,-0.00176321,,-0.00729384,-0.02939218,-0.01827521
2000-03-13 00:00:00+00:00,0.00374509,0.00390024,-0.00453371,0.00762874,0.01661243,0.00144885,,-0.02233030,0.00684472,0.01017662
2000-03-14 00:00:00+00:00,0.00065307,-0.00294061,-0.00030477,0.00417530,0.01516625,0.00264993,,-0.00234081,0.01256597,-0.01286118
2000-03-15 00:00:00+00:00,-0.00907939,-0.00497672,-0.00220454,0.00148584,-0.01028935,0.00056212,,0.04911731,-0.01972713,-0.00085802
2000-03-16 00:00:00+00:00,-0.00472083,0.00340083,-0.00499208,0.00682247,-0.00109350,0.00112105,,0.09176643,0.01712442,-0.01846904
2000-03-17 00:00:00+00:00,-0.01812394,-0.00421929,0.00204894,0.00229635,-0.02188446,0.00095914,,0.01471309,0.00187989,-0.01410577
2000-03-20 00:00:00+00:00,0.00511412,-0.00397382,0.00072174,0.00106667,0.00719659,-0.00087738,,-0.01494746,-0.03561297,0.01070815
2000-03-21 00:00:00+00:00,0.00773010,0.00442654,0.00116117,-0.01833570,-0.01439879,0.00119669,,0.03974637,0.02304698,0.02740513
2000-03-22 00:00:00+00:00,-0.01816862,0.00441546,-0.00103869,-0.00922787,0.00184414,0.00135532,,0.01375328,-0.02556007,-0.01463185
2000-03-23 00:00:00+00:00,0.00264935,0.01239313,0.00072086,0.02385739,-0.00985052,0.00135439,,0.03474220,0.00647864,-0.02028670
2000-03-24 00:00:00+00:00,0.00841858,0.00765305,0.00306447,0.00618261,0.00682690,-0.00875856,,0.01472393,0.03499237,-0.00227136
2000-03-27 00:00:00+00:00,0.00936888,-0.00706154,0.00188693,-0.01983788,0.00437781,-0.00031837,,-0.02266463,-0.01926495,-0.03278779
2000-03-28 00:00:00+00:00,0.01226550,0.00236063,0.00523470,-0.00850081,0.01625871,0.00280016,,-0.01057501,-0.03341132,-0.00729861
2000-03-29 00:00:00+00:00,-0.01185698,0.00814480,-0.00320397,-0.02270545,0.00495619,0.00199665,,0.00048143,0.01778621,-0.02557127
2000-03-30 00:00:00+00:00,0.00409045,0.00059317,0.00173202,0.02107570,0.00057033,0.00885720,,-0.03415854,0.01057955,0.01143019
2000-03-31 00:00:00+00:00,-0.01646679,-0.00366591,0.00303461,-0.01154370,0.06292668,0.00277956,,0.01378160,0.02161477,0.01632266
2000-04-03 00:00:00+00:00,-0.00213109,0.00561358,-0.00102624,0.00463012,-0.04971397,0.00261757,,0.01699066,-0.03430560,-0.00727498
2000-04-04 00:00:00+00:00,-0.00575329,-0.00240948,-0.00175055,0.01147282,-0.00088191,0.01497082,,-0.01195060,-0.03117607,0.04405544
2000-04-05 00:00:00+00:00,0.00116201,-0.01619040,0.00201747,-0.00201669,-0.00160746,-0.00424677,,-0.01860451,0.02039416,-0.01970736
2000-04-06 00:00:00+00:00,-0.01071472,-0.00344172,-0.00146154,-0.00615249,0.00160204,-0.00504386,,0.01511050,-0.01842493,-0.00792043
2000-04-07 00:00:00+00:00,-0.01276073,-0.00066505,-0.00363743,-0.01176779,-0.01319994,0.00260484,,0.01696692,-0.04540544,-0.00158369
2000-04-10 00:00:00+00:00,-0.00216067,0.00464874,-0.00350330,0.01360313,-0.02005624,0.00559928,,-0.01062885,-0.08884848,0.01045154
2000-04-11 00:00:00+00:00,-0.00884299,0.00236647,-0.00132487,-0.00554164,-0.01246811,-0.00629286,,-0.00411268,0.02941119,-0.00227978
2000-04-12 00:00:00+00:00,0.00219110,-0.00015751,0.00042687,-0.00597146,0.02313278,-0.00575947,,-0.05612837,0.10090043,-0.00157704
2000-04-13 00:00:00+00:00,0.00151866,0.00261593,-0.00701926,-0.00463425,-0.00015694,0.00379836,,-0.02860596,-0.03126365,-0.00228295
2000-04-14 00:00:00+00:00,0.00051273,-0.00091214,-0.00324427,0.00871293,0.01679576,0.00418534,,-0.12242270,-0.02494447,0.00972046
2000-04-17 00:00:00+00:00,-0.02157954,-0.00569781,-0.00664566,-0.01075325,0.01146493,-0.00559383,,0.06635053,0.01022697,-0.00297751
2000-04-18 00:00:00+00:00,0.01473055,-0.00647088,0.00251487,-0.01331622,-0.00933978,-0.00347592,,0.05715490,-0.00015814,-0.00861130
2000-04-19 00:00:00+00:00,0.00118646,0.00034976,0.00620871,-0.01708294,-0.00160802,0.00451186,,-0.01806396,0.05109078,-0.00370011
2000-04-20 00:00:00+00:00,-0.00888269,0.00009690,-0.00074480,-0.00694180,-0.01260323,-0.00142010,,0.01024728,0.00488443,-0.00724563
2000-04-21 00:00:00+00:00,-0.00888269,0.00009690,-0.00074480,-0.00694180,-0.01260323,-0.00142010,,0.01024728,0.00488443,-0.00724563
2000-04-24 00:00:00+00:00,0.00557482,0.00035068,-0.00236366,0.00601438,-0.00725321,0.00015981,,-0.01468162,0.01367365,-0.00229687
2000-04-25 00:00:00+00:00,-0.00620681,0.00085639,0.00412153,-0.04215448,-0.00162282,-0.01105725,,0.07289951,-0.03429581,-0.01012331
2000-04-26 00:00:00+00:00,-0.01735016,-0.00496358,-0.00250545,0.00764368,-0.00916995,-0.00158515,,-0.01897284,-0.01074073,-0.01910698
2000-04-27 00:00:00+00:00,0.00222527,-0.00053580,-0.00177483,-0.02842459,-0.00247180,-0.01255335,,-0.01101574,0.04023468,0.00921802
2000-04-28 00:00:00+00:00,-0.01578223,-0.02984888,-0.00369652,-0.00333113,-0.03547615,-0.00271679,,-0.00903184,0.00776485,-0.02674728
2000-05-01 00:00:00+00:00,-0.00768917,0.00010009,0.00161844,0.01606701,-0.01367971,-0.00047815,,0.02243224,0.00482676,0.00056097
2000-05-02 00:00:00+00:00,0.01324234,0.00859752,-0.00518262,-0.02005968,0.00632326,-0.00240244,,-0.03605627,0.03798170,0.01584232
2000-05-03 00:00:00+00:00,0.02578355,0.00214854,-0.00491074,-0.02597228,-0.01308352,-0.00424768,,-0.03876652,-0.01930525,0.01535442
2000-05-04 00:00:00+00:00,-0.00656187,-0.02628622,-0.00299372,-0.01362306,0.02087064,-0.00353305,,0.00053057,-0.00427559,0.01487960
2000-05-05 00:00:00+00:00,0.01809474,-0.01754989,0.00432750,0.01843444,-0.00724162,-0.00474690,,0.02301661,0.01963995,-0.00799405
2000-05-08 00:00:00+00:00,-0.04974430,0.00664411,-0.00075883,-0.00349269,-0.00931563,-0.00395377,,-0.01337050,0.04599588,-0.01838044
2000-05-09 00:00:00+00:00,0.00567436,0.00113907,0.00013251,0.02117963,-0.00946788,0.00274244,,-0.01486387,0.04216551,0.00450784
2000-05-10 00:00:00+00:00,-0.00667352,-0.02793610,-0.00165542,0.00500439,-0.00038290,0.00540126,,-0.04528074,-0.00251417,0.00341938
2000-05-11 00:00:00+00:00,-0.01184941,-0.01285894,0.00371388,-0.02123205,0.01526755,0.00007541,,0.03944680,0.05267082,-0.01596274
2000-05-12 00:00:00+00:00,0.00813033,0.01540123,-0.00031419,0.04175061,0.00199148,-0.00812824,,0.02243629,0.02655080,0.00271815
2000-05-15 00:00:00+00:00,-0.02529409,-0.00967121,0.00072693,-0.01319856,-0.02095793,0.00217634,,0.03755785,0.02470192,-0.00342487
2000-05-16 00:00:00+00:00,0.00976828,-0.01582125,-0.00076131,-0.02028311,0.00201000,0.00088094,,0.01971004,-0.00389143,-0.00162400
2000-05-17 00:00:00+00:00,-0.02757486,-0.00270379,-0.00714803,-0.01893749,-0.00016333,-0.00225982,,-0.02123612,0.00207427,-0.01791370
2000-05-18 00:00:00+00:00,0.00863535,-0.01488924,-0.00030938,-0.00461854,0.01082331,-0.00540585,,-0.02007663,0.04007753,-0.00089978
2000-05-19 00:00:00+00:00,0.00824769,0.00388833,0.00118849,0.01224224,0.03661802,0.00590945,,-0.03831308,-0.00820075,0.00604297
2000-05-22 00:00:00+00:00,0.00019018,0.00966906,-0.00150390,0.01249821,-0.00536418,0.00677760,,-0.01571932,-0.06215541,0.01148510
2000-05-23 00:00:00+00:00,0.00262766,-0.02133050,-0.00614935,0.00226496,0.00771934,-0.00225231,,-0.03151425,0.00172837,-0.01139557
2000-05-24 00:00:00+00:00,-0.01095548,-0.00015973,-0.00287016,0.00215432,-0.02318115,-0.00176951,,0.02877084,0.05048156,-0.00635789
2000-05-25 00:00:00+00:00,-0.00453453,-0.00801154,0.00361695,0.01139973,0.00477890,0.00660621,,-0.01871571,0.02271081,-0.02281164
2000-05-26 00:00:00+00:00,0.00826558,0.01969079,0.00134727,0.04154164,0.00947800,0.00465846,,-0.00664943,-0.04247846,0.01128525
2000-05-29 00:00:00+00:00,0.00826558,0.01969079,0.00134727,0.04154164,0.00947800,0.00465846,,-0.00664943,-0.04247846,0.01128525
2000-05-30 00:00:00+00:00,0.01819146,0.01465128,-0.00315946,0.00080938,0.00698274,-0.00423921,,0.06179110,0.03040605,0.00203911
2000-05-31 00:00:00+00:00,-0.01643210,0.00171843,0.00722952,0.00820701,-0.02234141,0.00201363,,-0.00716802,-0.05850204,0.00901923
2000-06-01 00:00:00+00:00,-0.00032931,-0.00522748,0.00388296,-0.00730521,-0.01668720,0.00376810,,0.04202637,0.05991208,0.00421209
2000-06-02 00:00:00+00:00,0.02201733,0.01523245,-0.00283930,0.01976241,0.00352172,0.00271248,,0.03288652,-0.00419475,0.06337600
2000-06-05 00:00:00+00:00,0.01227419,0.01816780,-0.00015889,0.01320272,0.01107585,0.00111338,,-0.00762446,-0.03067479,0.02798070
2000-06-06 00:00:00+00:00,0.02352118,0.01286636,0.00279298,0.01321661,0.03861801,-0.00087641,,-0.01037875,0.00319534,0.02515837
2000-06-07 00:00:00+00:00,0.01035588,-0.00983546,-0.00458516,0.01313035,0.00205360,-0.00015972,,0.01281429,0.02852760,-0.01250654
2000-06-08 00:00:00+00:00,-0.01298212,-0.01369249,0.00028408,-0.01024366,-0.01353068,0.00015844,,-0.00831908,-0.02403137,-0.02223801
2000-06-09 00:00:00+00:00,-0.00831052,-0.00359888,0.00397861,-0.00642801,-0.01351425,-0.00087475,,-0.00631188,0.00318480,-0.00295872
2000-06-12 00:00:00+00:00,0.01689224,0.00368452,-0.00045304,-0.00099646,0.00122891,0.00135252,,-0.02069089,0.06517111,0.01868709
2000-06-13 00:00:00+00:00,0.01877602,-0.00439058,0.00898700,0.01472893,-0.00346415,0.00015865,,0.03300019,0.03689027,-0.00708651
2000-06-14 00:00:00+00:00,0.01156610,-0.01168652,0.00219226,-0.00057350,0.00304654,0.00230290,,0.00385616,-0.00687220,0.04217958
2000-06-15 00:00:00+00:00,0.00533700,0.00970653,-0.00513845,-0.00182296,0.01711513,-0.00015750,,-0.00017050,-0.01576154,-0.01444310
2000-06-16 00:00:00+00:00,0.01309000,0.00301068,0.00573206,0.02476197,0.00696991,0.00300934,,-0.01350836,-0.05341075,-0.00667144
2000-06-19 00:00:00+00:00,-0.01561974,-0.00252884,0.00101429,-0.01333896,0.00840730,-0.00110364,,0.02267980,-0.01740557,-0.02214429
2000-06-20 00:00:00+00:00,0.00680647,0.00723244,-0.00424996,-0.00295548,0.00525127,-0.00118325,,-0.00814281,0.04754951,0.00052846
2000-06-21 00:00:00+00:00,-0.00346109,-0.02657998,-0.00177174,-0.02735512,-0.00285348,-0.00355696,,-0.00016994,0.01972616,-0.00016654
2000-06-22 00:00:00+00:00,-0.02299384,0.02035668,-0.00236306,-0.01562793,0.02102850,-0.00071288,,-0.03084463,0.04638623,-0.00675243
2000-06-23 00:00:00+00:00,-0.00785809,-0.01439857,-0.00457892,-0.00397607,-0.00591345,-0.00468294,,-0.01643122,0.01174134,-0.01688075
2000-06-26 00:00:00+00:00,0.00891688,-0.00626613,-0.00015722,0.00388060,-0.02015310,0.00723978,,0.02100464,-0.02590651,0.00474891
2000-06-27 00:00:00+00:00,0.01690506,0.00983317,0.00073060,0.01765798,0.00817150,-0.00015789,,-0.01165699,0.03296322,0.01419367
2000-06-28 00:00:00+00:00,0.00150170,0.00593980,0.00206133,-0.00751453,-0.00596306,-0.00047395,,-0.00016994,-0.01714844,0.04748563
2000-06-29 00:00:00+00:00,0.00017367,0.01014877,-0.00325649,0.01840958,0.00795286,0.00689693,,-0.01783283,0.03481829,-0.02463221
2000-06-30 00:00:00+00:00,-0.01838562,-0.00383944,0.00146957,0.00276811,-0.01652149,0.00205269,,0.01423168,-0.00978842,0.00533574
2000-07-03 00:00:00+00:00,0.00719813,-0.00437414,-0.00015972,-0.00621337,0.00380812,0.00504740,,0.02909889,-0.00978842,0.00533574
2000-07-04 00:00:00+00:00,0.00719813,-0.00437414,-0.00015972,-0.00621337,0.00380812,0.00504740,,0.02909889,-0.00978842,0.00533574
2000-07-05 00:00:00+00:00,-0.03415034,-0.00570476,-0.00518605,0.00528222,-0.02788155,-0.00031945,,-0.03641628,-0.07687330,-0.04236681
2000-07-06 00:00:00+00:00,0.00390529,-0.00280941,0.00206533,-0.00663499,-0.00892980,-0.00457026,,0.01417857,-0.02527130,-0.00507922
2000-07-07 00:00:00+00:00,0.00152842,0.00725809,0.00220802,-0.00812284,-0.00875631,0.00330713,,0.02831784,0.00999908,-0.00017266
2000-07-10 00:00:00+00:00,0.00423023,-0.00174826,0.00131453,0.01560898,0.01326036,-0.00173933,,-0.00485916,-0.02147242,0.00194433
2000-07-11 00:00:00+00:00,-0.01669086,0.00564923,0.00013052,-0.00569420,0.00089359,-0.00095326,,0.00451711,0.02392167,-0.01140633
2000-07-12 00:00:00+00:00,0.00289431,-0.01281462,-0.00178977,-0.02140292,-0.02407161,-0.00174382,,0.01520523,0.03334592,-0.01394231
2000-07-13 00:00:00+00:00,-0.01137210,-0.00653103,-0.00061013,-0.01253715,0.00036861,0.00464671,,0.00380440,0.04130679,-0.00372993
2000-07-14 00:00:00+00:00,-0.00119081,-0.00522093,-0.00149736,0.00259957,0.00582676,-0.00953612,,0.01970133,-0.00051517,0.00694398
2000-07-17 00:00:00+00:00,0.01384140,-0.00496676,0.00101855,-0.00484050,-0.00870218,-0.00522859,,-0.00280378,-0.03528433,0.01649687
2000-07-18 00:00:00+00:00,-0.02187943,0.00384404,0.00382738,-0.01975934,-0.00005895,-0.00024580,,-0.01397675,0.04969124,-0.00791674
2000-07-19 00:00:00+00:00,-0.02211831,-0.00123391,-0.00001935,-0.00758682,-0.00038098,-0.00032565,,-0.01539131,-0.00534742,-0.02490251
2000-07-20 00:00:00+00:00,0.02549659,0.02118944,0.00115901,0.02034062,0.01162199,0.01220310,,0.02182033,-0.02750351,0.00554619
2000-07-21 00:00:00+00:00,0.00976453,0.00775865,0.00071733,0.00848857,-0.02317828,0.00062242,,-0.03577485,-0.05521557,0.00125166
2000-07-24 00:00:00+00:00,-0.00629899,-0.00490171,0.00483095,-0.00952682,0.00220483,-0.00245122,,-0.01158851,-0.03544449,-0.00908519
2000-07-25 00:00:00+00:00,0.00256688,0.00194248,-0.00177588,0.01116119,-0.01007034,0.00054228,,0.00454631,-0.00529475,-0.00017682
2000-07-26 00:00:00+00:00,0.01996985,-0.00253759,0.00085867,0.00748477,-0.00103209,-0.00024591,,-0.02172849,-0.00383894,0.00269764
2000-07-27 00:00:00+00:00,-0.01435937,-0.00254151,-0.00485025,-0.02028211,0.00026512,0.00251280,,-0.00630739,0.01600749,-0.00768542
2000-07-28 00:00:00+00:00,0.00391649,-0.01125780,-0.00340157,-0.01941650,-0.00774134,-0.00119140,,-0.04457913,0.00785199,-0.00591982
2000-07-31 00:00:00+00:00,-0.02920469,-0.00760245,-0.00709965,0.00739108,0.00363396,0.00117154,,0.01029436,-0.04047371,-0.00701902
2000-08-01 00:00:00+00:00,-0.00395910,-0.00363344,-0.00165383,-0.01436827,0.00633616,0.00313861,,0.01162394,0.01834871,0.01210503
2000-08-02 00:00:00+00:00,0.01467689,-0.00724377,0.00548363,-0.01847847,-0.00146535,0.00226811,,0.00603386,0.01781184,-0.00338060
2000-08-03 00:00:00+00:00,0.00771270,0.00331439,-0.00283038,-0.01175782,0.01010444,0.00069525,,0.01289534,0.01658238,-0.02377437
2000-08-04 00:00:00+00:00,-0.00341038,0.01026114,-0.00402391,0.00170151,-0.00210458,0.00462000,,0.01349884,0.06599127,-0.00632816
2000-08-07 00:00:00+00:00,0.00735175,0.01100484,0.00176705,0.00071059,-0.01201412,-0.00392812,,0.01951975,-0.04328205,0.00345051
2000-08-08 00:00:00+00:00,-0.01481218,-0.00863450,-0.00091183,-0.01466483,0.00784758,0.00328360,,0.00789348,0.01486212,-0.00307599
2000-08-09 00:00:00+00:00,-0.01491990,-0.00468509,0.00310276,-0.00758012,0.01450395,-0.00016900,,-0.01559716,0.06199715,-0.00997146
2000-08-10 00:00:00+00:00,0.01192746,-0.00576042,0.00101710,0.01981584,-0.01944675,0.00272994,,-0.01233556,0.05297029,0.00200838
2000-08-11 00:00:00+00:00,-0.00841432,0.00757393,-0.00061384,-0.01017302,0.00156038,-0.00588037,,0.00864280,-0.01868944,0.01947849
2000-08-14 00:00:00+00:00,0.00707471,0.00116079,-0.00224263,0.00380785,-0.01518645,0.00022269,,0.02823461,0.02838164,-0.00522563
2000-08-15 00:00:00+00:00,0.00498608,-0.00043527,0.00012738,0.01725062,0.00603497,-0.00330621,,-0.00619046,-0.00620484,-0.00017904
2000-08-16 00:00:00+00:00,0.02725627,-0.00389109,0.00487534,0.00485870,0.00894542,-0.00236857,,-0.00486444,0.00285586,0.01934655
2000-08-17 00:00:00+00:00,0.00608611,-0.00203360,0.00189756,0.00310130,0.00026289,-0.00001232,,0.00786612,0.02030630,0.00196869
2000-08-18 00:00:00+00:00,-0.00994335,-0.01389884,-0.00090576,-0.02324274,0.00080276,0.00266041,,0.00448819,0.02409825,-0.00661423
2000-08-21 00:00:00+00:00,-0.00457222,-0.00285338,-0.00149601,-0.01117996,-0.00427062,-0.00016956,,0.00847873,0.01854270,-0.01237389
2000-08-22 00:00:00+00:00,-0.02902213,-0.00473873,0.00056867,-0.01013402,0.00653616,0.00124354,,0.00048113,-0.03013807,-0.01244898
2000-08-23 00:00:00+00:00,-0.03237224,0.00333243,-0.00710290,0.00583895,0.02311367,0.00430153,,0.00313513,0.04568853,-0.01906095
2000-08-24 00:00:00+00:00,0.00473052,-0.00662394,-0.00076390,0.00426782,0.00302687,0.00116061,,0.00709722,-0.02955420,0.01301716
2000-08-25 00:00:00+00:00,0.00471799,-0.01487418,0.00146468,0.00038318,-0.00251095,0.00006404,,-0.00348143,0.00867228,0.00783178
2000-08-28 00:00:00+00:00,-0.00992326,-0.00098589,0.00101656,-0.00614599,0.00749881,-0.00290874,,0.00774771,0.04451187,-0.00054287
2000-08-29 00:00:00+00:00,-0.00402047,-0.01947425,-0.00239349,-0.01715141,0.00789424,-0.00032736,,-0.00149993,-0.00719574,-0.00743414
2000-08-30 00:00:00+00:00,0.01596130,0.00284934,0.00636539,0.00027722,-0.00661740,0.00092645,,-0.01928764,0.03827746,0.00491631
2000-08-31 00:00:00+00:00,0.00922266,-0.01140932,0.00322406,-0.01136222,-0.00790989,0.00664484,,0.02375289,-0.01431353,0.02923189
2000-09-01 00:00:00+00:00,-0.00241986,0.01361442,-0.00134581,0.02673010,0.01739150,0.00599894,,0.00244595,0.01312919,-0.00912011
2000-09-04 00:00:00+00:00,-0.00241986,0.01361442,-0.00134581,0.02673010,0.01739150,0.00599894,,0.00244595,0.01312919,-0.00912011
2000-09-05 00:00:00+00:00,-0.02616965,-0.00947731,-0.00561700,-0.02460220,-0.00217325,-0.00016900,,-0.01527348,0.03380314,-0.00880200
2000-09-06 00:00:00+00:00,-0.01474425,-0.02079741,-0.00871955,-0.04199345,-0.00090675,-0.00312562,,-0.02399002,0.05894613,-0.01316880
2000-09-07 00:00:00+00:00,-0.02245628,-0.00113999,0.00575607,0.00706667,0.01483542,-0.00250552,,0.01722272,0.03294416,-0.00162978
2000-09-08 00:00:00+00:00,-0.00767925,-0.02449843,-0.00016584,-0.00966240,-0.02103631,0.00170629,,-0.01477737,-0.10058173,-0.00671851
2000-09-11 00:00:00+00:00,0.01491822,-0.01733629,-0.00429934,-0.02545554,0.00089449,-0.00297181,,-0.00619432,0.08850807,-0.00090427
2000-09-12 00:00:00+00:00,-0.00836263,-0.00271982,-0.00223576,0.00926622,-0.01711180,0.00030351,,-0.01358227,-0.04369576,-0.00162430
