DateUTC,AUD,CAD,CHF,EUR,GBP,JPY,US2Y,US5Y,US10Y,BOBL,BUND,S&P500,NASDAQ,DOW,EUROSTOXX,DAX,FTSE,TOPIX,WTI_CRUDE,BRENT_CRUDE,GASOIL,GOLD,SILVER,COPPER,CORN,WHEAT
2010-03-18 00:00:00+00:00,-0.00317544,0.00080631,-0.00305758,-0.01941684,-0.00999060,-0.00261833,-0.00158769,-0.00406259,-0.00413159,-0.00094547,-0.00179141,0.00062869,0.00784891,0.00008959,,-0.00149709,0.00012751,-0.00426870,-0.00731166,-0.01082892,-0.00741102,0.00585694,-0.00628683,-0.01238059,0.00678663,-0.02769726
2010-03-19 00:00:00+00:00,-0.01237979,-0.00415542,-0.00010997,-0.01233917,-0.03037697,-0.00415599,-0.00158900,-0.00339320,-0.00227364,-0.00017597,0.00194618,-0.00862877,-0.00969260,0.00619224,,-0.00565220,0.00334574,0.00641962,-0.03677983,-0.03850921,-0.04601143,-0.03522461,-0.01031995,-0.01348426,-0.00989081,-0.02026886
2010-03-22 00:00:00+00:00,0.00330220,-0.00020734,-0.00148841,0.00117809,0.00945515,0.00795481,0.00114909,0.00352540,0.00533856,0.00367453,0.00697946,0.00992900,0.01678383,0.00140663,,0.00066428,-0.00290681,0.00641962,0.01601702,0.01606782,0.01099711,-0.01463976,-0.02779815,0.00530653,-0.02046604,0.00973842
2010-03-23 00:00:00+00:00,0.00021624,-0.00336053,0.00063334,-0.00805165,-0.00795979,-0.00648971,0.00042821,0.00026684,-0.00000461,0.00042271,0.00177590,0.01289197,0.01394931,0.00685130,,0.00717483,0.01567893,-0.00053572,0.00393859,0.00456931,0.02453002,0.00762643,0.00678646,-0.00088659,-0.03571173,-0.02822138
2010-03-24 00:00:00+00:00,-0.01859581,0.00397646,0.00042055,-0.02239256,-0.01870736,-0.03651547,-0.00317303,-0.01274146,-0.02025441,-0.00162658,-0.00550386,-0.00856761,-0.01086535,0.00820348,,0.00231663,-0.00031697,0.00531804,-0.02612633,-0.02602221,-0.02612660,-0.02710424,-0.02097304,-0.01972728,0.01017763,-0.00750708
2010-03-25 00:00:00+00:00,0.00021827,-0.00569660,-0.00891438,-0.00697637,-0.00927614,-0.01491681,-0.00014827,-0.00300433,-0.00942587,-0.00530165,-0.01047086,-0.00302239,-0.00208551,-0.00157642,,0.01504498,0.01475941,-0.00000381,-0.00000501,0.00024498,0.00715842,0.00760967,-0.01509743,0.02080780,-0.04887768,-0.03154922
2010-03-26 00:00:00+00:00,-0.01443711,0.00081402,-0.00096718,0.01632295,0.00971664,0.00565369,0.00201582,0.00450269,0.00689186,-0.00154629,0.00211458,0.00127316,0.00227240,0.00157121,,-0.00293644,-0.00920662,0.01852443,-0.01293440,-0.00861912,-0.01657692,0.02075694,0.01858084,0.01338432,0.00517829,-0.00623107
2010-03-29 00:00:00+00:00,0.03041798,0.00287019,-0.00042906,0.00954857,0.01087904,-0.00065104,0.00042853,-0.00000406,-0.00027397,0.00325315,0.00243841,0.00900783,0.00867447,0.00277154,,0.00759437,0.00507890,0.00883209,0.04512346,0.04665280,0.06186640,0.01094390,0.04063237,0.07731286,0.00516840,0.00141780
2010-03-30 00:00:00+00:00,0.00726521,0.00347538,0.00467704,-0.00639171,0.01188852,-0.00574027,-0.00079707,-0.00054934,-0.00000511,0.00170693,0.00536146,0.00105221,0.00532015,0.00064145,,-0.00130164,-0.01416563,0.01287565,0.00344482,0.00391771,-0.01437666,-0.01046153,0.02286249,0.01533264,-0.01360375,0.02870157
2010-03-31 00:00:00+00:00,-0.00351583,0.00213740,-0.00678187,0.01325843,0.01560403,-0.01392160,0.00143688,0.00422098,0.00552125,0.00221811,0.00210397,-0.00728542,-0.00995750,-0.00221695,,-0.00276477,-0.00635911,-0.00559948,0.03134836,0.03533335,0.02557611,0.00903991,-0.00201067,-0.00517056,-0.04236564,-0.07883112
2010-04-01 00:00:00+00:00,0.00516204,0.00335394,0.01065762,0.00880379,0.01185789,-0.00775933,-0.00086894,-0.00258992,-0.00363433,0.00110534,0.00088632,0.01457164,-0.00387135,0.00101185,,0.01432425,0.02561466,0.00869115,0.03110177,0.03134585,0.05749166,0.02081201,0.00688809,0.01707272,0.00197286,0.01962586
2010-04-02 00:00:00+00:00,0.00043395,0.00253112,-0.00074311,-0.01238489,-0.01009374,-0.01791873,-0.00086894,-0.00790371,-0.01199036,0.00110534,0.00088632,-0.00001764,-0.00003664,0.00248752,,0.01432425,0.02561466,0.00709475,0.03110177,0.03134585,0.05749166,0.02081201,0.00688809,0.01707272,0.00197286,0.01962586
2010-04-05 00:00:00+00:00,0.00361299,0.00181134,-0.00212711,-0.00030125,0.01336205,0.00908111,-0.00548074,-0.00588497,-0.00610135,0.00110534,0.00088632,0.01596980,0.02202405,-0.00018806,,0.01432425,0.02561466,0.00452708,0.04260125,0.04422854,0.05057018,0.01366128,0.00167228,0.02678227,0.01060544,-0.00390791
2010-04-06 00:00:00+00:00,0.01411209,0.00623893,-0.00170636,-0.01335394,-0.00262122,0.00734401,0.00115084,0.00273719,0.00379877,-0.00563909,-0.00883264,0.00463142,0.00528372,-0.00083031,,0.00376760,0.01675421,-0.00451606,0.01093223,0.00635849,0.01422328,0.00386638,0.00585460,-0.00781197,0.00327520,0.03844076
2010-04-07 00:00:00+00:00,0.00195124,0.00189688,-0.00447891,-0.00328969,-0.00013564,0.01398203,0.00309941,0.00889542,0.01409817,0.00350452,0.00707204,-0.01161368,-0.00382691,0.00063798,,-0.00312314,-0.00275646,0.00150594,-0.00920176,-0.01223171,-0.02105212,0.02991534,0.00027275,-0.01059179,0.04672064,0.04011314
2010-04-08 00:00:00+00:00,0.00216658,-0.00729648,-0.00449888,-0.00314539,-0.00013551,-0.00336020,0.00057196,-0.00150455,-0.00350698,0.00375503,-0.00130183,0.00804018,0.00502679,-0.00716046,,-0.00842673,-0.02128348,-0.00804874,-0.00518705,-0.01671084,-0.02264981,-0.00018756,0.00692839,-0.00539576,-0.03801148,-0.02066808
2010-04-09 00:00:00+00:00,0.00693556,0.00532870,0.00461780,0.01572479,0.01270361,0.00317024,0.00021166,-0.00014120,0.00161384,-0.00631671,-0.00730474,0.01497736,0.01208485,0.00609433,,0.01253406,0.02167241,0.00252985,0.00326905,0.00139749,0.00139109,0.01559884,0.00385133,0.00179789,-0.01247938,-0.01234264
2010-04-12 00:00:00+00:00,-0.00724406,-0.00351659,-0.00253987,0.01961555,0.00103751,0.00186051,0.00093266,0.00408994,0.00606158,-0.00317037,-0.00252848,-0.00001694,0.00046606,-0.00182262,,0.00039551,0.00370550,0.00454611,0.00371484,0.00011182,0.01546511,0.00050285,0.00053558,-0.01385633,0.01120118,0.00570252
2010-04-13 00:00:00+00:00,-0.00195664,0.00261423,0.00285581,0.00117315,-0.00026460,0.00018191,-0.00007659,0.00244656,0.00577441,0.00256516,0.00488390,0.00083421,0.00874657,-0.00373944,,-0.00319874,-0.00484732,-0.00554034,-0.01215541,-0.00152210,-0.03490920,-0.01515765,-0.03451501,0.02008488,0.01836441,0.03134846
2010-04-14 00:00:00+00:00,0.01573760,0.00552042,0.00337572,0.00882168,0.01300876,0.00083370,-0.00022055,-0.00245315,-0.00509840,0.00281845,-0.00033014,0.02261458,0.02532271,0.00502482,,0.00776675,0.01314786,0.00455021,0.03055117,0.03152556,0.04082062,0.01073678,0.00904865,0.00524413,0.02665490,-0.00704292
2010-04-15 00:00:00+00:00,-0.00129699,0.00159396,0.00031138,-0.01164768,0.00400357,0.00055411,0.00114801,0.00326358,0.00187597,0.00136245,0.00292310,0.00329793,0.00810567,0.00618244,,0.00094953,0.00724276,0.00654467,0.01682637,0.01967235,0.00868426,0.00119327,0.01093009,-0.00455057,0.02695451,0.01782831
2010-04-16 00:00:00+00:00,-0.01724946,-0.00489165,-0.00610834,-0.01149523,-0.01471404,0.02112174,0.00345166,0.00828893,0.01194275,0.00597395,0.00843942,-0.03022009,-0.02460940,-0.00054691,,-0.01692121,-0.02894909,-0.00951387,-0.03250252,-0.01096552,-0.02726454,-0.04034836,-0.01033085,-0.04709085,-0.00065448,0.03587708
2010-04-19 00:00:00+00:00,-0.00805033,-0.00233901,-0.00223637,-0.00341214,-0.01007832,-0.00617422,-0.00115459,-0.00420231,-0.00494296,0.00042109,-0.00057067,0.00880445,0.00319801,-0.00164821,,-0.00339734,-0.00356277,-0.01920584,-0.03448431,-0.03936703,-0.04793607,-0.00203687,-0.03744791,-0.00990386,-0.08372346,-0.08014843
