Date,US Bonds
1980-01-31,
1980-02-29,-0.07671005261700348
1980-03-31,0.014997000599880073
1980-04-30,0.11997635933806139
1980-05-31,0.037994722955145166
1980-06-30,0.02872394509405174
1980-07-31,-0.042500617741536906
1980-08-31,-0.02709677419354828
1980-09-30,-0.007957559681697757
1980-10-31,-0.022727272727272818
1980-11-30,0.009575923392612928
1980-12-31,0.02655826558265595
1981-01-31,-0.0031678986272440923
1981-02-28,-0.028866525423728695
1981-03-31,0.026724843196072934
1981-04-30,-0.03824701195219116
1981-05-31,0.04915769124551228
1981-06-30,-0.007633587786259555
1981-07-31,-0.02785145888594176
1981-08-31,-0.023465211459754443
1981-09-30,-0.007823414361553538
1981-10-31,0.07490847648549726
1981-11-30,0.0835734870317002
1981-12-31,-0.03288201160541582
1982-01-31,0.00374999999999992
1982-02-28,0.018929016189290104
1982-03-31,0.004888780249327818
1982-04-30,0.027730479202140668
1982-05-31,0.014201183431952646
1982-06-30,-0.0261376896149359
1982-07-31,0.05152168703570581
1982-08-31,0.05720145852324521
1982-09-30,0.05281310627290381
1982-10-31,0.05671580671580667
1982-11-30,0.0009688044952527175
1982-12-31,0.036778939217963824
1983-01-31,-0.01848394324122482
1983-02-28,0.04127829560585883
1983-03-31,-0.011326269638290198
1983-04-30,0.03067257945306734
1983-05-31,-0.026891358910003604
1983-06-30,0.0007369196757553986
1983-07-31,-0.037371134020618535
1983-08-31,0.006119716963090438
1983-09-30,0.04314769055312695
1983-10-31,-0.008746355685131268
1983-11-30,0.014705882352941346
1983-12-31,0.00036231884057968955
1984-01-31,0.017566099239405997
1984-02-29,-0.01121195942338482
1984-03-31,-0.016198704103671857
1984-04-30,-0.006037321624588365
1984-05-31,-0.043990428860666286
1984-06-30,0.015787447054293358
1984-07-31,0.06159969673995458
1984-08-31,0.013390465988216471
1984-09-30,0.02730796335447505
1984-10-31,0.04870519636425996
1984-11-30,0.020278004905968983
1984-12-31,0.010578618368328296
1985-01-31,0.0323552735923871
1985-02-28,-0.03441388846212934
1985-03-31,0.025457438345266592
1985-04-30,0.023273855702094615
1985-05-31,0.07566338134950712
1985-06-30,0.009867493656611215
1985-07-31,-0.010189838079285418
1985-08-31,0.022704837117472954
1985-09-30,0.00661886376172105
1985-10-31,0.026575342465753327
1985-11-30,0.030024019215372233
1985-12-31,0.0457313123461589
1986-01-31,0.004335976214073334
1986-02-28,0.06475885037621798
1986-03-31,0.056765523632993586
1986-04-30,0.006577504933128697
1986-05-31,-0.037573513395774194
1986-06-30,0.05556184225415861
1986-07-31,0.006861063464836947
1986-08-31,0.033965076660988025
1986-09-30,-0.027803521779425466
1986-10-31,0.014617095646647593
1986-11-30,0.012527403695584027
1986-12-31,0.0006186204763378722
1987-01-31,0.010303967027305516
1987-02-28,0.004283528811830806
1987-03-31,-0.014928404590230482
1987-04-30,-0.03824742268041226
1987-05-31,-0.013291885518276425
1987-06-30,0.014014122759369974
1987-07-31,-0.010927790872080623
1987-08-31,-0.015381282495667059
1987-09-30,-0.03168316831683182
1987-10-31,0.05589638718473067
1987-11-30,-0.004088659350118262
1987-12-31,0.014801210025929157
1988-01-31,0.047482167571595735
1988-02-29,0.00904563471897557
1988-03-31,-0.019943593875906607
1988-04-30,-0.01336073997944498
1988-05-31,-0.013437500000000102
1988-06-30,0.03157005596030005
1988-07-31,-0.012384851586489387
1988-08-31,0.0010363768266141715
1988-09-30,0.0321979500983538
1988-10-31,0.02206619859578729
1988-11-30,-0.02080471050049071
1988-12-31,0.002204850671477132
1989-01-31,0.0174399999999999
1989-02-28,-0.01236436546626829
1989-03-31,0.008578309416237051
1989-04-30,0.022486876899396213
1989-05-31,0.032009032395032166
1989-06-30,0.04192848593656495
1989-07-31,0.024257816706752422
1989-08-31,-0.02493625745853456
1989-09-30,0.004448038819247824
1989-10-31,0.03180354267310781
1989-11-30,0.008809121255473285
1989-12-31,0.0003265979664979213
1990-01-31,-0.025277302837896976
1990-02-28,-0.0028824032367537056
1990-03-31,8.840169731128e-06
1990-04-30,-0.018157548112198496
1990-05-31,0.033439275392330936
1990-06-30,0.018914280238018444
1990-07-31,0.011432040495245932
1990-08-31,-0.025665953723507662
1990-09-30,0.009483484160933031
1990-10-31,0.01786051948498457
1990-11-30,0.029352158346281243
1990-12-31,0.018908941755537256
1991-01-31,0.009701702829998826
1991-02-28,0.0035722829120485855
1991-03-31,0.004830841106644002
1991-04-30,0.008373792165483396
1991-05-31,0.0023681631052734353
1991-06-30,-0.006101997230631984
1991-07-31,0.01258589340952554
1991-08-31,0.026607900750897917
1991-09-30,0.030643072939145588
1991-10-31,0.0063842604837049954
1991-11-30,0.008723582874037294
1991-12-31,0.053951367781154946
1992-01-31,-0.03405088062622308
1992-02-29,0.008011316784668487
1992-03-31,-0.012101295459193473
1992-04-30,0.0017489131753838372
1992-05-31,0.020907562067097984
1992-06-30,0.01955104490946913
1992-07-31,0.03605879493657027
1992-08-31,0.007539614362932268
1992-09-30,0.023977701262501983
1992-10-31,-0.02454989720170886
1992-11-30,-0.005062443367608305
1992-12-31,0.023025599398127206
1993-01-31,0.027500387056820008
1993-02-28,0.025257566910892093
1993-03-31,0.00493564071474939
1993-04-30,0.00447266434299376
1993-05-31,-0.0027298868006940813
1993-06-30,0.031230230181517493
1993-07-31,0.0028491204888925203
1993-08-31,0.028169096930162674
1993-09-30,0.008524124989988557
1993-10-31,0.0028646306044652903
1993-11-30,-0.023502061733213453
1993-12-31,0.005392787219499651
1994-01-31,0.015181282371852234
1994-02-28,-0.03456788722162951
1994-03-31,-0.03846854737733163
1994-04-30,-0.014538207117485547
1994-05-31,-0.003163948359399704
1994-06-30,-0.005912335621511056
1994-07-31,0.02195566295834883
1994-08-31,-0.0004471997941656314
1994-09-30,-0.02288480985505459
1994-10-31,-0.007213151770985582
1994-11-30,-0.0016300124462190757
1994-12-31,0.011618561854919829
1995-01-31,0.02247605702525335
1995-02-28,0.031207938722071393
1995-03-31,0.007594050536033237
1995-04-30,0.0153209329164532
1995-05-31,0.05657784092556617
1995-06-30,0.01168553880268508
1995-07-31,-0.011420355902777679
1995-08-31,0.01396152896303815
1995-09-30,0.013330879686510588
1995-10-31,0.015708623986497416
1995-11-30,0.021423725961412066
1995-12-31,0.018220009575930618
1996-01-31,0.0036354259364128616
1996-02-29,-0.035980755182750124
1996-03-31,-0.009934518925755031
1996-04-30,-0.01738171146253409
1996-05-31,-0.005559763428037323
1996-06-30,0.014525399191892996
1996-07-31,0.00015440890673179553
1996-08-31,-0.004764642625185056
1996-09-30,0.022402071175252836
1996-10-31,0.02891673424542862
1996-11-30,0.028312536229673224
1996-12-31,-0.021282697918211912
1997-01-31,-0.0006618635247517268
1997-02-28,-0.0012336004449050586
1997-03-31,-0.0210173575431154
1997-04-30,0.020346537469170034
1997-05-31,0.010408748619092467
1997-06-30,0.016776335586895952
1997-07-31,0.04112798607034862
1997-08-31,-0.020414931468557995
1997-09-30,0.02150782058598777
1997-10-31,0.02650455236282534
1997-11-30,0.0008717430710263319
1997-12-31,0.014318236280853158
1998-01-31,0.020812983012498565
