Period,Annual Return,Annual Volatility,Sharpe Ratio,Correlation,R-squared,Tracking Error,Max Drawdown,Skewness,Excess Kurtosis,95% VaR,Hit Rate
OOS,0.24827933311462402,0.11754847309054248,2.112144263424614,0.7389497440265885,0.5460467241969607,0.08292846178833681,0.10186648368835449,-1.1651055812835693,7.095419883728027,-0.010431143222376704,0.6174603174603175
