lookback,mean_daily,std_daily,annual
20,0.08119634538888931,0.10863568633794785,20.461479038000107
25,0.5194973349571228,0.5876057147979736,130.91332840919495
30,0.14904320240020752,0.1879393607378006,37.558887004852295
35,0.04167260229587555,0.06521777808666229,10.501495778560638
40,0.05545886605978012,0.07121647894382477,13.97563424706459
