Date,Carry5,Carry20,Carry60,Carry120,symbol
2018-08-06,-11.776127412602758,-11.29050696536301,-11.705865262440392,-12.263744884381353,FTSE100
2018-08-07,-11.751654848752844,-11.325358193321263,-11.699289888451984,-12.247144704852468,FTSE100
2018-08-08,-11.791168483037152,-11.372778247217099,-11.698328821474922,-12.233482412392048,FTSE100
2018-08-09,-12.926196088457706,-11.731197010159223,-11.804610868169874,-12.272939679891357,FTSE100
2018-08-10,-12.240872531009364,-11.645106976104577,-11.767963752201174,-12.24294865363072,FTSE100
2018-08-13,-10.359914470915882,-11.16194575738185,-11.594807819094042,-12.145512793408974,FTSE100
2018-08-15,-6.666658841047981,-10.030616962115218,-11.191446564807878,-11.933312816319289,FTSE100
2018-08-16,-8.084873544520425,-10.111332228652971,-11.176549622528137,-11.909747735216266,FTSE100
2018-08-17,-9.570446126581679,-10.338063448721554,-11.2143692493454,-11.91233934956826,FTSE100
2018-08-20,-11.073185720180978,-10.68901046046446,-11.300494701581115,-11.939331966689473,FTSE100
2018-08-23,-12.164350851417169,-11.031958389725043,-11.392435564924972,-11.970140644323054,FTSE100
2018-08-24,-14.049872251081382,-11.671815953079836,-11.593349938203405,-12.05569028211314,FTSE100
2018-09-05,-14.35752514322017,-11.980560923678848,-11.695872214887624,-12.09453324356436,FTSE100
2018-09-13,-14.360803992783445,-12.202465839351154,-11.775516495895715,-12.123105490807855,FTSE100
2018-09-17,-14.793467062262273,-12.525744194821986,-11.894177309299309,-12.171742901169784,FTSE100
2018-09-18,-14.882733909074972,-12.761551909485114,-11.9896870487471,-12.21007403201425,FTSE100
2018-09-19,-14.532719245473613,-12.858356918789717,-12.042463522316234,-12.22823371324683,FTSE100
2018-09-21,-14.938596795146552,-13.127854860034708,-12.155323264144492,-12.276589510502248,FTSE100
2018-09-25,-14.234563661143401,-13.094324855209491,-12.170235574831883,-12.277648441261116,FTSE100
2018-10-05,-12.342448789474458,-12.659092530335556,-12.047075877804621,-12.210812111474644,FTSE100
2018-10-10,-12.989449685914488,-12.80841553232631,-12.112500534697785,-12.236127983070539,FTSE100
2018-10-12,-13.305755091178598,-12.910781930855206,-12.164656681274005,-12.255537568986279,FTSE100
2018-10-15,-13.117827662061355,-12.88990740172779,-12.176538424648877,-12.25560028450411,FTSE100
2018-10-16,-12.669866005122898,-12.779192051137613,-12.156827257171523,-12.24026753315422,FTSE100
2018-10-18,-13.550314307293078,-13.01457189343937,-12.251782160126057,-12.281440834485993,FTSE100
2018-10-22,-11.748434725370416,-12.547705697869347,-12.11261870247361,-12.207965303683094,FTSE100
2018-10-23,-12.708414413767864,-12.74035684718865,-12.187012591223624,-12.238813475092142,FTSE100
2018-10-24,-13.110713132568796,-12.84701795993727,-12.235982557262902,-12.257812027407802,FTSE100
2018-10-25,-11.122960691485039,-12.301511434475605,-12.065192879172734,-12.168868426915441,FTSE100
2018-10-26,-10.591430150986158,-12.033815119672926,-11.976748883369194,-12.119258256757295,FTSE100
2018-10-29,-11.494910045144351,-12.14957395950395,-12.012839179676194,-12.130477477071778,FTSE100
2018-10-30,-10.491840163339527,-11.797438676592739,-11.892502464421394,-12.06492047260626,FTSE100
2018-10-31,-11.495395268589021,-11.95474217419093,-11.937822199373336,-12.080228515150791,FTSE100
2018-11-01,-10.862730136312551,-11.726619874569508,-11.855779420515882,-12.033181253457386,FTSE100
2018-11-02,-10.438739421898127,-11.519593449098227,-11.776212475457417,-11.986806007703562,FTSE100
2018-11-06,-10.400312720357661,-11.401789035792456,-11.722872073369247,-11.952849328568629,FTSE100
2018-11-07,-10.856000222287516,-11.432176243706975,-11.71782351775173,-11.942416283888782,FTSE100
2018-11-09,-10.40977947114679,-11.246227328847768,-11.640413106388358,-11.896373698497328,FTSE100
2018-11-12,-9.738081994488047,-10.971491386832296,-11.52935337035626,-11.833238806884424,FTSE100
2018-11-13,-9.029799154276924,-10.648790847781761,-11.39674567357459,-11.758720134332567,FTSE100
2018-11-14,-9.06022055196536,-10.49985882674556,-11.317088944638394,-11.709411956109737,FTSE100
2018-11-15,-8.653680447606977,-10.24364404632386,-11.198769645314709,-11.6405557861787,FTSE100
2018-11-16,-8.076237371957454,-9.924629253686359,-11.054698724668457,-11.558219062563271,FTSE100
2018-11-20,-9.715198930910619,-10.21197463334603,-11.1110680413738,-11.57380169065058,FTSE100
2018-12-05,-8.498841036370528,-9.814847882984493,-10.942305350297143,-11.47896781670703,FTSE100
2018-12-06,-10.470027475487447,-10.24728362237932,-11.048108511463296,-11.518430941842567,FTSE100
2018-12-07,-10.583107233103977,-10.296736036964417,-11.034299818391906,-11.49994171831059,FTSE100
2018-12-10,-10.408805054624253,-10.27042110413156,-10.996798580408086,-11.46984582248323,FTSE100
2018-12-13,-11.40784347154146,-10.563992623955587,-11.068372343014502,-11.493453830869278,FTSE100
2018-12-14,-11.602290090221489,-10.695400757811116,-11.091996993581464,-11.494173285149474,FTSE100
2018-12-18,-11.669686437795336,-10.796582775267634,-11.108828868884117,-11.491911720254368,FTSE100
2018-12-19,-11.929067104367853,-10.949157545546345,-11.145846509754692,-11.49991861914858,FTSE100
2018-12-20,-11.917086566801851,-11.03458138407456,-11.16377024131756,-11.498971819120785,FTSE100
2018-12-21,-13.079767622124002,-11.445023911575394,-11.294311756667307,-11.553891518376108,FTSE100
2018-12-27,-13.19697555217366,-11.629144726956707,-11.356952020955474,-11.576515404702942,FTSE100
2019-01-08,-13.260486504606844,-11.791567415339735,-11.41612398759187,-11.598067478021113,FTSE100
2019-01-09,-12.970490352680354,-11.843943292105338,-11.441218399042594,-11.603408020159304,FTSE100
2019-01-11,-12.752673027478068,-11.884362489155626,-11.46312215425343,-11.607492071296472,FTSE100
2019-01-16,-13.174291867714773,-12.082243528480426,-11.539121145034997,-11.638551260427858,FTSE100
2019-01-22,-12.83909235471588,-12.085895218348961,-11.55303324087698,-11.639695323646686,FTSE100
2019-01-29,-12.81534964452977,-12.146037429706372,-11.58580279218042,-11.650348997006416,FTSE100
2019-01-30,-12.989845818004413,-12.254615305046867,-11.635902625076127,-11.669906685144577,FTSE100
2019-02-04,-12.64165593154566,-12.220656928129427,-11.639439960231774,-11.66697950885153,FTSE100
2019-02-05,-12.620715506893768,-12.250033046435073,-11.663283352076764,-11.674176096551255,FTSE100
2019-02-06,-13.702001612633783,-12.588301867980364,-11.792257044130315,-11.733506324279123,FTSE100
2019-02-07,-13.63481228651529,-12.67008852315211,-11.840796730621715,-11.75425933840938,FTSE100
2019-02-11,-13.355051010732499,-12.677217550119993,-11.865023138440678,-11.763459331657822,FTSE100
2019-02-12,-13.588933516582678,-12.803304215215729,-11.929107615128288,-11.792563447658102,FTSE100
2019-02-14,-13.503409686356385,-12.848670917019078,-11.96774280124106,-11.80966749470118,FTSE100
2019-02-15,-14.159430066371947,-13.092636234175608,-12.074062989940574,-11.860506740196266,FTSE100
2019-02-27,-12.437712683197436,-12.698929966453948,-11.968112352274408,-11.80749989002559,FTSE100
2019-03-06,-11.676311739254267,-12.452686113700366,-11.903002023941156,-11.773804268813132,FTSE100
2019-03-12,-10.765221904133796,-12.11506717835093,-11.801008418792096,-11.721415724355476,FTSE100
2019-03-14,-10.456719978440573,-11.894662335025282,-11.731262125499724,-11.684152769793645,FTSE100
2019-03-15,-10.744785240286559,-11.835757376023917,-11.711547375157899,-11.67106101611609,FTSE100
2019-03-18,-10.59971321513203,-11.686524470642047,-11.659879407086466,-11.642102369557582,FTSE100
2019-03-22,-8.824785278032614,-11.073910309829966,-11.447619606021442,-11.53355729602479,FTSE100
2019-03-25,-8.987135944586557,-10.902587838596212,-11.372444259141684,-11.49100466534308,FTSE100
2019-04-01,-8.915678270722967,-10.696444344890681,-11.282357231361626,-11.440582569463853,FTSE100
2019-04-02,-9.332932244217252,-10.642234862608161,-11.240179706085176,-11.413173229349585,FTSE100
2019-04-04,-10.053118188799544,-10.718979383645582,-11.242128754661167,-11.407304898445428,FTSE100
2019-04-05,-10.299663976058023,-10.72194211398795,-11.221426522531358,-11.390389894044556,FTSE100
