Date,Carry5,Carry20,Carry60,Carry120,symbol
1987-09-15,-4.768440388149808,-12.235496598874512,-14.88535597965368,-15.486578647262439,CAD
1987-09-16,-3.1789602587665393,-11.07021120850551,-14.397311521304378,-15.230602140696119,CAD
1987-09-17,-2.4871032480589155,-10.125676054809416,-13.967974428644265,-15.004209635481176,CAD
1987-09-18,-2.977841943062116,-9.555218832721378,-13.66325073860989,-14.847180923587823,CAD
1987-09-21,-2.937528674909997,-8.92941689681461,-13.325849703019472,-14.667417077624624,CAD
1987-09-22,-1.7410026791930135,-8.014127115049371,-12.863699485574069,-14.40999805210818,CAD
1987-09-23,0.5525157547845995,-6.7395685280567745,-12.24301605829307,-14.053722853631426,CAD
1987-09-24,-0.8496704391463129,-6.461227304305169,-11.983032866818947,-13.905390215217356,CAD
1987-09-25,-3.1171095494882275,-6.607130315666784,-11.88631137629941,-13.851371624118178,CAD
1987-09-28,-5.51713654624169,-7.0042854959790795,-11.89591589069562,-13.859485257767323,CAD
1987-09-29,-6.5957688170558315,-7.208006198411328,-11.84466589363943,-13.83152456036417,CAD
1987-09-30,-7.4614113132098865,-7.4360647968405695,-11.812113071105555,-13.814128322329715,CAD
1987-10-01,-9.241900332009898,-8.001562486401864,-11.920357125179603,-13.879972121669741,CAD
1987-10-02,-9.531438747633514,-8.24535354463876,-11.920846175752523,-13.88286417236462,CAD
1987-10-05,-10.264710326412773,-8.627165515097671,-11.984048718558583,-13.922948718317476,CAD
1987-10-06,-12.569881091910851,-9.514705127995763,-12.256077585034305,-14.087573700676753,CAD
1987-10-07,-13.429651316994443,-10.115660056840518,-12.440577844006768,-14.20280985744525,CAD
1987-10-08,-13.856580447850646,-10.615731835610262,-12.602047284036736,-14.306059892132193,CAD
1987-10-09,-13.913487621432088,-11.00021587295801,-12.731782314458577,-14.391906627656079,CAD
1987-10-12,-13.963393158127559,-11.35165411951656,-12.858653309293283,-14.477159348524378,CAD
1987-10-13,-15.134573099227815,-12.009236856838697,-13.11349058225221,-14.639441448881234,CAD
1987-10-14,-15.28314797384841,-12.415505910746237,-13.286564594080353,-14.75546150660553,CAD
1987-10-15,-18.325248897529914,-13.661450949958605,-13.795690238595004,-15.072434610792456,CAD
1987-10-16,-20.0,-14.90754357236914,-14.33434548243211,-15.411608998569017,CAD
1987-10-19,-20.0,-16.301041599357237,-14.958857764842898,-15.806632088107628,CAD
1987-10-20,-15.817470375552311,-14.841251598409627,-14.504464200043492,-15.56677345446547,CAD
1987-10-21,-11.738297502357632,-13.783950560715045,-14.16746752478896,-15.39172929711051,CAD
1987-10-22,-8.310490222327102,-12.61593166770323,-13.7592703374427,-15.170749767693732,CAD
