Date,Carry5,Carry20,Carry60,Carry120,symbol
1980-03-03,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-04,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-05,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-06,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-07,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-10,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-11,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-12,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-13,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-14,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-03-17,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-02,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-03,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-07,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-08,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-09,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-10,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-11,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-14,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-15,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-04-16,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-05,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-06,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-07,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-08,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-09,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-12,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-13,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-14,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-15,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-05-16,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-02,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-03,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-04,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-05,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-06,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-09,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-10,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-11,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-12,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-13,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-06-16,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-03,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-07,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-08,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-09,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-10,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-11,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-14,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-15,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-16,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-07-17,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-08-04,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-08-05,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-08-06,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-08-07,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-08-08,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-08-11,-20.0,-20.0,-20.0,-20.0,HEATOIL
1980-08-12,-20.0,-20.0,-20.0,-20.0,HEATOIL
