Date,Carry5,Carry20,Carry60,Carry120,symbol
2000-03-17,20.0,20.0,20.0,20.0,NASDAQ
2000-03-20,20.0,20.0,20.0,20.0,NASDAQ
2000-03-21,20.0,20.0,20.0,20.0,NASDAQ
2000-03-22,20.0,20.0,20.0,20.0,NASDAQ
2000-03-23,20.0,20.0,20.0,20.0,NASDAQ
2000-03-24,20.0,20.0,20.0,20.0,NASDAQ
2000-03-27,20.0,20.0,20.0,20.0,NASDAQ
2000-03-28,20.0,20.0,20.0,20.0,NASDAQ
2000-03-29,20.0,20.0,20.0,20.0,NASDAQ
2000-03-30,20.0,20.0,20.0,20.0,NASDAQ
2000-03-31,20.0,20.0,20.0,20.0,NASDAQ
2000-04-03,20.0,20.0,20.0,20.0,NASDAQ
2000-04-04,20.0,20.0,20.0,20.0,NASDAQ
2000-04-05,20.0,20.0,20.0,20.0,NASDAQ
2000-04-06,20.0,20.0,20.0,20.0,NASDAQ
2000-04-07,20.0,20.0,20.0,20.0,NASDAQ
2000-04-10,20.0,20.0,20.0,20.0,NASDAQ
2000-04-11,20.0,20.0,20.0,20.0,NASDAQ
2000-04-12,20.0,20.0,20.0,20.0,NASDAQ
2000-04-13,20.0,20.0,20.0,20.0,NASDAQ
2000-04-14,20.0,20.0,20.0,20.0,NASDAQ
2000-04-17,20.0,20.0,20.0,20.0,NASDAQ
2000-04-18,20.0,20.0,20.0,20.0,NASDAQ
2000-04-19,20.0,20.0,20.0,20.0,NASDAQ
2000-04-20,20.0,20.0,20.0,20.0,NASDAQ
2000-04-24,20.0,20.0,20.0,20.0,NASDAQ
2000-04-25,20.0,20.0,20.0,20.0,NASDAQ
2000-04-26,20.0,20.0,20.0,20.0,NASDAQ
2000-04-27,20.0,20.0,20.0,20.0,NASDAQ
2000-04-28,20.0,20.0,20.0,20.0,NASDAQ
2000-05-01,20.0,20.0,20.0,20.0,NASDAQ
2000-05-02,20.0,20.0,20.0,20.0,NASDAQ
2000-05-03,20.0,20.0,20.0,20.0,NASDAQ
2000-05-04,20.0,20.0,20.0,20.0,NASDAQ
2000-05-05,20.0,20.0,20.0,20.0,NASDAQ
2000-05-08,20.0,20.0,20.0,20.0,NASDAQ
2000-05-09,20.0,20.0,20.0,20.0,NASDAQ
2000-05-10,20.0,20.0,20.0,20.0,NASDAQ
2000-05-11,20.0,20.0,20.0,20.0,NASDAQ
2000-05-12,20.0,20.0,20.0,20.0,NASDAQ
2000-05-15,20.0,20.0,20.0,20.0,NASDAQ
2000-05-16,20.0,20.0,20.0,20.0,NASDAQ
2000-05-17,20.0,20.0,20.0,20.0,NASDAQ
2000-05-18,20.0,20.0,20.0,20.0,NASDAQ
2000-05-19,20.0,20.0,20.0,20.0,NASDAQ
2000-05-22,20.0,20.0,20.0,20.0,NASDAQ
2000-05-23,20.0,20.0,20.0,20.0,NASDAQ
2000-05-24,20.0,20.0,20.0,20.0,NASDAQ
2000-05-25,20.0,20.0,20.0,20.0,NASDAQ
2000-05-26,20.0,20.0,20.0,20.0,NASDAQ
2000-05-30,20.0,20.0,20.0,20.0,NASDAQ
2000-05-31,20.0,20.0,20.0,20.0,NASDAQ
2000-06-01,20.0,20.0,20.0,20.0,NASDAQ
2000-06-02,20.0,20.0,20.0,20.0,NASDAQ
2000-06-05,20.0,20.0,20.0,20.0,NASDAQ
2000-06-06,20.0,20.0,20.0,20.0,NASDAQ
2000-06-07,20.0,20.0,20.0,20.0,NASDAQ
2000-06-08,20.0,20.0,20.0,20.0,NASDAQ
2000-06-09,20.0,20.0,20.0,20.0,NASDAQ
2000-06-12,20.0,20.0,20.0,20.0,NASDAQ
2000-06-19,20.0,20.0,20.0,20.0,NASDAQ
2000-06-20,20.0,20.0,20.0,20.0,NASDAQ
2000-06-21,20.0,20.0,20.0,20.0,NASDAQ
2000-06-22,20.0,20.0,20.0,20.0,NASDAQ
2000-06-23,18.852240236046434,20.0,20.0,20.0,NASDAQ
2000-06-26,17.853088760696515,20.0,20.0,20.0,NASDAQ
2000-06-27,17.215023359665654,20.0,20.0,20.0,NASDAQ
2000-06-28,16.857781812910147,20.0,20.0,20.0,NASDAQ
2000-06-29,16.638172479112402,20.0,20.0,20.0,NASDAQ
2000-06-30,16.620371485143295,20.0,20.0,20.0,NASDAQ
2000-07-03,16.66086446460516,20.0,20.0,20.0,NASDAQ
2000-07-05,16.607046621256096,20.0,20.0,20.0,NASDAQ
2000-07-06,16.58769932515023,20.0,20.0,20.0,NASDAQ
2000-07-07,16.614928781213738,20.0,20.0,20.0,NASDAQ
2000-07-10,16.659946618431654,20.0,20.0,20.0,NASDAQ
2000-07-11,16.752121027145584,20.0,20.0,20.0,NASDAQ
2000-07-12,16.881074980580564,20.0,20.0,20.0,NASDAQ
2000-07-13,16.964528626422716,20.0,20.0,20.0,NASDAQ
2000-07-14,17.399206924552267,20.0,20.0,20.0,NASDAQ
2000-07-17,17.769082115000117,20.0,20.0,20.0,NASDAQ
2000-07-18,17.988501313804115,20.0,20.0,20.0,NASDAQ
2000-07-19,18.06356476001605,20.0,20.0,20.0,NASDAQ
2000-07-20,18.398496245126417,20.0,20.0,20.0,NASDAQ
2000-07-21,18.614711444449203,20.0,20.0,20.0,NASDAQ
2000-07-24,18.825376611061806,20.0,20.0,20.0,NASDAQ
2000-07-25,19.2530576504074,20.0,20.0,20.0,NASDAQ
2000-07-26,19.548500497563325,20.0,20.0,20.0,NASDAQ
2000-07-27,19.64474340023378,20.0,20.0,20.0,NASDAQ
2000-07-28,19.520904651290955,20.0,20.0,20.0,NASDAQ
2000-07-31,19.37426537122226,20.0,20.0,20.0,NASDAQ
2000-08-01,19.283324086799354,20.0,20.0,20.0,NASDAQ
2000-08-02,19.258847443439063,20.0,20.0,20.0,NASDAQ
2000-08-03,19.71630792137456,20.0,20.0,20.0,NASDAQ
2000-08-04,20.0,20.0,20.0,20.0,NASDAQ
2000-08-07,20.0,20.0,20.0,20.0,NASDAQ
2000-08-08,20.0,20.0,20.0,20.0,NASDAQ
2000-08-09,20.0,20.0,20.0,20.0,NASDAQ
2000-08-10,20.0,20.0,20.0,20.0,NASDAQ
2000-08-11,20.0,20.0,20.0,20.0,NASDAQ
2000-08-14,20.0,20.0,20.0,20.0,NASDAQ
2000-08-15,20.0,20.0,20.0,20.0,NASDAQ
2000-08-16,20.0,20.0,20.0,20.0,NASDAQ
2000-08-17,20.0,20.0,20.0,20.0,NASDAQ
2000-08-18,20.0,20.0,20.0,20.0,NASDAQ
2000-08-21,20.0,20.0,20.0,20.0,NASDAQ
2000-08-22,20.0,20.0,20.0,20.0,NASDAQ
2000-08-23,20.0,20.0,20.0,20.0,NASDAQ
2000-08-24,20.0,20.0,20.0,20.0,NASDAQ
2000-08-25,20.0,20.0,20.0,20.0,NASDAQ
2000-08-28,20.0,20.0,20.0,20.0,NASDAQ
2000-08-29,20.0,20.0,20.0,20.0,NASDAQ
2000-08-30,20.0,20.0,20.0,20.0,NASDAQ
2000-08-31,20.0,20.0,20.0,20.0,NASDAQ
2000-09-01,20.0,20.0,20.0,20.0,NASDAQ
2000-09-05,20.0,20.0,20.0,20.0,NASDAQ
2000-09-06,20.0,20.0,20.0,20.0,NASDAQ
2000-09-07,20.0,20.0,20.0,20.0,NASDAQ
2000-09-08,20.0,20.0,20.0,20.0,NASDAQ
2000-09-11,20.0,20.0,20.0,20.0,NASDAQ
2000-09-12,20.0,20.0,20.0,20.0,NASDAQ
2000-09-19,20.0,20.0,20.0,20.0,NASDAQ
2000-09-20,20.0,20.0,20.0,20.0,NASDAQ
2000-09-21,20.0,20.0,20.0,20.0,NASDAQ
2000-09-22,20.0,20.0,20.0,20.0,NASDAQ
2000-09-26,20.0,20.0,20.0,20.0,NASDAQ
2000-09-27,20.0,20.0,20.0,20.0,NASDAQ
2000-09-28,20.0,20.0,20.0,20.0,NASDAQ
2000-09-29,20.0,20.0,20.0,20.0,NASDAQ
2000-10-02,20.0,20.0,20.0,20.0,NASDAQ
2000-10-03,20.0,20.0,20.0,20.0,NASDAQ
2000-10-04,20.0,20.0,20.0,20.0,NASDAQ
2000-10-05,20.0,20.0,20.0,20.0,NASDAQ
2000-10-06,20.0,20.0,20.0,20.0,NASDAQ
2000-10-09,20.0,20.0,20.0,20.0,NASDAQ
2000-10-10,20.0,20.0,20.0,20.0,NASDAQ
