Date,Carry5,Carry20,Carry60,Carry120,symbol
1976-03-16,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-17,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-18,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-19,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-22,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-23,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-24,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-25,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-26,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-29,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-30,-20.0,-20.0,-20.0,-20.0,GBP
1976-03-31,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-01,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-02,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-05,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-06,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-07,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-08,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-09,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-12,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-13,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-14,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-15,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-19,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-20,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-21,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-22,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-23,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-26,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-27,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-28,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-29,-20.0,-20.0,-20.0,-20.0,GBP
1976-04-30,-20.0,-20.0,-20.0,-20.0,GBP
1976-05-03,-20.0,-20.0,-20.0,-20.0,GBP
