Date,Global Equities,Global Bonds,US Equities,Commodities,US Dollar
1987-01-31,,,,,
1987-02-28,0.03134811986636854,,0.03322852373743257,,-0.006008411776487033
1987-03-31,0.060303465744416584,,0.02434534320171311,,-0.02166028611726789
1987-04-30,0.057103479958653836,,-0.011626627544470747,,-0.012048192771084376
1987-05-31,-6.518763173324338e-05,,0.0030057889268220173,,0.01907442151344596
1987-06-30,-0.002042678951714505,,0.04913241333382645,,0.003682111077017547
1987-07-31,0.018508840693319373,,0.0450329724582994,,0.016916335473351696
1987-08-31,0.057638859195279446,,0.03701828980225419,,-0.024751979156228177
1987-09-30,-0.018799272286234125,,-0.023689434121896502,,0.012844225236333662
1987-10-31,-0.17124021425628344,,-0.21461187214611865,,-0.049913766866186315
1987-11-30,-0.026150939644029036,,-0.0875912408759123,,-0.048051254671649724
1987-12-31,0.04142842556667348,,0.06702325581395341,,-0.04183959618620303
1988-01-31,0.022598593102772124,,0.039623381718320916,,0.0575977522828377
1988-02-29,0.0562546439442968,,0.038700209643605765,,0.0021031658180208357
1988-03-31,0.02847871471362451,,-0.03649134137972787,,-0.024632718435877665
1988-04-30,0.01087747942545736,,0.005949139050651642,,0.009739524348810757
1988-05-31,-0.021673651126244087,,0.00533089000874587,,0.021646478241363898
1988-06-30,-0.0031010864957723427,,0.04333236670947427,,0.047425623010209694
1988-07-31,0.017097842628233995,,-0.006194163192376423,,0.022219893092967347
1988-08-31,-0.05661415243795109,,-0.03667745415318224,,0.009125397313647143
1988-09-30,0.04062973760932942,,0.03948405292190271,,-0.007417191627718034
1988-10-31,0.06477351682094268,,0.027530622830467033,,-0.04022929675504139
1988-11-30,0.03311090997116217,,-0.01852211392847425,,-0.034449658703071706
1988-12-31,0.007396088019559821,,0.013214116157620026,,0.021760742295371616
1989-01-31,0.034544829399510535,,0.07294025771183121,,0.04616216216216218
1989-02-28,-0.007878633848800609,,-0.03293543926049913,,-0.019324170714064226
1989-03-31,-0.008020020493418434,,0.01938057426711315,,0.03414120126448883
1989-04-30,0.02141395681452507,,0.05120348493797988,,-0.004381495822294745
1989-05-31,-0.026118749878449754,,0.035575065847234466,,0.053935114113192295
1989-06-30,-0.01292036105120209,,-0.006612859468258181,,-0.009322198485142819
1989-07-31,0.1112707115256224,,0.08872426859659299,,-0.045383258184669595
1989-08-31,-0.025705911267272286,,0.0123855512354194,,0.05021049389054322
1989-09-30,0.02662705308593538,,-0.004831665995601919,,-0.03725068439577628
1989-10-31,-0.034927741982454075,,-0.025396034981793325,,-0.00406215090890627
1989-11-30,0.03828527242894575,,0.017818936611847525,,-0.01835423676965431
1989-12-31,0.030534212486149848,,0.019765946098578624,,-0.03178560299158617
1990-01-31,-0.0482955546938344,,-0.06765529335753606,,-0.008582770089046177
1990-02-28,-0.04454198614660898,,0.01187961985216468,,0.009522778920030506
1990-03-31,-0.06216441489464808,,0.020708322462822837,,0.004287705005895592
