Date,ALUMINIUM_LME
2023-06-02 00:00:00+00:00,
2023-06-05 00:00:00+00:00,-0.02127820
2023-06-06 00:00:00+00:00,-0.03114386
2023-06-07 00:00:00+00:00,0.00757771
2023-06-08 00:00:00+00:00,0.03109566
2023-06-09 00:00:00+00:00,0.01244115
2023-06-12 00:00:00+00:00,-0.03779864
2023-06-13 00:00:00+00:00,0.00391258
2023-06-14 00:00:00+00:00,0.01989913
2023-06-15 00:00:00+00:00,-0.00304879
2023-06-16 00:00:00+00:00,0.01883611
2023-06-19 00:00:00+00:00,-0.02803519
2023-06-20 00:00:00+00:00,-0.00912645
2023-06-21 00:00:00+00:00,-0.00533423
2023-06-22 00:00:00+00:00,-0.02002762
2023-06-23 00:00:00+00:00,-0.02410804
2023-06-26 00:00:00+00:00,-0.02485507
2023-06-27 00:00:00+00:00,0.04377739
2023-06-28 00:00:00+00:00,-0.02255788
2023-06-29 00:00:00+00:00,-0.01472971
2023-06-30 00:00:00+00:00,0.00008069
2023-07-03 00:00:00+00:00,0.00438792
2023-07-04 00:00:00+00:00,0.00995581
2023-07-05 00:00:00+00:00,-0.02396581
2023-07-06 00:00:00+00:00,-0.01360593
2023-07-07 00:00:00+00:00,0.01504000
2023-07-10 00:00:00+00:00,-0.00296047
2023-07-11 00:00:00+00:00,0.02044906
2023-07-12 00:00:00+00:00,0.06356175
2023-07-13 00:00:00+00:00,0.03700311
2023-07-14 00:00:00+00:00,-0.00191827
2023-07-17 00:00:00+00:00,-0.01990731
2023-07-18 00:00:00+00:00,-0.04640976
2023-07-19 00:00:00+00:00,-0.01168052
2023-07-20 00:00:00+00:00,0.01082395
2023-07-21 00:00:00+00:00,0.00302549
2023-07-24 00:00:00+00:00,0.00165943
2023-07-25 00:00:00+00:00,0.02749322
2023-07-26 00:00:00+00:00,-0.02429506
2023-07-27 00:00:00+00:00,-0.00807495
2023-07-28 00:00:00+00:00,0.01631811
2023-07-31 00:00:00+00:00,0.05289728
2023-08-01 00:00:00+00:00,-0.02506207
2023-08-02 00:00:00+00:00,-0.04205328
2023-08-03 00:00:00+00:00,0.01869317
2023-08-04 00:00:00+00:00,0.00243180
2023-08-07 00:00:00+00:00,-0.00509871
2023-08-08 00:00:00+00:00,-0.02899154
2023-08-09 00:00:00+00:00,-0.00621085
2023-08-10 00:00:00+00:00,0.00809277
2023-08-11 00:00:00+00:00,-0.02034942
2023-08-14 00:00:00+00:00,-0.02750576
2023-08-15 00:00:00+00:00,-0.00306909
2023-08-16 00:00:00+00:00,-0.00003939
2023-08-17 00:00:00+00:00,0.00217718
2023-08-18 00:00:00+00:00,-0.00854557
2023-08-21 00:00:00+00:00,0.00464224
2023-08-22 00:00:00+00:00,0.03090022
2023-08-23 00:00:00+00:00,0.00156798
2023-08-24 00:00:00+00:00,-0.02037727
2023-08-25 00:00:00+00:00,-0.00665498
2023-08-29 00:00:00+00:00,0.01334699
2023-08-30 00:00:00+00:00,0.03059451
2023-08-31 00:00:00+00:00,0.00576304
2023-09-01 00:00:00+00:00,0.02504286
2023-09-04 00:00:00+00:00,-0.02369309
2023-09-05 00:00:00+00:00,-0.01830055
2023-09-06 00:00:00+00:00,0.00053012
2023-09-07 00:00:00+00:00,0.00144564
2023-09-08 00:00:00+00:00,-0.01181902
2023-09-11 00:00:00+00:00,0.01916299
2023-09-12 00:00:00+00:00,-0.00881277
2023-09-13 00:00:00+00:00,0.01837467
2023-09-14 00:00:00+00:00,0.00573647
2023-09-15 00:00:00+00:00,-0.03179478
2023-09-18 00:00:00+00:00,0.02670318
2023-09-19 00:00:00+00:00,-0.00423466
2023-09-20 00:00:00+00:00,0.03978872
2023-09-21 00:00:00+00:00,-0.03872070
2023-09-22 00:00:00+00:00,0.02628397
2023-09-25 00:00:00+00:00,-0.00729166
2023-09-26 00:00:00+00:00,0.00969062
2023-09-27 00:00:00+00:00,-0.00461168
2023-09-28 00:00:00+00:00,0.03465701
2023-09-29 00:00:00+00:00,0.06190480
2023-10-02 00:00:00+00:00,-0.02459886
2023-10-03 00:00:00+00:00,-0.02856882
2023-10-04 00:00:00+00:00,-0.03990383
2023-10-05 00:00:00+00:00,-0.01419776
2023-10-06 00:00:00+00:00,0.00545397
2023-10-09 00:00:00+00:00,0.00140931
2023-10-10 00:00:00+00:00,-0.02676716
2023-10-11 00:00:00+00:00,0.00074908
2023-10-12 00:00:00+00:00,-0.01329462
2023-10-13 00:00:00+00:00,-0.00015722
2023-10-16 00:00:00+00:00,-0.01770055
2023-10-17 00:00:00+00:00,-0.00360750
2023-10-18 00:00:00+00:00,0.00560305
2023-10-19 00:00:00+00:00,0.00168079
2023-10-20 00:00:00+00:00,0.00236869
2023-10-23 00:00:00+00:00,-0.00588509
2023-10-24 00:00:00+00:00,0.01340018
2023-10-25 00:00:00+00:00,0.02608685
2023-10-26 00:00:00+00:00,-0.02020180
2023-10-27 00:00:00+00:00,0.02032583
2023-10-30 00:00:00+00:00,0.04060896
2023-10-31 00:00:00+00:00,-0.01317836
2023-11-01 00:00:00+00:00,-0.01459751
2023-11-02 00:00:00+00:00,-0.00978170
2023-11-03 00:00:00+00:00,0.02234694
2023-11-06 00:00:00+00:00,0.02810468
2023-11-07 00:00:00+00:00,-0.01968175
2023-11-08 00:00:00+00:00,-0.00214954
2023-11-09 00:00:00+00:00,-0.01900642
2023-11-10 00:00:00+00:00,-0.01985476
2023-11-13 00:00:00+00:00,0.00706013
2023-11-14 00:00:00+00:00,0.00658508
2023-11-15 00:00:00+00:00,0.00006887
2023-11-16 00:00:00+00:00,-0.01492641
2023-11-17 00:00:00+00:00,-0.00827358
2023-11-20 00:00:00+00:00,0.03222027
2023-11-21 00:00:00+00:00,0.01164895
2023-11-22 00:00:00+00:00,-0.03292037
2023-11-23 00:00:00+00:00,0.00592448
2023-11-24 00:00:00+00:00,-0.00846045
2023-11-27 00:00:00+00:00,-0.00669258
2023-11-28 00:00:00+00:00,0.00459593
2023-11-29 00:00:00+00:00,-0.00353911
2023-11-30 00:00:00+00:00,-0.01845968
2023-12-01 00:00:00+00:00,0.01535323
