Date,ALUMINIUM_LME
2023-12-04 00:00:00+00:00,-0.02503559
2023-12-05 00:00:00+00:00,-0.02054885
2023-12-06 00:00:00+00:00,-0.01172885
2023-12-07 00:00:00+00:00,-0.01599071
2023-12-08 00:00:00+00:00,0.00031488
2023-12-11 00:00:00+00:00,-0.01893836
2023-12-12 00:00:00+00:00,0.01027637
2023-12-13 00:00:00+00:00,0.01725727
2023-12-14 00:00:00+00:00,0.06585933
2023-12-15 00:00:00+00:00,0.03122259
2023-12-18 00:00:00+00:00,0.03074825
2023-12-19 00:00:00+00:00,-0.01789049
2023-12-20 00:00:00+00:00,-0.01915974
2023-12-21 00:00:00+00:00,0.00386220
2023-12-22 00:00:00+00:00,0.07221308
2023-12-27 00:00:00+00:00,0.05054375
2023-12-28 00:00:00+00:00,-0.00937461
2023-12-29 00:00:00+00:00,0.00468724
2024-01-02 00:00:00+00:00,-0.04404272
2024-01-03 00:00:00+00:00,-0.01990514
2024-01-04 00:00:00+00:00,-0.02813073
2024-01-05 00:00:00+00:00,-0.00719161
2024-01-08 00:00:00+00:00,-0.03524563
2024-01-09 00:00:00+00:00,0.01130385
2024-01-10 00:00:00+00:00,-0.01578963
2024-01-11 00:00:00+00:00,0.00187215
2024-01-12 00:00:00+00:00,-0.01454838
2024-01-15 00:00:00+00:00,-0.01623860
2024-01-16 00:00:00+00:00,0.00761060
2024-01-17 00:00:00+00:00,-0.03131156
2024-01-18 00:00:00+00:00,-0.01286172
2024-01-19 00:00:00+00:00,0.00542769
2024-01-22 00:00:00+00:00,-0.00823133
2024-01-23 00:00:00+00:00,0.06404080
2024-01-24 00:00:00+00:00,0.00141774
2024-01-25 00:00:00+00:00,0.00792375
2024-01-26 00:00:00+00:00,0.03180174
2024-01-29 00:00:00+00:00,-0.01092986
2024-01-30 00:00:00+00:00,0.00824980
2024-01-31 00:00:00+00:00,0.00447006
2024-02-01 00:00:00+00:00,-0.03002404
2024-02-02 00:00:00+00:00,-0.01263976
2024-02-05 00:00:00+00:00,-0.02191775
2024-02-06 00:00:00+00:00,0.01595298
2024-02-07 00:00:00+00:00,-0.00757989
2024-02-08 00:00:00+00:00,-0.00150924
2024-02-09 00:00:00+00:00,-0.00557914
2024-02-12 00:00:00+00:00,0.00800342
2024-02-13 00:00:00+00:00,-0.00128280
2024-02-14 00:00:00+00:00,0.00887726
2024-02-15 00:00:00+00:00,-0.01049118
2024-02-16 00:00:00+00:00,-0.00512490
2024-02-19 00:00:00+00:00,-0.02076118
2024-02-20 00:00:00+00:00,-0.00358563
2024-02-21 00:00:00+00:00,0.02345306
2024-02-22 00:00:00+00:00,-0.02008680
2024-02-23 00:00:00+00:00,-0.01159648
2024-02-26 00:00:00+00:00,-0.00268143
2024-02-27 00:00:00+00:00,0.00996281
2024-02-28 00:00:00+00:00,-0.00106942
2024-02-29 00:00:00+00:00,0.03395009
2024-03-01 00:00:00+00:00,0.01514792
2024-03-04 00:00:00+00:00,-0.01154268
2024-03-05 00:00:00+00:00,-0.00576934
2024-03-06 00:00:00+00:00,0.00502627
2024-03-07 00:00:00+00:00,0.01512343
2024-03-08 00:00:00+00:00,-0.01174808
2024-03-11 00:00:00+00:00,0.01465058
2024-03-12 00:00:00+00:00,0.00496717
2024-03-13 00:00:00+00:00,-0.00126485
2024-03-14 00:00:00+00:00,-0.01148766
2024-03-15 00:00:00+00:00,0.01973413
2024-03-18 00:00:00+00:00,0.00139496
2024-03-19 00:00:00+00:00,-0.00767286
2024-03-20 00:00:00+00:00,0.01427132
2024-03-21 00:00:00+00:00,0.02469764
2024-03-22 00:00:00+00:00,0.00723298
2024-03-25 00:00:00+00:00,0.01196765
2024-03-26 00:00:00+00:00,-0.02016199
2024-03-27 00:00:00+00:00,-0.00471750
2024-03-28 00:00:00+00:00,0.03405156
