Date,DAX
2000-03-14 00:00:00+00:00,
2000-03-15 00:00:00+00:00,-0.02852961
2000-03-16 00:00:00+00:00,0.01990833
2000-03-17 00:00:00+00:00,0.01663740
2000-03-20 00:00:00+00:00,0.01783773
2000-03-21 00:00:00+00:00,-0.00786244
2000-03-22 00:00:00+00:00,-0.00143203
2000-03-23 00:00:00+00:00,-0.00614795
2000-03-24 00:00:00+00:00,0.01919705
2000-03-27 00:00:00+00:00,-0.00078683
2000-03-28 00:00:00+00:00,0.00311279
2000-03-29 00:00:00+00:00,-0.00479983
2000-03-30 00:00:00+00:00,-0.03014853
2000-03-31 00:00:00+00:00,-0.01223995
2000-04-03 00:00:00+00:00,-0.01731782
2000-04-04 00:00:00+00:00,0.01422473
2000-04-05 00:00:00+00:00,-0.03128469
2000-04-06 00:00:00+00:00,0.01883104
2000-04-07 00:00:00+00:00,0.00812351
2000-04-10 00:00:00+00:00,0.00216032
2000-04-11 00:00:00+00:00,-0.01205439
2000-04-12 00:00:00+00:00,-0.00350198
2000-04-13 00:00:00+00:00,0.00306453
2000-04-14 00:00:00+00:00,-0.03347244
2000-04-17 00:00:00+00:00,-0.00306352
2000-04-18 00:00:00+00:00,0.00581196
2000-04-19 00:00:00+00:00,-0.00215777
2000-04-20 00:00:00+00:00,-0.00188470
2000-04-25 00:00:00+00:00,0.01410954
2000-04-26 00:00:00+00:00,0.01049609
2000-04-27 00:00:00+00:00,-0.02461143
2000-04-28 00:00:00+00:00,0.03322228
2000-05-02 00:00:00+00:00,0.01578988
2000-05-03 00:00:00+00:00,-0.02654467
2000-05-04 00:00:00+00:00,0.00370262
2000-05-05 00:00:00+00:00,0.01569933
2000-05-08 00:00:00+00:00,-0.01391538
2000-05-09 00:00:00+00:00,-0.01976812
2000-05-10 00:00:00+00:00,-0.01871716
2000-05-11 00:00:00+00:00,0.02097698
2000-05-12 00:00:00+00:00,-0.00187953
2000-05-15 00:00:00+00:00,-0.00847487
2000-05-16 00:00:00+00:00,0.02517904
2000-05-17 00:00:00+00:00,-0.02366732
2000-05-18 00:00:00+00:00,-0.00762964
2000-05-19 00:00:00+00:00,-0.02308544
2000-05-22 00:00:00+00:00,-0.01085685
2000-05-23 00:00:00+00:00,0.00149591
2000-05-24 00:00:00+00:00,-0.01210733
2000-05-25 00:00:00+00:00,0.01411961
2000-05-26 00:00:00+00:00,-0.00073149
2000-05-29 00:00:00+00:00,0.01105317
2000-05-30 00:00:00+00:00,0.01306218
2000-05-31 00:00:00+00:00,-0.00001195
2000-06-01 00:00:00+00:00,0.02060264
2000-06-02 00:00:00+00:00,0.02278753
2000-06-05 00:00:00+00:00,-0.00935970
2000-06-06 00:00:00+00:00,-0.01347225
2000-06-07 00:00:00+00:00,-0.01804080
2000-06-08 00:00:00+00:00,-0.00668745
2000-06-09 00:00:00+00:00,-0.01014635
2000-06-12 00:00:00+00:00,0.00314033
2000-06-13 00:00:00+00:00,0.01347068
2000-06-14 00:00:00+00:00,0.01174187
2000-06-15 00:00:00+00:00,-0.00129982
2000-06-16 00:00:00+00:00,-0.01226620
2000-06-19 00:00:00+00:00,-0.00519582
2000-06-20 00:00:00+00:00,-0.00056704
2000-06-21 00:00:00+00:00,-0.01241302
2000-06-22 00:00:00+00:00,-0.01090199
2000-06-23 00:00:00+00:00,-0.01143968
2000-06-26 00:00:00+00:00,0.00692995
2000-06-27 00:00:00+00:00,0.00103884
2000-06-28 00:00:00+00:00,0.00216259
2000-06-29 00:00:00+00:00,-0.02652524
2000-06-30 00:00:00+00:00,0.00099379
2000-07-03 00:00:00+00:00,0.01113524
2000-07-04 00:00:00+00:00,-0.00279186
2000-07-05 00:00:00+00:00,0.00354732
2000-07-06 00:00:00+00:00,-0.00243652
2000-07-07 00:00:00+00:00,0.01237256
2000-07-10 00:00:00+00:00,0.00236847
2000-07-11 00:00:00+00:00,-0.00998790
2000-07-12 00:00:00+00:00,0.00968338
2000-07-13 00:00:00+00:00,0.01646375
2000-07-14 00:00:00+00:00,0.01846972
2000-07-17 00:00:00+00:00,0.01257274
2000-07-18 00:00:00+00:00,-0.00404675
2000-07-19 00:00:00+00:00,-0.00406242
2000-07-20 00:00:00+00:00,0.01669105
2000-07-21 00:00:00+00:00,-0.01415732
2000-07-24 00:00:00+00:00,-0.01032147
2000-07-25 00:00:00+00:00,0.00336587
2000-07-26 00:00:00+00:00,-0.00896829
2000-07-27 00:00:00+00:00,-0.01280439
2000-07-28 00:00:00+00:00,-0.00812295
