Date,US5
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,-0.00756747
2000-01-06 00:00:00+00:00,0.00345781
2000-01-07 00:00:00+00:00,0.00465154
2000-01-10 00:00:00+00:00,-0.00461308
2000-01-11 00:00:00+00:00,-0.00862136
2000-01-12 00:00:00+00:00,-0.00384063
2000-01-13 00:00:00+00:00,0.00845991
2000-01-14 00:00:00+00:00,-0.00479105
2000-01-18 00:00:00+00:00,-0.00520253
2000-01-19 00:00:00+00:00,0.00218406
2000-01-20 00:00:00+00:00,-0.00368372
2000-01-21 00:00:00+00:00,-0.00055027
2000-01-24 00:00:00+00:00,0.00685328
2000-01-25 00:00:00+00:00,-0.00095244
2000-01-26 00:00:00+00:00,-0.00239750
2000-01-27 00:00:00+00:00,-0.00432832
2000-01-28 00:00:00+00:00,-0.00087713
2000-01-31 00:00:00+00:00,-0.00305349
2000-02-01 00:00:00+00:00,0.00089428
2000-02-02 00:00:00+00:00,0.00041144
2000-02-03 00:00:00+00:00,0.01137648
2000-02-04 00:00:00+00:00,-0.00640517
2000-02-07 00:00:00+00:00,-0.00779083
2000-02-08 00:00:00+00:00,0.00113754
2000-02-09 00:00:00+00:00,-0.00087881
2000-02-10 00:00:00+00:00,-0.00152480
2000-02-11 00:00:00+00:00,0.00283435
2000-02-14 00:00:00+00:00,0.00540859
2000-02-15 00:00:00+00:00,-0.00385165
2000-02-16 00:00:00+00:00,-0.00015483
2000-02-17 00:00:00+00:00,-0.00385753
2000-02-18 00:00:00+00:00,0.00516719
2000-02-22 00:00:00+00:00,0.01174786
2000-02-23 00:00:00+00:00,-0.00775341
2000-02-24 00:00:00+00:00,0.00939455
2000-02-25 00:00:00+00:00,0.00239961
2000-02-28 00:00:00+00:00,-0.00813571
2000-02-29 00:00:00+00:00,-0.00063870
2000-03-01 00:00:00+00:00,0.00105149
2000-03-02 00:00:00+00:00,-0.00144152
2000-03-03 00:00:00+00:00,0.00064838
