Date,US10U
2018-01-08 00:00:00+00:00,-0.00003928
2018-01-09 00:00:00+00:00,-0.00109910
2018-01-10 00:00:00+00:00,-0.00687032
2018-01-11 00:00:00+00:00,0.00256888
2018-01-12 00:00:00+00:00,-0.00051323
2018-01-14 00:00:00+00:00,0.00019652
2018-01-15 00:00:00+00:00,-0.00039504
2018-01-16 00:00:00+00:00,0.00043368
2018-01-17 00:00:00+00:00,-0.00110472
2018-01-18 00:00:00+00:00,-0.00288192
2018-01-19 00:00:00+00:00,-0.00395861
2018-01-21 00:00:00+00:00,-0.00206654
2018-01-22 00:00:00+00:00,0.00127450
2018-01-23 00:00:00+00:00,0.00067563
2018-01-24 00:00:00+00:00,0.00186749
2018-01-25 00:00:00+00:00,-0.00158652
2018-01-26 00:00:00+00:00,0.00079473
2018-01-28 00:00:00+00:00,-0.00289732
2018-01-29 00:00:00+00:00,-0.00302457
2018-01-30 00:00:00+00:00,-0.00183718
2018-01-31 00:00:00+00:00,0.00031928
