Date,AUD
2001-05-11 00:00:00+00:00,-0.00755211
2001-05-14 00:00:00+00:00,-0.00892155
2001-05-15 00:00:00+00:00,0.00471403
2001-05-16 00:00:00+00:00,0.00912332
2001-05-17 00:00:00+00:00,0.01825842
2001-05-18 00:00:00+00:00,0.00444940
2001-05-21 00:00:00+00:00,-0.00539190
2001-05-22 00:00:00+00:00,-0.01109193
2001-05-23 00:00:00+00:00,-0.02792446
2001-05-24 00:00:00+00:00,0.00492609
2001-05-25 00:00:00+00:00,0.00703419
2001-05-29 00:00:00+00:00,-0.01431382
2001-05-30 00:00:00+00:00,-0.01770440
2001-05-31 00:00:00+00:00,-0.02624978
2001-06-01 00:00:00+00:00,0.01018375
2001-06-04 00:00:00+00:00,-0.00816569
2001-06-05 00:00:00+00:00,0.00977877
2001-06-06 00:00:00+00:00,0.02820939
2001-06-07 00:00:00+00:00,0.01191717
2001-06-08 00:00:00+00:00,0.02455945
2001-06-11 00:00:00+00:00,-0.00942060
2001-06-12 00:00:00+00:00,0.00334449
2001-06-13 00:00:00+00:00,0.01975108
2001-06-14 00:00:00+00:00,-0.01483507
2001-06-15 00:00:00+00:00,-0.00142841
2001-06-18 00:00:00+00:00,-0.00962690
2001-06-19 00:00:00+00:00,-0.01426853
2001-06-20 00:00:00+00:00,-0.00318142
2001-06-21 00:00:00+00:00,-0.00473123
2001-06-22 00:00:00+00:00,-0.00706523
2001-06-25 00:00:00+00:00,0.00690197
2001-06-26 00:00:00+00:00,0.01656014
2001-06-27 00:00:00+00:00,-0.01469102
2001-06-28 00:00:00+00:00,-0.04304557
2001-06-29 00:00:00+00:00,0.01018352
2001-07-02 00:00:00+00:00,0.00383516
2001-07-03 00:00:00+00:00,0.02895448
2001-07-05 00:00:00+00:00,-0.01286965
2001-07-06 00:00:00+00:00,-0.02697287
2001-07-09 00:00:00+00:00,0.00858646
2001-07-10 00:00:00+00:00,-0.00245683
2001-07-11 00:00:00+00:00,-0.01623247
2001-07-12 00:00:00+00:00,-0.00485832
2001-07-13 00:00:00+00:00,0.01680391
2001-07-16 00:00:00+00:00,-0.00088712
2001-07-17 00:00:00+00:00,0.00424133
2001-07-18 00:00:00+00:00,0.02037258
2001-07-19 00:00:00+00:00,0.00185220
2001-07-20 00:00:00+00:00,-0.03551804
2001-07-23 00:00:00+00:00,0.00981076
2001-07-24 00:00:00+00:00,-0.00167340
2001-07-25 00:00:00+00:00,-0.00325346
2001-07-26 00:00:00+00:00,0.00820373
2001-07-27 00:00:00+00:00,-0.00403235
2001-07-30 00:00:00+00:00,-0.01153426
2001-07-31 00:00:00+00:00,0.01438241
2001-08-01 00:00:00+00:00,0.04105441
2001-08-02 00:00:00+00:00,0.00299072
2001-08-03 00:00:00+00:00,-0.00587368
2001-08-06 00:00:00+00:00,-0.00279983
2001-08-07 00:00:00+00:00,-0.00667168
2001-08-08 00:00:00+00:00,0.01387786
2001-08-09 00:00:00+00:00,-0.02591761
2001-08-10 00:00:00+00:00,0.00303017
2001-08-13 00:00:00+00:00,0.01745066
2001-08-14 00:00:00+00:00,0.01401336
2001-08-15 00:00:00+00:00,0.02868696
2001-08-16 00:00:00+00:00,-0.01106253
2001-08-17 00:00:00+00:00,0.03870663
2001-08-20 00:00:00+00:00,-0.01613742
2001-08-21 00:00:00+00:00,-0.00046782
2001-08-22 00:00:00+00:00,0.00404664
2001-08-23 00:00:00+00:00,0.00028322
2001-08-24 00:00:00+00:00,0.00441172
2001-08-27 00:00:00+00:00,-0.01900719
2001-08-28 00:00:00+00:00,0.00141993
2001-08-29 00:00:00+00:00,-0.00122594
2001-08-30 00:00:00+00:00,0.01049434
2001-08-31 00:00:00+00:00,-0.00798924
2001-09-04 00:00:00+00:00,-0.04087100
2001-09-05 00:00:00+00:00,0.00588181
2001-09-06 00:00:00+00:00,0.00567410
2001-09-07 00:00:00+00:00,-0.01043556
2001-09-10 00:00:00+00:00,-0.02108245
2001-09-11 00:00:00+00:00,0.01197834
2001-09-13 00:00:00+00:00,-0.00549375
2001-09-14 00:00:00+00:00,-0.00512048
2001-09-17 00:00:00+00:00,-0.02613674
2001-09-18 00:00:00+00:00,-0.02962105
2001-09-19 00:00:00+00:00,-0.01222205
2001-09-20 00:00:00+00:00,0.00177496
2001-09-21 00:00:00+00:00,-0.03753538
2001-09-24 00:00:00+00:00,0.03106908
2001-09-25 00:00:00+00:00,0.00770230
2001-09-26 00:00:00+00:00,-0.01390865
2001-09-27 00:00:00+00:00,-0.01031455
2001-09-28 00:00:00+00:00,0.01724443
2001-10-01 00:00:00+00:00,0.01627876
2001-10-02 00:00:00+00:00,-0.00046819
2001-10-03 00:00:00+00:00,0.00683068
2001-10-04 00:00:00+00:00,0.00155551
2001-10-05 00:00:00+00:00,0.04069867
2001-10-09 00:00:00+00:00,-0.02616244
2001-10-10 00:00:00+00:00,0.00514882
2001-10-11 00:00:00+00:00,-0.00365879
2001-10-12 00:00:00+00:00,0.01034874
2001-10-15 00:00:00+00:00,0.04972921
2001-10-16 00:00:00+00:00,-0.01716108
2001-10-17 00:00:00+00:00,0.00777950
2001-10-18 00:00:00+00:00,-0.02465949
2001-10-19 00:00:00+00:00,0.00389362
2001-10-22 00:00:00+00:00,0.00625302
2001-10-23 00:00:00+00:00,-0.01028602
2001-10-24 00:00:00+00:00,0.00270818
2001-10-25 00:00:00+00:00,-0.01545524
2001-10-26 00:00:00+00:00,-0.00801565
2001-10-29 00:00:00+00:00,0.00793145
2001-10-30 00:00:00+00:00,0.00073987
2001-10-31 00:00:00+00:00,-0.00244172
2001-11-01 00:00:00+00:00,0.02264004
2001-11-02 00:00:00+00:00,-0.00202406
2001-11-05 00:00:00+00:00,-0.00005514
2001-11-06 00:00:00+00:00,0.02359449
2001-11-07 00:00:00+00:00,0.00228787
2001-11-08 00:00:00+00:00,-0.00004973
2001-11-09 00:00:00+00:00,-0.00471717
2001-11-13 00:00:00+00:00,0.02314660
2001-11-14 00:00:00+00:00,-0.00159254
2001-11-15 00:00:00+00:00,-0.00429414
2001-11-16 00:00:00+00:00,0.01463321
2001-11-19 00:00:00+00:00,-0.00082009
2001-11-20 00:00:00+00:00,-0.00734491
2001-11-21 00:00:00+00:00,-0.01430603
2001-11-23 00:00:00+00:00,0.00305031
2001-11-26 00:00:00+00:00,0.00633774
2001-11-27 00:00:00+00:00,0.01848032
2001-11-28 00:00:00+00:00,-0.00731925
2001-11-29 00:00:00+00:00,-0.01425521
2001-11-30 00:00:00+00:00,0.01715957
2001-12-03 00:00:00+00:00,-0.02074961
2001-12-04 00:00:00+00:00,-0.00527688
2001-12-05 00:00:00+00:00,0.00771879
2001-12-06 00:00:00+00:00,0.00846313
2001-12-07 00:00:00+00:00,-0.01738034
2001-12-10 00:00:00+00:00,-0.00179526
2001-12-11 00:00:00+00:00,0.00520485
2001-12-12 00:00:00+00:00,0.01779385
2001-12-13 00:00:00+00:00,-0.00600463
2001-12-14 00:00:00+00:00,0.00188053
2001-12-17 00:00:00+00:00,-0.00890743
