Date,US-DISCRETE
2012-06-22 00:00:00+00:00,-0.00300526
2012-06-25 00:00:00+00:00,-0.01390444
2012-06-26 00:00:00+00:00,0.00963078
2012-06-27 00:00:00+00:00,0.00511746
2012-06-28 00:00:00+00:00,-0.00741152
2012-06-29 00:00:00+00:00,0.01445993
2012-07-02 00:00:00+00:00,0.00436600
2012-07-03 00:00:00+00:00,0.00251592
2012-07-05 00:00:00+00:00,0.00570688
2012-07-06 00:00:00+00:00,-0.00931183
2012-07-09 00:00:00+00:00,-0.00481574
2012-07-10 00:00:00+00:00,0.00207024
2012-07-11 00:00:00+00:00,-0.01678043
2012-07-12 00:00:00+00:00,0.00373725
2012-07-13 00:00:00+00:00,0.01350454
2012-07-16 00:00:00+00:00,-0.00321974
2012-07-17 00:00:00+00:00,0.00829593
2012-07-18 00:00:00+00:00,0.00434131
2012-07-19 00:00:00+00:00,0.00705428
2012-07-20 00:00:00+00:00,-0.01175661
2012-07-23 00:00:00+00:00,-0.01601380
2012-07-24 00:00:00+00:00,-0.00023527
2012-07-25 00:00:00+00:00,-0.00488540
2012-07-26 00:00:00+00:00,0.01121200
2012-07-27 00:00:00+00:00,0.01617079
2012-07-30 00:00:00+00:00,0.00249804
2012-07-31 00:00:00+00:00,-0.01111659
2012-08-01 00:00:00+00:00,-0.00367240
2012-08-02 00:00:00+00:00,-0.00207436
2012-08-03 00:00:00+00:00,0.02214308
2012-08-06 00:00:00+00:00,0.00383379
2012-08-07 00:00:00+00:00,0.00854021
2012-08-08 00:00:00+00:00,-0.00490717
2012-08-09 00:00:00+00:00,-0.00134740
2012-08-10 00:00:00+00:00,0.00089437
2012-08-13 00:00:00+00:00,-0.00157191
2012-08-14 00:00:00+00:00,0.00762877
2012-08-15 00:00:00+00:00,-0.00223007
2012-08-16 00:00:00+00:00,0.00446302
2012-08-17 00:00:00+00:00,0.01022209
2012-08-20 00:00:00+00:00,-0.00594355
2012-08-21 00:00:00+00:00,0.00530898
2012-08-22 00:00:00+00:00,-0.00550714
2012-08-23 00:00:00+00:00,-0.00155245
2012-08-24 00:00:00+00:00,-0.00022448
2012-08-27 00:00:00+00:00,0.00598507
2012-08-28 00:00:00+00:00,-0.00022342
2012-08-29 00:00:00+00:00,0.00198175
2012-08-31 00:00:00+00:00,0.00527915
2012-09-04 00:00:00+00:00,-0.00963504
2012-09-05 00:00:00+00:00,0.00530208
2012-09-06 00:00:00+00:00,0.01824682
2012-09-07 00:00:00+00:00,0.00885042
2012-09-11 00:00:00+00:00,0.00128142
2012-09-13 00:00:00+00:00,0.08208354
2012-09-14 00:00:00+00:00,0.00864976
2012-09-17 00:00:00+00:00,-0.00546974
2012-09-18 00:00:00+00:00,-0.00296272
2012-09-19 00:00:00+00:00,0.01081115
2012-09-20 00:00:00+00:00,-0.00273011
2012-09-21 00:00:00+00:00,0.00504542
2012-09-24 00:00:00+00:00,-0.00900268
2012-09-25 00:00:00+00:00,-0.00802844
2012-09-26 00:00:00+00:00,-0.01171256
2012-09-27 00:00:00+00:00,0.00689097
2012-09-28 00:00:00+00:00,0.00406244
2012-10-01 00:00:00+00:00,-0.00298556
2012-10-02 00:00:00+00:00,-0.00000254
2012-10-04 00:00:00+00:00,0.01260664
2012-10-05 00:00:00+00:00,0.00928380
2012-10-08 00:00:00+00:00,-0.00753105
2012-10-09 00:00:00+00:00,-0.01138083
2012-10-10 00:00:00+00:00,-0.01172491
2012-10-11 00:00:00+00:00,-0.00086545
2012-10-12 00:00:00+00:00,-0.00000282
2012-10-16 00:00:00+00:00,0.01381084
2012-10-17 00:00:00+00:00,0.01788073
2012-10-19 00:00:00+00:00,-0.01631443
2012-10-22 00:00:00+00:00,-0.00343938
2012-10-23 00:00:00+00:00,-0.01573572
2012-10-24 00:00:00+00:00,0.00656576
2012-10-25 00:00:00+00:00,-0.00761683
2012-10-26 00:00:00+00:00,0.00481935
2012-10-31 00:00:00+00:00,0.00086943
2012-11-01 00:00:00+00:00,0.01525445
2012-11-02 00:00:00+00:00,0.00600849
2012-11-05 00:00:00+00:00,-0.00469780
2012-11-06 00:00:00+00:00,0.00664369
2012-11-07 00:00:00+00:00,-0.01256932
2012-11-08 00:00:00+00:00,-0.01316044
2012-11-09 00:00:00+00:00,-0.00896436
2012-11-12 00:00:00+00:00,0.00065905
2012-11-13 00:00:00+00:00,0.00396442
2012-11-14 00:00:00+00:00,-0.00571097
2012-11-15 00:00:00+00:00,-0.01347101
2012-11-16 00:00:00+00:00,0.01096463
2012-11-19 00:00:00+00:00,0.01770833
2012-11-20 00:00:00+00:00,0.00587087
2012-11-21 00:00:00+00:00,0.00389006
2012-11-23 00:00:00+00:00,0.01227658
2012-11-26 00:00:00+00:00,-0.00276936
2012-11-27 00:00:00+00:00,-0.00192343
2012-11-28 00:00:00+00:00,0.01068780
2012-11-29 00:00:00+00:00,0.00444003
2012-11-30 00:00:00+00:00,-0.00147656
2012-12-03 00:00:00+00:00,0.00041918
2012-12-04 00:00:00+00:00,-0.00822532
2012-12-05 00:00:00+00:00,-0.00404186
2012-12-06 00:00:00+00:00,0.00832176
2012-12-07 00:00:00+00:00,0.00169109
2012-12-10 00:00:00+00:00,-0.00105917
2012-12-11 00:00:00+00:00,-0.00000225
2012-12-12 00:00:00+00:00,0.00020958
2012-12-13 00:00:00+00:00,-0.00634701
2012-12-14 00:00:00+00:00,-0.00319376
2012-12-17 00:00:00+00:00,0.01195702
2012-12-18 00:00:00+00:00,0.01216084
2012-12-19 00:00:00+00:00,0.00020635
2012-12-20 00:00:00+00:00,-0.00686083
2012-12-21 00:00:00+00:00,-0.01088483
2012-12-24 00:00:00+00:00,0.00338398
2012-12-26 00:00:00+00:00,-0.00970294
2012-12-27 00:00:00+00:00,0.00319209
2012-12-28 00:00:00+00:00,-0.01061374
2012-12-31 00:00:00+00:00,0.01608970
2013-01-02 00:00:00+00:00,0.02259079
2013-01-03 00:00:00+00:00,0.00392122
2013-01-04 00:00:00+00:00,0.00472859
2013-01-07 00:00:00+00:00,-0.00327723
2013-01-08 00:00:00+00:00,-0.00246640
2013-01-09 00:00:00+00:00,0.00370430
2013-01-10 00:00:00+00:00,0.00020323
2013-01-11 00:00:00+00:00,0.00450992
2013-01-14 00:00:00+00:00,0.00203954
2013-01-15 00:00:00+00:00,0.00753632
2013-01-16 00:00:00+00:00,-0.00222658
2013-01-17 00:00:00+00:00,0.01155024
2013-01-18 00:00:00+00:00,0.00059897
2013-01-22 00:00:00+00:00,0.00240077
2013-01-23 00:00:00+00:00,0.00139621
2013-01-24 00:00:00+00:00,0.00937337
2013-01-25 00:00:00+00:00,0.00177654
2013-01-28 00:00:00+00:00,0.00236522
2013-01-29 00:00:00+00:00,-0.00334777
2013-01-30 00:00:00+00:00,-0.00375395
2013-01-31 00:00:00+00:00,-0.00337186
2013-02-01 00:00:00+00:00,0.00437359
2013-02-04 00:00:00+00:00,-0.01148712
2013-02-05 00:00:00+00:00,0.01161641
2013-02-06 00:00:00+00:00,0.00039407
2013-02-07 00:00:00+00:00,-0.00198139
2013-02-08 00:00:00+00:00,0.00753472
2013-02-11 00:00:00+00:00,-0.00236467
2013-02-12 00:00:00+00:00,0.00374662
2013-02-13 00:00:00+00:00,0.00176661
2013-02-14 00:00:00+00:00,0.00176327
2013-02-15 00:00:00+00:00,-0.00313700
2013-02-19 00:00:00+00:00,0.00707077
2013-02-20 00:00:00+00:00,-0.01483265
2013-02-21 00:00:00+00:00,-0.01208505
2013-02-22 00:00:00+00:00,0.00861717
2013-02-25 00:00:00+00:00,-0.01093560
2013-02-26 00:00:00+00:00,0.00562363
2013-02-27 00:00:00+00:00,0.01738306
2013-02-28 00:00:00+00:00,-0.00019938
2013-03-01 00:00:00+00:00,0.00372985
2013-03-04 00:00:00+00:00,0.00841398
2013-03-05 00:00:00+00:00,0.00989632
2013-03-06 00:00:00+00:00,0.00057392
2013-03-07 00:00:00+00:00,0.09872956
2013-03-08 00:00:00+00:00,0.02028428
2013-03-11 00:00:00+00:00,0.00090295
2013-03-12 00:00:00+00:00,-0.00057154
2013-03-13 00:00:00+00:00,0.00661859
2013-03-14 00:00:00+00:00,0.00094304
2013-03-15 00:00:00+00:00,-0.00397072
2013-03-18 00:00:00+00:00,-0.00588363
2013-03-19 00:00:00+00:00,-0.00801745
2013-03-20 00:00:00+00:00,0.01057902
2013-03-21 00:00:00+00:00,-0.00666476
2013-03-22 00:00:00+00:00,0.01111347
2013-03-25 00:00:00+00:00,-0.00360333
2013-03-26 00:00:00+00:00,0.00570456
2013-03-27 00:00:00+00:00,0.00056504
2013-03-28 00:00:00+00:00,0.00510200
2013-04-01 00:00:00+00:00,-0.00790137
2013-04-02 00:00:00+00:00,0.00852869
2013-04-03 00:00:00+00:00,-0.00902425
2013-04-04 00:00:00+00:00,0.00303293
2013-04-05 00:00:00+00:00,-0.00643148
2013-04-08 00:00:00+00:00,0.01427301
2013-04-09 00:00:00+00:00,0.00018568
2013-04-10 00:00:00+00:00,0.00994174
2013-04-11 00:00:00+00:00,0.00928660
2013-04-12 00:00:00+00:00,0.00404764
2013-04-15 00:00:00+00:00,-0.02364979
2013-04-16 00:00:00+00:00,0.01107618
2013-04-17 00:00:00+00:00,-0.00947230
2013-04-18 00:00:00+00:00,-0.01181257
2013-04-19 00:00:00+00:00,0.01100220
2013-04-22 00:00:00+00:00,0.00544044
2013-04-23 00:00:00+00:00,0.00989027
2013-04-24 00:00:00+00:00,0.00129211
2013-04-25 00:00:00+00:00,0.00719668
2013-04-26 00:00:00+00:00,-0.00531575
2013-04-29 00:00:00+00:00,0.00497280
2013-04-30 00:00:00+00:00,0.00274836
2013-05-01 00:00:00+00:00,-0.00219533
2013-05-02 00:00:00+00:00,0.00549497
2013-05-03 00:00:00+00:00,0.01512250
2013-05-06 00:00:00+00:00,0.00233232
2013-05-07 00:00:00+00:00,0.00626671
2013-05-09 00:00:00+00:00,0.00426996
2013-05-10 00:00:00+00:00,0.00549240
2013-05-13 00:00:00+00:00,0.00158484
2013-05-14 00:00:00+00:00,0.01108436
2013-05-15 00:00:00+00:00,0.00574200
2013-05-16 00:00:00+00:00,-0.01263286
2013-05-17 00:00:00+00:00,0.09060539
2013-05-20 00:00:00+00:00,-0.00056429
2013-05-21 00:00:00+00:00,0.00346734
2013-05-22 00:00:00+00:00,-0.01209930
2013-05-23 00:00:00+00:00,-0.00122583
2013-05-24 00:00:00+00:00,-0.00367960
2013-05-28 00:00:00+00:00,0.01125042
2013-05-29 00:00:00+00:00,-0.01112790
2013-05-30 00:00:00+00:00,0.00158136
2013-05-31 00:00:00+00:00,-0.01316588
2013-06-03 00:00:00+00:00,0.00426760
2013-06-04 00:00:00+00:00,-0.00194962
2013-06-05 00:00:00+00:00,-0.01615048
2013-06-06 00:00:00+00:00,0.00577060
2013-06-07 00:00:00+00:00,0.01972614
2013-06-10 00:00:00+00:00,0.00017460
2013-06-11 00:00:00+00:00,-0.00984829
2013-06-12 00:00:00+00:00,-0.01154458
2013-06-13 00:00:00+00:00,-0.03287953
2013-06-14 00:00:00+00:00,0.01397191
2013-06-17 00:00:00+00:00,0.00407458
2013-06-19 00:00:00+00:00,-0.00070737
2013-06-20 00:00:00+00:00,-0.02384457
2013-06-21 00:00:00+00:00,-0.00162964
2013-06-24 00:00:00+00:00,-0.00870049
2013-06-25 00:00:00+00:00,0.00932182
2013-06-26 00:00:00+00:00,0.01376393
2013-06-27 00:00:00+00:00,0.00732380
2013-06-28 00:00:00+00:00,0.00567479
2013-07-01 00:00:00+00:00,0.00458441
2013-07-02 00:00:00+00:00,0.00087668
2013-07-03 00:00:00+00:00,0.00613815
