Date,MILKDRY
2015-12-29 00:00:00+00:00,-0.01699201
2015-12-30 00:00:00+00:00,0.00814535
2015-12-31 00:00:00+00:00,0.00888193
2016-01-04 00:00:00+00:00,-0.00634568
2016-01-05 00:00:00+00:00,-0.04411624
2016-01-06 00:00:00+00:00,-0.04038775
2016-01-07 00:00:00+00:00,-0.02457940
2016-01-08 00:00:00+00:00,-0.00988193
2016-01-11 00:00:00+00:00,-0.00752620
2016-01-12 00:00:00+00:00,-0.00781508
2016-01-13 00:00:00+00:00,0.02702655
2016-01-14 00:00:00+00:00,0.01036727
2016-01-15 00:00:00+00:00,-0.00491269
2016-01-19 00:00:00+00:00,-0.08110444
2016-01-20 00:00:00+00:00,-0.06658304
2016-01-21 00:00:00+00:00,-0.03279046
2016-01-22 00:00:00+00:00,-0.03881200
2016-01-25 00:00:00+00:00,-0.03247022
2016-01-26 00:00:00+00:00,-0.02546861
2016-01-27 00:00:00+00:00,0.11720830
2016-01-28 00:00:00+00:00,-0.09453870
2016-01-29 00:00:00+00:00,-0.05968677
2016-02-01 00:00:00+00:00,-0.00398583
2016-02-02 00:00:00+00:00,0.02042922
2016-02-03 00:00:00+00:00,0.05111021
2016-02-04 00:00:00+00:00,0.06211602
2016-02-05 00:00:00+00:00,-0.03455670
2016-02-08 00:00:00+00:00,-0.05323550
2016-02-09 00:00:00+00:00,-0.00420529
2016-02-10 00:00:00+00:00,0.02061637
2016-02-11 00:00:00+00:00,0.00725997
2016-02-12 00:00:00+00:00,-0.02716134
2016-02-15 00:00:00+00:00,-0.00952702
2016-02-16 00:00:00+00:00,0.03748099
2016-02-17 00:00:00+00:00,-0.00580790
2016-02-18 00:00:00+00:00,0.02694155
2016-02-19 00:00:00+00:00,0.00105623
2016-02-22 00:00:00+00:00,0.01116510
2016-02-23 00:00:00+00:00,0.05273490
2016-02-24 00:00:00+00:00,0.01062009
2016-02-25 00:00:00+00:00,0.03507072
2016-02-26 00:00:00+00:00,-0.01690728
2016-02-29 00:00:00+00:00,0.03582165
2016-03-01 00:00:00+00:00,-0.00142906
2016-03-02 00:00:00+00:00,0.01187428
2016-03-03 00:00:00+00:00,-0.07912331
2016-03-04 00:00:00+00:00,-0.05886773
2016-03-07 00:00:00+00:00,0.01411188
2016-03-08 00:00:00+00:00,0.01634145
2016-03-09 00:00:00+00:00,-0.01126663
2016-03-10 00:00:00+00:00,0.03737098
2016-03-11 00:00:00+00:00,0.03219979
2016-03-14 00:00:00+00:00,-0.02219637
2016-03-15 00:00:00+00:00,-0.05607285
2016-03-16 00:00:00+00:00,0.00075180
2016-03-17 00:00:00+00:00,-0.01666601
2016-03-18 00:00:00+00:00,-0.01611147
2016-03-21 00:00:00+00:00,0.04346012
2016-03-22 00:00:00+00:00,-0.01561277
2016-03-23 00:00:00+00:00,0.00189505
2016-03-24 00:00:00+00:00,-0.00009311
2016-03-29 00:00:00+00:00,0.00340254
2016-03-30 00:00:00+00:00,-0.00945752
2016-03-31 00:00:00+00:00,-0.02231314
2016-04-04 00:00:00+00:00,-0.00643047
2016-04-05 00:00:00+00:00,0.01811668
2016-04-06 00:00:00+00:00,0.02196524
2016-04-07 00:00:00+00:00,0.01435604
2016-04-08 00:00:00+00:00,-0.00093411
