Date,ZAR
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,0.00649336
2000-01-06 00:00:00+00:00,0.00120196
2000-01-07 00:00:00+00:00,0.00721245
2000-01-10 00:00:00+00:00,-0.00442167
2000-01-11 00:00:00+00:00,-0.00885805
2000-01-12 00:00:00+00:00,0.01109522
2000-01-13 00:00:00+00:00,0.00376902
2000-01-14 00:00:00+00:00,-0.00441934
2000-01-18 00:00:00+00:00,-0.00638600
2000-01-19 00:00:00+00:00,-0.00782062
2000-01-20 00:00:00+00:00,0.00324101
2000-01-21 00:00:00+00:00,-0.00739343
2000-01-24 00:00:00+00:00,-0.00397494
2000-01-25 00:00:00+00:00,-0.00281452
2000-01-26 00:00:00+00:00,-0.00398929
2000-01-27 00:00:00+00:00,-0.01504074
2000-01-28 00:00:00+00:00,-0.04215747
2000-01-31 00:00:00+00:00,0.01063615
2000-02-01 00:00:00+00:00,0.02099568
2000-02-02 00:00:00+00:00,-0.00738066
2000-02-03 00:00:00+00:00,0.01183571
2000-02-04 00:00:00+00:00,-0.00190882
2000-02-07 00:00:00+00:00,-0.01126306
2000-02-08 00:00:00+00:00,-0.00015333
2000-02-09 00:00:00+00:00,-0.01265013
2000-02-10 00:00:00+00:00,0.00162556
2000-02-11 00:00:00+00:00,-0.00554659
2000-02-14 00:00:00+00:00,-0.00034287
2000-02-15 00:00:00+00:00,-0.00231854
2000-02-16 00:00:00+00:00,0.00806316
2000-02-17 00:00:00+00:00,0.00618844
2000-02-18 00:00:00+00:00,-0.00458118
2000-02-22 00:00:00+00:00,0.00523101
2000-02-23 00:00:00+00:00,-0.00205300
2000-02-24 00:00:00+00:00,-0.00693283
2000-02-25 00:00:00+00:00,0.01634868
2000-02-28 00:00:00+00:00,-0.02552943
2000-02-29 00:00:00+00:00,0.01100460
2000-03-01 00:00:00+00:00,-0.00377116
2000-03-02 00:00:00+00:00,-0.00860537
2000-03-03 00:00:00+00:00,-0.02503677
2000-03-06 00:00:00+00:00,-0.01644155
2000-03-07 00:00:00+00:00,-0.00732129
2000-03-08 00:00:00+00:00,0.01716276
2000-03-09 00:00:00+00:00,0.00230551
2000-03-10 00:00:00+00:00,0.00210440
2000-03-13 00:00:00+00:00,-0.01274332
2000-03-14 00:00:00+00:00,0.00029599
2000-03-15 00:00:00+00:00,-0.01216714
2000-03-16 00:00:00+00:00,0.00656929
2000-03-17 00:00:00+00:00,-0.00666931
2000-03-20 00:00:00+00:00,-0.00375234
2000-03-21 00:00:00+00:00,-0.00035578
2000-03-22 00:00:00+00:00,0.00998453
2000-03-23 00:00:00+00:00,-0.00504357
2000-03-24 00:00:00+00:00,-0.00303245
2000-03-27 00:00:00+00:00,0.00422303
2000-03-28 00:00:00+00:00,-0.00355137
2000-03-29 00:00:00+00:00,-0.01081067
2000-03-30 00:00:00+00:00,-0.01822338
2000-03-31 00:00:00+00:00,0.01442707
2000-04-03 00:00:00+00:00,-0.00595020
2000-04-04 00:00:00+00:00,-0.00359438
2000-04-05 00:00:00+00:00,-0.00954801
2000-04-06 00:00:00+00:00,0.00229909
2000-04-07 00:00:00+00:00,0.00694103
2000-04-10 00:00:00+00:00,0.00288299
2000-04-11 00:00:00+00:00,-0.00873949
2000-04-12 00:00:00+00:00,0.00183149
2000-04-13 00:00:00+00:00,0.00249241
2000-04-14 00:00:00+00:00,-0.00233977
2000-04-17 00:00:00+00:00,-0.01373310
2000-04-18 00:00:00+00:00,0.01117639
2000-04-19 00:00:00+00:00,-0.01706340
2000-04-20 00:00:00+00:00,-0.02322868
2000-04-24 00:00:00+00:00,-0.00252390
2000-04-25 00:00:00+00:00,-0.00252686
2000-04-26 00:00:00+00:00,-0.02070741
2000-04-27 00:00:00+00:00,-0.01207717
2000-04-28 00:00:00+00:00,0.02396740
2000-05-01 00:00:00+00:00,-0.00002129
2000-05-02 00:00:00+00:00,0.00120240
2000-05-03 00:00:00+00:00,-0.01684314
2000-05-04 00:00:00+00:00,-0.03571655
2000-05-05 00:00:00+00:00,0.00459607
2000-05-08 00:00:00+00:00,-0.00519099
2000-05-09 00:00:00+00:00,-0.03580995
2000-05-10 00:00:00+00:00,0.01335469
2000-05-11 00:00:00+00:00,0.00541630
2000-05-12 00:00:00+00:00,-0.00418247
2000-05-15 00:00:00+00:00,-0.00489564
2000-05-16 00:00:00+00:00,0.00103606
2000-05-17 00:00:00+00:00,-0.01607789
2000-05-18 00:00:00+00:00,-0.00729087
2000-05-19 00:00:00+00:00,-0.01003339
2000-05-22 00:00:00+00:00,0.01228743
2000-05-23 00:00:00+00:00,0.01756726
2000-05-24 00:00:00+00:00,-0.01116200
2000-05-25 00:00:00+00:00,-0.01376855
2000-05-26 00:00:00+00:00,0.00651450
2000-05-30 00:00:00+00:00,0.03787704
2000-05-31 00:00:00+00:00,0.01498973
2000-06-01 00:00:00+00:00,-0.00711948
2000-06-02 00:00:00+00:00,0.01521768
2000-06-05 00:00:00+00:00,0.00705432
2000-06-06 00:00:00+00:00,-0.01425980
2000-06-07 00:00:00+00:00,-0.00663244
2000-06-08 00:00:00+00:00,-0.02110478
2000-06-09 00:00:00+00:00,-0.00312373
2000-06-12 00:00:00+00:00,-0.00497119
2000-06-13 00:00:00+00:00,0.00466620
2000-06-14 00:00:00+00:00,0.02298830
2000-06-15 00:00:00+00:00,0.01047708
2000-06-16 00:00:00+00:00,0.01814479
2000-06-19 00:00:00+00:00,-0.00980984
2000-06-20 00:00:00+00:00,-0.00861100
