Date,US-UTILS
2012-01-05 00:00:00+00:00,0.00284053
2012-01-06 00:00:00+00:00,0.00283646
2012-01-09 00:00:00+00:00,0.00397239
2012-01-10 00:00:00+00:00,0.01590976
2012-01-11 00:00:00+00:00,0.00111110
2012-01-12 00:00:00+00:00,0.00449435
2012-01-13 00:00:00+00:00,-0.00789622
2012-01-17 00:00:00+00:00,0.01354147
2012-01-18 00:00:00+00:00,0.00924148
2012-01-19 00:00:00+00:00,0.00109888
2012-01-20 00:00:00+00:00,0.00053992
2012-01-23 00:00:00+00:00,-0.00894670
2012-01-24 00:00:00+00:00,0.00054241
2012-01-25 00:00:00+00:00,0.01287063
2012-01-26 00:00:00+00:00,-0.00558634
2012-01-27 00:00:00+00:00,0.00109807
2012-01-30 00:00:00+00:00,-0.00504087
2012-01-31 00:00:00+00:00,0.00054089
2012-02-01 00:00:00+00:00,0.02067482
2012-02-02 00:00:00+00:00,-0.00832268
2012-02-03 00:00:00+00:00,0.01054223
2012-02-06 00:00:00+00:00,-0.00720768
2012-02-07 00:00:00+00:00,0.00664001
2012-02-08 00:00:00+00:00,-0.00278475
2012-02-09 00:00:00+00:00,-0.00777363
2012-02-10 00:00:00+00:00,-0.00835976
2012-02-13 00:00:00+00:00,0.01338050
2012-02-14 00:00:00+00:00,0.00608069
2012-02-15 00:00:00+00:00,-0.00444366
2012-02-16 00:00:00+00:00,0.01328019
2012-02-17 00:00:00+00:00,-0.00552435
2012-02-21 00:00:00+00:00,-0.01382026
2012-02-22 00:00:00+00:00,-0.00001940
2012-02-23 00:00:00+00:00,-0.00111434
2012-02-24 00:00:00+00:00,0.00999137
2012-02-27 00:00:00+00:00,0.00330017
2012-02-28 00:00:00+00:00,0.00881981
2012-02-29 00:00:00+00:00,-0.00882014
2012-03-01 00:00:00+00:00,0.00771576
2012-03-02 00:00:00+00:00,-0.00166991
2012-03-05 00:00:00+00:00,-0.00552739
2012-03-06 00:00:00+00:00,-0.02542647
2012-03-07 00:00:00+00:00,0.00725347
2012-03-08 00:00:00+00:00,0.02227729
2012-03-09 00:00:00+00:00,0.00880089
2012-03-12 00:00:00+00:00,-0.00029382
2012-03-13 00:00:00+00:00,0.00931101
2012-03-14 00:00:00+00:00,0.00081326
2012-03-15 00:00:00+00:00,-0.00000226
2012-03-16 00:00:00+00:00,0.01167921
2012-03-19 00:00:00+00:00,-0.00056272
2012-03-20 00:00:00+00:00,-0.00843916
2012-03-21 00:00:00+00:00,-0.00165576
2012-03-22 00:00:00+00:00,-0.00547763
2012-03-23 00:00:00+00:00,0.00271761
2012-03-26 00:00:00+00:00,0.03441454
2012-03-27 00:00:00+00:00,0.00481671
2012-03-28 00:00:00+00:00,-0.00484370
2012-03-29 00:00:00+00:00,0.00428007
2012-03-30 00:00:00+00:00,0.01660301
2012-04-02 00:00:00+00:00,0.00583032
2012-04-03 00:00:00+00:00,0.00210163
2012-04-04 00:00:00+00:00,-0.01379031
2012-04-05 00:00:00+00:00,-0.00055238
2012-04-06 00:00:00+00:00,-0.13792248
2012-04-09 00:00:00+00:00,0.12144388
2012-04-10 00:00:00+00:00,-0.14989787
2012-04-11 00:00:00+00:00,0.00231017
2012-04-12 00:00:00+00:00,0.00696133
2012-04-13 00:00:00+00:00,-0.00552665
2012-04-16 00:00:00+00:00,0.01916121
2012-04-17 00:00:00+00:00,0.13987711
2012-04-18 00:00:00+00:00,-0.00271585
2012-04-19 00:00:00+00:00,0.00322164
2012-04-20 00:00:00+00:00,0.01076553
2012-04-23 00:00:00+00:00,-0.13303079
2012-04-24 00:00:00+00:00,0.01545331
2012-04-25 00:00:00+00:00,0.00964779
2012-04-26 00:00:00+00:00,0.01299687
2012-04-27 00:00:00+00:00,0.00672772
2012-04-30 00:00:00+00:00,0.00446337
2012-05-01 00:00:00+00:00,0.01004476
2012-05-02 00:00:00+00:00,-0.01225848
2012-05-03 00:00:00+00:00,-0.00729599
2012-05-04 00:00:00+00:00,0.00335174
2012-05-07 00:00:00+00:00,-0.00450650
2012-05-08 00:00:00+00:00,0.00279088
2012-05-09 00:00:00+00:00,0.00054171
2012-05-10 00:00:00+00:00,0.02074350
2012-05-11 00:00:00+00:00,0.00053579
2012-05-14 00:00:00+00:00,-0.00446173
2012-05-15 00:00:00+00:00,-0.01003638
2012-05-16 00:00:00+00:00,0.00305638
2012-05-17 00:00:00+00:00,-0.01286167
2012-05-18 00:00:00+00:00,-0.00282904
2012-05-21 00:00:00+00:00,0.00223158
2012-05-22 00:00:00+00:00,0.01290907
2012-05-23 00:00:00+00:00,-0.01454048
2012-05-24 00:00:00+00:00,0.01179466
2012-05-25 00:00:00+00:00,0.00557344
2012-05-29 00:00:00+00:00,0.00778875
2012-05-30 00:00:00+00:00,-0.01335231
2012-05-31 00:00:00+00:00,0.01172599
2012-06-01 00:00:00+00:00,-0.00835919
2012-06-04 00:00:00+00:00,0.00556422
2012-06-05 00:00:00+00:00,0.01000302
2012-06-06 00:00:00+00:00,0.02380332
2012-06-07 00:00:00+00:00,0.01448923
2012-06-08 00:00:00+00:00,0.00731963
2012-06-11 00:00:00+00:00,-0.00218580
2012-06-12 00:00:00+00:00,-0.00896519
2012-06-13 00:00:00+00:00,-0.00054972
2012-06-14 00:00:00+00:00,0.00930205
2012-06-15 00:00:00+00:00,0.00542046
2012-06-18 00:00:00+00:00,0.01025892
2012-06-19 00:00:00+00:00,-0.00109597
2012-06-20 00:00:00+00:00,-0.02425203
2012-06-21 00:00:00+00:00,-0.02182356
2012-06-22 00:00:00+00:00,0.00411411
2012-06-25 00:00:00+00:00,-0.00771833
2012-06-26 00:00:00+00:00,0.00715670
2012-06-27 00:00:00+00:00,0.02088270
2012-06-28 00:00:00+00:00,0.00324680
2012-06-29 00:00:00+00:00,0.01465452
2012-07-02 00:00:00+00:00,0.01400770
2012-07-03 00:00:00+00:00,-0.00725412
2012-07-05 00:00:00+00:00,-0.00808587
2012-07-06 00:00:00+00:00,-0.00703855
2012-07-09 00:00:00+00:00,-0.00896020
2012-07-10 00:00:00+00:00,0.00433421
2012-07-11 00:00:00+00:00,0.01301318
2012-07-12 00:00:00+00:00,0.00051970
2012-07-13 00:00:00+00:00,0.01939780
2012-07-16 00:00:00+00:00,-0.00108820
2012-07-17 00:00:00+00:00,0.00425596
2012-07-18 00:00:00+00:00,0.00584712
2012-07-19 00:00:00+00:00,0.00210769
2012-07-20 00:00:00+00:00,0.00476133
2012-07-23 00:00:00+00:00,-0.01273842
2012-07-24 00:00:00+00:00,-0.01815315
2012-07-25 00:00:00+00:00,-0.00163446
2012-07-26 00:00:00+00:00,0.03337622
2012-07-27 00:00:00+00:00,0.02064229
2012-07-30 00:00:00+00:00,0.00889443
2012-07-31 00:00:00+00:00,-0.01620372
2012-08-01 00:00:00+00:00,-0.01370389
2012-08-02 00:00:00+00:00,-0.01273814
2012-08-03 00:00:00+00:00,0.02291408
2012-08-06 00:00:00+00:00,-0.00371083
2012-08-07 00:00:00+00:00,-0.02009391
2012-08-08 00:00:00+00:00,-0.00002003
2012-08-09 00:00:00+00:00,0.00239797
2012-08-10 00:00:00+00:00,0.00530918
2012-08-13 00:00:00+00:00,-0.00533502
2012-08-14 00:00:00+00:00,-0.00055287
2012-08-15 00:00:00+00:00,-0.00748010
2012-08-16 00:00:00+00:00,-0.00590318
2012-08-17 00:00:00+00:00,-0.00431125
2012-08-20 00:00:00+00:00,0.00051768
2012-08-21 00:00:00+00:00,-0.01130739
2012-08-22 00:00:00+00:00,-0.00434428
2012-08-23 00:00:00+00:00,-0.02060480
2012-08-24 00:00:00+00:00,0.00654840
2012-08-27 00:00:00+00:00,0.00598113
2012-08-28 00:00:00+00:00,-0.00545917
2012-08-29 00:00:00+00:00,-0.00274684
2012-08-30 00:00:00+00:00,-0.00711969
2012-08-31 00:00:00+00:00,-0.00385726
2012-09-04 00:00:00+00:00,0.00657178
2012-09-05 00:00:00+00:00,-0.00713740
2012-09-06 00:00:00+00:00,0.02140861
2012-09-07 00:00:00+00:00,-0.00654347
2012-09-10 00:00:00+00:00,-0.00029260
2012-09-11 00:00:00+00:00,-0.00654947
2012-09-12 00:00:00+00:00,-0.01397713
2012-09-13 00:00:00+00:00,0.01248677
2012-09-14 00:00:00+00:00,-0.00630772
2012-09-17 00:00:00+00:00,-0.00579606
2012-09-18 00:00:00+00:00,-0.00471987
2012-09-19 00:00:00+00:00,0.00166961
2012-09-20 00:00:00+00:00,0.00361512
2012-09-21 00:00:00+00:00,-0.01109558
2012-09-24 00:00:00+00:00,0.01991897
2012-09-25 00:00:00+00:00,-0.00605246
2012-09-26 00:00:00+00:00,0.00713076
2012-09-27 00:00:00+00:00,-0.00878913
2012-09-28 00:00:00+00:00,0.00823803
2012-10-01 00:00:00+00:00,-0.00769483
2012-10-02 00:00:00+00:00,0.00658476
2012-10-03 00:00:00+00:00,0.01149994
2012-10-04 00:00:00+00:00,0.01361523
2012-10-05 00:00:00+00:00,-0.00381180
2012-10-08 00:00:00+00:00,0.00052292
2012-10-09 00:00:00+00:00,-0.00164761
2012-10-10 00:00:00+00:00,-0.00382107
2012-10-11 00:00:00+00:00,0.00270052
2012-10-12 00:00:00+00:00,-0.01251643
2012-10-15 00:00:00+00:00,0.00982134
2012-10-16 00:00:00+00:00,0.00542060
2012-10-17 00:00:00+00:00,0.02656706
2012-10-18 00:00:00+00:00,0.00801217
2012-10-19 00:00:00+00:00,-0.01335301
2012-10-22 00:00:00+00:00,-0.00968439
2012-10-23 00:00:00+00:00,-0.01728459
2012-10-24 00:00:00+00:00,-0.01144867
2012-10-25 00:00:00+00:00,0.00600063
2012-10-26 00:00:00+00:00,-0.00002010
2012-10-29 00:00:00+00:00,-0.00000359
2012-10-30 00:00:00+00:00,-0.00000366
2012-10-31 00:00:00+00:00,0.01855072
2012-11-01 00:00:00+00:00,-0.02056584
2012-11-02 00:00:00+00:00,-0.01367715
2012-11-05 00:00:00+00:00,-0.03193193
2012-11-06 00:00:00+00:00,-0.00001997
2012-11-07 00:00:00+00:00,-0.04417385
2012-11-08 00:00:00+00:00,-0.00059130
2012-11-09 00:00:00+00:00,-0.01317375
2012-11-12 00:00:00+00:00,-0.01901789
2012-11-13 00:00:00+00:00,0.01044212
2012-11-14 00:00:00+00:00,-0.01505321
2012-11-15 00:00:00+00:00,-0.01574893
2012-11-16 00:00:00+00:00,0.02111992
2012-11-19 00:00:00+00:00,0.00056152
2012-11-20 00:00:00+00:00,-0.00408575
2012-11-21 00:00:00+00:00,-0.00816869
2012-11-23 00:00:00+00:00,-0.00527969
2012-11-26 00:00:00+00:00,0.02576395
2012-11-27 00:00:00+00:00,0.00460847
2012-11-28 00:00:00+00:00,0.00921539
2012-11-29 00:00:00+00:00,0.01262051
2012-11-30 00:00:00+00:00,0.01996362
2012-12-03 00:00:00+00:00,-0.01358666
2012-12-04 00:00:00+00:00,-0.00969526
2012-12-05 00:00:00+00:00,0.03315154
2012-12-06 00:00:00+00:00,-0.00283261
2012-12-07 00:00:00+00:00,0.00110737
2012-12-10 00:00:00+00:00,0.00054353
2012-12-11 00:00:00+00:00,0.00279527
2012-12-12 00:00:00+00:00,-0.01069913
2012-12-13 00:00:00+00:00,-0.00426319
2012-12-14 00:00:00+00:00,-0.00228337
2012-12-17 00:00:00+00:00,0.01429684
2012-12-18 00:00:00+00:00,0.00789244
2012-12-19 00:00:00+00:00,-0.00755400
2012-12-20 00:00:00+00:00,0.00476883
2012-12-21 00:00:00+00:00,-0.01125142
2012-12-24 00:00:00+00:00,-0.00848834
2012-12-26 00:00:00+00:00,-0.01703102
2012-12-27 00:00:00+00:00,-0.00402255
2012-12-28 00:00:00+00:00,-0.01835539
2012-12-31 00:00:00+00:00,0.02658671
2013-01-02 00:00:00+00:00,0.03651057
2013-01-03 00:00:00+00:00,0.00110210
2013-01-04 00:00:00+00:00,0.01006506
2013-01-07 00:00:00+00:00,-0.02287286
2013-01-08 00:00:00+00:00,-0.00509354
2013-01-09 00:00:00+00:00,-0.00454102
2013-01-10 00:00:00+00:00,0.00961283
2013-01-11 00:00:00+00:00,0.00110874
2013-01-14 00:00:00+00:00,-0.00114619
2013-01-15 00:00:00+00:00,0.00336375
2013-01-16 00:00:00+00:00,-0.01015140
2013-01-17 00:00:00+00:00,0.01073039
2013-01-18 00:00:00+00:00,0.01461229
2013-01-22 00:00:00+00:00,0.01618200
2013-01-23 00:00:00+00:00,-0.00556082
2013-01-24 00:00:00+00:00,0.01109495
2013-01-25 00:00:00+00:00,0.00661255
2013-01-28 00:00:00+00:00,-0.00001911
2013-01-29 00:00:00+00:00,0.01542078
2013-01-30 00:00:00+00:00,0.00271401
2013-01-31 00:00:00+00:00,0.00653104
2013-02-01 00:00:00+00:00,0.00270145
2013-02-04 00:00:00+00:00,-0.01251558
2013-02-05 00:00:00+00:00,0.00435479
2013-02-06 00:00:00+00:00,0.00543657
2013-02-07 00:00:00+00:00,0.00433359
2013-02-08 00:00:00+00:00,-0.00219052
2013-02-11 00:00:00+00:00,0.00650228
2013-02-12 00:00:00+00:00,0.00756457
2013-02-13 00:00:00+00:00,-0.00109894
2013-02-14 00:00:00+00:00,-0.01459865
2013-02-15 00:00:00+00:00,0.00378764
2013-02-19 00:00:00+00:00,0.01843789
2013-02-20 00:00:00+00:00,-0.00324792
2013-02-21 00:00:00+00:00,-0.00971873
2013-02-22 00:00:00+00:00,0.01947054
2013-02-25 00:00:00+00:00,-0.01825094
2013-02-26 00:00:00+00:00,0.00593200
2013-02-27 00:00:00+00:00,0.02210028
2013-02-28 00:00:00+00:00,0.00371537
2013-03-01 00:00:00+00:00,0.00530627
2013-03-04 00:00:00+00:00,0.01910397
2013-03-05 00:00:00+00:00,0.01208233
2013-03-06 00:00:00+00:00,-0.00237385
2013-03-07 00:00:00+00:00,-0.00656761
2013-03-08 00:00:00+00:00,0.00365976
2013-03-11 00:00:00+00:00,0.00548910
2013-03-12 00:00:00+00:00,-0.01205225
2013-03-13 00:00:00+00:00,0.00423363
2013-03-14 00:00:00+00:00,0.00184283
2013-03-15 00:00:00+00:00,0.00710280
2013-03-18 00:00:00+00:00,-0.01047691
2013-03-19 00:00:00+00:00,0.00576268
2013-03-20 00:00:00+00:00,0.01413197
2013-03-21 00:00:00+00:00,-0.00938658
2013-03-22 00:00:00+00:00,0.00102685
2013-03-25 00:00:00+00:00,-0.00315473
2013-03-26 00:00:00+00:00,0.01934754
2013-03-27 00:00:00+00:00,0.00827506
2013-03-28 00:00:00+00:00,0.02476162
2013-04-01 00:00:00+00:00,-0.00358879
2013-04-02 00:00:00+00:00,0.00713287
2013-04-03 00:00:00+00:00,-0.00510904
2013-04-04 00:00:00+00:00,0.01733239
2013-04-05 00:00:00+00:00,0.00959412
2013-04-08 00:00:00+00:00,0.01458338
2013-04-09 00:00:00+00:00,-0.00501772
2013-04-10 00:00:00+00:00,0.01401260
2013-04-11 00:00:00+00:00,0.00694801
2013-04-12 00:00:00+00:00,0.00543631
2013-04-15 00:00:00+00:00,-0.02623043
2013-04-16 00:00:00+00:00,0.02152993
2013-04-17 00:00:00+00:00,-0.00993427
2013-04-18 00:00:00+00:00,0.00546227
2013-04-19 00:00:00+00:00,0.02979526
2013-04-22 00:00:00+00:00,-0.00050807
2013-04-23 00:00:00+00:00,0.00340953
2013-04-24 00:00:00+00:00,0.00731462
2013-04-25 00:00:00+00:00,0.00192982
2013-04-26 00:00:00+00:00,0.00095476
2013-04-29 00:00:00+00:00,0.01651856
2013-04-30 00:00:00+00:00,0.00528791
2013-05-01 00:00:00+00:00,-0.01926320
2013-05-02 00:00:00+00:00,-0.00487646
2013-05-03 00:00:00+00:00,-0.00196630
2013-05-06 00:00:00+00:00,-0.02829019
2013-05-07 00:00:00+00:00,0.01827599
2013-05-08 00:00:00+00:00,-0.01569686
2013-05-09 00:00:00+00:00,-0.03310469
2013-05-10 00:00:00+00:00,0.00650962
2013-05-13 00:00:00+00:00,-0.01052885
2013-05-14 00:00:00+00:00,0.01356657
2013-05-15 00:00:00+00:00,0.02047163
2013-05-16 00:00:00+00:00,-0.01881584
2013-05-17 00:00:00+00:00,0.01945767
2013-05-20 00:00:00+00:00,-0.00842578
2013-05-21 00:00:00+00:00,0.00296162
2013-05-22 00:00:00+00:00,-0.03473174
2013-05-23 00:00:00+00:00,-0.01313957
2013-05-24 00:00:00+00:00,-0.02237024
2013-05-28 00:00:00+00:00,-0.02313676
2013-05-29 00:00:00+00:00,-0.02964412
2013-05-30 00:00:00+00:00,0.00578530
2013-05-31 00:00:00+00:00,-0.01264299
2013-06-03 00:00:00+00:00,0.00262856
2013-06-04 00:00:00+00:00,-0.00636251
2013-06-05 00:00:00+00:00,-0.01858112
2013-06-06 00:00:00+00:00,0.02460686
2013-06-07 00:00:00+00:00,0.01478871
2013-06-10 00:00:00+00:00,-0.00159307
2013-06-11 00:00:00+00:00,-0.01105058
2013-06-12 00:00:00+00:00,-0.01956403
2013-06-13 00:00:00+00:00,0.01508487
2013-06-14 00:00:00+00:00,0.00291805
2013-06-17 00:00:00+00:00,0.00264494
2013-06-18 00:00:00+00:00,0.00659657
2013-06-19 00:00:00+00:00,-0.03801924
2013-06-20 00:00:00+00:00,-0.05740645
2013-06-21 00:00:00+00:00,0.02482988
2013-06-24 00:00:00+00:00,-0.00029139
2013-06-25 00:00:00+00:00,0.02345285
2013-06-26 00:00:00+00:00,0.02911538
2013-06-27 00:00:00+00:00,0.00210854
2013-06-28 00:00:00+00:00,0.00635652
2013-07-01 00:00:00+00:00,-0.02490561
2013-07-02 00:00:00+00:00,-0.00269909
2013-07-03 00:00:00+00:00,-0.00377652
2013-07-05 00:00:00+00:00,-0.00862491
2013-07-08 00:00:00+00:00,0.02969540
2013-07-09 00:00:00+00:00,0.01382263
2013-07-10 00:00:00+00:00,0.00896945
2013-07-11 00:00:00+00:00,0.03471871
2013-07-12 00:00:00+00:00,0.00618991
2013-07-15 00:00:00+00:00,0.03144139
2013-07-16 00:00:00+00:00,-0.01068073
2013-07-17 00:00:00+00:00,-0.00052838
2013-07-18 00:00:00+00:00,0.01887416
2013-07-19 00:00:00+00:00,-0.00153516
2013-07-22 00:00:00+00:00,-0.00204279
2013-07-23 00:00:00+00:00,0.00606125
2013-07-24 00:00:00+00:00,-0.03183588
2013-07-25 00:00:00+00:00,0.01845805
2013-07-26 00:00:00+00:00,0.00659317
2013-07-29 00:00:00+00:00,0.00606426
2013-07-30 00:00:00+00:00,0.00452977
2013-07-31 00:00:00+00:00,-0.01463868
2013-08-01 00:00:00+00:00,0.01775739
2013-08-02 00:00:00+00:00,-0.00203158
2013-08-05 00:00:00+00:00,-0.01110418
2013-08-06 00:00:00+00:00,-0.01420640
2013-08-07 00:00:00+00:00,0.01018842
2013-08-08 00:00:00+00:00,0.00912097
2013-08-09 00:00:00+00:00,-0.01366518
2013-08-12 00:00:00+00:00,-0.01325017
2013-08-13 00:00:00+00:00,-0.01026445
2013-08-14 00:00:00+00:00,-0.01083200
2013-08-15 00:00:00+00:00,-0.02797595
2013-08-16 00:00:00+00:00,-0.02312144
2013-08-19 00:00:00+00:00,-0.01489239
2013-08-20 00:00:00+00:00,0.01764275
2013-08-21 00:00:00+00:00,-0.02389095
2013-08-22 00:00:00+00:00,0.01313638
2013-08-23 00:00:00+00:00,0.01438216
2013-08-26 00:00:00+00:00,-0.01484471
2013-08-27 00:00:00+00:00,-0.00215203
2013-08-28 00:00:00+00:00,0.00745865
2013-08-29 00:00:00+00:00,-0.00906280
2013-08-30 00:00:00+00:00,-0.00055218
2013-09-03 00:00:00+00:00,-0.02354082
2013-09-04 00:00:00+00:00,-0.00055861
2013-09-05 00:00:00+00:00,-0.00705233
2013-09-06 00:00:00+00:00,0.01355833
2013-09-09 00:00:00+00:00,0.00699416
2013-09-10 00:00:00+00:00,0.01368843
2013-09-11 00:00:00+00:00,-0.01736954
2013-09-12 00:00:00+00:00,-0.01132924
2013-09-13 00:00:00+00:00,0.00762686
2013-09-16 00:00:00+00:00,0.00243281
2013-09-17 00:00:00+00:00,0.00566315
2013-09-18 00:00:00+00:00,0.06489647
2013-09-19 00:00:00+00:00,-0.01042311
2013-09-20 00:00:00+00:00,-0.02982914
2013-09-23 00:00:00+00:00,0.02520144
2013-09-24 00:00:00+00:00,-0.00316401
2013-09-25 00:00:00+00:00,-0.01314782
2013-09-26 00:00:00+00:00,-0.00318923
2013-09-27 00:00:00+00:00,-0.01272606
2013-09-30 00:00:00+00:00,-0.00321486
2013-10-01 00:00:00+00:00,0.00638728
2013-10-02 00:00:00+00:00,0.00317456
2013-10-03 00:00:00+00:00,-0.02498464
2013-10-04 00:00:00+00:00,0.00320977
2013-10-07 00:00:00+00:00,-0.00699973
2013-10-08 00:00:00+00:00,0.01291597
2013-10-09 00:00:00+00:00,0.00694291
2013-10-10 00:00:00+00:00,0.02986413
2013-10-11 00:00:00+00:00,0.00891906
2013-10-14 00:00:00+00:00,-0.01101079
2013-10-15 00:00:00+00:00,-0.02633645
2013-10-16 00:00:00+00:00,0.01864699
2013-10-17 00:00:00+00:00,0.03379936
2013-10-18 00:00:00+00:00,0.00361946
