Date,NOK
2002-10-31 00:00:00+00:00,0.00621904
2002-11-01 00:00:00+00:00,0.00797882
2002-11-04 00:00:00+00:00,0.00122459
2002-11-05 00:00:00+00:00,-0.00367687
2002-11-06 00:00:00+00:00,0.00883375
2002-11-07 00:00:00+00:00,0.00890381
2002-11-08 00:00:00+00:00,0.00633563
2002-11-12 00:00:00+00:00,0.00098507
2002-11-13 00:00:00+00:00,-0.00744531
2002-11-14 00:00:00+00:00,0.00077200
2002-11-15 00:00:00+00:00,0.00384377
2002-11-18 00:00:00+00:00,0.00076796
2002-11-19 00:00:00+00:00,-0.01277516
2002-11-20 00:00:00+00:00,0.00328550
2002-11-21 00:00:00+00:00,0.00209839
2002-11-22 00:00:00+00:00,-0.00362783
2002-11-25 00:00:00+00:00,-0.00474531
2002-11-26 00:00:00+00:00,0.00499625
2002-11-27 00:00:00+00:00,-0.00371333
2002-11-29 00:00:00+00:00,0.00417704
2002-12-02 00:00:00+00:00,0.03770057
2002-12-03 00:00:00+00:00,0.00318511
2002-12-04 00:00:00+00:00,0.00712413
2002-12-05 00:00:00+00:00,-0.00454538
2002-12-06 00:00:00+00:00,0.01688890
2002-12-09 00:00:00+00:00,-0.00466257
2002-12-10 00:00:00+00:00,-0.00626765
2002-12-11 00:00:00+00:00,-0.01050503
2002-12-12 00:00:00+00:00,0.02818538
2002-12-13 00:00:00+00:00,0.00804076
2002-12-16 00:00:00+00:00,-0.00549025
2002-12-17 00:00:00+00:00,0.00552543
2002-12-18 00:00:00+00:00,-0.00268938
2002-12-19 00:00:00+00:00,0.00205448
2002-12-20 00:00:00+00:00,0.00061345
2002-12-23 00:00:00+00:00,0.00255185
2002-12-24 00:00:00+00:00,0.00361923
2002-12-26 00:00:00+00:00,0.00467635
2002-12-27 00:00:00+00:00,0.00607499
2002-12-30 00:00:00+00:00,0.00342492
2002-12-31 00:00:00+00:00,0.00524167
2003-01-02 00:00:00+00:00,-0.00898877
2003-01-03 00:00:00+00:00,0.00356709
2003-01-06 00:00:00+00:00,0.00545372
2003-01-07 00:00:00+00:00,-0.00241112
2003-01-08 00:00:00+00:00,0.00585810
2003-01-09 00:00:00+00:00,0.00003694
2003-01-10 00:00:00+00:00,0.00533495
2003-01-13 00:00:00+00:00,-0.00953243
2003-01-14 00:00:00+00:00,0.00080754
2003-01-15 00:00:00+00:00,0.00325463
2003-01-16 00:00:00+00:00,0.01105255
2003-01-17 00:00:00+00:00,0.00148471
2003-01-21 00:00:00+00:00,-0.01263147
2003-01-22 00:00:00+00:00,0.00205981
2003-01-23 00:00:00+00:00,-0.00511127
2003-01-24 00:00:00+00:00,0.01010890
2003-01-27 00:00:00+00:00,-0.00252433
2003-01-28 00:00:00+00:00,0.00024540
2003-01-29 00:00:00+00:00,0.00107796
2003-01-30 00:00:00+00:00,0.00183914
2003-01-31 00:00:00+00:00,-0.00681188
2003-02-03 00:00:00+00:00,-0.00323623
2003-02-04 00:00:00+00:00,0.00590782
2003-02-05 00:00:00+00:00,-0.00836787
2003-02-06 00:00:00+00:00,0.00739310
2003-02-07 00:00:00+00:00,0.00059384
2003-02-10 00:00:00+00:00,-0.00503507
2003-02-11 00:00:00+00:00,-0.00003194
2003-02-12 00:00:00+00:00,-0.00240669
2003-02-13 00:00:00+00:00,0.00276806
2003-02-14 00:00:00+00:00,-0.00387180
2003-02-18 00:00:00+00:00,-0.00781078
2003-02-19 00:00:00+00:00,0.00484086
2003-02-20 00:00:00+00:00,0.01015867
2003-02-21 00:00:00+00:00,-0.01081675
2003-02-24 00:00:00+00:00,-0.00291659
2003-02-25 00:00:00+00:00,-0.00645176
2003-02-26 00:00:00+00:00,-0.00223341
2003-02-27 00:00:00+00:00,-0.01490307
2003-02-28 00:00:00+00:00,0.00639493
2003-03-03 00:00:00+00:00,0.00850687
2003-03-04 00:00:00+00:00,0.00039656
2003-03-05 00:00:00+00:00,0.02756469
2003-03-06 00:00:00+00:00,-0.02824083
2003-03-07 00:00:00+00:00,-0.02206217
2003-03-10 00:00:00+00:00,0.01139830
2003-03-11 00:00:00+00:00,0.00299077
2003-03-12 00:00:00+00:00,0.01074177
2003-03-13 00:00:00+00:00,-0.03031467
2003-03-14 00:00:00+00:00,-0.00960382
2003-03-17 00:00:00+00:00,-0.01394353
2003-03-18 00:00:00+00:00,-0.01562534
2003-03-19 00:00:00+00:00,-0.00071055
2003-03-20 00:00:00+00:00,0.00842244
2003-03-21 00:00:00+00:00,-0.00676875
2003-03-24 00:00:00+00:00,0.00855858
2003-03-25 00:00:00+00:00,0.00669222
2003-03-26 00:00:00+00:00,0.00078416
2003-03-27 00:00:00+00:00,-0.00003153
2003-03-28 00:00:00+00:00,0.00419609
2003-03-31 00:00:00+00:00,0.00484345
2003-04-01 00:00:00+00:00,0.00959600
2003-04-02 00:00:00+00:00,-0.00810989
2003-04-03 00:00:00+00:00,0.00275810
2003-04-04 00:00:00+00:00,0.00011621
2003-04-07 00:00:00+00:00,-0.00317770
2003-04-08 00:00:00+00:00,0.00283072
2003-04-09 00:00:00+00:00,0.00187198
2003-04-10 00:00:00+00:00,-0.00806631
2003-04-11 00:00:00+00:00,-0.00253577
2003-04-14 00:00:00+00:00,0.00365877
2003-04-15 00:00:00+00:00,0.00695513
2003-04-16 00:00:00+00:00,0.00785645
2003-04-17 00:00:00+00:00,-0.00213382
2003-04-21 00:00:00+00:00,0.00185580
2003-04-22 00:00:00+00:00,0.00786876
2003-04-23 00:00:00+00:00,-0.00039125
2003-04-24 00:00:00+00:00,0.01011236
2003-04-25 00:00:00+00:00,-0.00052979
2003-04-28 00:00:00+00:00,0.00360292
2003-04-29 00:00:00+00:00,0.00266638
2003-04-30 00:00:00+00:00,0.00584624
2003-05-01 00:00:00+00:00,0.00588286
2003-05-02 00:00:00+00:00,-0.00618885
2003-05-05 00:00:00+00:00,0.00257471
2003-05-06 00:00:00+00:00,0.01380413
2003-05-07 00:00:00+00:00,-0.00162366
2003-05-08 00:00:00+00:00,0.00912840
2003-05-09 00:00:00+00:00,-0.00113017
2003-05-12 00:00:00+00:00,0.00699058
2003-05-13 00:00:00+00:00,-0.00447234
2003-05-14 00:00:00+00:00,-0.00057784
2003-05-15 00:00:00+00:00,-0.00469986
2003-05-16 00:00:00+00:00,0.01349838
2003-05-19 00:00:00+00:00,-0.00438678
2003-05-20 00:00:00+00:00,0.00653739
2003-05-21 00:00:00+00:00,0.00581346
2003-05-22 00:00:00+00:00,0.00348312
2003-05-23 00:00:00+00:00,0.00737497
2003-05-27 00:00:00+00:00,0.00250923
2003-05-28 00:00:00+00:00,-0.00822809
2003-05-29 00:00:00+00:00,0.00917623
2003-05-30 00:00:00+00:00,-0.00549053
2003-06-02 00:00:00+00:00,0.06946568
2003-06-03 00:00:00+00:00,-0.04037428
2003-06-04 00:00:00+00:00,-0.01869469
2003-06-05 00:00:00+00:00,0.01534961
2003-06-06 00:00:00+00:00,-0.03288776
2003-06-09 00:00:00+00:00,0.00318693
2003-06-10 00:00:00+00:00,-0.01272641
2003-06-11 00:00:00+00:00,0.00826082
2003-06-12 00:00:00+00:00,0.01983666
2003-06-13 00:00:00+00:00,0.00676290
2003-06-16 00:00:00+00:00,-0.01292907
2003-06-17 00:00:00+00:00,-0.00121301
2003-06-18 00:00:00+00:00,-0.00394409
2003-06-19 00:00:00+00:00,0.00124257
2003-06-20 00:00:00+00:00,-0.01377896
2003-06-23 00:00:00+00:00,-0.00073442
2003-06-24 00:00:00+00:00,-0.00393946
2003-06-25 00:00:00+00:00,-0.01024892
2003-06-26 00:00:00+00:00,-0.00919796
2003-06-27 00:00:00+00:00,-0.00140889
2003-06-30 00:00:00+00:00,0.00421072
2003-07-01 00:00:00+00:00,0.01182493
2003-07-02 00:00:00+00:00,-0.00541193
2003-07-03 00:00:00+00:00,-0.00146828
2003-07-07 00:00:00+00:00,-0.01557669
2003-07-08 00:00:00+00:00,0.00276755
2003-07-09 00:00:00+00:00,-0.00156311
2003-07-10 00:00:00+00:00,0.00019586
2003-07-11 00:00:00+00:00,-0.00545390
2003-07-14 00:00:00+00:00,-0.00600010
2003-07-15 00:00:00+00:00,-0.00937634
2003-07-16 00:00:00+00:00,0.00034973
2003-07-17 00:00:00+00:00,0.00993573
2003-07-18 00:00:00+00:00,-0.00299048
2003-07-21 00:00:00+00:00,0.00533003
2003-07-22 00:00:00+00:00,-0.00017323
2003-07-23 00:00:00+00:00,0.01736166
2003-07-24 00:00:00+00:00,-0.00220666
2003-07-25 00:00:00+00:00,0.01659159
2003-07-28 00:00:00+00:00,-0.00189018
2003-07-29 00:00:00+00:00,-0.00634742
2003-07-30 00:00:00+00:00,0.00033487
2003-07-31 00:00:00+00:00,-0.01100835
2003-08-01 00:00:00+00:00,0.00231212
2003-08-04 00:00:00+00:00,0.00602317
2003-08-05 00:00:00+00:00,-0.00046108
2003-08-06 00:00:00+00:00,0.00309093
2003-08-07 00:00:00+00:00,0.00409280
2003-08-08 00:00:00+00:00,-0.00837351
2003-08-11 00:00:00+00:00,-0.00234773
2003-08-12 00:00:00+00:00,-0.00431733
2003-08-13 00:00:00+00:00,-0.01310135
2003-08-14 00:00:00+00:00,0.00049199
2003-08-15 00:00:00+00:00,-0.00039571
2003-08-18 00:00:00+00:00,-0.01157069
2003-08-19 00:00:00+00:00,0.00102175
2003-08-20 00:00:00+00:00,0.00244192
2003-08-21 00:00:00+00:00,-0.01897596
2003-08-22 00:00:00+00:00,-0.00580613
2003-08-25 00:00:00+00:00,0.00020224
2003-08-26 00:00:00+00:00,-0.00278042
2003-08-27 00:00:00+00:00,-0.00117758
2003-08-28 00:00:00+00:00,0.00419552
2003-08-29 00:00:00+00:00,0.01526268
2003-09-02 00:00:00+00:00,-0.05856792
2003-09-03 00:00:00+00:00,0.00699181
2003-09-04 00:00:00+00:00,0.01897937
2003-09-05 00:00:00+00:00,0.02783771
2003-09-08 00:00:00+00:00,-0.00307127
2003-09-09 00:00:00+00:00,0.01976114
2003-09-10 00:00:00+00:00,-0.00857088
2003-09-11 00:00:00+00:00,-0.00061778
2003-09-12 00:00:00+00:00,0.01373753
2003-09-15 00:00:00+00:00,-0.00017282
2003-09-16 00:00:00+00:00,-0.01178677
2003-09-17 00:00:00+00:00,0.02206388
2003-09-18 00:00:00+00:00,0.00142942
2003-09-19 00:00:00+00:00,0.00782159
2003-09-22 00:00:00+00:00,0.00963531
2003-09-23 00:00:00+00:00,0.00661513
2003-09-24 00:00:00+00:00,0.01267218
2003-09-25 00:00:00+00:00,-0.00703032
2003-09-26 00:00:00+00:00,-0.00581026
2003-09-29 00:00:00+00:00,0.00664381
2003-09-30 00:00:00+00:00,-0.00446621
2003-10-01 00:00:00+00:00,0.00620426
2003-10-02 00:00:00+00:00,0.00166332
2003-10-03 00:00:00+00:00,-0.01224709
2003-10-06 00:00:00+00:00,0.01426741
2003-10-07 00:00:00+00:00,-0.00226869
2003-10-08 00:00:00+00:00,0.00433166
2003-10-09 00:00:00+00:00,-0.00541146
2003-10-10 00:00:00+00:00,0.00630573
2003-10-14 00:00:00+00:00,-0.01029969
2003-10-15 00:00:00+00:00,-0.00694604
2003-10-16 00:00:00+00:00,-0.00251412
2003-10-17 00:00:00+00:00,0.00218461
2003-10-20 00:00:00+00:00,-0.00372438
2003-10-21 00:00:00+00:00,0.00204443
2003-10-22 00:00:00+00:00,0.01892665
2003-10-23 00:00:00+00:00,-0.00387186
2003-10-24 00:00:00+00:00,0.00046539
2003-10-27 00:00:00+00:00,-0.00395525
2003-10-28 00:00:00+00:00,0.00131192
2003-10-29 00:00:00+00:00,-0.00445774
2003-10-30 00:00:00+00:00,-0.00052057
2003-10-31 00:00:00+00:00,-0.00971069
2003-11-03 00:00:00+00:00,-0.00752060
2003-11-04 00:00:00+00:00,-0.00067355
2003-11-05 00:00:00+00:00,-0.00376833
2003-11-06 00:00:00+00:00,-0.00363791
2003-11-07 00:00:00+00:00,0.01309635
2003-11-10 00:00:00+00:00,0.00283635
2003-11-12 00:00:00+00:00,0.00004538
2003-11-13 00:00:00+00:00,0.01824017
2003-11-14 00:00:00+00:00,0.00256656
2003-11-17 00:00:00+00:00,-0.00121412
2003-11-18 00:00:00+00:00,0.01900712
2003-11-19 00:00:00+00:00,-0.00222346
2003-11-20 00:00:00+00:00,0.00155713
2003-11-21 00:00:00+00:00,0.00086767
2003-11-24 00:00:00+00:00,-0.01100942
2003-11-25 00:00:00+00:00,0.00136224
2003-11-26 00:00:00+00:00,0.01210448
2003-11-28 00:00:00+00:00,0.00305621
2003-12-01 00:00:00+00:00,0.00038464
2003-12-02 00:00:00+00:00,0.06195037
2003-12-03 00:00:00+00:00,0.01404846
2003-12-04 00:00:00+00:00,0.01112852
2003-12-05 00:00:00+00:00,0.00679058
2003-12-08 00:00:00+00:00,0.00323797
2003-12-09 00:00:00+00:00,0.00343184
2003-12-10 00:00:00+00:00,-0.00798876
2003-12-11 00:00:00+00:00,-0.00802018
2003-12-12 00:00:00+00:00,0.00693287
2003-12-15 00:00:00+00:00,-0.00309139
2003-12-16 00:00:00+00:00,-0.00109453
2003-12-17 00:00:00+00:00,-0.00384008
2003-12-18 00:00:00+00:00,-0.00217456
2003-12-19 00:00:00+00:00,-0.00137092
2003-12-22 00:00:00+00:00,0.00024571
2003-12-23 00:00:00+00:00,-0.00582247
2003-12-24 00:00:00+00:00,0.00011118
2003-12-26 00:00:00+00:00,-0.00382062
2003-12-29 00:00:00+00:00,0.00514850
2003-12-30 00:00:00+00:00,0.00586558
2003-12-31 00:00:00+00:00,0.00374424
2004-01-02 00:00:00+00:00,-0.00002528
2004-01-05 00:00:00+00:00,0.00419965
2004-01-06 00:00:00+00:00,-0.00590160
2004-01-07 00:00:00+00:00,-0.01688479
2004-01-08 00:00:00+00:00,0.00462219
2004-01-09 00:00:00+00:00,0.00861349
2004-01-12 00:00:00+00:00,-0.00346249
2004-01-13 00:00:00+00:00,0.00545621
2004-01-14 00:00:00+00:00,-0.00459962
2004-01-15 00:00:00+00:00,-0.01151567
2004-01-16 00:00:00+00:00,-0.01773599
2004-01-20 00:00:00+00:00,0.01090621
2004-01-21 00:00:00+00:00,0.01609043
2004-01-22 00:00:00+00:00,0.00024721
2004-01-23 00:00:00+00:00,-0.00998419
2004-01-26 00:00:00+00:00,-0.01248024
2004-01-27 00:00:00+00:00,0.01390431
2004-01-28 00:00:00+00:00,-0.01813764
2004-01-29 00:00:00+00:00,-0.01680128
2004-01-30 00:00:00+00:00,0.00705465
2004-02-02 00:00:00+00:00,0.00306801
2004-02-03 00:00:00+00:00,0.00726297
2004-02-04 00:00:00+00:00,-0.00280841
2004-02-05 00:00:00+00:00,-0.00149071
2004-02-06 00:00:00+00:00,0.01241184
2004-02-09 00:00:00+00:00,0.00611661
2004-02-10 00:00:00+00:00,-0.01189208
2004-02-11 00:00:00+00:00,0.00289017
2004-02-12 00:00:00+00:00,-0.00071714
2004-02-13 00:00:00+00:00,-0.00210285
2004-02-17 00:00:00+00:00,0.01253747
2004-02-18 00:00:00+00:00,-0.01195221
2004-02-19 00:00:00+00:00,-0.00113537
2004-02-20 00:00:00+00:00,-0.01335981
2004-02-23 00:00:00+00:00,0.00342317
2004-02-24 00:00:00+00:00,0.00895243
2004-02-25 00:00:00+00:00,-0.01615528
2004-02-26 00:00:00+00:00,0.00082196
2004-02-27 00:00:00+00:00,0.00675191
2004-03-01 00:00:00+00:00,0.00537361
2004-03-02 00:00:00+00:00,-0.06223301
2004-03-03 00:00:00+00:00,0.01222970
2004-03-04 00:00:00+00:00,-0.00696676
2004-03-05 00:00:00+00:00,0.02228943
2004-03-08 00:00:00+00:00,0.01143031
2004-03-09 00:00:00+00:00,0.00444646
2004-03-10 00:00:00+00:00,-0.03014954
2004-03-11 00:00:00+00:00,0.03749629
2004-03-12 00:00:00+00:00,-0.00224988
2004-03-15 00:00:00+00:00,0.00345253
2004-03-16 00:00:00+00:00,0.00371751
2004-03-17 00:00:00+00:00,-0.00278837
2004-03-18 00:00:00+00:00,0.00503055
2004-03-19 00:00:00+00:00,-0.00305774
2004-03-22 00:00:00+00:00,0.00861480
2004-03-23 00:00:00+00:00,-0.00132778
2004-03-24 00:00:00+00:00,-0.01285751
2004-03-25 00:00:00+00:00,-0.00224994
2004-03-26 00:00:00+00:00,-0.00232471
2004-03-29 00:00:00+00:00,0.00409427
2004-03-30 00:00:00+00:00,0.00449392
2004-03-31 00:00:00+00:00,0.00793554
2004-04-01 00:00:00+00:00,0.00388928
2004-04-02 00:00:00+00:00,-0.01158771
2004-04-05 00:00:00+00:00,-0.00002556
2004-04-06 00:00:00+00:00,-0.00334781
2004-04-07 00:00:00+00:00,0.00990500
2004-04-08 00:00:00+00:00,-0.00978970
2004-04-12 00:00:00+00:00,-0.00502521
2004-04-13 00:00:00+00:00,0.00178881
2004-04-14 00:00:00+00:00,0.00289970
2004-04-15 00:00:00+00:00,0.00004349
2004-04-16 00:00:00+00:00,0.00372483
2004-04-19 00:00:00+00:00,0.00218853
2004-04-20 00:00:00+00:00,-0.01017635
2004-04-21 00:00:00+00:00,-0.00386303
2004-04-22 00:00:00+00:00,0.00956638
2004-04-23 00:00:00+00:00,-0.00883435
2004-04-26 00:00:00+00:00,0.00641078
2004-04-27 00:00:00+00:00,0.00595220
2004-04-28 00:00:00+00:00,-0.00120179
2004-04-29 00:00:00+00:00,0.01007518
2004-04-30 00:00:00+00:00,-0.00345142
2004-05-03 00:00:00+00:00,-0.00435686
2004-05-04 00:00:00+00:00,0.00846360
2004-05-05 00:00:00+00:00,0.01852326
2004-05-06 00:00:00+00:00,-0.00392507
2004-05-07 00:00:00+00:00,-0.01028405
2004-05-10 00:00:00+00:00,-0.01004920
2004-05-11 00:00:00+00:00,-0.00870478
2004-05-12 00:00:00+00:00,0.00844593
2004-05-13 00:00:00+00:00,-0.00443510
2004-05-14 00:00:00+00:00,-0.00092615
2004-05-17 00:00:00+00:00,0.00655068
2004-05-18 00:00:00+00:00,-0.00683896
2004-05-19 00:00:00+00:00,0.00544334
2004-05-20 00:00:00+00:00,-0.00829423
2004-05-21 00:00:00+00:00,0.01115497
2004-05-24 00:00:00+00:00,0.00100217
2004-05-25 00:00:00+00:00,0.00813634
2004-05-26 00:00:00+00:00,0.00446280
2004-05-27 00:00:00+00:00,0.01047375
2004-05-28 00:00:00+00:00,-0.00324797
2004-06-01 00:00:00+00:00,0.00353487
2004-06-02 00:00:00+00:00,0.03214409
2004-06-03 00:00:00+00:00,0.00225208
2004-06-04 00:00:00+00:00,-0.00003278
2004-06-07 00:00:00+00:00,0.01633949
2004-06-08 00:00:00+00:00,-0.00828791
2004-06-09 00:00:00+00:00,-0.03211600
2004-06-10 00:00:00+00:00,-0.01008799
2004-06-14 00:00:00+00:00,-0.02038158
2004-06-15 00:00:00+00:00,0.01023919
2004-06-16 00:00:00+00:00,-0.01559948
2004-06-17 00:00:00+00:00,0.00086702
2004-06-18 00:00:00+00:00,0.00529977
2004-06-21 00:00:00+00:00,-0.00416938
2004-06-22 00:00:00+00:00,0.00335494
2004-06-23 00:00:00+00:00,-0.00748341
2004-06-24 00:00:00+00:00,0.00858090
2004-06-25 00:00:00+00:00,0.00774910
2004-06-28 00:00:00+00:00,-0.00003597
2004-06-29 00:00:00+00:00,-0.01200032
2004-06-30 00:00:00+00:00,-0.00370208
2004-07-01 00:00:00+00:00,-0.00315826
2004-07-02 00:00:00+00:00,0.00686093
2004-07-06 00:00:00+00:00,0.00404677
2004-07-07 00:00:00+00:00,0.00947264
2004-07-08 00:00:00+00:00,-0.00228684
2004-07-09 00:00:00+00:00,0.00194900
2004-07-12 00:00:00+00:00,-0.00092263
2004-07-13 00:00:00+00:00,-0.00919266
2004-07-14 00:00:00+00:00,0.00389410
2004-07-15 00:00:00+00:00,-0.00223491
2004-07-16 00:00:00+00:00,0.00836207
2004-07-19 00:00:00+00:00,-0.00208431
2004-07-20 00:00:00+00:00,-0.00776742
2004-07-21 00:00:00+00:00,-0.00665521
2004-07-22 00:00:00+00:00,-0.00017602
2004-07-23 00:00:00+00:00,-0.01475229
2004-07-26 00:00:00+00:00,0.00728777
2004-07-27 00:00:00+00:00,-0.00906189
2004-07-28 00:00:00+00:00,0.00715872
2004-07-29 00:00:00+00:00,-0.00347260
2004-07-30 00:00:00+00:00,0.00010131
2004-08-02 00:00:00+00:00,0.00129582
2004-08-03 00:00:00+00:00,0.00311922
2004-08-04 00:00:00+00:00,0.00051945
2004-08-05 00:00:00+00:00,0.01045157
2004-08-06 00:00:00+00:00,0.01768078
2004-08-09 00:00:00+00:00,0.00553737
2004-08-10 00:00:00+00:00,-0.00714290
2004-08-11 00:00:00+00:00,-0.00174230
2004-08-12 00:00:00+00:00,0.00760300
2004-08-13 00:00:00+00:00,0.01235347
2004-08-16 00:00:00+00:00,-0.00131063
2004-08-17 00:00:00+00:00,-0.00292047
2004-08-18 00:00:00+00:00,-0.00447338
2004-08-19 00:00:00+00:00,0.00819073
2004-08-20 00:00:00+00:00,-0.00365418
2004-08-23 00:00:00+00:00,-0.01333890
2004-08-24 00:00:00+00:00,-0.00957150
2004-08-25 00:00:00+00:00,-0.00265382
2004-08-26 00:00:00+00:00,-0.00135144
2004-08-27 00:00:00+00:00,-0.00859717
2004-08-30 00:00:00+00:00,0.00009625
2004-08-31 00:00:00+00:00,0.01025333
2004-09-01 00:00:00+00:00,0.00505287
2004-09-02 00:00:00+00:00,0.00879489
2004-09-03 00:00:00+00:00,-0.01511088
2004-09-07 00:00:00+00:00,0.00257769
2004-09-08 00:00:00+00:00,0.01401344
2004-09-09 00:00:00+00:00,0.01227280
2004-09-10 00:00:00+00:00,0.00063513
2004-09-13 00:00:00+00:00,-0.00609585
2004-09-14 00:00:00+00:00,-0.00298030
2004-09-15 00:00:00+00:00,-0.00921910
2004-09-16 00:00:00+00:00,-0.00198019
2004-09-17 00:00:00+00:00,0.00161509
2004-09-20 00:00:00+00:00,0.00257992
2004-09-21 00:00:00+00:00,0.00877694
2004-09-22 00:00:00+00:00,0.00077356
2004-09-23 00:00:00+00:00,0.00602883
2004-09-24 00:00:00+00:00,-0.00391516
2004-09-27 00:00:00+00:00,-0.00065993
2004-09-28 00:00:00+00:00,0.00629252
2004-09-29 00:00:00+00:00,-0.00045309
2004-09-30 00:00:00+00:00,0.00964351
2004-10-01 00:00:00+00:00,0.00565859
2004-10-04 00:00:00+00:00,-0.01219159
2004-10-05 00:00:00+00:00,0.00711404
2004-10-06 00:00:00+00:00,-0.00460767
2004-10-07 00:00:00+00:00,0.00002113
2004-10-08 00:00:00+00:00,0.00851083
2004-10-12 00:00:00+00:00,0.00289274
2004-10-13 00:00:00+00:00,0.00221762
2004-10-14 00:00:00+00:00,0.00659862
2004-10-15 00:00:00+00:00,0.00345099
2004-10-18 00:00:00+00:00,-0.00011412
2004-10-19 00:00:00+00:00,-0.00129994
2004-10-20 00:00:00+00:00,0.00792115
2004-10-21 00:00:00+00:00,0.00223702
2004-10-22 00:00:00+00:00,0.00497059
2004-10-25 00:00:00+00:00,0.00818827
2004-10-26 00:00:00+00:00,0.00104145
2004-10-27 00:00:00+00:00,-0.00178750
2004-10-28 00:00:00+00:00,0.00548559
2004-10-29 00:00:00+00:00,0.00532674
2004-11-01 00:00:00+00:00,-0.00502024
2004-11-02 00:00:00+00:00,-0.00747945
2004-11-03 00:00:00+00:00,0.01387662
