Date,US-MATERIAL
2012-10-12 00:00:00+00:00,-0.00521795
2012-10-15 00:00:00+00:00,0.00497724
2012-10-16 00:00:00+00:00,0.02581850
2012-10-17 00:00:00+00:00,0.01016733
2012-10-18 00:00:00+00:00,0.00301743
2012-10-19 00:00:00+00:00,-0.02233643
2012-10-22 00:00:00+00:00,-0.01591672
2012-10-23 00:00:00+00:00,-0.02626753
2012-10-24 00:00:00+00:00,0.00792083
2012-10-25 00:00:00+00:00,-0.01284384
2012-10-26 00:00:00+00:00,0.00265153
2012-10-31 00:00:00+00:00,-0.00053269
2012-11-01 00:00:00+00:00,0.02118931
2012-11-02 00:00:00+00:00,-0.01608568
2012-11-05 00:00:00+00:00,0.00421533
2012-11-06 00:00:00+00:00,0.01417398
2012-11-07 00:00:00+00:00,-0.01708792
2012-11-08 00:00:00+00:00,-0.04266780
2012-11-09 00:00:00+00:00,0.00023462
2012-11-12 00:00:00+00:00,0.00026455
2012-11-13 00:00:00+00:00,-0.00507774
2012-11-14 00:00:00+00:00,-0.01584188
2012-11-15 00:00:00+00:00,-0.00463946
2012-11-16 00:00:00+00:00,0.00383442
2012-11-19 00:00:00+00:00,0.02702449
2012-11-20 00:00:00+00:00,-0.00079998
2012-11-21 00:00:00+00:00,0.00159349
2012-11-23 00:00:00+00:00,0.01354321
2012-11-26 00:00:00+00:00,-0.00314747
2012-11-27 00:00:00+00:00,0.00446616
2012-11-28 00:00:00+00:00,0.00052061
2012-11-29 00:00:00+00:00,0.00705998
2012-11-30 00:00:00+00:00,0.00259515
2012-12-03 00:00:00+00:00,-0.01917366
2012-12-04 00:00:00+00:00,0.00026146
2012-12-05 00:00:00+00:00,-0.01162144
2012-12-06 00:00:00+00:00,-0.00026984
2012-12-07 00:00:00+00:00,0.01015260
2012-12-10 00:00:00+00:00,0.00793397
2012-12-11 00:00:00+00:00,0.00629696
2012-12-12 00:00:00+00:00,0.02060314
2012-12-13 00:00:00+00:00,-0.01304250
2012-12-14 00:00:00+00:00,0.00764475
2012-12-17 00:00:00+00:00,0.00732488
2012-12-18 00:00:00+00:00,0.01454390
2012-12-19 00:00:00+00:00,0.00179056
2012-12-20 00:00:00+00:00,0.00357627
2012-12-21 00:00:00+00:00,-0.00891428
2012-12-24 00:00:00+00:00,0.00642188
2012-12-26 00:00:00+00:00,0.00612474
2012-12-27 00:00:00+00:00,-0.00279328
2012-12-28 00:00:00+00:00,-0.01323183
2012-12-31 00:00:00+00:00,0.01856500
2013-01-02 00:00:00+00:00,0.02430168
2013-01-03 00:00:00+00:00,-0.00667523
2013-01-04 00:00:00+00:00,0.01318539
2013-01-07 00:00:00+00:00,-0.00196654
2013-01-08 00:00:00+00:00,0.00024423
2013-01-09 00:00:00+00:00,0.00762439
2013-01-10 00:00:00+00:00,0.00268365
2013-01-11 00:00:00+00:00,-0.00073243
2013-01-14 00:00:00+00:00,0.00072888
2013-01-15 00:00:00+00:00,0.00145853
2013-01-16 00:00:00+00:00,-0.00583727
2013-01-17 00:00:00+00:00,0.00953553
2013-01-18 00:00:00+00:00,0.00314711
2013-01-22 00:00:00+00:00,0.00989888
2013-01-23 00:00:00+00:00,-0.00454539
2013-01-24 00:00:00+00:00,0.00239986
2013-01-25 00:00:00+00:00,0.00167534
2013-01-28 00:00:00+00:00,-0.00693991
2013-01-29 00:00:00+00:00,0.00529796
2013-01-30 00:00:00+00:00,-0.00455505
2013-01-31 00:00:00+00:00,-0.00963146
2013-02-01 00:00:00+00:00,0.01069328
2013-02-04 00:00:00+00:00,-0.00962198
2013-02-05 00:00:00+00:00,0.00582589
2013-02-06 00:00:00+00:00,-0.00072626
2013-02-07 00:00:00+00:00,-0.00459245
2013-02-08 00:00:00+00:00,0.00703686
2013-02-11 00:00:00+00:00,-0.00385881
2013-02-12 00:00:00+00:00,0.00290107
2013-02-13 00:00:00+00:00,0.00216869
2013-02-14 00:00:00+00:00,-0.00265087
2013-02-15 00:00:00+00:00,-0.00241653
2013-02-19 00:00:00+00:00,-0.00169700
2013-02-20 00:00:00+00:00,-0.02787541
2013-02-21 00:00:00+00:00,-0.00922808
2013-02-22 00:00:00+00:00,0.01132008
2013-02-25 00:00:00+00:00,-0.01493247
2013-02-26 00:00:00+00:00,0.00504840
2013-02-27 00:00:00+00:00,0.01758933
2013-02-28 00:00:00+00:00,0.00419561
2013-03-01 00:00:00+00:00,-0.00418397
2013-03-04 00:00:00+00:00,0.00123234
2013-03-05 00:00:00+00:00,0.00961738
2013-03-06 00:00:00+00:00,0.00781555
2013-03-07 00:00:00+00:00,0.07587611
2013-03-08 00:00:00+00:00,0.01155600
2013-03-11 00:00:00+00:00,0.00715453
2013-03-12 00:00:00+00:00,0.00092619
2013-03-13 00:00:00+00:00,-0.00239775
2013-03-14 00:00:00+00:00,0.00696011
2013-03-15 00:00:00+00:00,-0.00024090
2013-03-18 00:00:00+00:00,-0.00787265
2013-03-19 00:00:00+00:00,-0.00336757
2013-03-20 00:00:00+00:00,0.00795751
2013-03-21 00:00:00+00:00,-0.01555586
2013-03-22 00:00:00+00:00,-0.00267570
2013-03-25 00:00:00+00:00,-0.00585149
2013-03-26 00:00:00+00:00,0.00612684
2013-03-27 00:00:00+00:00,0.00048493
2013-03-28 00:00:00+00:00,0.00438186
2013-04-01 00:00:00+00:00,-0.00970150
2013-04-02 00:00:00+00:00,-0.00955158
2013-04-03 00:00:00+00:00,-0.00618216
2013-04-04 00:00:00+00:00,0.00621693
2013-04-05 00:00:00+00:00,-0.00519343
