Date,SUGAR_WHITE
2001-04-11 00:00:00+00:00,-0.00505184
2001-04-12 00:00:00+00:00,0.02059072
2001-04-17 00:00:00+00:00,-0.04879238
2001-04-18 00:00:00+00:00,-0.00479874
2001-04-19 00:00:00+00:00,0.02569729
2001-04-20 00:00:00+00:00,0.00731617
2001-04-23 00:00:00+00:00,-0.01448599
2001-04-24 00:00:00+00:00,0.04638885
2001-04-25 00:00:00+00:00,0.00351275
2001-04-26 00:00:00+00:00,0.02078534
2001-04-27 00:00:00+00:00,0.00932747
2001-04-30 00:00:00+00:00,-0.00594225
2001-05-01 00:00:00+00:00,0.05288433
2001-05-02 00:00:00+00:00,0.00293846
2001-05-03 00:00:00+00:00,0.03828756
2001-05-04 00:00:00+00:00,-0.02106101
2001-05-08 00:00:00+00:00,0.01022469
2001-05-09 00:00:00+00:00,-0.00784546
2001-05-10 00:00:00+00:00,0.01108123
2001-05-11 00:00:00+00:00,0.00846654
2001-05-14 00:00:00+00:00,-0.00742010
2001-05-15 00:00:00+00:00,0.00461920
2001-05-16 00:00:00+00:00,0.00590470
2001-05-17 00:00:00+00:00,0.00589652
2001-05-18 00:00:00+00:00,0.01794674
2001-05-21 00:00:00+00:00,0.05581621
2001-05-22 00:00:00+00:00,0.01325359
2001-05-23 00:00:00+00:00,-0.01467204
2001-05-24 00:00:00+00:00,-0.02857091
2001-05-25 00:00:00+00:00,0.00326793
2001-05-29 00:00:00+00:00,-0.02633509
2001-05-30 00:00:00+00:00,-0.02069381
2001-05-31 00:00:00+00:00,0.00638926
2001-06-01 00:00:00+00:00,0.00855776
2001-06-04 00:00:00+00:00,0.02752621
2001-06-05 00:00:00+00:00,-0.01374157
2001-06-06 00:00:00+00:00,0.02271693
2001-06-07 00:00:00+00:00,-0.00866534
2001-06-08 00:00:00+00:00,0.02168010
2001-06-11 00:00:00+00:00,-0.01274461
2001-06-12 00:00:00+00:00,-0.00604873
2001-06-13 00:00:00+00:00,0.02195506
2001-06-14 00:00:00+00:00,0.00618934
2001-06-15 00:00:00+00:00,0.01914715
2001-06-18 00:00:00+00:00,0.01233230
2001-06-19 00:00:00+00:00,0.03681446
2001-06-20 00:00:00+00:00,0.04756276
2001-06-21 00:00:00+00:00,0.00104788
2001-06-22 00:00:00+00:00,0.03952611
2001-06-25 00:00:00+00:00,-0.03413800
2001-06-26 00:00:00+00:00,-0.02767267
2001-06-27 00:00:00+00:00,-0.00808340
2001-06-28 00:00:00+00:00,-0.02007730
2001-06-29 00:00:00+00:00,0.05270536
2001-07-02 00:00:00+00:00,-0.04773780
2001-07-03 00:00:00+00:00,-0.01553513
2001-07-04 00:00:00+00:00,-0.02306072
2001-07-05 00:00:00+00:00,0.02020477
2001-07-06 00:00:00+00:00,-0.03260307
2001-07-09 00:00:00+00:00,0.06218784
2001-07-10 00:00:00+00:00,0.03024604
2001-07-11 00:00:00+00:00,-0.01745579
2001-07-12 00:00:00+00:00,-0.00498552
2001-07-13 00:00:00+00:00,0.00593033
2001-07-16 00:00:00+00:00,0.03233589
2001-07-17 00:00:00+00:00,-0.04268820
2001-07-18 00:00:00+00:00,0.00997128
2001-07-19 00:00:00+00:00,0.01363403
2001-07-20 00:00:00+00:00,-0.02073425
2001-07-23 00:00:00+00:00,0.00279449
2001-07-24 00:00:00+00:00,-0.02828848
2001-07-25 00:00:00+00:00,0.01838655
2001-07-26 00:00:00+00:00,-0.02679445
2001-07-27 00:00:00+00:00,0.00707509
2001-07-30 00:00:00+00:00,-0.00644044
2001-07-31 00:00:00+00:00,-0.05548368
2001-08-01 00:00:00+00:00,-0.00445569
2001-08-02 00:00:00+00:00,-0.03663743
2001-08-03 00:00:00+00:00,0.02784716
2001-08-06 00:00:00+00:00,0.01779620
2001-08-07 00:00:00+00:00,-0.02180725
2001-08-08 00:00:00+00:00,-0.00975948
2001-08-09 00:00:00+00:00,0.00164836
2001-08-10 00:00:00+00:00,0.00780892
2001-08-13 00:00:00+00:00,0.04326980
2001-08-14 00:00:00+00:00,0.02393174
2001-08-15 00:00:00+00:00,-0.00690683
2001-08-16 00:00:00+00:00,-0.01715526
2001-08-17 00:00:00+00:00,-0.00397903
2001-08-20 00:00:00+00:00,0.02053252
2001-08-21 00:00:00+00:00,0.00370513
2001-08-22 00:00:00+00:00,-0.02217375
2001-08-23 00:00:00+00:00,-0.00653621
2001-08-24 00:00:00+00:00,0.04280568
2001-08-28 00:00:00+00:00,-0.03567749
2001-08-29 00:00:00+00:00,-0.00947406
2001-08-30 00:00:00+00:00,-0.03988925
2001-08-31 00:00:00+00:00,0.01126703
2001-09-03 00:00:00+00:00,0.00858035
2001-09-04 00:00:00+00:00,-0.02433465
2001-09-05 00:00:00+00:00,0.00558939
2001-09-06 00:00:00+00:00,-0.01887160
2001-09-07 00:00:00+00:00,0.00517759
2001-09-10 00:00:00+00:00,-0.00537870
2001-09-11 00:00:00+00:00,-0.00582290
2001-09-12 00:00:00+00:00,-0.02128197
2001-09-13 00:00:00+00:00,-0.04102210
2001-09-14 00:00:00+00:00,0.08026434
2001-09-17 00:00:00+00:00,-0.00009683
2001-09-18 00:00:00+00:00,-0.04799862
2001-09-19 00:00:00+00:00,-0.07418867
2001-09-20 00:00:00+00:00,-0.00193042
2001-09-21 00:00:00+00:00,-0.03156231
2001-09-24 00:00:00+00:00,-0.03872696
2001-09-25 00:00:00+00:00,0.01674303
2001-09-26 00:00:00+00:00,0.01423481
2001-09-27 00:00:00+00:00,0.00369627
2001-09-28 00:00:00+00:00,-0.01093862
2001-10-01 00:00:00+00:00,-0.00008444
2001-10-02 00:00:00+00:00,0.00564501
2001-10-03 00:00:00+00:00,0.01184720
2001-10-04 00:00:00+00:00,-0.01196778
2001-10-05 00:00:00+00:00,-0.00342768
2001-10-08 00:00:00+00:00,-0.04564355
2001-10-09 00:00:00+00:00,-0.02224749
2001-10-10 00:00:00+00:00,0.01639473
2001-10-11 00:00:00+00:00,0.05078253
2001-10-12 00:00:00+00:00,0.01390772
2001-10-15 00:00:00+00:00,0.01813502
2001-10-16 00:00:00+00:00,0.03507398
2001-10-17 00:00:00+00:00,-0.00568280
2001-10-18 00:00:00+00:00,-0.01179681
2001-10-19 00:00:00+00:00,0.03438675
2001-10-22 00:00:00+00:00,-0.00749413
2001-10-23 00:00:00+00:00,0.00549894
2001-10-24 00:00:00+00:00,0.05719566
2001-10-25 00:00:00+00:00,0.01201288
2001-10-26 00:00:00+00:00,0.00883008
2001-10-29 00:00:00+00:00,0.00879182
2001-10-30 00:00:00+00:00,0.01361070
2001-10-31 00:00:00+00:00,-0.01451757
2001-11-01 00:00:00+00:00,-0.03223415
2001-11-02 00:00:00+00:00,-0.00455986
2001-11-05 00:00:00+00:00,0.03598090
2001-11-06 00:00:00+00:00,0.02515041
2001-11-07 00:00:00+00:00,0.02351176
2001-11-08 00:00:00+00:00,0.01677693
2001-11-09 00:00:00+00:00,-0.01938303
2001-11-12 00:00:00+00:00,0.00815539
2001-11-13 00:00:00+00:00,0.04475731
2001-11-14 00:00:00+00:00,0.00498152
2001-11-15 00:00:00+00:00,-0.01101931
2001-11-16 00:00:00+00:00,-0.04159820
2001-11-19 00:00:00+00:00,0.03398789
2001-11-20 00:00:00+00:00,-0.00877586
2001-11-21 00:00:00+00:00,0.00429730
2001-11-22 00:00:00+00:00,0.00995719
2001-11-23 00:00:00+00:00,-0.01266574
2001-11-26 00:00:00+00:00,0.01524340
2001-11-27 00:00:00+00:00,0.01166663
2001-11-28 00:00:00+00:00,-0.01001879
2001-11-29 00:00:00+00:00,0.02252002
2001-11-30 00:00:00+00:00,-0.01039994
2001-12-03 00:00:00+00:00,-0.00093498
2001-12-04 00:00:00+00:00,0.00858690
2001-12-05 00:00:00+00:00,-0.00738002
2001-12-06 00:00:00+00:00,0.00987200
2001-12-07 00:00:00+00:00,-0.03359994
2001-12-10 00:00:00+00:00,-0.01141047
2001-12-11 00:00:00+00:00,-0.02943808
2001-12-12 00:00:00+00:00,-0.02723746
2001-12-13 00:00:00+00:00,0.02880131
2001-12-14 00:00:00+00:00,-0.00273640
2001-12-17 00:00:00+00:00,-0.01164893
2001-12-18 00:00:00+00:00,-0.04486953
2001-12-19 00:00:00+00:00,-0.02982802
2001-12-20 00:00:00+00:00,0.02737631
2001-12-21 00:00:00+00:00,0.02615312
2001-12-24 00:00:00+00:00,-0.00006722
2001-12-27 00:00:00+00:00,0.03792167
2001-12-28 00:00:00+00:00,0.00714054
2001-12-31 00:00:00+00:00,-0.00006681
2002-01-02 00:00:00+00:00,0.05745558
2002-01-03 00:00:00+00:00,0.00736637
2002-01-04 00:00:00+00:00,-0.02448896
2002-01-07 00:00:00+00:00,0.02019751
2002-01-08 00:00:00+00:00,0.03320815
2002-01-09 00:00:00+00:00,0.04442688
2002-01-10 00:00:00+00:00,-0.03354027
2002-01-11 00:00:00+00:00,-0.01463740
2002-01-14 00:00:00+00:00,-0.02849894
2002-01-15 00:00:00+00:00,0.04917428
2002-01-16 00:00:00+00:00,-0.01332848
2002-01-17 00:00:00+00:00,-0.03476882
2002-01-18 00:00:00+00:00,-0.02265322
2002-01-21 00:00:00+00:00,-0.01366066
2002-01-22 00:00:00+00:00,0.02198961
2002-01-23 00:00:00+00:00,-0.03060699
2002-01-24 00:00:00+00:00,-0.03228189
2002-01-25 00:00:00+00:00,0.02197548
2002-01-28 00:00:00+00:00,-0.00901563
2002-01-29 00:00:00+00:00,-0.05310079
2002-01-30 00:00:00+00:00,-0.02644432
2002-01-31 00:00:00+00:00,-0.03753864
2002-02-01 00:00:00+00:00,0.02407967
2002-02-04 00:00:00+00:00,-0.02623614
2002-02-05 00:00:00+00:00,0.02262726
2002-02-06 00:00:00+00:00,-0.01786582
2002-02-07 00:00:00+00:00,-0.00718593
2002-02-08 00:00:00+00:00,0.01763682
2002-02-11 00:00:00+00:00,0.01470875
2002-02-12 00:00:00+00:00,0.02703650
2002-02-13 00:00:00+00:00,0.00180590
2002-02-14 00:00:00+00:00,-0.08991335
2002-02-15 00:00:00+00:00,0.00869286
2002-02-18 00:00:00+00:00,-0.00058006
2002-02-19 00:00:00+00:00,-0.00980623
2002-02-20 00:00:00+00:00,-0.00933643
2002-02-21 00:00:00+00:00,-0.02020187
2002-02-22 00:00:00+00:00,-0.01048431
2002-02-25 00:00:00+00:00,-0.00424518
2002-02-26 00:00:00+00:00,-0.00374218
2002-02-27 00:00:00+00:00,-0.05164659
2002-02-28 00:00:00+00:00,0.08259039
2002-03-01 00:00:00+00:00,0.05097320
2002-03-04 00:00:00+00:00,0.00756872
2002-03-05 00:00:00+00:00,0.00602571
2002-03-06 00:00:00+00:00,-0.01225149
2002-03-07 00:00:00+00:00,0.00703799
2002-03-08 00:00:00+00:00,0.01258920
2002-03-11 00:00:00+00:00,0.00847327
2002-03-12 00:00:00+00:00,-0.02962912
2002-03-13 00:00:00+00:00,0.00145672
2002-03-14 00:00:00+00:00,0.01058990
2002-03-15 00:00:00+00:00,-0.00763853
2002-03-18 00:00:00+00:00,0.00549611
2002-03-19 00:00:00+00:00,-0.03436175
2002-03-20 00:00:00+00:00,-0.01340361
2002-03-21 00:00:00+00:00,-0.04345829
2002-03-22 00:00:00+00:00,0.02941920
2002-03-25 00:00:00+00:00,0.00148685
2002-03-26 00:00:00+00:00,0.01861272
2002-03-27 00:00:00+00:00,-0.03046587
2002-03-28 00:00:00+00:00,-0.02153486
2002-04-02 00:00:00+00:00,-0.01118028
2002-04-03 00:00:00+00:00,-0.03506359
2002-04-04 00:00:00+00:00,0.00369079
2002-04-05 00:00:00+00:00,0.00529387
2002-04-08 00:00:00+00:00,-0.06156510
2002-04-09 00:00:00+00:00,0.00766758
2002-04-10 00:00:00+00:00,-0.02488741
2002-04-11 00:00:00+00:00,-0.03584112
2002-04-12 00:00:00+00:00,0.02277742
2002-04-15 00:00:00+00:00,0.05602371
2002-04-16 00:00:00+00:00,-0.07498426
2002-04-17 00:00:00+00:00,-0.00904542
2002-04-18 00:00:00+00:00,0.01561460
2002-04-19 00:00:00+00:00,0.11244026
2002-04-22 00:00:00+00:00,-0.02444336
2002-04-23 00:00:00+00:00,-0.04018183
2002-04-24 00:00:00+00:00,-0.01531621
2002-04-25 00:00:00+00:00,-0.03140990
2002-04-26 00:00:00+00:00,-0.01391486
2002-04-29 00:00:00+00:00,0.05592652
2002-04-30 00:00:00+00:00,0.00886024
2002-05-01 00:00:00+00:00,-0.02373697
2002-05-02 00:00:00+00:00,0.04828988
2002-05-03 00:00:00+00:00,0.01102360
2002-05-07 00:00:00+00:00,-0.00878899
2002-05-08 00:00:00+00:00,0.00871415
2002-05-09 00:00:00+00:00,0.02435027
