Date,US-PROPERTY
2016-12-29 00:00:00+00:00,0.00996652
2016-12-30 00:00:00+00:00,0.00782251
2017-01-03 00:00:00+00:00,0.00438106
2017-01-04 00:00:00+00:00,0.01311200
2017-01-05 00:00:00+00:00,0.00563326
2017-01-06 00:00:00+00:00,-0.00067516
2017-01-09 00:00:00+00:00,-0.00629494
2017-01-10 00:00:00+00:00,-0.01298850
2017-01-11 00:00:00+00:00,-0.00506992
2017-01-12 00:00:00+00:00,0.00337314
2017-01-13 00:00:00+00:00,-0.00170277
2017-01-17 00:00:00+00:00,0.00810161
2017-01-18 00:00:00+00:00,0.00166262
2017-01-19 00:00:00+00:00,-0.00939154
2017-01-20 00:00:00+00:00,0.00607139
2017-01-23 00:00:00+00:00,0.00704279
2017-01-24 00:00:00+00:00,-0.00034783
2017-01-25 00:00:00+00:00,-0.00668946
2017-01-26 00:00:00+00:00,-0.00035005
2017-01-27 00:00:00+00:00,-0.00875380
2017-01-30 00:00:00+00:00,-0.00442252
2017-01-31 00:00:00+00:00,0.00747880
2017-02-01 00:00:00+00:00,-0.01117058
2017-02-02 00:00:00+00:00,0.01195178
2017-02-03 00:00:00+00:00,0.00572922
2017-02-06 00:00:00+00:00,-0.00505307
2017-02-07 00:00:00+00:00,-0.00271596
2017-02-08 00:00:00+00:00,0.00844802
2017-02-09 00:00:00+00:00,0.00367743
2017-02-10 00:00:00+00:00,0.00667402
2017-02-13 00:00:00+00:00,0.00530059
2017-02-14 00:00:00+00:00,-0.00563334
2017-02-15 00:00:00+00:00,-0.00300597
2017-02-16 00:00:00+00:00,0.00465208
2017-02-17 00:00:00+00:00,0.00263970
2017-02-21 00:00:00+00:00,0.01355265
2017-02-22 00:00:00+00:00,-0.00327944
2017-02-23 00:00:00+00:00,0.00588153
2017-02-24 00:00:00+00:00,0.00487010
2017-02-27 00:00:00+00:00,0.00517054
2017-02-28 00:00:00+00:00,-0.00259401
2017-03-01 00:00:00+00:00,-0.00324970
2017-03-02 00:00:00+00:00,-0.00293676
2017-03-03 00:00:00+00:00,-0.00327164
2017-03-06 00:00:00+00:00,-0.00393542
2017-03-07 00:00:00+00:00,-0.00362404
2017-03-08 00:00:00+00:00,-0.01481315
2017-03-09 00:00:00+00:00,-0.01536907
2017-03-10 00:00:00+00:00,-0.01117127
2017-03-13 00:00:00+00:00,0.00910685
2017-03-14 00:00:00+00:00,-0.00205659
2017-03-15 00:00:00+00:00,0.03719192
2017-03-16 00:00:00+00:00,-0.01064691
2017-03-17 00:00:00+00:00,0.00298341
2017-03-20 00:00:00+00:00,-0.00168928
2017-03-21 00:00:00+00:00,0.00098148
2017-03-22 00:00:00+00:00,0.00131464
2017-03-23 00:00:00+00:00,0.00931820
2017-03-24 00:00:00+00:00,-0.00266512
2017-03-27 00:00:00+00:00,-0.00764261
2017-03-28 00:00:00+00:00,0.00565404
2017-03-29 00:00:00+00:00,0.00263446
2017-03-30 00:00:00+00:00,0.00229621
2017-03-31 00:00:00+00:00,0.00427351
2017-04-03 00:00:00+00:00,0.00162351
2017-04-04 00:00:00+00:00,-0.00166434
2017-04-05 00:00:00+00:00,-0.00002231
2017-04-06 00:00:00+00:00,0.00425382
2017-04-07 00:00:00+00:00,0.00358024
2017-04-10 00:00:00+00:00,0.00585217
2017-04-11 00:00:00+00:00,0.00581750
2017-04-12 00:00:00+00:00,-0.00260328
2017-04-13 00:00:00+00:00,-0.00066933
2017-04-17 00:00:00+00:00,0.00871523
2017-04-18 00:00:00+00:00,0.00350603
2017-04-19 00:00:00+00:00,-0.00257999
2017-04-20 00:00:00+00:00,0.00126005
2017-04-21 00:00:00+00:00,-0.00482334
2017-04-24 00:00:00+00:00,-0.00967149
2017-04-25 00:00:00+00:00,0.00095126
2017-04-26 00:00:00+00:00,-0.00716114
2017-04-27 00:00:00+00:00,0.00455272
2017-04-28 00:00:00+00:00,-0.01270936
2017-05-01 00:00:00+00:00,0.00524938
2017-05-02 00:00:00+00:00,0.00325370
2017-05-03 00:00:00+00:00,-0.01145837
2017-05-04 00:00:00+00:00,0.00030605
2017-05-05 00:00:00+00:00,0.00823422
2017-05-08 00:00:00+00:00,-0.00559495
2017-05-09 00:00:00+00:00,-0.00595622
2017-05-10 00:00:00+00:00,0.00759849
2017-05-11 00:00:00+00:00,-0.00528771
2017-05-12 00:00:00+00:00,-0.00465405
2017-05-15 00:00:00+00:00,0.00529100
2017-05-16 00:00:00+00:00,-0.00498246
2017-05-17 00:00:00+00:00,0.00661726
2017-05-18 00:00:00+00:00,0.00063438
2017-05-19 00:00:00+00:00,0.00689845
2017-05-22 00:00:00+00:00,0.00128465
2017-05-23 00:00:00+00:00,0.00422512
2017-05-24 00:00:00+00:00,0.00192793
2017-05-25 00:00:00+00:00,0.00614896
2017-05-26 00:00:00+00:00,-0.00519393
2017-05-30 00:00:00+00:00,-0.00100000
2017-05-31 00:00:00+00:00,-0.00490204
2017-06-01 00:00:00+00:00,0.00225906
2017-06-02 00:00:00+00:00,0.00974800
2017-06-05 00:00:00+00:00,-0.00325388
2017-06-06 00:00:00+00:00,-0.00261714
2017-06-07 00:00:00+00:00,0.00127053
2017-06-08 00:00:00+00:00,0.01553141
2017-06-09 00:00:00+00:00,0.01462541
2017-06-13 00:00:00+00:00,0.00157965
2017-06-14 00:00:00+00:00,0.00352374
2017-06-15 00:00:00+00:00,0.00962420
2017-06-16 00:00:00+00:00,-0.00353350
2017-06-19 00:00:00+00:00,0.00221048
2017-06-20 00:00:00+00:00,-0.00513360
2017-06-21 00:00:00+00:00,-0.00259336
2017-06-22 00:00:00+00:00,0.00351037
2017-06-23 00:00:00+00:00,0.00445913
2017-06-26 00:00:00+00:00,0.00412006
2017-06-27 00:00:00+00:00,-0.00447557
2017-06-28 00:00:00+00:00,0.00188640
2017-06-29 00:00:00+00:00,-0.00958272
2017-06-30 00:00:00+00:00,0.00093627
2017-07-05 00:00:00+00:00,-0.00099287
2017-07-06 00:00:00+00:00,-0.02414448
2017-07-07 00:00:00+00:00,0.00886749
2017-07-10 00:00:00+00:00,-0.01015296
2017-07-11 00:00:00+00:00,-0.00002944
2017-07-12 00:00:00+00:00,0.01019848
2017-07-13 00:00:00+00:00,0.00193064
2017-07-14 00:00:00+00:00,0.01040153
2017-07-17 00:00:00+00:00,0.00319672
2017-07-18 00:00:00+00:00,-0.00292361
2017-07-19 00:00:00+00:00,0.00803092
2017-07-20 00:00:00+00:00,-0.00259096
2017-07-21 00:00:00+00:00,0.00221256
2017-07-24 00:00:00+00:00,-0.00195275
2017-07-25 00:00:00+00:00,0.00092929
2017-07-26 00:00:00+00:00,0.00701540
2017-07-27 00:00:00+00:00,-0.00034879
2017-07-28 00:00:00+00:00,-0.00130267
2017-07-31 00:00:00+00:00,-0.00226009
2017-08-01 00:00:00+00:00,0.00603627
2017-08-02 00:00:00+00:00,-0.00574242
2017-08-03 00:00:00+00:00,-0.00194524
2017-08-04 00:00:00+00:00,0.00284824
2017-08-07 00:00:00+00:00,-0.00002936
2017-08-08 00:00:00+00:00,-0.00608803
2017-08-09 00:00:00+00:00,0.00189571
2017-08-10 00:00:00+00:00,-0.00931494
2017-08-11 00:00:00+00:00,-0.00552337
2017-08-14 00:00:00+00:00,0.01589602
2017-08-15 00:00:00+00:00,-0.00162821
2017-08-16 00:00:00+00:00,0.00157388
2017-08-17 00:00:00+00:00,-0.00642584
2017-08-18 00:00:00+00:00,-0.00678927
2017-08-21 00:00:00+00:00,0.01034524
2017-08-22 00:00:00+00:00,-0.00099069
2017-08-23 00:00:00+00:00,0.00960611
2017-08-24 00:00:00+00:00,-0.00161878
2017-08-25 00:00:00+00:00,0.00729881
2017-08-28 00:00:00+00:00,-0.00793505
2017-08-29 00:00:00+00:00,-0.00002881
2017-08-30 00:00:00+00:00,0.00443442
2017-08-31 00:00:00+00:00,0.00695402
2017-09-01 00:00:00+00:00,-0.00317967
2017-09-05 00:00:00+00:00,-0.00002803
2017-09-06 00:00:00+00:00,-0.00002958
2017-09-07 00:00:00+00:00,0.00819096
2017-09-08 00:00:00+00:00,0.03164229
2017-09-11 00:00:00+00:00,0.00841487
2017-09-12 00:00:00+00:00,-0.01065676
2017-09-13 00:00:00+00:00,-0.00476385
2017-09-14 00:00:00+00:00,0.00726533
2017-09-15 00:00:00+00:00,0.00186036
2017-09-18 00:00:00+00:00,-0.00379974
2017-09-19 00:00:00+00:00,-0.01138547
2017-09-20 00:00:00+00:00,-0.00321989
2017-09-21 00:00:00+00:00,-0.00098903
2017-09-22 00:00:00+00:00,-0.00771843
2017-09-25 00:00:00+00:00,0.00255470
2017-09-26 00:00:00+00:00,-0.00164003
2017-09-27 00:00:00+00:00,-0.00551345
2017-09-28 00:00:00+00:00,0.00710655
2017-09-29 00:00:00+00:00,-0.00228379
2017-10-02 00:00:00+00:00,-0.00164294
2017-10-03 00:00:00+00:00,-0.00002950
2017-10-04 00:00:00+00:00,0.00772973
2017-10-05 00:00:00+00:00,0.00253685
2017-10-06 00:00:00+00:00,-0.00098972
2017-10-09 00:00:00+00:00,0.00061089
2017-10-10 00:00:00+00:00,0.00189053
2017-10-11 00:00:00+00:00,0.00540089
2017-10-12 00:00:00+00:00,0.00696079
2017-10-13 00:00:00+00:00,0.00249454
2017-10-16 00:00:00+00:00,-0.00412199
2017-10-17 00:00:00+00:00,0.00028547
2017-10-18 00:00:00+00:00,-0.00161020
2017-10-19 00:00:00+00:00,-0.00192910
2017-10-20 00:00:00+00:00,-0.00066475
2017-10-23 00:00:00+00:00,-0.00415487
2017-10-24 00:00:00+00:00,-0.00799560
2017-10-25 00:00:00+00:00,-0.00099425
2017-10-26 00:00:00+00:00,-0.00549526
2017-10-27 00:00:00+00:00,0.00158548
2017-10-30 00:00:00+00:00,0.00545500
2017-10-31 00:00:00+00:00,0.00285626
2017-11-01 00:00:00+00:00,-0.00099242
2017-11-02 00:00:00+00:00,0.00861589
2017-11-03 00:00:00+00:00,-0.00066782
2017-11-06 00:00:00+00:00,0.01617294
2017-11-07 00:00:00+00:00,0.00872164
2017-11-08 00:00:00+00:00,0.00678556
2017-11-09 00:00:00+00:00,0.00212092
2017-11-10 00:00:00+00:00,-0.00064861
2017-11-13 00:00:00+00:00,0.00304034
2017-11-14 00:00:00+00:00,-0.00156764
2017-11-15 00:00:00+00:00,-0.00862912
2017-11-16 00:00:00+00:00,0.00460894
2017-11-17 00:00:00+00:00,-0.00619863
2017-11-20 00:00:00+00:00,-0.00313608
2017-11-21 00:00:00+00:00,0.00680653
2017-11-22 00:00:00+00:00,-0.00374303
2017-11-24 00:00:00+00:00,0.00430578
2017-11-27 00:00:00+00:00,-0.00435721
2017-11-28 00:00:00+00:00,-0.00282673
2017-11-29 00:00:00+00:00,-0.00190148
2017-11-30 00:00:00+00:00,0.00152238
2017-12-01 00:00:00+00:00,0.00027588
2017-12-04 00:00:00+00:00,-0.01216339
2017-12-05 00:00:00+00:00,-0.00444320
2017-12-06 00:00:00+00:00,0.00217714
2017-12-07 00:00:00+00:00,0.00311869
2017-12-08 00:00:00+00:00,0.00310899
2017-12-11 00:00:00+00:00,-0.00724598
2017-12-12 00:00:00+00:00,0.00466139
2017-12-13 00:00:00+00:00,0.00058855
2017-12-14 00:00:00+00:00,-0.00097315
2017-12-15 00:00:00+00:00,0.00371342
2017-12-18 00:00:00+00:00,0.00338721
2017-12-19 00:00:00+00:00,-0.01989578
2017-12-20 00:00:00+00:00,-0.00953512
2017-12-21 00:00:00+00:00,-0.00515104
2017-12-22 00:00:00+00:00,0.00638759
2017-12-26 00:00:00+00:00,0.00315447
2017-12-27 00:00:00+00:00,0.00600499
2017-12-28 00:00:00+00:00,0.00628603
2017-12-29 00:00:00+00:00,0.00278977
2018-01-02 00:00:00+00:00,-0.00756035
2018-01-03 00:00:00+00:00,0.00027676
2018-01-04 00:00:00+00:00,-0.01708446
2018-01-05 00:00:00+00:00,0.00220891
2018-01-08 00:00:00+00:00,0.00572810
2018-01-09 00:00:00+00:00,-0.01087175
2018-01-10 00:00:00+00:00,-0.01614262
2018-01-11 00:00:00+00:00,-0.00560456
2018-01-12 00:00:00+00:00,-0.00794007
2018-01-16 00:00:00+00:00,0.00526887
2018-01-17 00:00:00+00:00,0.00557042
2018-01-18 00:00:00+00:00,-0.01087032
2018-01-19 00:00:00+00:00,0.00692765
2018-01-22 00:00:00+00:00,0.00984512
2018-01-23 00:00:00+00:00,0.01398917
2018-01-24 00:00:00+00:00,-0.00164875
2018-01-25 00:00:00+00:00,-0.00358460
2018-01-26 00:00:00+00:00,0.00416490
2018-01-29 00:00:00+00:00,-0.01227746
2018-01-30 00:00:00+00:00,-0.00232292
2018-01-31 00:00:00+00:00,0.01760636
2018-02-01 00:00:00+00:00,-0.01866690
2018-02-02 00:00:00+00:00,-0.01313028
2018-02-05 00:00:00+00:00,-0.02457728
2018-02-06 00:00:00+00:00,0.00029757
2018-02-07 00:00:00+00:00,-0.00480002
2018-02-08 00:00:00+00:00,-0.02940467
2018-02-09 00:00:00+00:00,0.02633720
2018-02-12 00:00:00+00:00,-0.00278527
2018-02-13 00:00:00+00:00,0.00923368
2018-02-14 00:00:00+00:00,-0.00753475
2018-02-15 00:00:00+00:00,0.00715973
2018-02-16 00:00:00+00:00,0.00949212
2018-02-20 00:00:00+00:00,-0.01185309
2018-02-21 00:00:00+00:00,-0.01814066
2018-02-22 00:00:00+00:00,0.01177631
2018-02-23 00:00:00+00:00,0.01541825
2018-02-26 00:00:00+00:00,0.00333837
2018-02-27 00:00:00+00:00,-0.01927081
2018-02-28 00:00:00+00:00,-0.00142160
2018-03-01 00:00:00+00:00,-0.00521054
2018-03-02 00:00:00+00:00,-0.00385321
2018-03-05 00:00:00+00:00,0.01350477
2018-03-06 00:00:00+00:00,0.00201019
2018-03-07 00:00:00+00:00,0.00645337
2018-03-08 00:00:00+00:00,0.00471214
2018-03-09 00:00:00+00:00,-0.06010466
2018-03-12 00:00:00+00:00,0.01140326
2018-03-13 00:00:00+00:00,0.00128090
2018-03-14 00:00:00+00:00,0.00295829
2018-03-15 00:00:00+00:00,-0.00071544
2018-03-16 00:00:00+00:00,0.00595058
2018-03-19 00:00:00+00:00,-0.01032084
2018-03-20 00:00:00+00:00,-0.00172392
2018-03-21 00:00:00+00:00,-0.00809679
2018-03-22 00:00:00+00:00,-0.00545692
2018-03-23 00:00:00+00:00,-0.01602353
2018-03-26 00:00:00+00:00,0.01376843
2018-03-27 00:00:00+00:00,0.00233570
2018-03-28 00:00:00+00:00,0.01864654
2018-03-29 00:00:00+00:00,0.00162070
2018-04-02 00:00:00+00:00,-0.01337231
2018-04-03 00:00:00+00:00,0.00197694
2018-04-04 00:00:00+00:00,0.01174501
2018-04-05 00:00:00+00:00,0.00028542
2018-04-06 00:00:00+00:00,-0.00936868
2018-04-09 00:00:00+00:00,-0.00004764
2018-04-10 00:00:00+00:00,-0.00811274
2018-04-11 00:00:00+00:00,0.00232311
2018-04-12 00:00:00+00:00,-0.01086296
2018-04-13 00:00:00+00:00,0.00507584
2018-04-16 00:00:00+00:00,0.00301042
2018-04-17 00:00:00+00:00,0.01486042
2018-04-18 00:00:00+00:00,-0.00338926
2018-04-19 00:00:00+00:00,-0.01613112
2018-04-20 00:00:00+00:00,-0.00958373
2018-04-23 00:00:00+00:00,0.00166811
2018-04-24 00:00:00+00:00,-0.00005186
2018-04-25 00:00:00+00:00,-0.00279687
2018-04-26 00:00:00+00:00,0.01336973
2018-04-27 00:00:00+00:00,0.01183419
2018-04-30 00:00:00+00:00,-0.00374147
2018-05-01 00:00:00+00:00,0.00668477
2018-05-02 00:00:00+00:00,-0.00406536
2018-05-03 00:00:00+00:00,-0.00038677
2018-05-04 00:00:00+00:00,0.01070169
2018-05-07 00:00:00+00:00,0.00327350
2018-05-08 00:00:00+00:00,-0.00767300
2018-05-09 00:00:00+00:00,0.00495599
2018-05-10 00:00:00+00:00,0.01190763
2018-05-11 00:00:00+00:00,-0.00464911
2018-05-14 00:00:00+00:00,-0.00730869
2018-05-15 00:00:00+00:00,-0.01732894
2018-05-16 00:00:00+00:00,-0.00377165
2018-05-17 00:00:00+00:00,-0.00480357
2018-05-18 00:00:00+00:00,0.00097009
2018-05-21 00:00:00+00:00,0.00982441
2018-05-22 00:00:00+00:00,0.00264431
2018-05-23 00:00:00+00:00,0.00667393
2018-05-24 00:00:00+00:00,-0.00473050
2018-05-25 00:00:00+00:00,0.00498255
2018-05-29 00:00:00+00:00,0.00328762
2018-05-30 00:00:00+00:00,0.01359505
2018-05-31 00:00:00+00:00,-0.00333727
2018-06-01 00:00:00+00:00,0.00225337
2018-06-04 00:00:00+00:00,0.00980888
2018-06-05 00:00:00+00:00,-0.00265828
2018-06-06 00:00:00+00:00,0.00157794
2018-06-07 00:00:00+00:00,-0.00135697
2018-06-08 00:00:00+00:00,0.00418796
2018-06-11 00:00:00+00:00,0.00027178
2018-06-12 00:00:00+00:00,0.03242438
2018-06-13 00:00:00+00:00,-0.02240774
2018-06-14 00:00:00+00:00,0.01021475
2018-06-15 00:00:00+00:00,-0.00398812
2018-06-18 00:00:00+00:00,-0.00038269
2018-06-19 00:00:00+00:00,0.00060457
2018-06-20 00:00:00+00:00,0.01113420
2018-06-21 00:00:00+00:00,0.00515294
2018-06-22 00:00:00+00:00,0.00965869
2018-06-25 00:00:00+00:00,-0.00229706
2018-06-26 00:00:00+00:00,0.00476622
2018-06-27 00:00:00+00:00,-0.00325129
2018-06-28 00:00:00+00:00,0.01021295
2018-06-29 00:00:00+00:00,0.00216959
2018-07-02 00:00:00+00:00,-0.00702460
2018-07-03 00:00:00+00:00,0.00505032
2018-07-05 00:00:00+00:00,0.01327900
2018-07-06 00:00:00+00:00,0.00589819
2018-07-09 00:00:00+00:00,-0.00908593
2018-07-10 00:00:00+00:00,0.00403056
2018-07-11 00:00:00+00:00,-0.00287137
2018-07-12 00:00:00+00:00,0.00151453
2018-07-13 00:00:00+00:00,-0.00287518
2018-07-16 00:00:00+00:00,-0.00571185
2018-07-17 00:00:00+00:00,-0.00637717
2018-07-18 00:00:00+00:00,-0.00482660
2018-07-19 00:00:00+00:00,0.00953234
2018-07-20 00:00:00+00:00,-0.00860198
2018-07-23 00:00:00+00:00,-0.00324746
2018-07-24 00:00:00+00:00,-0.00325883
2018-07-25 00:00:00+00:00,0.00733519
2018-07-26 00:00:00+00:00,0.00568638
2018-07-27 00:00:00+00:00,-0.00893576
2018-07-30 00:00:00+00:00,-0.00069531
2018-07-31 00:00:00+00:00,0.01947603
2018-08-01 00:00:00+00:00,0.00685330
2018-08-02 00:00:00+00:00,-0.00567022
2018-08-03 00:00:00+00:00,0.01280498
2018-08-06 00:00:00+00:00,-0.00284319
2018-08-07 00:00:00+00:00,-0.00129935
2018-08-08 00:00:00+00:00,-0.00596507
2018-08-09 00:00:00+00:00,0.00150699
2018-08-10 00:00:00+00:00,-0.01036286
2018-08-13 00:00:00+00:00,0.00025881
2018-08-14 00:00:00+00:00,0.00372766
2018-08-15 00:00:00+00:00,0.00748495
2018-08-16 00:00:00+00:00,0.00836438
2018-08-17 00:00:00+00:00,0.00922256
2018-08-20 00:00:00+00:00,-0.00036313
2018-08-21 00:00:00+00:00,-0.00741520
2018-08-22 00:00:00+00:00,-0.00746987
2018-08-23 00:00:00+00:00,-0.00254686
2018-08-24 00:00:00+00:00,0.00618014
2018-08-27 00:00:00+00:00,-0.00067855
2018-08-28 00:00:00+00:00,0.01203766
2018-08-29 00:00:00+00:00,-0.00128489
2018-08-30 00:00:00+00:00,-0.00527480
2018-08-31 00:00:00+00:00,0.00425988
2018-09-04 00:00:00+00:00,-0.00988682
2018-09-05 00:00:00+00:00,0.00614417
2018-09-06 00:00:00+00:00,0.00363997
2018-09-07 00:00:00+00:00,-0.01295862
2018-09-10 00:00:00+00:00,0.00523014
2018-09-11 00:00:00+00:00,-0.00036931
2018-09-12 00:00:00+00:00,0.00117864
2018-09-13 00:00:00+00:00,0.00519712
2018-09-14 00:00:00+00:00,0.03439113
2018-09-17 00:00:00+00:00,0.00521508
2018-09-18 00:00:00+00:00,-0.00531704
2018-09-19 00:00:00+00:00,-0.00907478
2018-09-20 00:00:00+00:00,0.00652695
2018-09-21 00:00:00+00:00,-0.00099523
2018-09-24 00:00:00+00:00,-0.01908719
2018-09-25 00:00:00+00:00,-0.00196932
2018-09-26 00:00:00+00:00,-0.01089292
2018-09-27 00:00:00+00:00,0.00348178
2018-09-28 00:00:00+00:00,0.01277589
2018-10-01 00:00:00+00:00,-0.00861641
2018-10-02 00:00:00+00:00,-0.00229889
2018-10-03 00:00:00+00:00,-0.00999128
2018-10-04 00:00:00+00:00,-0.00685564
2018-10-05 00:00:00+00:00,-0.00071305
2018-10-08 00:00:00+00:00,0.01330217
2018-10-09 00:00:00+00:00,0.00315433
2018-10-10 00:00:00+00:00,-0.01449087
2018-10-11 00:00:00+00:00,-0.03031669
2018-10-12 00:00:00+00:00,-0.00006308
2018-10-15 00:00:00+00:00,0.00396208
2018-10-16 00:00:00+00:00,0.01864616
2018-10-17 00:00:00+00:00,-0.00268798
2018-10-18 00:00:00+00:00,0.00125119
2018-10-19 00:00:00+00:00,0.00978808
2018-10-22 00:00:00+00:00,-0.01502357
2018-10-23 00:00:00+00:00,0.00620770
2018-10-24 00:00:00+00:00,0.01207411
2018-10-25 00:00:00+00:00,0.01128036
2018-10-26 00:00:00+00:00,-0.02666720
2018-10-29 00:00:00+00:00,0.01607007
2018-10-30 00:00:00+00:00,0.01613726
2018-10-31 00:00:00+00:00,-0.01218215
2018-11-01 00:00:00+00:00,0.00316331
2018-11-02 00:00:00+00:00,-0.00971715
2018-11-05 00:00:00+00:00,0.01682959
2018-11-06 00:00:00+00:00,0.00568508
2018-11-07 00:00:00+00:00,0.01137025
2018-11-08 00:00:00+00:00,0.00024857
2018-11-09 00:00:00+00:00,0.00244636
2018-11-12 00:00:00+00:00,0.00275325
2018-11-13 00:00:00+00:00,0.00243316
2018-11-14 00:00:00+00:00,-0.00100058
2018-11-15 00:00:00+00:00,-0.00848481
2018-11-16 00:00:00+00:00,0.01314213
2018-11-19 00:00:00+00:00,0.00334861
2018-11-20 00:00:00+00:00,-0.01212954
2018-11-21 00:00:00+00:00,-0.00131921
2018-11-23 00:00:00+00:00,-0.00320157
2018-11-26 00:00:00+00:00,0.00056229
2018-11-27 00:00:00+00:00,0.00559001
2018-11-28 00:00:00+00:00,0.00743369
2018-11-29 00:00:00+00:00,0.00241567
2018-11-30 00:00:00+00:00,0.00983535
2018-12-03 00:00:00+00:00,0.00238592
2018-12-04 00:00:00+00:00,-0.01137537
2018-12-06 00:00:00+00:00,0.02651729
2018-12-07 00:00:00+00:00,-0.01391781
2018-12-10 00:00:00+00:00,-0.00495177
2018-12-11 00:00:00+00:00,0.00054624
2018-12-12 00:00:00+00:00,-0.00313399
2018-12-13 00:00:00+00:00,0.00273324
2018-12-14 00:00:00+00:00,-0.00442599
2018-12-17 00:00:00+00:00,-0.03227413
2018-12-18 00:00:00+00:00,0.00962683
2018-12-19 00:00:00+00:00,-0.01126650
2018-12-20 00:00:00+00:00,-0.01268780
2018-12-21 00:00:00+00:00,-0.01481554
2018-12-24 00:00:00+00:00,-0.03799048
2018-12-26 00:00:00+00:00,0.03105269
2018-12-27 00:00:00+00:00,0.00127444
2018-12-28 00:00:00+00:00,0.00462235
2018-12-31 00:00:00+00:00,-0.00039947
2019-01-02 00:00:00+00:00,-0.02074070
2019-01-03 00:00:00+00:00,0.00401880
2019-01-04 00:00:00+00:00,0.00908859
2019-01-07 00:00:00+00:00,0.00833362
2019-01-08 00:00:00+00:00,0.01759250
2019-01-09 00:00:00+00:00,-0.00366969
2019-01-10 00:00:00+00:00,0.01537770
2019-01-11 00:00:00+00:00,0.00219804
2019-01-14 00:00:00+00:00,-0.00232739
2019-01-15 00:00:00+00:00,0.00964065
2019-01-16 00:00:00+00:00,0.00538150
2019-01-17 00:00:00+00:00,0.00375837
2019-01-18 00:00:00+00:00,0.00215615
2019-01-22 00:00:00+00:00,-0.00006669
2019-01-23 00:00:00+00:00,-0.00070066
2019-01-24 00:00:00+00:00,0.00595829
2019-01-25 00:00:00+00:00,0.01001890
2019-01-28 00:00:00+00:00,0.01023008
2019-01-29 00:00:00+00:00,0.00734468
