Date,FTSE250
2000-01-05 00:00:00+00:00,
2000-01-06 00:00:00+00:00,0.01184263
2000-01-07 00:00:00+00:00,0.02385630
2000-01-10 00:00:00+00:00,0.01867154
2000-01-11 00:00:00+00:00,0.01174744
2000-01-12 00:00:00+00:00,-0.01546709
2000-01-13 00:00:00+00:00,-0.00198387
2000-01-14 00:00:00+00:00,0.00607642
2000-01-17 00:00:00+00:00,0.02182607
2000-01-18 00:00:00+00:00,-0.01815906
2000-01-19 00:00:00+00:00,-0.02241199
2000-01-20 00:00:00+00:00,-0.01148753
2000-01-21 00:00:00+00:00,-0.03141204
2000-01-24 00:00:00+00:00,0.00452730
2000-01-25 00:00:00+00:00,-0.03260403
2000-01-26 00:00:00+00:00,0.01267371
2000-01-27 00:00:00+00:00,-0.00221286
2000-01-28 00:00:00+00:00,-0.01277951
2000-01-31 00:00:00+00:00,-0.02746151
2000-02-01 00:00:00+00:00,-0.00700616
2000-02-02 00:00:00+00:00,-0.01429322
2000-02-03 00:00:00+00:00,0.01170099
2000-02-04 00:00:00+00:00,-0.00630716
2000-02-07 00:00:00+00:00,-0.00875585
2000-02-08 00:00:00+00:00,-0.03206977
2000-02-09 00:00:00+00:00,0.02959886
2000-02-10 00:00:00+00:00,-0.02445141
2000-02-11 00:00:00+00:00,0.03381420
2000-02-14 00:00:00+00:00,-0.00178994
2000-02-15 00:00:00+00:00,-0.00439119
2000-02-16 00:00:00+00:00,0.01024172
2000-02-17 00:00:00+00:00,0.02540444
2000-02-18 00:00:00+00:00,0.01653626
2000-02-21 00:00:00+00:00,-0.00088351
2000-02-22 00:00:00+00:00,0.00633113
2000-02-23 00:00:00+00:00,0.01247449
2000-02-24 00:00:00+00:00,0.01632247
2000-02-25 00:00:00+00:00,0.00824411
2000-02-28 00:00:00+00:00,0.00075976
2000-02-29 00:00:00+00:00,0.00169019
2000-03-01 00:00:00+00:00,0.05111574
2000-03-02 00:00:00+00:00,0.01690179
2000-03-03 00:00:00+00:00,0.02993711
2000-03-06 00:00:00+00:00,0.01931194
2000-03-07 00:00:00+00:00,-0.01523000
2000-03-08 00:00:00+00:00,-0.01298624
2000-03-09 00:00:00+00:00,0.01465458
2000-03-10 00:00:00+00:00,0.00821363
2000-03-13 00:00:00+00:00,-0.00925817
2000-03-14 00:00:00+00:00,0.00043293
2000-03-15 00:00:00+00:00,-0.02070195
2000-03-16 00:00:00+00:00,-0.01011759
2000-03-17 00:00:00+00:00,0.00715707
2000-03-20 00:00:00+00:00,0.00528767
2000-03-21 00:00:00+00:00,-0.02167938
2000-03-22 00:00:00+00:00,-0.00169790
2000-03-23 00:00:00+00:00,-0.00322475
2000-03-24 00:00:00+00:00,0.01831346
2000-03-27 00:00:00+00:00,0.00921426
2000-03-28 00:00:00+00:00,0.01489605
2000-03-29 00:00:00+00:00,-0.01064469
2000-03-30 00:00:00+00:00,-0.03024801
2000-03-31 00:00:00+00:00,-0.01360829
2000-04-03 00:00:00+00:00,-0.03229181
2000-04-04 00:00:00+00:00,-0.03437482
2000-04-05 00:00:00+00:00,-0.01129487
2000-04-06 00:00:00+00:00,0.05046500
2000-04-07 00:00:00+00:00,0.02335324
2000-04-10 00:00:00+00:00,0.00059692
2000-04-11 00:00:00+00:00,-0.03173487
2000-04-12 00:00:00+00:00,-0.00580241
2000-04-13 00:00:00+00:00,-0.02510907
2000-04-14 00:00:00+00:00,-0.01652884
2000-04-17 00:00:00+00:00,-0.08326521
2000-04-18 00:00:00+00:00,0.03138570
2000-04-19 00:00:00+00:00,0.01199424
2000-04-20 00:00:00+00:00,0.00587374
2000-04-25 00:00:00+00:00,0.00471488
2000-04-26 00:00:00+00:00,0.01892873
2000-04-27 00:00:00+00:00,-0.01200647
2000-04-28 00:00:00+00:00,0.01229914
