Date,GBP
2001-11-23 00:00:00+00:00,-0.00627872
2001-11-26 00:00:00+00:00,0.00150727
2001-11-27 00:00:00+00:00,0.00434403
2001-11-28 00:00:00+00:00,0.01495072
2001-11-29 00:00:00+00:00,0.00276035
2001-11-30 00:00:00+00:00,-0.00439691
2001-12-03 00:00:00+00:00,0.00206046
2001-12-04 00:00:00+00:00,-0.00538370
2001-12-05 00:00:00+00:00,-0.00821491
2001-12-06 00:00:00+00:00,0.01833225
2001-12-07 00:00:00+00:00,0.00681869
2001-12-10 00:00:00+00:00,0.00023254
2001-12-11 00:00:00+00:00,0.00553769
2001-12-12 00:00:00+00:00,0.01331519
2001-12-13 00:00:00+00:00,-0.00640627
2001-12-14 00:00:00+00:00,0.01715097
2001-12-17 00:00:00+00:00,-0.00169781
2001-12-18 00:00:00+00:00,-0.00390342
2001-12-19 00:00:00+00:00,-0.00887858
2001-12-20 00:00:00+00:00,-0.00226347
2001-12-21 00:00:00+00:00,-0.01475580
2001-12-24 00:00:00+00:00,0.00722143
2001-12-26 00:00:00+00:00,0.01583035
2001-12-27 00:00:00+00:00,-0.00419259
2001-12-28 00:00:00+00:00,-0.00087747
2001-12-31 00:00:00+00:00,0.00660231
2002-01-02 00:00:00+00:00,-0.01385311
2002-01-03 00:00:00+00:00,-0.00977863
2002-01-04 00:00:00+00:00,0.01252829
2002-01-07 00:00:00+00:00,-0.01032174
2002-01-08 00:00:00+00:00,0.00023232
2002-01-09 00:00:00+00:00,-0.00283652
2002-01-10 00:00:00+00:00,0.00568376
2002-01-11 00:00:00+00:00,0.00789593
2002-01-14 00:00:00+00:00,0.00328671
2002-01-15 00:00:00+00:00,-0.01347810
2002-01-16 00:00:00+00:00,-0.00450541
2002-01-17 00:00:00+00:00,-0.00004445
2002-01-18 00:00:00+00:00,0.00303018
2002-01-22 00:00:00+00:00,-0.01232448
2002-01-23 00:00:00+00:00,-0.00762705
2002-01-24 00:00:00+00:00,-0.00173763
2002-01-25 00:00:00+00:00,-0.01922876
2002-01-28 00:00:00+00:00,-0.00090155
2002-01-29 00:00:00+00:00,0.00736137
2002-01-30 00:00:00+00:00,0.00137180
2002-01-31 00:00:00+00:00,-0.00487062
2002-02-01 00:00:00+00:00,0.00876752
2002-02-04 00:00:00+00:00,0.00816272
2002-02-05 00:00:00+00:00,-0.00991667
2002-02-06 00:00:00+00:00,-0.00259753
2002-02-07 00:00:00+00:00,0.00137183
2002-02-08 00:00:00+00:00,0.00193816
2002-02-11 00:00:00+00:00,0.00986638
2002-02-12 00:00:00+00:00,0.01770884
2002-02-13 00:00:00+00:00,-0.00675530
2002-02-14 00:00:00+00:00,0.00289669
2002-02-15 00:00:00+00:00,0.00149268
2002-02-19 00:00:00+00:00,0.00051203
2002-02-20 00:00:00+00:00,-0.00536307
2002-02-21 00:00:00+00:00,-0.00439547
2002-02-22 00:00:00+00:00,0.01119779
2002-02-25 00:00:00+00:00,-0.01067107
2002-02-26 00:00:00+00:00,-0.01213309
2002-02-27 00:00:00+00:00,0.00475937
2002-02-28 00:00:00+00:00,-0.00343269
2002-03-01 00:00:00+00:00,0.00221173
2002-03-04 00:00:00+00:00,0.00559538
2002-03-05 00:00:00+00:00,0.00163972
2002-03-06 00:00:00+00:00,-0.00201698
2002-03-07 00:00:00+00:00,0.00867640
2002-03-08 00:00:00+00:00,-0.01097800
2002-03-11 00:00:00+00:00,-0.00019034
2002-03-12 00:00:00+00:00,-0.00610720
2002-03-13 00:00:00+00:00,0.00023260
2002-03-14 00:00:00+00:00,0.00729670
2002-03-15 00:00:00+00:00,-0.00342880
