Date,MUMMY
2018-06-11 00:00:00+00:00,
2018-06-12 00:00:00+00:00,0.01497725
2018-06-13 00:00:00+00:00,0.00430162
2018-06-14 00:00:00+00:00,-0.00612467
2018-06-15 00:00:00+00:00,0.00518191
2018-06-18 00:00:00+00:00,-0.01394242
2018-06-19 00:00:00+00:00,-0.02822299
2018-06-20 00:00:00+00:00,0.00809848
2018-06-21 00:00:00+00:00,0.01072798
2018-06-22 00:00:00+00:00,-0.01694208
2018-06-25 00:00:00+00:00,-0.02989000
2018-06-26 00:00:00+00:00,-0.00005383
2018-06-27 00:00:00+00:00,0.00926633
2018-06-28 00:00:00+00:00,-0.01482711
2018-06-29 00:00:00+00:00,0.02150243
2018-07-02 00:00:00+00:00,-0.03124641
2018-07-03 00:00:00+00:00,-0.01141861
2018-07-04 00:00:00+00:00,-0.00867566
2018-07-05 00:00:00+00:00,-0.03773549
2018-07-06 00:00:00+00:00,0.02906227
2018-07-09 00:00:00+00:00,0.02238455
2018-07-10 00:00:00+00:00,-0.00578011
2018-07-11 00:00:00+00:00,-0.01157079
2018-07-12 00:00:00+00:00,0.00965390
2018-07-13 00:00:00+00:00,0.00667602
2018-07-17 00:00:00+00:00,-0.01533781
2018-07-18 00:00:00+00:00,0.01837310
2018-07-19 00:00:00+00:00,-0.00481729
2018-07-20 00:00:00+00:00,0.00281584
2018-07-23 00:00:00+00:00,-0.00768820
2018-07-24 00:00:00+00:00,0.01725194
2018-07-25 00:00:00+00:00,0.00561552
2018-07-26 00:00:00+00:00,-0.00663420
2018-07-27 00:00:00+00:00,0.00089074
2018-07-30 00:00:00+00:00,-0.01801372
2018-07-31 00:00:00+00:00,-0.00005647
2018-08-01 00:00:00+00:00,-0.00583103
2018-08-02 00:00:00+00:00,0.00091230
2018-08-03 00:00:00+00:00,-0.01359540
2018-08-06 00:00:00+00:00,-0.01280104
2018-08-07 00:00:00+00:00,0.00292203
2018-08-08 00:00:00+00:00,0.01677457
2018-08-09 00:00:00+00:00,0.00091674
2018-08-10 00:00:00+00:00,-0.02340311
2018-08-13 00:00:00+00:00,-0.04188942
2018-08-14 00:00:00+00:00,0.01345568
2018-08-15 00:00:00+00:00,-0.02057029
2018-08-16 00:00:00+00:00,-0.01366990
2018-08-17 00:00:00+00:00,0.01798996
2018-08-20 00:00:00+00:00,-0.00735594
2018-08-21 00:00:00+00:00,-0.00425943
2018-08-22 00:00:00+00:00,0.02209401
2018-08-23 00:00:00+00:00,0.00716619
2018-08-24 00:00:00+00:00,0.01838446
2018-08-27 00:00:00+00:00,0.03012250
2018-08-28 00:00:00+00:00,-0.00396536
2018-08-29 00:00:00+00:00,0.00974489
2018-08-30 00:00:00+00:00,0.00965027
2018-08-31 00:00:00+00:00,0.00859540
2018-09-03 00:00:00+00:00,-0.01531107
2018-09-04 00:00:00+00:00,0.02317450
2018-09-05 00:00:00+00:00,-0.02116194
2018-09-06 00:00:00+00:00,-0.04653083
2018-09-07 00:00:00+00:00,-0.00208956
2018-09-10 00:00:00+00:00,0.01178374
2018-09-11 00:00:00+00:00,0.00087542
2018-09-12 00:00:00+00:00,-0.01679203
2018-09-13 00:00:00+00:00,-0.00106053
2018-09-14 00:00:00+00:00,0.01897827
2018-09-18 00:00:00+00:00,0.00780588
2018-09-19 00:00:00+00:00,0.00384227
2018-09-20 00:00:00+00:00,-0.00394752
2018-09-21 00:00:00+00:00,0.01359818
2018-09-25 00:00:00+00:00,0.00860065
2018-09-26 00:00:00+00:00,0.02188512
2018-09-27 00:00:00+00:00,-0.00379572
2018-09-28 00:00:00+00:00,0.01024820
2018-10-01 00:00:00+00:00,-0.00284421
2018-10-02 00:00:00+00:00,-0.01959663
2018-10-03 00:00:00+00:00,-0.00006175
2018-10-04 00:00:00+00:00,-0.00860062
2018-10-05 00:00:00+00:00,-0.02207115
2018-10-09 00:00:00+00:00,-0.02158856
2018-10-10 00:00:00+00:00,0.00093683
2018-10-11 00:00:00+00:00,-0.04801499
2018-10-12 00:00:00+00:00,0.03666304
2018-10-15 00:00:00+00:00,-0.01726989
2018-10-16 00:00:00+00:00,0.00096570
2018-10-17 00:00:00+00:00,0.02154077
2018-10-18 00:00:00+00:00,-0.00509941
2018-10-19 00:00:00+00:00,-0.00714916
2018-10-22 00:00:00+00:00,-0.00006422
2018-10-23 00:00:00+00:00,-0.01535552
2018-10-24 00:00:00+00:00,-0.00524098
2018-10-25 00:00:00+00:00,-0.06354041
2018-10-26 00:00:00+00:00,-0.03006464
2018-10-29 00:00:00+00:00,-0.04015592
2018-10-30 00:00:00+00:00,0.03812121
2018-10-31 00:00:00+00:00,0.04361336
2018-11-01 00:00:00+00:00,-0.00887516
2018-11-02 00:00:00+00:00,0.03437981
2018-11-05 00:00:00+00:00,0.01604721
2018-11-06 00:00:00+00:00,0.00310553
2018-11-07 00:00:00+00:00,0.02311671
2018-11-08 00:00:00+00:00,0.01950196
2018-11-09 00:00:00+00:00,-0.00006542
2018-11-12 00:00:00+00:00,-0.02430784
2018-11-13 00:00:00+00:00,-0.00731165
2018-11-14 00:00:00+00:00,-0.01049353
2018-11-15 00:00:00+00:00,0.00836420
2018-11-16 00:00:00+00:00,-0.00946981
2018-11-19 00:00:00+00:00,0.03052530
2018-11-20 00:00:00+00:00,-0.02770206
2018-11-21 00:00:00+00:00,-0.00322476
2018-11-22 00:00:00+00:00,0.01260473
2018-11-26 00:00:00+00:00,0.00514713
2018-11-27 00:00:00+00:00,0.01134398
2018-11-28 00:00:00+00:00,0.02147216
2018-11-29 00:00:00+00:00,0.01499452
2018-11-30 00:00:00+00:00,-0.00006564
2018-12-03 00:00:00+00:00,0.03851061
2018-12-04 00:00:00+00:00,-0.02918707
2018-12-05 00:00:00+00:00,-0.00995015
2018-12-06 00:00:00+00:00,-0.06138177
2018-12-07 00:00:00+00:00,-0.00113592
2018-12-10 00:00:00+00:00,-0.06739456
