Date,EUROSTX200-LARGE
2013-11-21 00:00:00+00:00,-0.00128312
2013-11-22 00:00:00+00:00,0.00049924
2013-11-25 00:00:00+00:00,0.00881754
2013-11-26 00:00:00+00:00,-0.01192579
2013-11-27 00:00:00+00:00,0.01002128
2013-11-28 00:00:00+00:00,0.00523377
2013-11-29 00:00:00+00:00,0.00108630
2013-12-02 00:00:00+00:00,-0.00717642
2013-12-03 00:00:00+00:00,-0.02911460
2013-12-04 00:00:00+00:00,-0.01451763
2013-12-05 00:00:00+00:00,-0.01764889
2013-12-06 00:00:00+00:00,0.01211905
2013-12-09 00:00:00+00:00,0.00445462
2013-12-10 00:00:00+00:00,-0.01432015
2013-12-11 00:00:00+00:00,-0.01289602
2013-12-12 00:00:00+00:00,-0.01604582
2013-12-13 00:00:00+00:00,-0.00187215
2013-12-16 00:00:00+00:00,0.02486603
2013-12-17 00:00:00+00:00,-0.01272965
2013-12-18 00:00:00+00:00,0.01571408
2013-12-19 00:00:00+00:00,0.03280786
2013-12-20 00:00:00+00:00,0.01261319
2013-12-23 00:00:00+00:00,0.00892473
2013-12-27 00:00:00+00:00,0.03099635
2013-12-30 00:00:00+00:00,0.00667571
2014-01-02 00:00:00+00:00,-0.01424584
2014-01-03 00:00:00+00:00,0.00940628
2014-01-06 00:00:00+00:00,-0.00482268
2014-01-07 00:00:00+00:00,0.01649327
2014-01-08 00:00:00+00:00,0.00049335
2014-01-09 00:00:00+00:00,-0.01007951
2014-01-10 00:00:00+00:00,0.01112193
2014-01-13 00:00:00+00:00,0.00166702
2014-01-14 00:00:00+00:00,0.00342508
2014-01-15 00:00:00+00:00,0.02098309
2014-01-16 00:00:00+00:00,-0.00241148
2014-01-17 00:00:00+00:00,0.01092690
2014-01-20 00:00:00+00:00,-0.00067100
2014-01-21 00:00:00+00:00,0.00048305
2014-01-22 00:00:00+00:00,0.00394409
2014-01-23 00:00:00+00:00,-0.02139522
2014-01-24 00:00:00+00:00,-0.05013791
2014-01-27 00:00:00+00:00,-0.01441856
2014-01-28 00:00:00+00:00,0.00832158
2014-01-29 00:00:00+00:00,-0.01086941
2014-01-30 00:00:00+00:00,0.00472136
2014-01-31 00:00:00+00:00,-0.00189482
2014-02-03 00:00:00+00:00,-0.03134448
2014-02-04 00:00:00+00:00,-0.00131555
2014-02-05 00:00:00+00:00,0.00295968
2014-02-06 00:00:00+00:00,0.02613261
2014-02-07 00:00:00+00:00,0.01435373
2014-02-10 00:00:00+00:00,0.00050283
2014-02-11 00:00:00+00:00,0.02559975
2014-02-12 00:00:00+00:00,0.01642477
2014-02-13 00:00:00+00:00,-0.00126419
2014-02-14 00:00:00+00:00,0.01044508
2014-02-17 00:00:00+00:00,0.00747771
2014-02-18 00:00:00+00:00,0.00280660
2014-02-19 00:00:00+00:00,-0.00009455
2014-02-20 00:00:00+00:00,0.00057797
2014-02-21 00:00:00+00:00,0.00859397
2014-02-24 00:00:00+00:00,0.00913288
2014-02-25 00:00:00+00:00,0.00507221
2014-02-26 00:00:00+00:00,-0.00410235
2014-02-27 00:00:00+00:00,-0.00353661
2014-02-28 00:00:00+00:00,-0.00239326
2014-03-03 00:00:00+00:00,-0.04209671
2014-03-04 00:00:00+00:00,0.04163348
2014-03-05 00:00:00+00:00,-0.00239737
2014-03-06 00:00:00+00:00,0.00221100
2014-03-07 00:00:00+00:00,-0.02484980
2014-03-10 00:00:00+00:00,-0.01117004
2014-03-11 00:00:00+00:00,-0.00068057
2014-03-12 00:00:00+00:00,-0.02354780
2014-03-13 00:00:00+00:00,-0.02101612
2014-03-14 00:00:00+00:00,-0.01707962
2014-03-17 00:00:00+00:00,0.02988418
2014-03-18 00:00:00+00:00,0.01049226
2014-03-19 00:00:00+00:00,0.00110911
2014-03-20 00:00:00+00:00,0.00231133
2014-03-21 00:00:00+00:00,0.00411225
2014-03-24 00:00:00+00:00,-0.02588145
2014-03-25 00:00:00+00:00,0.02600574
2014-03-26 00:00:00+00:00,0.01428546
2014-03-27 00:00:00+00:00,0.00525983
2014-03-28 00:00:00+00:00,0.01384832
2014-03-31 00:00:00+00:00,0.00167252
2014-04-01 00:00:00+00:00,0.00932041
2014-04-02 00:00:00+00:00,0.00693425
2014-04-03 00:00:00+00:00,0.00165724
2014-04-04 00:00:00+00:00,0.01040192
2014-04-07 00:00:00+00:00,-0.02329570
2014-04-08 00:00:00+00:00,-0.00420183
2014-04-09 00:00:00+00:00,0.00696276
2014-04-10 00:00:00+00:00,-0.01005583
2014-04-11 00:00:00+00:00,-0.02600689
2014-04-14 00:00:00+00:00,0.01362916
2014-04-15 00:00:00+00:00,-0.01905695
2014-04-16 00:00:00+00:00,0.02383669
2014-04-17 00:00:00+00:00,0.01054760
2014-04-22 00:00:00+00:00,0.02695702
2014-04-23 00:00:00+00:00,-0.01053743
2014-04-24 00:00:00+00:00,0.00340614
2014-04-25 00:00:00+00:00,-0.01348498
2014-04-28 00:00:00+00:00,0.00518186
2014-04-29 00:00:00+00:00,0.02504529
2014-04-30 00:00:00+00:00,0.00163840
2014-05-02 00:00:00+00:00,-0.00586231
2014-05-05 00:00:00+00:00,0.00106330
2014-05-06 00:00:00+00:00,-0.00703212
2014-05-07 00:00:00+00:00,0.00454787
2014-05-08 00:00:00+00:00,0.02190319
2014-05-09 00:00:00+00:00,-0.00352922
2014-05-12 00:00:00+00:00,0.01367157
2014-05-13 00:00:00+00:00,0.00674188
2014-05-14 00:00:00+00:00,0.00331249
2014-05-15 00:00:00+00:00,-0.01652895
2014-05-16 00:00:00+00:00,0.00733501
2014-05-19 00:00:00+00:00,-0.00009370
2014-05-20 00:00:00+00:00,-0.00455536
2014-05-21 00:00:00+00:00,0.01245951
2014-05-22 00:00:00+00:00,0.00500950
2014-05-23 00:00:00+00:00,0.00216853
2014-05-26 00:00:00+00:00,0.01685517
2014-05-27 00:00:00+00:00,-0.00177466
2014-05-28 00:00:00+00:00,-0.00233670
2014-05-29 00:00:00+00:00,0.00271264
2014-05-30 00:00:00+00:00,-0.00457829
2014-06-02 00:00:00+00:00,0.00889478
2014-06-03 00:00:00+00:00,-0.01072053
2014-06-04 00:00:00+00:00,-0.00009399
2014-06-05 00:00:00+00:00,0.00843309
2014-06-06 00:00:00+00:00,0.00942456
2014-06-09 00:00:00+00:00,0.00993666
2014-06-10 00:00:00+00:00,0.00462038
2014-06-11 00:00:00+00:00,-0.00728830
2014-06-12 00:00:00+00:00,-0.00287113
2014-06-13 00:00:00+00:00,-0.00222878
2014-06-16 00:00:00+00:00,-0.00901523
2014-06-17 00:00:00+00:00,0.00354631
2014-06-18 00:00:00+00:00,-0.00009370
2014-06-19 00:00:00+00:00,0.01313527
2014-06-20 00:00:00+00:00,-0.00009349
2014-06-23 00:00:00+00:00,-0.01444114
2014-06-24 00:00:00+00:00,-0.00065235
2014-06-25 00:00:00+00:00,-0.02020543
2014-06-26 00:00:00+00:00,-0.00686585
2014-06-27 00:00:00+00:00,0.00330373
2014-06-30 00:00:00+00:00,0.00160161
2014-07-01 00:00:00+00:00,0.01289655
2014-07-02 00:00:00+00:00,0.00664044
2014-07-03 00:00:00+00:00,0.01780381
2014-07-04 00:00:00+00:00,-0.00563652
2014-07-07 00:00:00+00:00,-0.01788158
2014-07-08 00:00:00+00:00,-0.02645398
2014-07-09 00:00:00+00:00,0.00104298
2014-07-10 00:00:00+00:00,-0.01997428
2014-07-11 00:00:00+00:00,-0.00009356
2014-07-14 00:00:00+00:00,0.02007962
2014-07-15 00:00:00+00:00,-0.00577391
2014-07-16 00:00:00+00:00,0.02326147
2014-07-17 00:00:00+00:00,-0.02148982
2014-07-18 00:00:00+00:00,0.00047573
2014-07-21 00:00:00+00:00,-0.00749065
2014-07-22 00:00:00+00:00,0.02560583
2014-07-23 00:00:00+00:00,0.00159787
2014-07-24 00:00:00+00:00,0.00948376
2014-07-25 00:00:00+00:00,-0.01355053
2014-07-28 00:00:00+00:00,-0.00460972
2014-07-29 00:00:00+00:00,0.00499795
2014-07-30 00:00:00+00:00,-0.00855900
2014-07-31 00:00:00+00:00,-0.02616341
2014-08-01 00:00:00+00:00,-0.02937879
2014-08-04 00:00:00+00:00,0.00282020
2014-08-05 00:00:00+00:00,0.00456139
2014-08-06 00:00:00+00:00,-0.01460748
2014-08-07 00:00:00+00:00,-0.01412878
2014-08-08 00:00:00+00:00,-0.01128333
2014-08-11 00:00:00+00:00,0.02596480
2014-08-12 00:00:00+00:00,-0.00594008
2014-08-13 00:00:00+00:00,0.01221913
2014-08-14 00:00:00+00:00,0.00456809
2014-08-15 00:00:00+00:00,-0.00707052
2014-08-18 00:00:00+00:00,0.02207658
2014-08-19 00:00:00+00:00,0.01086981
2014-08-20 00:00:00+00:00,-0.00181550
2014-08-21 00:00:00+00:00,0.01369163
2014-08-22 00:00:00+00:00,-0.00408679
2014-08-25 00:00:00+00:00,0.03134400
2014-08-26 00:00:00+00:00,0.00665912
2014-08-27 00:00:00+00:00,0.00383213
2014-08-28 00:00:00+00:00,-0.01187498
2014-08-29 00:00:00+00:00,0.00385664
2014-09-01 00:00:00+00:00,0.00835701
2014-09-02 00:00:00+00:00,-0.00121571
2014-09-03 00:00:00+00:00,0.01478141
2014-09-04 00:00:00+00:00,0.02330455
2014-09-05 00:00:00+00:00,-0.00780303
2014-09-08 00:00:00+00:00,-0.00838557
2014-09-09 00:00:00+00:00,-0.00564449
2014-09-10 00:00:00+00:00,0.00157636
2014-09-11 00:00:00+00:00,-0.00565524
2014-09-12 00:00:00+00:00,-0.00316090
2014-09-15 00:00:00+00:00,-0.00028014
2014-09-16 00:00:00+00:00,-0.00317048
2014-09-17 00:00:00+00:00,0.00915020
2014-09-18 00:00:00+00:00,0.01608059
2014-09-19 00:00:00+00:00,0.00709875
2014-09-22 00:00:00+00:00,-0.00836216
2014-09-23 00:00:00+00:00,-0.03283476
2014-09-24 00:00:00+00:00,0.01959708
2014-09-25 00:00:00+00:00,-0.01959188
2014-09-26 00:00:00+00:00,0.00496993
2014-09-29 00:00:00+00:00,-0.00738853
2014-09-30 00:00:00+00:00,0.01623979
2014-10-01 00:00:00+00:00,-0.02132255
2014-10-02 00:00:00+00:00,-0.04470098
2014-10-03 00:00:00+00:00,0.01607753
2014-10-06 00:00:00+00:00,0.00105239
2014-10-07 00:00:00+00:00,-0.02700438
2014-10-08 00:00:00+00:00,-0.01460285
2014-10-09 00:00:00+00:00,-0.00827802
2014-10-10 00:00:00+00:00,-0.03120569
2014-10-13 00:00:00+00:00,-0.00068958
2014-10-14 00:00:00+00:00,0.00288913
2014-10-15 00:00:00+00:00,-0.06979851
2014-10-16 00:00:00+00:00,-0.00503197
2014-10-17 00:00:00+00:00,0.05250523
2014-10-20 00:00:00+00:00,-0.01215278
2014-10-21 00:00:00+00:00,0.03872953
2014-10-22 00:00:00+00:00,0.01359285
2014-10-23 00:00:00+00:00,0.01527329
2014-10-24 00:00:00+00:00,-0.00595838
2014-10-27 00:00:00+00:00,-0.01303445
2014-10-28 00:00:00+00:00,0.01648430
2014-10-29 00:00:00+00:00,0.00284244
2014-10-30 00:00:00+00:00,0.01339250
2014-10-31 00:00:00+00:00,0.03601627
2014-11-03 00:00:00+00:00,-0.01496736
2014-11-04 00:00:00+00:00,-0.02026669
2014-11-05 00:00:00+00:00,0.03309408
2014-11-06 00:00:00+00:00,0.00563374
2014-11-07 00:00:00+00:00,-0.01151568
2014-11-10 00:00:00+00:00,0.01369163
2014-11-11 00:00:00+00:00,0.00561095
2014-11-12 00:00:00+00:00,-0.02284663
2014-11-13 00:00:00+00:00,0.00911271
2014-11-14 00:00:00+00:00,-0.00467526
2014-11-17 00:00:00+00:00,0.01196169
2014-11-18 00:00:00+00:00,0.01074818
2014-11-19 00:00:00+00:00,-0.00009314
2014-11-20 00:00:00+00:00,-0.00454052
2014-11-21 00:00:00+00:00,0.04427539
2014-11-24 00:00:00+00:00,0.00157609
2014-11-25 00:00:00+00:00,-0.00120582
2014-11-26 00:00:00+00:00,0.00407896
2014-11-27 00:00:00+00:00,0.00489957
2014-11-28 00:00:00+00:00,0.00212025
2014-12-01 00:00:00+00:00,-0.01280762
2014-12-02 00:00:00+00:00,0.01158920
2014-12-03 00:00:00+00:00,0.01263098
2014-12-04 00:00:00+00:00,-0.02923044
2014-12-05 00:00:00+00:00,0.03728446
2014-12-08 00:00:00+00:00,-0.01296302
2014-12-09 00:00:00+00:00,-0.04638780
2014-12-10 00:00:00+00:00,-0.00912063
2014-12-11 00:00:00+00:00,0.00273983
2014-12-12 00:00:00+00:00,-0.03404941
2014-12-15 00:00:00+00:00,-0.04657343
2014-12-16 00:00:00+00:00,0.03648774
2014-12-17 00:00:00+00:00,0.00432327
2014-12-18 00:00:00+00:00,0.05632666
2014-12-19 00:00:00+00:00,0.00676519
2014-12-22 00:00:00+00:00,0.00360901
2014-12-23 00:00:00+00:00,0.00954068
2014-12-29 00:00:00+00:00,0.01626310
2014-12-30 00:00:00+00:00,-0.01978995
2015-01-02 00:00:00+00:00,-0.00265110
2015-01-05 00:00:00+00:00,-0.05015010
2015-01-06 00:00:00+00:00,-0.01176244
2015-01-07 00:00:00+00:00,0.01105654
2015-01-08 00:00:00+00:00,0.06060085
2015-01-09 00:00:00+00:00,-0.03521109
2015-01-12 00:00:00+00:00,0.01720255
2015-01-13 00:00:00+00:00,0.02848576
2015-01-14 00:00:00+00:00,-0.03108848
2015-01-15 00:00:00+00:00,0.05314034
2015-01-16 00:00:00+00:00,0.02778476
2015-01-19 00:00:00+00:00,0.00100611
2015-01-20 00:00:00+00:00,0.01749383
2015-01-21 00:00:00+00:00,0.01189214
2015-01-22 00:00:00+00:00,0.03240035
2015-01-23 00:00:00+00:00,0.03561127
2015-01-26 00:00:00+00:00,0.01247217
2015-01-27 00:00:00+00:00,-0.01622273
2015-01-28 00:00:00+00:00,-0.00376521
2015-01-29 00:00:00+00:00,0.00043207
2015-01-30 00:00:00+00:00,-0.01112567
2015-02-02 00:00:00+00:00,0.00149151
2015-02-03 00:00:00+00:00,0.01574167
2015-02-04 00:00:00+00:00,0.00880944
2015-02-05 00:00:00+00:00,0.00199209
2015-02-06 00:00:00+00:00,0.00303136
2015-02-09 00:00:00+00:00,-0.01153374
2015-02-10 00:00:00+00:00,0.00749040
2015-02-11 00:00:00+00:00,-0.00686235
2015-02-12 00:00:00+00:00,0.01244582
2015-02-13 00:00:00+00:00,0.01496384
2015-02-16 00:00:00+00:00,-0.00163927
2015-02-17 00:00:00+00:00,0.00248529
2015-02-18 00:00:00+00:00,0.01432828
2015-02-19 00:00:00+00:00,0.00808849
2015-02-20 00:00:00+00:00,0.00601812
2015-02-23 00:00:00+00:00,0.01209228
2015-02-24 00:00:00+00:00,0.01353240
2015-02-25 00:00:00+00:00,-0.00310107
2015-02-26 00:00:00+00:00,0.02048877
2015-02-27 00:00:00+00:00,0.00686311
2015-03-02 00:00:00+00:00,-0.00306439
2015-03-03 00:00:00+00:00,-0.01497062
2015-03-04 00:00:00+00:00,0.01189759
2015-03-05 00:00:00+00:00,0.02076592
2015-03-06 00:00:00+00:00,0.00236425
2015-03-09 00:00:00+00:00,-0.00500246
2015-03-10 00:00:00+00:00,-0.01731783
2015-03-11 00:00:00+00:00,0.02621576
2015-03-12 00:00:00+00:00,-0.01503363
2015-03-13 00:00:00+00:00,0.00447461
2015-03-16 00:00:00+00:00,0.02173681
2015-03-17 00:00:00+00:00,-0.01383680
2015-03-18 00:00:00+00:00,0.00731857
2015-03-19 00:00:00+00:00,0.01221579
2015-03-20 00:00:00+00:00,0.01703425
2015-03-23 00:00:00+00:00,-0.01610478
2015-03-24 00:00:00+00:00,0.01017790
2015-03-25 00:00:00+00:00,-0.02199145
2015-03-26 00:00:00+00:00,-0.01977420
2015-03-27 00:00:00+00:00,0.00537178
2015-03-30 00:00:00+00:00,0.02616985
2015-03-31 00:00:00+00:00,-0.01378928
2015-04-01 00:00:00+00:00,0.00286088
2015-04-02 00:00:00+00:00,-0.00599457
2015-04-07 00:00:00+00:00,0.03443158
2015-04-08 00:00:00+00:00,0.00233060
2015-04-09 00:00:00+00:00,0.02557217
2015-04-10 00:00:00+00:00,0.01691243
2015-04-13 00:00:00+00:00,0.00322653
2015-04-14 00:00:00+00:00,-0.01003660
2015-04-15 00:00:00+00:00,0.01370611
2015-04-16 00:00:00+00:00,-0.01616155
2015-04-17 00:00:00+00:00,-0.03725405
2015-04-20 00:00:00+00:00,0.01932397
2015-04-21 00:00:00+00:00,0.01144477
2015-04-22 00:00:00+00:00,0.00277437
2015-04-23 00:00:00+00:00,-0.01013194
2015-04-24 00:00:00+00:00,0.00951490
2015-04-27 00:00:00+00:00,0.01903153
2015-04-28 00:00:00+00:00,-0.03087730
2015-04-29 00:00:00+00:00,-0.04049726
2015-04-30 00:00:00+00:00,-0.00696599
2015-05-04 00:00:00+00:00,0.01025160
2015-05-05 00:00:00+00:00,-0.03488876
2015-05-06 00:00:00+00:00,-0.01056723
2015-05-07 00:00:00+00:00,0.00141086
2015-05-08 00:00:00+00:00,0.05551800
2015-05-11 00:00:00+00:00,0.00868071
2015-05-12 00:00:00+00:00,-0.02533023
2015-05-13 00:00:00+00:00,-0.00943246
2015-05-14 00:00:00+00:00,0.02558551
2015-05-15 00:00:00+00:00,-0.01715826
2015-05-18 00:00:00+00:00,0.00974190
2015-05-19 00:00:00+00:00,0.03514011
2015-05-20 00:00:00+00:00,0.01048583
2015-05-21 00:00:00+00:00,0.00899523
2015-05-22 00:00:00+00:00,-0.00247451
2015-05-26 00:00:00+00:00,-0.02107077
2015-05-27 00:00:00+00:00,0.03026063
2015-05-28 00:00:00+00:00,-0.01100922
2015-05-29 00:00:00+00:00,-0.03874734
2015-06-01 00:00:00+00:00,0.00331305
2015-06-02 00:00:00+00:00,-0.01758188
2015-06-03 00:00:00+00:00,-0.00254380
2015-06-04 00:00:00+00:00,-0.01579503
2015-06-05 00:00:00+00:00,-0.01740309
2015-06-08 00:00:00+00:00,-0.01805301
2015-06-09 00:00:00+00:00,-0.00965806
2015-06-10 00:00:00+00:00,0.03480786
2015-06-11 00:00:00+00:00,0.01233517
2015-06-12 00:00:00+00:00,-0.01145691
2015-06-15 00:00:00+00:00,-0.03098479
2015-06-16 00:00:00+00:00,0.00117567
2015-06-17 00:00:00+00:00,-0.00918657
2015-06-18 00:00:00+00:00,0.00345912
2015-06-19 00:00:00+00:00,0.00497263
2015-06-22 00:00:00+00:00,0.05043735
2015-06-23 00:00:00+00:00,0.02257791
2015-06-24 00:00:00+00:00,-0.00691589
2015-06-25 00:00:00+00:00,-0.00547211
2015-06-26 00:00:00+00:00,0.00186813
2015-06-29 00:00:00+00:00,-0.05642427
2015-06-30 00:00:00+00:00,-0.02227098
2015-07-01 00:00:00+00:00,0.02335210
2015-07-02 00:00:00+00:00,-0.00563478
2015-07-03 00:00:00+00:00,-0.01373303
2015-07-06 00:00:00+00:00,-0.02399969
2015-07-07 00:00:00+00:00,-0.03201105
2015-07-08 00:00:00+00:00,0.00147603
2015-07-09 00:00:00+00:00,0.04643029
2015-07-10 00:00:00+00:00,0.04332932
2015-07-13 00:00:00+00:00,0.03640708
2015-07-14 00:00:00+00:00,0.01070943
2015-07-15 00:00:00+00:00,0.01113966
2015-07-16 00:00:00+00:00,0.02661850
2015-07-17 00:00:00+00:00,0.00038572
2015-07-20 00:00:00+00:00,0.00661442
2015-07-21 00:00:00+00:00,-0.02397175
