Date,HANG
2000-07-27 00:00:00+00:00,-0.02247894
2000-07-28 00:00:00+00:00,-0.04060335
2000-07-31 00:00:00+00:00,-0.02506608
2000-08-01 00:00:00+00:00,0.00657607
2000-08-02 00:00:00+00:00,0.03887503
2000-08-03 00:00:00+00:00,-0.00589479
2000-08-04 00:00:00+00:00,0.02884181
2000-08-07 00:00:00+00:00,0.02047352
2000-08-08 00:00:00+00:00,-0.06032821
2000-08-09 00:00:00+00:00,-0.00238650
2000-08-10 00:00:00+00:00,0.02506416
2000-08-11 00:00:00+00:00,-0.02272482
2000-08-14 00:00:00+00:00,-0.00378730
2000-08-15 00:00:00+00:00,0.05628789
2000-08-16 00:00:00+00:00,0.02181859
2000-08-17 00:00:00+00:00,-0.01321179
2000-08-18 00:00:00+00:00,-0.03156141
2000-08-21 00:00:00+00:00,0.01857278
2000-08-22 00:00:00+00:00,0.01857613
2000-08-23 00:00:00+00:00,-0.01648075
2000-08-24 00:00:00+00:00,0.00780503
2000-08-25 00:00:00+00:00,-0.01576593
2000-08-28 00:00:00+00:00,-0.00878576
2000-08-29 00:00:00+00:00,0.01458535
2000-08-30 00:00:00+00:00,-0.01729798
2000-08-31 00:00:00+00:00,0.00327981
2000-09-01 00:00:00+00:00,0.02931801
2000-09-04 00:00:00+00:00,0.04874488
2000-09-05 00:00:00+00:00,-0.01205555
2000-09-06 00:00:00+00:00,0.00158011
2000-09-07 00:00:00+00:00,-0.02783784
2000-09-08 00:00:00+00:00,-0.01222382
2000-09-11 00:00:00+00:00,-0.03966024
2000-09-12 00:00:00+00:00,-0.04977826
2000-09-14 00:00:00+00:00,-0.01778547
2000-09-15 00:00:00+00:00,-0.02424924
2000-09-18 00:00:00+00:00,-0.09968205
2000-09-19 00:00:00+00:00,0.03966484
2000-09-20 00:00:00+00:00,-0.01910911
2000-09-21 00:00:00+00:00,-0.05136553
2000-09-22 00:00:00+00:00,-0.08187506
2000-09-25 00:00:00+00:00,0.06216139
2000-09-26 00:00:00+00:00,-0.00706544
2000-09-27 00:00:00+00:00,0.00872715
2000-09-28 00:00:00+00:00,-0.00917762
2000-09-29 00:00:00+00:00,0.01931246
2000-10-03 00:00:00+00:00,0.00021383
2000-10-04 00:00:00+00:00,0.02390868
2000-10-05 00:00:00+00:00,0.04726673
2000-10-09 00:00:00+00:00,-0.07269540
2000-10-10 00:00:00+00:00,-0.00794959
2000-10-11 00:00:00+00:00,-0.05637900
2000-10-12 00:00:00+00:00,-0.00991693
2000-10-13 00:00:00+00:00,-0.05431171
2000-10-16 00:00:00+00:00,0.04748214
2000-10-17 00:00:00+00:00,-0.02316105
2000-10-18 00:00:00+00:00,-0.05555851
2000-10-19 00:00:00+00:00,-0.02353670
2000-10-20 00:00:00+00:00,0.10633218
2000-10-23 00:00:00+00:00,0.00128876
2000-10-24 00:00:00+00:00,-0.00640787
2000-10-25 00:00:00+00:00,0.01878512
2000-10-26 00:00:00+00:00,0.00658230
2000-10-27 00:00:00+00:00,-0.03250495
2000-10-30 00:00:00+00:00,-0.01037428
2000-10-31 00:00:00+00:00,0.02698338
2000-11-01 00:00:00+00:00,0.05254287
2000-11-02 00:00:00+00:00,-0.00146828
2000-11-03 00:00:00+00:00,0.03365701
2000-11-06 00:00:00+00:00,-0.00361423
2000-11-07 00:00:00+00:00,0.03570215
2000-11-08 00:00:00+00:00,-0.03090437
2000-11-09 00:00:00+00:00,-0.01940911
2000-11-10 00:00:00+00:00,-0.02088029
2000-11-13 00:00:00+00:00,-0.07675593
2000-11-14 00:00:00+00:00,0.05890906
2000-11-15 00:00:00+00:00,-0.01583482
2000-11-16 00:00:00+00:00,0.02768075
2000-11-17 00:00:00+00:00,-0.02064975
2000-11-20 00:00:00+00:00,0.02563381
2000-11-21 00:00:00+00:00,-0.02750751
2000-11-22 00:00:00+00:00,-0.05920958
2000-11-23 00:00:00+00:00,-0.00561113
2000-11-24 00:00:00+00:00,-0.00905752
2000-11-27 00:00:00+00:00,0.01431220
2000-11-28 00:00:00+00:00,-0.00900669
2000-11-29 00:00:00+00:00,-0.02348739
2000-11-30 00:00:00+00:00,-0.00929671
2000-12-01 00:00:00+00:00,0.06496347
2000-12-04 00:00:00+00:00,0.00944741
2000-12-05 00:00:00+00:00,-0.00084854
2000-12-06 00:00:00+00:00,0.07969778
2000-12-07 00:00:00+00:00,-0.01371050
2000-12-08 00:00:00+00:00,0.02936149
2000-12-11 00:00:00+00:00,0.01602283
2000-12-12 00:00:00+00:00,-0.00734496
2000-12-13 00:00:00+00:00,0.04326316
2000-12-14 00:00:00+00:00,-0.02152341
2000-12-15 00:00:00+00:00,-0.08159102
2000-12-18 00:00:00+00:00,0.02174069
2000-12-19 00:00:00+00:00,0.00931135
2000-12-20 00:00:00+00:00,-0.03180072
2000-12-21 00:00:00+00:00,-0.02025684
2000-12-22 00:00:00+00:00,-0.00697161
2000-12-27 00:00:00+00:00,0.00378158
2000-12-28 00:00:00+00:00,0.00931448
2000-12-29 00:00:00+00:00,0.01592676
2001-01-02 00:00:00+00:00,-0.02100183
2001-01-03 00:00:00+00:00,-0.02528078
2001-01-04 00:00:00+00:00,0.08512609
2001-01-05 00:00:00+00:00,0.02536695
2001-01-08 00:00:00+00:00,-0.01034000
2001-01-09 00:00:00+00:00,0.01725883
2001-01-10 00:00:00+00:00,-0.01306980
2001-01-11 00:00:00+00:00,-0.04582521
2001-01-12 00:00:00+00:00,0.03633994
2001-01-15 00:00:00+00:00,-0.00737089
2001-01-16 00:00:00+00:00,0.01991394
2001-01-17 00:00:00+00:00,-0.02679526
2001-01-18 00:00:00+00:00,0.03797795
2001-01-19 00:00:00+00:00,0.05116472
2001-01-22 00:00:00+00:00,0.01065393
2001-01-23 00:00:00+00:00,0.00591363
2001-01-29 00:00:00+00:00,0.00594268
2001-01-30 00:00:00+00:00,-0.02514603
2001-01-31 00:00:00+00:00,0.01710088
2001-02-01 00:00:00+00:00,0.01322529
2001-02-02 00:00:00+00:00,-0.00347306
2001-02-05 00:00:00+00:00,-0.04218929
2001-02-06 00:00:00+00:00,0.01407461
2001-02-07 00:00:00+00:00,0.01761076
2001-02-08 00:00:00+00:00,-0.02281601
2001-02-09 00:00:00+00:00,0.00256765
2001-02-12 00:00:00+00:00,-0.02743601
2001-02-13 00:00:00+00:00,0.02226478
2001-02-14 00:00:00+00:00,0.00219061
2001-02-15 00:00:00+00:00,-0.01247183
2001-02-16 00:00:00+00:00,-0.03014271
2001-02-19 00:00:00+00:00,-0.00418214
2001-02-20 00:00:00+00:00,-0.00033040
2001-02-21 00:00:00+00:00,-0.02409044
2001-02-22 00:00:00+00:00,-0.04327115
2001-02-23 00:00:00+00:00,0.01657883
2001-02-26 00:00:00+00:00,-0.01080522
2001-02-27 00:00:00+00:00,-0.02409087
2001-02-28 00:00:00+00:00,0.00095372
2001-03-01 00:00:00+00:00,-0.06597961
2001-03-02 00:00:00+00:00,-0.05677781
2001-03-05 00:00:00+00:00,0.03518102
2001-03-06 00:00:00+00:00,0.02281755
2001-03-07 00:00:00+00:00,-0.03166270
2001-03-08 00:00:00+00:00,0.01864895
2001-03-09 00:00:00+00:00,-0.01098427
2001-03-12 00:00:00+00:00,-0.05491836
2001-03-13 00:00:00+00:00,-0.03821853
2001-03-14 00:00:00+00:00,-0.01319979
2001-03-15 00:00:00+00:00,0.02613213
2001-03-16 00:00:00+00:00,-0.00145280
2001-03-19 00:00:00+00:00,-0.00507658
2001-03-20 00:00:00+00:00,-0.03404842
2001-03-21 00:00:00+00:00,-0.03381179
2001-03-22 00:00:00+00:00,-0.07682417
2001-03-23 00:00:00+00:00,0.00952300
2001-03-26 00:00:00+00:00,0.03224185
2001-03-27 00:00:00+00:00,-0.03222565
2001-03-28 00:00:00+00:00,0.01568029
2001-03-29 00:00:00+00:00,-0.02025719
2001-03-30 00:00:00+00:00,0.02043781
2001-04-02 00:00:00+00:00,-0.02196681
2001-04-03 00:00:00+00:00,-0.02360149
2001-04-04 00:00:00+00:00,-0.07736109
2001-04-06 00:00:00+00:00,0.05844932
2001-04-09 00:00:00+00:00,-0.04175139
2001-04-10 00:00:00+00:00,0.00744188
2001-04-11 00:00:00+00:00,0.07783089
2001-04-12 00:00:00+00:00,0.04437696
2001-04-17 00:00:00+00:00,-0.07250407
2001-04-18 00:00:00+00:00,0.06749161
2001-04-19 00:00:00+00:00,0.09397303
2001-04-20 00:00:00+00:00,-0.01036894
2001-04-23 00:00:00+00:00,-0.01686876
2001-04-24 00:00:00+00:00,-0.00968114
2001-04-25 00:00:00+00:00,-0.00116125
2001-04-26 00:00:00+00:00,0.00133125
2001-04-27 00:00:00+00:00,0.01997693
2001-05-02 00:00:00+00:00,0.06207623
2001-05-03 00:00:00+00:00,-0.02135818
2001-05-04 00:00:00+00:00,-0.04778026
2001-05-07 00:00:00+00:00,0.03576241
2001-05-08 00:00:00+00:00,-0.01034671
2001-05-09 00:00:00+00:00,0.01005217
2001-05-10 00:00:00+00:00,0.00690189
2001-05-11 00:00:00+00:00,0.00048586
2001-05-14 00:00:00+00:00,-0.05956537
2001-05-15 00:00:00+00:00,0.01314730
2001-05-16 00:00:00+00:00,0.01735354
2001-05-17 00:00:00+00:00,0.03460314
2001-05-18 00:00:00+00:00,-0.02532809
2001-05-21 00:00:00+00:00,0.04267758
2001-05-22 00:00:00+00:00,0.01640563
2001-05-23 00:00:00+00:00,0.00314663
2001-05-24 00:00:00+00:00,-0.00405444
2001-05-25 00:00:00+00:00,-0.00724704
2001-05-28 00:00:00+00:00,0.00237352
2001-05-29 00:00:00+00:00,-0.01279440
2001-05-30 00:00:00+00:00,-0.01721921
2001-05-31 00:00:00+00:00,-0.00764861
2001-06-01 00:00:00+00:00,-0.01395862
2001-06-04 00:00:00+00:00,0.00611848
2001-06-05 00:00:00+00:00,0.04715552
2001-06-06 00:00:00+00:00,0.01194099
2001-06-07 00:00:00+00:00,0.02272960
2001-06-08 00:00:00+00:00,0.00541713
2001-06-11 00:00:00+00:00,-0.00907606
2001-06-12 00:00:00+00:00,-0.02345156
2001-06-13 00:00:00+00:00,-0.00193693
2001-06-14 00:00:00+00:00,-0.05533335
2001-06-15 00:00:00+00:00,-0.01402683
2001-06-18 00:00:00+00:00,-0.02571649
2001-06-19 00:00:00+00:00,0.04982272
2001-06-20 00:00:00+00:00,-0.05714213
2001-06-21 00:00:00+00:00,0.05833087
2001-06-22 00:00:00+00:00,-0.00537051
2001-06-26 00:00:00+00:00,-0.02011741
2001-06-27 00:00:00+00:00,0.00453078
2001-06-28 00:00:00+00:00,-0.01467896
2001-06-29 00:00:00+00:00,0.01555698
2001-07-03 00:00:00+00:00,0.02620236
2001-07-04 00:00:00+00:00,-0.00229676
2001-07-05 00:00:00+00:00,-0.02316514
2001-07-09 00:00:00+00:00,-0.05539992
2001-07-10 00:00:00+00:00,0.00985312
2001-07-11 00:00:00+00:00,-0.02410203
2001-07-12 00:00:00+00:00,0.01626365
2001-07-13 00:00:00+00:00,-0.00577345
2001-07-16 00:00:00+00:00,-0.00642177
2001-07-17 00:00:00+00:00,-0.01254460
2001-07-18 00:00:00+00:00,-0.01795986
2001-07-19 00:00:00+00:00,-0.02568043
2001-07-20 00:00:00+00:00,0.00781178
2001-07-23 00:00:00+00:00,-0.01203691
2001-07-24 00:00:00+00:00,-0.00173132
2001-07-26 00:00:00+00:00,-0.03643055
2001-07-27 00:00:00+00:00,0.02281360
2001-07-30 00:00:00+00:00,-0.01583622
2001-07-31 00:00:00+00:00,0.03757914
2001-08-01 00:00:00+00:00,0.02390334
2001-08-02 00:00:00+00:00,0.00441448
2001-08-03 00:00:00+00:00,-0.03811927
2001-08-06 00:00:00+00:00,-0.00985006
2001-08-07 00:00:00+00:00,-0.03542841
2001-08-08 00:00:00+00:00,-0.00612850
2001-08-09 00:00:00+00:00,-0.03380665
2001-08-10 00:00:00+00:00,0.00212735
2001-08-13 00:00:00+00:00,-0.01367725
2001-08-14 00:00:00+00:00,0.05538013
2001-08-15 00:00:00+00:00,0.03069576
2001-08-16 00:00:00+00:00,-0.06206299
2001-08-17 00:00:00+00:00,-0.01097883
2001-08-20 00:00:00+00:00,-0.05184755
2001-08-21 00:00:00+00:00,-0.00834508
2001-08-22 00:00:00+00:00,-0.01172205
2001-08-23 00:00:00+00:00,0.00247738
2001-08-24 00:00:00+00:00,-0.01662828
2001-08-27 00:00:00+00:00,0.01186495
2001-08-28 00:00:00+00:00,0.00701531
2001-08-29 00:00:00+00:00,-0.00847348
2001-08-30 00:00:00+00:00,0.01120727
2001-08-31 00:00:00+00:00,-0.02463626
2001-09-03 00:00:00+00:00,-0.03030437
2001-09-04 00:00:00+00:00,0.04699661
2001-09-05 00:00:00+00:00,-0.04635772
2001-09-06 00:00:00+00:00,-0.05617194
2001-09-07 00:00:00+00:00,-0.03704685
2001-09-10 00:00:00+00:00,-0.00066584
2001-09-11 00:00:00+00:00,-0.00421767
2001-09-12 00:00:00+00:00,-0.16871373
2001-09-13 00:00:00+00:00,0.02043724
2001-09-14 00:00:00+00:00,0.00865794
2001-09-17 00:00:00+00:00,-0.06740697
2001-09-18 00:00:00+00:00,-0.01153212
2001-09-19 00:00:00+00:00,0.05753583
2001-09-20 00:00:00+00:00,-0.05925519
2001-09-21 00:00:00+00:00,-0.07790025
2001-09-24 00:00:00+00:00,0.04150724
2001-09-25 00:00:00+00:00,-0.01095925
2001-09-26 00:00:00+00:00,0.01847574
2001-09-27 00:00:00+00:00,0.02574132
2001-09-28 00:00:00+00:00,0.04116729
2001-10-03 00:00:00+00:00,-0.02261667
2001-10-04 00:00:00+00:00,0.08361838
2001-10-05 00:00:00+00:00,0.00052253
2001-10-08 00:00:00+00:00,-0.06510527
2001-10-09 00:00:00+00:00,0.09479821
2001-10-10 00:00:00+00:00,-0.02733043
2001-10-11 00:00:00+00:00,0.05826211
2001-10-12 00:00:00+00:00,-0.05304326
2001-10-15 00:00:00+00:00,-0.02134589
2001-10-16 00:00:00+00:00,-0.01322494
2001-10-17 00:00:00+00:00,0.03314940
2001-10-18 00:00:00+00:00,-0.08286808
2001-10-19 00:00:00+00:00,-0.01801978
2001-10-22 00:00:00+00:00,0.00065517
2001-10-23 00:00:00+00:00,0.04886889
2001-10-24 00:00:00+00:00,0.00696728
2001-10-26 00:00:00+00:00,0.01521527
2001-10-29 00:00:00+00:00,-0.03345650
2001-10-30 00:00:00+00:00,-0.01685492
2001-10-31 00:00:00+00:00,-0.01223404
2001-11-01 00:00:00+00:00,0.02525941
2001-11-02 00:00:00+00:00,-0.00438776
2001-11-05 00:00:00+00:00,0.06003219
2001-11-06 00:00:00+00:00,-0.02017111
2001-11-07 00:00:00+00:00,-0.00749727
2001-11-08 00:00:00+00:00,0.05198766
2001-11-09 00:00:00+00:00,0.01168791
2001-11-12 00:00:00+00:00,-0.00484798
2001-11-13 00:00:00+00:00,0.01108880
2001-11-14 00:00:00+00:00,0.05107107
2001-11-15 00:00:00+00:00,0.05673158
2001-11-16 00:00:00+00:00,0.00866316
2001-11-19 00:00:00+00:00,0.00950764
2001-11-20 00:00:00+00:00,-0.02199229
2001-11-21 00:00:00+00:00,-0.00860623
2001-11-22 00:00:00+00:00,0.01595893
2001-11-23 00:00:00+00:00,0.00758148
2001-11-26 00:00:00+00:00,0.00585024
2001-11-27 00:00:00+00:00,-0.01187904
2001-11-28 00:00:00+00:00,-0.01778119
2001-11-29 00:00:00+00:00,-0.00131257
2001-11-30 00:00:00+00:00,0.02299508
2001-12-03 00:00:00+00:00,-0.03343733
2001-12-04 00:00:00+00:00,0.06185608
2001-12-05 00:00:00+00:00,0.04114537
2001-12-06 00:00:00+00:00,0.00217114
2001-12-07 00:00:00+00:00,0.02172901
2001-12-10 00:00:00+00:00,-0.00645604
2001-12-11 00:00:00+00:00,-0.01781276
2001-12-12 00:00:00+00:00,0.03847343
2001-12-13 00:00:00+00:00,-0.06987178
2001-12-14 00:00:00+00:00,-0.02366383
2001-12-17 00:00:00+00:00,0.01505468
2001-12-18 00:00:00+00:00,0.00309338
2001-12-19 00:00:00+00:00,0.01083539
2001-12-20 00:00:00+00:00,-0.00801430
2001-12-21 00:00:00+00:00,-0.06907860
2001-12-24 00:00:00+00:00,0.00940667
2001-12-27 00:00:00+00:00,0.01868605
2001-12-28 00:00:00+00:00,0.00336839
2001-12-31 00:00:00+00:00,-0.00729002
2002-01-02 00:00:00+00:00,-0.00259589
2002-01-03 00:00:00+00:00,0.00972631
2002-01-04 00:00:00+00:00,0.05508379
2002-01-07 00:00:00+00:00,0.02485168
2002-01-08 00:00:00+00:00,-0.02498280
2002-01-09 00:00:00+00:00,-0.05533221
2002-01-10 00:00:00+00:00,-0.02740580
2002-01-11 00:00:00+00:00,-0.01766086
2002-01-14 00:00:00+00:00,0.00300508
2002-01-15 00:00:00+00:00,-0.02905081
2002-01-16 00:00:00+00:00,-0.01231434
2002-01-17 00:00:00+00:00,0.01796974
2002-01-18 00:00:00+00:00,-0.01707452
2002-01-21 00:00:00+00:00,0.01778875
2002-01-22 00:00:00+00:00,-0.05032819
2002-01-23 00:00:00+00:00,-0.00181247
2002-01-24 00:00:00+00:00,-0.00330386
2002-01-25 00:00:00+00:00,0.01617558
2002-01-28 00:00:00+00:00,-0.00300624
2002-01-29 00:00:00+00:00,0.04208116
2002-01-30 00:00:00+00:00,-0.04857510
2002-01-31 00:00:00+00:00,-0.00237378
2002-02-01 00:00:00+00:00,-0.01708856
2002-02-04 00:00:00+00:00,0.02407761
2002-02-05 00:00:00+00:00,-0.03906451
2002-02-06 00:00:00+00:00,0.01281921
2002-02-07 00:00:00+00:00,-0.04185189
2002-02-08 00:00:00+00:00,0.02279275
2002-02-11 00:00:00+00:00,0.05994185
2002-02-15 00:00:00+00:00,0.03099954
2002-02-18 00:00:00+00:00,-0.00059310
2002-02-19 00:00:00+00:00,-0.03510167
2002-02-20 00:00:00+00:00,-0.01437432
2002-02-21 00:00:00+00:00,0.00320921
2002-02-22 00:00:00+00:00,-0.03050400
2002-02-25 00:00:00+00:00,-0.01561507
2002-02-26 00:00:00+00:00,0.00570224
2002-02-27 00:00:00+00:00,0.00614579
2002-02-28 00:00:00+00:00,-0.02040749
2002-03-01 00:00:00+00:00,-0.00575171
2002-03-04 00:00:00+00:00,0.05345730
2002-03-05 00:00:00+00:00,0.05024176
2002-03-06 00:00:00+00:00,0.01199692
2002-03-07 00:00:00+00:00,0.03285677
2002-03-08 00:00:00+00:00,0.01415185
2002-03-11 00:00:00+00:00,0.00370222
2002-03-12 00:00:00+00:00,-0.00245883
2002-03-13 00:00:00+00:00,-0.00549777
2002-03-14 00:00:00+00:00,0.00755833
2002-03-15 00:00:00+00:00,-0.02341958
2002-03-18 00:00:00+00:00,0.01303461
2002-03-19 00:00:00+00:00,-0.00032057
2002-03-20 00:00:00+00:00,-0.02873831
2002-03-21 00:00:00+00:00,-0.02533543
2002-03-22 00:00:00+00:00,0.00252881
2002-03-25 00:00:00+00:00,-0.00575852
2002-03-26 00:00:00+00:00,0.00198787
2002-03-27 00:00:00+00:00,0.02092662
2002-03-28 00:00:00+00:00,-0.00294508
2002-04-02 00:00:00+00:00,-0.03544900
2002-04-03 00:00:00+00:00,-0.00005025
2002-04-04 00:00:00+00:00,-0.00143493
2002-04-08 00:00:00+00:00,-0.02668377
2002-04-09 00:00:00+00:00,0.01138425
2002-04-10 00:00:00+00:00,-0.01365478
2002-04-11 00:00:00+00:00,0.02030049
2002-04-12 00:00:00+00:00,-0.02084659
2002-04-15 00:00:00+00:00,0.01215824
2002-04-16 00:00:00+00:00,0.00256181
2002-04-17 00:00:00+00:00,0.07028207
2002-04-18 00:00:00+00:00,0.01776542
2002-04-19 00:00:00+00:00,0.00155699
2002-04-22 00:00:00+00:00,-0.01038604
2002-04-23 00:00:00+00:00,0.01508803
2002-04-24 00:00:00+00:00,0.00577624
2002-04-25 00:00:00+00:00,-0.00302996
2002-04-26 00:00:00+00:00,0.00039144
2002-04-29 00:00:00+00:00,0.00188886
2002-04-30 00:00:00+00:00,0.02141977
2002-05-02 00:00:00+00:00,0.04704706
2002-05-03 00:00:00+00:00,0.00496765
2002-05-06 00:00:00+00:00,-0.00844826
2002-05-07 00:00:00+00:00,0.00864262
2002-05-08 00:00:00+00:00,0.00122347
2002-05-09 00:00:00+00:00,-0.02140427
2002-05-10 00:00:00+00:00,-0.00502046
2002-05-13 00:00:00+00:00,0.02356511
2002-05-14 00:00:00+00:00,-0.01320779
2002-05-15 00:00:00+00:00,0.02506814
2002-05-16 00:00:00+00:00,-0.00502712
2002-05-17 00:00:00+00:00,0.03487668
2002-05-21 00:00:00+00:00,-0.05948379
2002-05-22 00:00:00+00:00,0.02711492
2002-05-23 00:00:00+00:00,-0.01695496
2002-05-24 00:00:00+00:00,-0.00073538
2002-05-27 00:00:00+00:00,-0.00271486
2002-05-28 00:00:00+00:00,0.00098695
2002-05-29 00:00:00+00:00,-0.01840510
2002-05-30 00:00:00+00:00,-0.00092574
2002-05-31 00:00:00+00:00,-0.00268370
2002-06-03 00:00:00+00:00,-0.00251529
2002-06-04 00:00:00+00:00,-0.00216280
2002-06-05 00:00:00+00:00,0.01922588
2002-06-06 00:00:00+00:00,-0.00547173
2002-06-07 00:00:00+00:00,-0.01917833
