Date,NASDAQ
2000-08-31 00:00:00+00:00,0.06004172
2000-09-01 00:00:00+00:00,0.01164544
2000-09-05 00:00:00+00:00,-0.05799566
2000-09-06 00:00:00+00:00,-0.07159235
2000-09-07 00:00:00+00:00,0.04893223
2000-09-08 00:00:00+00:00,-0.07334387
2000-09-11 00:00:00+00:00,-0.04575925
2000-09-12 00:00:00+00:00,-0.03338199
2000-09-13 00:00:00+00:00,0.03970517
2000-09-14 00:00:00+00:00,-0.00095427
2000-09-15 00:00:00+00:00,-0.02212796
2000-09-18 00:00:00+00:00,-0.01764600
2000-09-19 00:00:00+00:00,0.04089013
2000-09-20 00:00:00+00:00,0.02599400
2000-09-21 00:00:00+00:00,-0.04612442
2000-09-22 00:00:00+00:00,0.00564490
2000-09-25 00:00:00+00:00,-0.02959458
2000-09-26 00:00:00+00:00,-0.05801114
2000-09-27 00:00:00+00:00,0.01558369
2000-09-28 00:00:00+00:00,0.06296885
2000-09-29 00:00:00+00:00,-0.07311118
2000-10-02 00:00:00+00:00,-0.05032378
2000-10-03 00:00:00+00:00,-0.07508709
2000-10-04 00:00:00+00:00,0.04613683
2000-10-05 00:00:00+00:00,0.00166935
2000-10-06 00:00:00+00:00,-0.07209942
2000-10-09 00:00:00+00:00,-0.00481755
2000-10-10 00:00:00+00:00,-0.11036575
2000-10-11 00:00:00+00:00,0.00563591
2000-10-12 00:00:00+00:00,-0.08186748
2000-10-13 00:00:00+00:00,0.14980899
2000-10-16 00:00:00+00:00,0.02453249
2000-10-17 00:00:00+00:00,-0.08798481
2000-10-18 00:00:00+00:00,-0.00935027
2000-10-19 00:00:00+00:00,0.12368844
2000-10-20 00:00:00+00:00,0.08595960
2000-10-23 00:00:00+00:00,-0.00277491
2000-10-24 00:00:00+00:00,-0.08615877
2000-10-25 00:00:00+00:00,-0.11568077
2000-10-26 00:00:00+00:00,0.04882061
2000-10-27 00:00:00+00:00,-0.00407336
2000-10-30 00:00:00+00:00,-0.07111163
2000-10-31 00:00:00+00:00,0.12250432
2000-11-01 00:00:00+00:00,-0.01930615
2000-11-02 00:00:00+00:00,0.03208374
2000-11-03 00:00:00+00:00,0.01950095
2000-11-06 00:00:00+00:00,-0.00617014
2000-11-07 00:00:00+00:00,-0.01772481
2000-11-08 00:00:00+00:00,-0.15289035
2000-11-09 00:00:00+00:00,-0.00298137
2000-11-10 00:00:00+00:00,-0.10797173
2000-11-13 00:00:00+00:00,-0.01972710
2000-11-14 00:00:00+00:00,0.13442531
2000-11-15 00:00:00+00:00,0.03969794
2000-11-16 00:00:00+00:00,-0.11564350
2000-11-17 00:00:00+00:00,0.00047735
2000-11-20 00:00:00+00:00,-0.08882418
2000-11-21 00:00:00+00:00,-0.00215679
2000-11-22 00:00:00+00:00,-0.08871658
2000-11-24 00:00:00+00:00,0.05342762
2000-11-27 00:00:00+00:00,0.03093584
2000-11-28 00:00:00+00:00,-0.11694518
2000-11-29 00:00:00+00:00,-0.07951666
2000-11-30 00:00:00+00:00,-0.00098830
2000-12-01 00:00:00+00:00,0.03138970
2000-12-04 00:00:00+00:00,-0.00972206
2000-12-05 00:00:00+00:00,0.21918289
2000-12-06 00:00:00+00:00,-0.07625278
2000-12-07 00:00:00+00:00,-0.04293659
2000-12-08 00:00:00+00:00,0.06612080
2000-12-11 00:00:00+00:00,0.16339079
2000-12-12 00:00:00+00:00,-0.07558568
2000-12-14 00:00:00+00:00,-0.06976813
2000-12-15 00:00:00+00:00,-0.02471356
2000-12-18 00:00:00+00:00,0.00348978
2000-12-19 00:00:00+00:00,-0.15349050
2000-12-20 00:00:00+00:00,-0.11471315
2000-12-21 00:00:00+00:00,0.01017637
2000-12-22 00:00:00+00:00,0.16065784
2000-12-26 00:00:00+00:00,0.00568555
2000-12-27 00:00:00+00:00,0.02465940
2000-12-28 00:00:00+00:00,-0.00437722
2000-12-29 00:00:00+00:00,-0.10190965
2001-01-02 00:00:00+00:00,-0.16738260
2001-01-03 00:00:00+00:00,0.32516083
2001-01-04 00:00:00+00:00,-0.03573460
2001-01-05 00:00:00+00:00,-0.15469806
2001-01-08 00:00:00+00:00,0.02686203
2001-01-09 00:00:00+00:00,-0.00167775
2001-01-10 00:00:00+00:00,0.10036343
2001-01-11 00:00:00+00:00,0.05902213
2001-01-12 00:00:00+00:00,0.02110549
2001-01-16 00:00:00+00:00,-0.03186880
2001-01-17 00:00:00+00:00,0.06482016
2001-01-18 00:00:00+00:00,0.08640113
2001-01-19 00:00:00+00:00,-0.00518797
2001-01-22 00:00:00+00:00,-0.00333763
2001-01-23 00:00:00+00:00,0.04700198
2001-01-24 00:00:00+00:00,-0.02148598
2001-01-25 00:00:00+00:00,-0.07583724
2001-01-26 00:00:00+00:00,0.02509833
2001-01-29 00:00:00+00:00,0.04518943
2001-01-30 00:00:00+00:00,-0.00626805
2001-01-31 00:00:00+00:00,-0.06947677
2001-02-01 00:00:00+00:00,0.01598346
2001-02-02 00:00:00+00:00,-0.10588323
2001-02-05 00:00:00+00:00,-0.00418826
2001-02-06 00:00:00+00:00,0.00627473
2001-02-07 00:00:00+00:00,-0.03812061
2001-02-08 00:00:00+00:00,-0.06197847
2001-02-09 00:00:00+00:00,-0.07725420
2001-02-12 00:00:00+00:00,0.02069212
2001-02-13 00:00:00+00:00,-0.06383608
2001-02-14 00:00:00+00:00,0.07939179
2001-02-15 00:00:00+00:00,0.03456607
2001-02-16 00:00:00+00:00,-0.11042910
2001-02-20 00:00:00+00:00,-0.08815941
2001-02-21 00:00:00+00:00,-0.05392370
2001-02-22 00:00:00+00:00,-0.02088961
2001-02-23 00:00:00+00:00,0.00519757
2001-02-26 00:00:00+00:00,0.04042054
2001-02-27 00:00:00+00:00,-0.12429676
2001-02-28 00:00:00+00:00,-0.06400935
2001-03-01 00:00:00+00:00,0.05884624
2001-03-02 00:00:00+00:00,-0.08847306
2001-03-05 00:00:00+00:00,0.03607498
2001-03-06 00:00:00+00:00,0.07841400
2001-03-07 00:00:00+00:00,0.00286830
2001-03-08 00:00:00+00:00,-0.04187769
2001-03-09 00:00:00+00:00,-0.13710625
2001-03-12 00:00:00+00:00,-0.12116197
2001-03-13 00:00:00+00:00,0.05074399
2001-03-14 00:00:00+00:00,-0.01700639
2001-03-15 00:00:00+00:00,-0.03362378
2001-03-16 00:00:00+00:00,-0.02546504
2001-03-19 00:00:00+00:00,0.04948870
2001-03-20 00:00:00+00:00,-0.13708039
2001-03-21 00:00:00+00:00,-0.00076130
2001-03-22 00:00:00+00:00,0.10467879
2001-03-23 00:00:00+00:00,0.01524350
2001-03-26 00:00:00+00:00,-0.04167255
2001-03-27 00:00:00+00:00,0.06524272
2001-03-28 00:00:00+00:00,-0.16496272
2001-03-29 00:00:00+00:00,-0.03741630
2001-03-30 00:00:00+00:00,0.01251012
2001-04-02 00:00:00+00:00,-0.09260094
2001-04-03 00:00:00+00:00,-0.15001275
2001-04-04 00:00:00+00:00,-0.03472561
2001-04-05 00:00:00+00:00,0.19703060
2001-04-06 00:00:00+00:00,-0.06088840
2001-04-09 00:00:00+00:00,0.04246167
2001-04-10 00:00:00+00:00,0.14757362
2001-04-11 00:00:00+00:00,0.05858999
2001-04-12 00:00:00+00:00,0.08618459
2001-04-16 00:00:00+00:00,-0.11591846
2001-04-17 00:00:00+00:00,0.05290755
2001-04-18 00:00:00+00:00,0.19896503
2001-04-19 00:00:00+00:00,0.12557799
2001-04-20 00:00:00+00:00,-0.00013769
2001-04-23 00:00:00+00:00,-0.13780239
2001-04-24 00:00:00+00:00,-0.03586870
2001-04-25 00:00:00+00:00,0.04072641
2001-04-26 00:00:00+00:00,-0.05392280
2001-04-27 00:00:00+00:00,0.05510692
2001-04-30 00:00:00+00:00,0.04566593
2001-05-01 00:00:00+00:00,0.04495101
2001-05-02 00:00:00+00:00,0.07593314
2001-05-03 00:00:00+00:00,-0.09608497
2001-05-04 00:00:00+00:00,0.05792655
2001-05-07 00:00:00+00:00,-0.03904033
2001-05-08 00:00:00+00:00,0.04270623
2001-05-09 00:00:00+00:00,-0.06955872
2001-05-10 00:00:00+00:00,-0.03610406
2001-05-11 00:00:00+00:00,-0.00854532
2001-05-14 00:00:00+00:00,-0.04537677
2001-05-15 00:00:00+00:00,0.02698463
2001-05-16 00:00:00+00:00,0.08735400
2001-05-17 00:00:00+00:00,0.02991822
2001-05-18 00:00:00+00:00,0.00869910
2001-05-21 00:00:00+00:00,0.12293012
2001-05-22 00:00:00+00:00,-0.00549137
2001-05-23 00:00:00+00:00,-0.08710880
2001-05-24 00:00:00+00:00,0.04889859
2001-05-25 00:00:00+00:00,-0.03751886
2001-05-29 00:00:00+00:00,-0.11468568
2001-05-30 00:00:00+00:00,-0.07715811
2001-05-31 00:00:00+00:00,0.01975205
2001-06-01 00:00:00+00:00,0.05366820
2001-06-04 00:00:00+00:00,-0.01039353
2001-06-05 00:00:00+00:00,0.08808858
2001-06-06 00:00:00+00:00,-0.01573068
2001-06-07 00:00:00+00:00,0.05097030
2001-06-08 00:00:00+00:00,-0.05534533
2001-06-11 00:00:00+00:00,-0.05505764
2001-06-12 00:00:00+00:00,-0.00958543
2001-06-13 00:00:00+00:00,-0.01858645
2001-06-14 00:00:00+00:00,-0.05374628
2001-06-15 00:00:00+00:00,0.01013210
2001-06-18 00:00:00+00:00,-0.01513778
2001-06-19 00:00:00+00:00,-0.00391292
2001-06-20 00:00:00+00:00,0.04471632
2001-06-21 00:00:00+00:00,0.02697852
2001-06-22 00:00:00+00:00,-0.00524680
2001-06-25 00:00:00+00:00,0.00443786
2001-06-26 00:00:00+00:00,0.00954997
2001-06-27 00:00:00+00:00,0.00723608
2001-06-28 00:00:00+00:00,0.03034482
2001-06-29 00:00:00+00:00,0.05267789
2001-07-02 00:00:00+00:00,-0.00446327
2001-07-03 00:00:00+00:00,0.00583884
2001-07-05 00:00:00+00:00,-0.09753335
2001-07-06 00:00:00+00:00,-0.08488587
2001-07-09 00:00:00+00:00,0.01947113
2001-07-10 00:00:00+00:00,-0.07307151
2001-07-11 00:00:00+00:00,0.02673294
2001-07-12 00:00:00+00:00,0.12215979
2001-07-13 00:00:00+00:00,0.00441153
2001-07-16 00:00:00+00:00,-0.06413500
2001-07-17 00:00:00+00:00,0.04491249
2001-07-18 00:00:00+00:00,-0.07335438
2001-07-19 00:00:00+00:00,0.04797179
2001-07-20 00:00:00+00:00,-0.04767771
2001-07-23 00:00:00+00:00,-0.04943016
2001-07-24 00:00:00+00:00,-0.02082826
2001-07-25 00:00:00+00:00,0.01248312
2001-07-26 00:00:00+00:00,0.02859994
2001-07-27 00:00:00+00:00,0.04024550
2001-07-30 00:00:00+00:00,-0.01312335
2001-07-31 00:00:00+00:00,0.01295169
2001-08-01 00:00:00+00:00,0.05362332
2001-08-02 00:00:00+00:00,0.04128732
2001-08-03 00:00:00+00:00,-0.03676791
2001-08-06 00:00:00+00:00,-0.03113531
2001-08-07 00:00:00+00:00,-0.01179249
2001-08-08 00:00:00+00:00,-0.08543881
2001-08-09 00:00:00+00:00,0.00783506
2001-08-10 00:00:00+00:00,-0.01903382
2001-08-13 00:00:00+00:00,0.03928367
2001-08-14 00:00:00+00:00,-0.02609110
2001-08-15 00:00:00+00:00,-0.07140040
2001-08-16 00:00:00+00:00,0.02049107
2001-08-17 00:00:00+00:00,-0.09111805
2001-08-20 00:00:00+00:00,0.02814624
2001-08-21 00:00:00+00:00,-0.08634733
2001-08-22 00:00:00+00:00,0.05712552
2001-08-23 00:00:00+00:00,-0.02120459
2001-08-24 00:00:00+00:00,0.10673275
2001-08-27 00:00:00+00:00,0.00240311
2001-08-28 00:00:00+00:00,-0.06325595
2001-08-29 00:00:00+00:00,-0.03239294
2001-08-30 00:00:00+00:00,-0.07200177
2001-08-31 00:00:00+00:00,0.02323614
2001-09-03 00:00:00+00:00,0.00123471
2001-09-04 00:00:00+00:00,-0.06350452
2001-09-05 00:00:00+00:00,-0.01099012
2001-09-06 00:00:00+00:00,-0.08010860
2001-09-07 00:00:00+00:00,-0.01369873
2001-09-10 00:00:00+00:00,0.02499945
2001-09-11 00:00:00+00:00,-0.00012061
2001-09-17 00:00:00+00:00,-0.08070434
2001-09-18 00:00:00+00:00,-0.02149691
2001-09-19 00:00:00+00:00,-0.02033728
2001-09-20 00:00:00+00:00,-0.03275895
2001-09-21 00:00:00+00:00,-0.02701847
2001-09-24 00:00:00+00:00,0.05006776
2001-09-25 00:00:00+00:00,0.01166140
2001-09-26 00:00:00+00:00,-0.07087135
2001-09-27 00:00:00+00:00,-0.01907833
2001-09-28 00:00:00+00:00,0.04694188
2001-10-01 00:00:00+00:00,-0.02647942
2001-10-02 00:00:00+00:00,0.00680461
2001-10-03 00:00:00+00:00,0.14902677
2001-10-04 00:00:00+00:00,0.02310800
2001-10-05 00:00:00+00:00,0.02560986
2001-10-08 00:00:00+00:00,0.00849839
2001-10-09 00:00:00+00:00,-0.04908111
2001-10-10 00:00:00+00:00,0.09317169
2001-10-11 00:00:00+00:00,0.12785760
2001-10-12 00:00:00+00:00,-0.01083096
2001-10-15 00:00:00+00:00,-0.00081335
2001-10-16 00:00:00+00:00,0.03230499
2001-10-17 00:00:00+00:00,-0.14603658
2001-10-18 00:00:00+00:00,0.05340465
2001-10-19 00:00:00+00:00,0.01479477
2001-10-22 00:00:00+00:00,0.05310356
2001-10-23 00:00:00+00:00,0.00782466
2001-10-24 00:00:00+00:00,0.04076905
2001-10-25 00:00:00+00:00,0.08034507
2001-10-26 00:00:00+00:00,-0.03892884
2001-10-29 00:00:00+00:00,-0.11135357
2001-10-30 00:00:00+00:00,-0.03838105
2001-10-31 00:00:00+00:00,0.03560018
2001-11-01 00:00:00+00:00,0.07661077
2001-11-02 00:00:00+00:00,0.01538905
2001-11-05 00:00:00+00:00,0.06518336
2001-11-06 00:00:00+00:00,0.07834854
2001-11-07 00:00:00+00:00,-0.00235819
2001-11-08 00:00:00+00:00,-0.02157309
2001-11-09 00:00:00+00:00,-0.00205671
2001-11-12 00:00:00+00:00,0.01573376
2001-11-13 00:00:00+00:00,0.06987523
2001-11-14 00:00:00+00:00,0.01570969
2001-11-15 00:00:00+00:00,-0.00948539
2001-11-16 00:00:00+00:00,-0.00386312
2001-11-19 00:00:00+00:00,0.05417390
2001-11-20 00:00:00+00:00,-0.09037948
2001-11-21 00:00:00+00:00,-0.00233686
2001-11-23 00:00:00+00:00,0.03404202
2001-11-26 00:00:00+00:00,0.04866372
2001-11-27 00:00:00+00:00,-0.00224766
2001-11-28 00:00:00+00:00,-0.07093666
2001-11-29 00:00:00+00:00,0.05893116
2001-11-30 00:00:00+00:00,-0.00880321
2001-12-03 00:00:00+00:00,-0.03887855
2001-12-04 00:00:00+00:00,0.09436863
2001-12-05 00:00:00+00:00,0.09772602
2001-12-06 00:00:00+00:00,0.00340685
2001-12-07 00:00:00+00:00,-0.05489236
2001-12-10 00:00:00+00:00,-0.03526054
2001-12-11 00:00:00+00:00,0.00963468
2001-12-12 00:00:00+00:00,0.01170095
2001-12-13 00:00:00+00:00,-0.04213608
2001-12-14 00:00:00+00:00,0.00898972
2001-12-17 00:00:00+00:00,0.01601166
2001-12-18 00:00:00+00:00,0.01211139
2001-12-19 00:00:00+00:00,-0.01926533
2001-12-20 00:00:00+00:00,-0.04229908
2001-12-21 00:00:00+00:00,0.01881606
2001-12-24 00:00:00+00:00,-0.00538139
2001-12-26 00:00:00+00:00,0.02014219
2001-12-27 00:00:00+00:00,0.01553602
2001-12-28 00:00:00+00:00,0.01293652
2001-12-31 00:00:00+00:00,-0.04995565
2002-01-02 00:00:00+00:00,0.04286418
2002-01-03 00:00:00+00:00,0.06916372
2002-01-04 00:00:00+00:00,0.00769399
2002-01-07 00:00:00+00:00,-0.02092455
2002-01-08 00:00:00+00:00,0.01316224
2002-01-09 00:00:00+00:00,-0.02100431
2002-01-10 00:00:00+00:00,0.01321536
2002-01-11 00:00:00+00:00,-0.02348525
2002-01-14 00:00:00+00:00,-0.04562609
2002-01-15 00:00:00+00:00,0.01981293
2002-01-16 00:00:00+00:00,-0.07669099
2002-01-17 00:00:00+00:00,0.03831127
2002-01-18 00:00:00+00:00,-0.04841264
2002-01-22 00:00:00+00:00,-0.06183416
2002-01-23 00:00:00+00:00,0.05236146
2002-01-24 00:00:00+00:00,0.02676494
2002-01-25 00:00:00+00:00,-0.00582226
2002-01-28 00:00:00+00:00,0.01272092
2002-01-29 00:00:00+00:00,-0.05413314
2002-01-30 00:00:00+00:00,0.01495304
2002-01-31 00:00:00+00:00,0.01548933
2002-02-01 00:00:00+00:00,-0.02389724
2002-02-04 00:00:00+00:00,-0.06262063
2002-02-05 00:00:00+00:00,-0.03370453
2002-02-06 00:00:00+00:00,-0.01444311
2002-02-07 00:00:00+00:00,-0.05037161
2002-02-08 00:00:00+00:00,0.05539851
2002-02-11 00:00:00+00:00,0.02502394
2002-02-12 00:00:00+00:00,-0.01637292
2002-02-13 00:00:00+00:00,0.03517019
2002-02-14 00:00:00+00:00,-0.00108920
2002-02-15 00:00:00+00:00,-0.06167492
2002-02-19 00:00:00+00:00,-0.06327409
2002-02-20 00:00:00+00:00,0.02681172
2002-02-21 00:00:00+00:00,-0.09385175
2002-02-22 00:00:00+00:00,0.01699534
2002-02-25 00:00:00+00:00,0.07169069
2002-02-26 00:00:00+00:00,-0.00576550
2002-02-27 00:00:00+00:00,-0.02752084
2002-02-28 00:00:00+00:00,-0.03367791
2002-03-01 00:00:00+00:00,0.11164316
2002-03-04 00:00:00+00:00,0.07962687
2002-03-05 00:00:00+00:00,0.01531932
2002-03-06 00:00:00+00:00,0.00988603
2002-03-07 00:00:00+00:00,-0.00107235
2002-03-08 00:00:00+00:00,0.05880088
2002-03-11 00:00:00+00:00,-0.01036422
2002-03-12 00:00:00+00:00,-0.02850577
2002-03-13 00:00:00+00:00,-0.01875828
2002-03-14 00:00:00+00:00,-0.00472446
2002-03-15 00:00:00+00:00,0.00900695
2002-03-18 00:00:00+00:00,0.00460356
2002-03-19 00:00:00+00:00,-0.00071209
2002-03-20 00:00:00+00:00,-0.07389890
2002-03-21 00:00:00+00:00,0.05387003
2002-03-22 00:00:00+00:00,-0.01346888
2002-03-25 00:00:00+00:00,-0.06350897
2002-03-26 00:00:00+00:00,0.01593555
2002-03-27 00:00:00+00:00,-0.01320725
2002-03-28 00:00:00+00:00,0.02982175
2002-04-01 00:00:00+00:00,0.03280709
2002-04-02 00:00:00+00:00,-0.09310442
2002-04-03 00:00:00+00:00,-0.00149482
2002-04-04 00:00:00+00:00,-0.01422989
2002-04-05 00:00:00+00:00,-0.02074268
2002-04-08 00:00:00+00:00,0.02007861
2002-04-09 00:00:00+00:00,-0.06707851
2002-04-10 00:00:00+00:00,0.01393313
2002-04-11 00:00:00+00:00,-0.05024372
2002-04-12 00:00:00+00:00,0.03221574
2002-04-15 00:00:00+00:00,0.01322483
2002-04-16 00:00:00+00:00,0.08178540
2002-04-17 00:00:00+00:00,-0.00854185
2002-04-18 00:00:00+00:00,-0.03478149
2002-04-19 00:00:00+00:00,0.00208294
2002-04-22 00:00:00+00:00,-0.05155483
2002-04-23 00:00:00+00:00,-0.03480401
2002-04-24 00:00:00+00:00,-0.03240977
2002-04-25 00:00:00+00:00,-0.00237220
2002-04-26 00:00:00+00:00,-0.08462454
2002-04-29 00:00:00+00:00,-0.00207742
2002-04-30 00:00:00+00:00,0.04628257
2002-05-01 00:00:00+00:00,-0.01336158
2002-05-02 00:00:00+00:00,-0.06771699
2002-05-03 00:00:00+00:00,-0.05134124
2002-05-06 00:00:00+00:00,-0.05394283
2002-05-07 00:00:00+00:00,-0.01638207
2002-05-08 00:00:00+00:00,0.21618292
2002-05-09 00:00:00+00:00,-0.05472514
2002-05-10 00:00:00+00:00,-0.09157311
2002-05-13 00:00:00+00:00,0.08570549
2002-05-14 00:00:00+00:00,0.11725810
2002-05-15 00:00:00+00:00,0.01211042
2002-05-16 00:00:00+00:00,0.00446396
