Date,OAT
2013-05-10 00:00:00+00:00,-0.01547906
2013-05-13 00:00:00+00:00,0.00238096
2013-05-14 00:00:00+00:00,-0.00021845
2013-05-15 00:00:00+00:00,-0.00029039
2013-05-16 00:00:00+00:00,0.00851146
2013-05-17 00:00:00+00:00,0.00473967
2013-05-20 00:00:00+00:00,-0.00315543
2013-05-21 00:00:00+00:00,-0.00818518
2013-05-22 00:00:00+00:00,0.00417863
2013-05-23 00:00:00+00:00,-0.00589992
2013-05-24 00:00:00+00:00,-0.00231039
2013-05-27 00:00:00+00:00,-0.00267417
2013-05-28 00:00:00+00:00,-0.00578784
2013-05-29 00:00:00+00:00,-0.00812506
2013-05-30 00:00:00+00:00,-0.00327865
2013-05-31 00:00:00+00:00,0.00131123
2013-06-03 00:00:00+00:00,-0.00269925
2013-06-04 00:00:00+00:00,-0.00065895
2013-06-05 00:00:00+00:00,-0.01015108
2013-06-06 00:00:00+00:00,-0.00486974
2013-06-07 00:00:00+00:00,-0.00059425
2013-06-10 00:00:00+00:00,-0.00370964
2013-06-11 00:00:00+00:00,-0.00305345
2013-06-12 00:00:00+00:00,0.00044669
2013-06-13 00:00:00+00:00,0.00283491
2013-06-14 00:00:00+00:00,0.00580403
2013-06-17 00:00:00+00:00,0.00029472
2013-06-18 00:00:00+00:00,-0.00333037
2013-06-19 00:00:00+00:00,0.00200260
2013-06-20 00:00:00+00:00,-0.01266808
2013-06-21 00:00:00+00:00,-0.00540302
2013-06-24 00:00:00+00:00,-0.01131647
2013-06-25 00:00:00+00:00,-0.02815466
2013-06-26 00:00:00+00:00,0.00686310
2013-06-27 00:00:00+00:00,0.00416543
2013-06-28 00:00:00+00:00,-0.00052913
2013-07-01 00:00:00+00:00,0.00150865
2013-07-02 00:00:00+00:00,0.00120487
2013-07-03 00:00:00+00:00,0.00150456
2013-07-04 00:00:00+00:00,0.00195332
2013-07-05 00:00:00+00:00,-0.00135157
2013-07-08 00:00:00+00:00,0.02261161
2013-07-09 00:00:00+00:00,0.00239455
2013-07-10 00:00:00+00:00,0.00052185
2013-07-11 00:00:00+00:00,0.00111923
2013-07-12 00:00:00+00:00,0.00373168
2013-07-15 00:00:00+00:00,-0.00193493
2013-07-16 00:00:00+00:00,0.00111669
2013-07-17 00:00:00+00:00,0.00037127
2013-07-18 00:00:00+00:00,0.00193382
2013-07-19 00:00:00+00:00,-0.00156030
2013-07-22 00:00:00+00:00,-0.00067043
2013-07-23 00:00:00+00:00,-0.00089396
2013-07-24 00:00:00+00:00,-0.00476864
2013-07-25 00:00:00+00:00,-0.00104869
2013-07-26 00:00:00+00:00,0.00044904
2013-07-29 00:00:00+00:00,0.00022386
2013-07-30 00:00:00+00:00,0.00082274
2013-07-31 00:00:00+00:00,0.00179468
2013-08-01 00:00:00+00:00,0.00052169
2013-08-02 00:00:00+00:00,0.00216384
2013-08-05 00:00:00+00:00,-0.00387464
2013-08-06 00:00:00+00:00,-0.00015096
2013-08-07 00:00:00+00:00,0.00171887
2013-08-08 00:00:00+00:00,0.00179044
2013-08-09 00:00:00+00:00,0.00081845
2013-08-12 00:00:00+00:00,0.00029655
2013-08-13 00:00:00+00:00,-0.01527840
2013-08-14 00:00:00+00:00,-0.00218176
2013-08-15 00:00:00+00:00,-0.01201324
2013-08-16 00:00:00+00:00,0.00113043
2013-08-19 00:00:00+00:00,-0.00452610
2013-08-20 00:00:00+00:00,0.00219244
2013-08-21 00:00:00+00:00,-0.00271835
2013-08-22 00:00:00+00:00,-0.00544852
2013-08-23 00:00:00+00:00,0.00015013
2013-08-26 00:00:00+00:00,0.00462743
2013-08-27 00:00:00+00:00,0.00332896
2013-08-28 00:00:00+00:00,-0.00348049
2013-08-29 00:00:00+00:00,0.00272323
2013-08-30 00:00:00+00:00,-0.00355503
2013-09-02 00:00:00+00:00,-0.00355813
2013-09-03 00:00:00+00:00,-0.00341465
2013-09-04 00:00:00+00:00,-0.01261725
2013-09-05 00:00:00+00:00,-0.00685107
2013-09-06 00:00:00+00:00,0.00619954
2013-09-09 00:00:00+00:00,-0.00254249
2013-09-10 00:00:00+00:00,-0.00463377
2013-09-11 00:00:00+00:00,0.00255942
2013-09-12 00:00:00+00:00,0.00348153
2013-09-13 00:00:00+00:00,0.00123331
2013-09-16 00:00:00+00:00,0.00308043
2013-09-17 00:00:00+00:00,0.00046041
2013-09-18 00:00:00+00:00,-0.00092123
2013-09-19 00:00:00+00:00,0.00691322
2013-09-20 00:00:00+00:00,-0.00114476
2013-09-23 00:00:00+00:00,0.00213798
2013-09-24 00:00:00+00:00,0.00518183
2013-09-25 00:00:00+00:00,0.00189496
2013-09-26 00:00:00+00:00,-0.00121098
2013-09-27 00:00:00+00:00,0.00242405
2013-09-30 00:00:00+00:00,0.00143571
2013-10-01 00:00:00+00:00,-0.00022728
2013-10-02 00:00:00+00:00,-0.00030275
2013-10-03 00:00:00+00:00,-0.00158671
2013-10-04 00:00:00+00:00,-0.00045460
2013-10-07 00:00:00+00:00,0.00211782
2013-10-08 00:00:00+00:00,-0.00105871
2013-10-09 00:00:00+00:00,0.00007432
2013-10-10 00:00:00+00:00,-0.00294932
2013-10-11 00:00:00+00:00,0.00136267
2013-10-14 00:00:00+00:00,0.00014951
2013-10-15 00:00:00+00:00,-0.00310714
2013-10-16 00:00:00+00:00,-0.00159721
2013-10-17 00:00:00+00:00,0.00425754
2013-10-18 00:00:00+00:00,0.00310404
2013-10-21 00:00:00+00:00,-0.00060508
2013-10-22 00:00:00+00:00,0.00566438
2013-10-23 00:00:00+00:00,0.00292848
2013-10-24 00:00:00+00:00,-0.00000099
2013-10-25 00:00:00+00:00,0.00089776
2013-10-28 00:00:00+00:00,0.00089674
2013-10-29 00:00:00+00:00,0.00164347
2013-10-30 00:00:00+00:00,0.00276048
2013-10-31 00:00:00+00:00,0.00245522
2013-11-01 00:00:00+00:00,0.00014737
2013-11-04 00:00:00+00:00,0.00059250
2013-11-05 00:00:00+00:00,-0.00709012
2013-11-06 00:00:00+00:00,-0.00230620
2013-11-07 00:00:00+00:00,0.00267856
2013-11-08 00:00:00+00:00,-0.00018816
2013-11-11 00:00:00+00:00,-0.00097227
2013-11-12 00:00:00+00:00,-0.00500209
2013-11-13 00:00:00+00:00,0.00517966
2013-11-14 00:00:00+00:00,0.01010747
2013-11-15 00:00:00+00:00,-0.00155073
2013-11-18 00:00:00+00:00,0.00139767
2013-11-19 00:00:00+00:00,-0.00453244
2013-11-20 00:00:00+00:00,-0.00074438
2013-11-21 00:00:00+00:00,-0.00127020
2013-11-22 00:00:00+00:00,0.00185978
2013-11-25 00:00:00+00:00,0.00334688
2013-11-26 00:00:00+00:00,0.00490182
2013-11-27 00:00:00+00:00,-0.00141104
2013-11-28 00:00:00+00:00,0.00051674
2013-11-29 00:00:00+00:00,0.00296429
2013-12-02 00:00:00+00:00,-0.00429775
2013-12-03 00:00:00+00:00,0.00459863
2013-12-04 00:00:00+00:00,-0.01658504
2013-12-05 00:00:00+00:00,-0.00384061
2013-12-06 00:00:00+00:00,0.00014945
2013-12-09 00:00:00+00:00,0.00014914
2013-12-10 00:00:00+00:00,-0.00162621
2013-12-11 00:00:00+00:00,0.00097830
2013-12-12 00:00:00+00:00,-0.00022808
2013-12-13 00:00:00+00:00,-0.00030444
2013-12-16 00:00:00+00:00,0.00131697
2013-12-17 00:00:00+00:00,0.00018599
2013-12-18 00:00:00+00:00,-0.00083200
2013-12-19 00:00:00+00:00,-0.00175781
2013-12-20 00:00:00+00:00,-0.00141968
2013-12-23 00:00:00+00:00,-0.00181525
2013-12-27 00:00:00+00:00,-0.01036648
2013-12-30 00:00:00+00:00,-0.00365677
2014-01-02 00:00:00+00:00,0.00054896
2014-01-03 00:00:00+00:00,0.00052949
2014-01-06 00:00:00+00:00,0.00197383
2014-01-07 00:00:00+00:00,0.00257669
2014-01-08 00:00:00+00:00,0.00707665
2014-01-09 00:00:00+00:00,-0.00430421
2014-01-10 00:00:00+00:00,0.00417399
2014-01-13 00:00:00+00:00,0.00408181
2014-01-14 00:00:00+00:00,0.00364472
2014-01-15 00:00:00+00:00,0.00080160
2014-01-16 00:00:00+00:00,0.00331679
2014-01-17 00:00:00+00:00,0.00145451
2014-01-20 00:00:00+00:00,0.00164671
2014-01-21 00:00:00+00:00,0.00128015
2014-01-22 00:00:00+00:00,-0.00191082
2014-01-23 00:00:00+00:00,0.00164894
2014-01-24 00:00:00+00:00,0.00408144
2014-01-27 00:00:00+00:00,0.00540664
2014-01-28 00:00:00+00:00,-0.00007666
2014-01-29 00:00:00+00:00,0.00125654
2014-01-30 00:00:00+00:00,0.00319622
2014-01-31 00:00:00+00:00,0.01305444
2014-02-03 00:00:00+00:00,0.00391959
2014-02-04 00:00:00+00:00,-0.00105084
2014-02-05 00:00:00+00:00,0.00025534
2014-02-06 00:00:00+00:00,-0.00934472
2014-02-07 00:00:00+00:00,0.00507420
2014-02-10 00:00:00+00:00,-0.00392990
2014-02-11 00:00:00+00:00,-0.00195228
2014-02-12 00:00:00+00:00,-0.00348745
2014-02-13 00:00:00+00:00,0.00548431
2014-02-14 00:00:00+00:00,-0.00162742
2014-02-17 00:00:00+00:00,-0.00181348
2014-02-18 00:00:00+00:00,0.00665362
2014-02-19 00:00:00+00:00,0.00191683
2014-02-20 00:00:00+00:00,-0.00634525
2014-02-21 00:00:00+00:00,0.00735980
2014-02-24 00:00:00+00:00,-0.00110768
2014-02-25 00:00:00+00:00,0.00530775
2014-02-26 00:00:00+00:00,0.00779435
2014-02-27 00:00:00+00:00,0.01040171
2014-02-28 00:00:00+00:00,-0.01020547
2014-03-03 00:00:00+00:00,0.00768962
2014-03-04 00:00:00+00:00,-0.00343203
2014-03-05 00:00:00+00:00,-0.01228387
2014-03-06 00:00:00+00:00,-0.00525646
2014-03-07 00:00:00+00:00,0.00137501
2014-03-10 00:00:00+00:00,0.00085293
2014-03-11 00:00:00+00:00,-0.00148619
2014-03-12 00:00:00+00:00,0.00341881
2014-03-13 00:00:00+00:00,0.00399978
2014-03-14 00:00:00+00:00,0.00073653
2014-03-17 00:00:00+00:00,-0.00029639
2014-03-18 00:00:00+00:00,0.00055171
2014-03-19 00:00:00+00:00,-0.00320876
2014-03-20 00:00:00+00:00,-0.00140701
2014-03-21 00:00:00+00:00,0.00199837
2014-03-25 00:00:00+00:00,0.00421207
2014-03-26 00:00:00+00:00,0.00205969
2014-03-27 00:00:00+00:00,0.00337800
2014-03-28 00:00:00+00:00,-0.00087967
2014-03-31 00:00:00+00:00,-0.00117369
2014-04-01 00:00:00+00:00,-0.00212863
2014-04-02 00:00:00+00:00,-0.00272075
2014-04-03 00:00:00+00:00,0.00213729
2014-04-07 00:00:00+00:00,0.00558986
2014-04-08 00:00:00+00:00,-0.00150048
2014-04-10 00:00:00+00:00,0.00391864
2014-04-11 00:00:00+00:00,0.00014490
2014-04-14 00:00:00+00:00,-0.00036582
2014-04-15 00:00:00+00:00,0.00591142
2014-04-16 00:00:00+00:00,-0.00079912
2014-04-17 00:00:00+00:00,-0.00443076
2014-04-22 00:00:00+00:00,0.00029093
2014-04-23 00:00:00+00:00,0.00065575
2014-04-24 00:00:00+00:00,-0.00051055
2014-04-25 00:00:00+00:00,0.00306192
2014-04-28 00:00:00+00:00,-0.00130906
2014-04-29 00:00:00+00:00,-0.00021892
2014-04-30 00:00:00+00:00,0.00356657
2014-05-02 00:00:00+00:00,0.00232073
2014-05-05 00:00:00+00:00,-0.00195489
2014-05-06 00:00:00+00:00,0.00115956
2014-05-07 00:00:00+00:00,-0.00079760
2014-05-08 00:00:00+00:00,0.00442098
2014-05-09 00:00:00+00:00,-0.00086683
2014-05-12 00:00:00+00:00,-0.00079541
2014-05-13 00:00:00+00:00,0.00346919
2014-05-14 00:00:00+00:00,0.00533033
2014-05-15 00:00:00+00:00,0.00343892
2014-05-16 00:00:00+00:00,-0.00157166
2014-05-19 00:00:00+00:00,-0.00186037
2014-05-20 00:00:00+00:00,-0.00229393
2014-05-21 00:00:00+00:00,-0.00036010
2014-05-22 00:00:00+00:00,-0.00517414
2014-05-23 00:00:00+00:00,-0.00007333
2014-05-26 00:00:00+00:00,-0.00021685
2014-05-27 00:00:00+00:00,0.00519766
2014-05-28 00:00:00+00:00,0.01054575
2014-05-29 00:00:00+00:00,-0.00298890
2014-05-30 00:00:00+00:00,-0.00441986
2014-06-02 00:00:00+00:00,-0.00135807
2014-06-03 00:00:00+00:00,-0.00628846
2014-06-04 00:00:00+00:00,-0.01360093
2014-06-05 00:00:00+00:00,0.00499420
2014-06-06 00:00:00+00:00,0.00614425
2014-06-09 00:00:00+00:00,0.00028643
2014-06-10 00:00:00+00:00,-0.00445469
2014-06-11 00:00:00+00:00,0.00021541
2014-06-12 00:00:00+00:00,0.00014315
2014-06-13 00:00:00+00:00,0.00086456
2014-06-16 00:00:00+00:00,0.00144021
2014-06-17 00:00:00+00:00,-0.00028898
2014-06-18 00:00:00+00:00,-0.00129641
2014-06-19 00:00:00+00:00,0.00533315
2014-06-20 00:00:00+00:00,-0.00086083
2014-06-23 00:00:00+00:00,0.00071686
2014-06-24 00:00:00+00:00,0.00215031
2014-06-25 00:00:00+00:00,0.00515099
2014-06-26 00:00:00+00:00,0.00120929
2014-06-27 00:00:00+00:00,-0.00170714
2014-06-30 00:00:00+00:00,0.00078215
2014-07-01 00:00:00+00:00,0.00035469
2014-07-02 00:00:00+00:00,-0.00391321
2014-07-03 00:00:00+00:00,-0.00053592
2014-07-04 00:00:00+00:00,0.00475159
2014-07-07 00:00:00+00:00,-0.00021427
2014-07-08 00:00:00+00:00,0.00391145
2014-07-09 00:00:00+00:00,-0.00099270
2014-07-10 00:00:00+00:00,0.00099241
2014-07-11 00:00:00+00:00,-0.00007142
2014-07-14 00:00:00+00:00,-0.00056760
2014-07-15 00:00:00+00:00,0.00113373
2014-07-16 00:00:00+00:00,0.00141573
2014-07-17 00:00:00+00:00,0.00318204
2014-07-18 00:00:00+00:00,-0.00063490
2014-07-21 00:00:00+00:00,0.00183331
2014-07-22 00:00:00+00:00,-0.00091614
2014-07-23 00:00:00+00:00,0.00246600
2014-07-24 00:00:00+00:00,-0.00267224
2014-07-25 00:00:00+00:00,0.00190244
2014-07-28 00:00:00+00:00,0.00028066
2014-07-29 00:00:00+00:00,0.00295322
2014-07-30 00:00:00+00:00,-0.00427899
2014-07-31 00:00:00+00:00,0.00186576
2014-08-06 00:00:00+00:00,0.00214349
2014-08-07 00:00:00+00:00,0.00129710
2014-08-08 00:00:00+00:00,0.00350230
2014-08-11 00:00:00+00:00,-0.00150186
2014-08-12 00:00:00+00:00,0.00048861
2014-08-13 00:00:00+00:00,0.00510071
2014-08-14 00:00:00+00:00,0.00194714
2014-08-15 00:00:00+00:00,0.00417183
2014-08-18 00:00:00+00:00,-0.00498796
2014-08-19 00:00:00+00:00,0.00194835
2014-08-20 00:00:00+00:00,0.00472369
2014-08-21 00:00:00+00:00,-0.00069485
2014-08-22 00:00:00+00:00,0.00152629
2014-08-25 00:00:00+00:00,0.00956280
2014-08-26 00:00:00+00:00,0.00455237
2014-08-27 00:00:00+00:00,0.00385413
2014-08-28 00:00:00+00:00,0.00219691
2014-08-29 00:00:00+00:00,-0.00240328
2014-09-01 00:00:00+00:00,-0.00072282
2014-09-02 00:00:00+00:00,-0.00759774
2014-09-03 00:00:00+00:00,-0.00227822
2014-09-04 00:00:00+00:00,-0.00980948
2014-09-05 00:00:00+00:00,0.00278940
2014-09-08 00:00:00+00:00,-0.00236575
2014-09-09 00:00:00+00:00,-0.00383545
2014-09-10 00:00:00+00:00,-0.00056051
2014-09-11 00:00:00+00:00,-0.00329205
2014-09-12 00:00:00+00:00,-0.00217861
2014-09-15 00:00:00+00:00,0.00042209
2014-09-16 00:00:00+00:00,0.00014022
2014-09-17 00:00:00+00:00,0.00267386
2014-09-18 00:00:00+00:00,-0.00301860
2014-09-19 00:00:00+00:00,0.00443487
2014-09-22 00:00:00+00:00,0.00259326
2014-09-23 00:00:00+00:00,-0.00048973
2014-09-24 00:00:00+00:00,0.00097873
2014-09-25 00:00:00+00:00,0.00153700
2014-09-26 00:00:00+00:00,0.00027872
2014-09-29 00:00:00+00:00,0.00146438
2014-09-30 00:00:00+00:00,0.00125302
2014-10-01 00:00:00+00:00,0.00382532
2014-10-02 00:00:00+00:00,-0.00221787
2014-10-03 00:00:00+00:00,-0.00027821
2014-10-06 00:00:00+00:00,0.00062480
2014-10-07 00:00:00+00:00,-0.00076409
2014-10-08 00:00:00+00:00,-0.00013923
2014-10-09 00:00:00+00:00,0.00152846
2014-10-10 00:00:00+00:00,-0.00027780
2014-10-13 00:00:00+00:00,-0.00069429
2014-10-14 00:00:00+00:00,0.00513897
2014-10-15 00:00:00+00:00,0.01278201
2014-10-16 00:00:00+00:00,-0.01856067
2014-10-17 00:00:00+00:00,-0.00201707
2014-10-20 00:00:00+00:00,-0.00027927
2014-10-21 00:00:00+00:00,0.00069598
2014-10-22 00:00:00+00:00,0.00048674
2014-10-23 00:00:00+00:00,-0.00097426
2014-10-24 00:00:00+00:00,-0.00069675
2014-10-27 00:00:00+00:00,0.00160273
2014-10-28 00:00:00+00:00,0.00069529
2014-10-29 00:00:00+00:00,0.00062527
2014-10-30 00:00:00+00:00,0.00361334
2014-10-31 00:00:00+00:00,0.00727024
2014-11-03 00:00:00+00:00,0.00186138
2014-11-04 00:00:00+00:00,0.00255569
2014-11-05 00:00:00+00:00,-0.00158625
2014-11-06 00:00:00+00:00,0.00048269
2014-11-07 00:00:00+00:00,0.00006837
2014-11-10 00:00:00+00:00,-0.00158775
2014-11-11 00:00:00+00:00,0.00179393
2014-11-12 00:00:00+00:00,0.00082580
2014-11-13 00:00:00+00:00,0.00089549
2014-11-14 00:00:00+00:00,0.00309831
2014-11-17 00:00:00+00:00,-0.00061957
2014-11-18 00:00:00+00:00,-0.00048266
2014-11-19 00:00:00+00:00,-0.00454162
2014-11-20 00:00:00+00:00,0.00710790
2014-11-21 00:00:00+00:00,0.00494616
2014-11-24 00:00:00+00:00,-0.00061794
2014-11-25 00:00:00+00:00,0.00760906
2014-11-26 00:00:00+00:00,0.00238949
2014-11-27 00:00:00+00:00,0.00798131
2014-11-28 00:00:00+00:00,0.00135789
2014-12-01 00:00:00+00:00,-0.00631564
2014-12-02 00:00:00+00:00,-0.00129560
2014-12-03 00:00:00+00:00,0.00020303
2014-12-04 00:00:00+00:00,-0.01111390
2014-12-05 00:00:00+00:00,-0.00124145
2014-12-08 00:00:00+00:00,0.00462447
2014-12-09 00:00:00+00:00,-0.00006977
2014-12-10 00:00:00+00:00,0.00054888
2014-12-11 00:00:00+00:00,0.00054858
2014-12-12 00:00:00+00:00,0.00391186
2014-12-15 00:00:00+00:00,-0.00027399
2014-12-16 00:00:00+00:00,0.02510245
2014-12-17 00:00:00+00:00,0.00088572
2014-12-18 00:00:00+00:00,-0.00197837
2014-12-19 00:00:00+00:00,0.00116044
2014-12-22 00:00:00+00:00,0.00054525
2014-12-23 00:00:00+00:00,0.00068121
2014-12-29 00:00:00+00:00,0.00258943
2014-12-30 00:00:00+00:00,0.00081488
2015-01-02 00:00:00+00:00,0.01059511
2015-01-05 00:00:00+00:00,-0.00731108
2015-01-06 00:00:00+00:00,0.01409919
2015-01-07 00:00:00+00:00,-0.00297258
2015-01-08 00:00:00+00:00,-0.00128747
2015-01-09 00:00:00+00:00,-0.00447635
2015-01-12 00:00:00+00:00,0.00169197
2015-01-13 00:00:00+00:00,0.00054007
2015-01-14 00:00:00+00:00,0.00641895
2015-01-15 00:00:00+00:00,0.00859386
2015-01-16 00:00:00+00:00,0.00167960
2015-01-19 00:00:00+00:00,0.00073771
2015-01-20 00:00:00+00:00,-0.00107367
2015-01-21 00:00:00+00:00,-0.00496981
2015-01-22 00:00:00+00:00,0.01072964
2015-01-23 00:00:00+00:00,0.01118731
2015-01-26 00:00:00+00:00,-0.00920898
2015-01-27 00:00:00+00:00,0.00113723
