Date,STEEL
2009-09-16 00:00:00+00:00,-0.00000325
2009-09-17 00:00:00+00:00,-0.00000275
2009-09-18 00:00:00+00:00,0.00917192
2009-09-21 00:00:00+00:00,-0.00000261
2009-09-22 00:00:00+00:00,-0.00000297
2009-09-23 00:00:00+00:00,-0.00000281
2009-09-24 00:00:00+00:00,-0.00000267
2009-09-25 00:00:00+00:00,-0.00000281
2009-09-28 00:00:00+00:00,-0.02727548
2009-09-29 00:00:00+00:00,-0.00006353
2009-09-30 00:00:00+00:00,0.03703351
2009-10-01 00:00:00+00:00,-0.00006392
2009-10-02 00:00:00+00:00,-0.00000275
2009-10-05 00:00:00+00:00,-0.00000267
2009-10-06 00:00:00+00:00,-0.03636575
2009-10-07 00:00:00+00:00,-0.00006239
2009-10-08 00:00:00+00:00,-0.00000183
2009-10-09 00:00:00+00:00,-0.00000197
2009-10-12 00:00:00+00:00,-0.00000197
2009-10-13 00:00:00+00:00,0.01851669
2009-10-14 00:00:00+00:00,-0.00006364
2009-10-15 00:00:00+00:00,-0.00000175
2009-10-16 00:00:00+00:00,-0.00000183
2009-10-19 00:00:00+00:00,-0.00000189
2009-10-20 00:00:00+00:00,-0.00000233
2009-10-21 00:00:00+00:00,-0.00000197
2009-10-22 00:00:00+00:00,-0.00000147
2009-10-23 00:00:00+00:00,-0.00000169
2009-10-26 00:00:00+00:00,-0.01835018
2009-10-27 00:00:00+00:00,-0.00006266
2009-10-28 00:00:00+00:00,-0.00000197
2009-10-29 00:00:00+00:00,-0.01852013
2009-10-30 00:00:00+00:00,-0.00006253
2009-11-02 00:00:00+00:00,-0.00000142
2009-11-03 00:00:00+00:00,-0.00000142
2009-11-04 00:00:00+00:00,-0.00000142
2009-11-05 00:00:00+00:00,-0.00000114
2009-11-06 00:00:00+00:00,-0.05607632
2009-11-09 00:00:00+00:00,-0.00006310
2009-11-10 00:00:00+00:00,-0.00000183
2009-11-11 00:00:00+00:00,-0.00000183
2009-11-12 00:00:00+00:00,-0.00000175
2009-11-13 00:00:00+00:00,0.01922907
2009-11-16 00:00:00+00:00,-0.00006516
2009-11-17 00:00:00+00:00,-0.00000175
2009-11-18 00:00:00+00:00,-0.00000083
2009-11-19 00:00:00+00:00,0.00952325
2009-11-20 00:00:00+00:00,-0.00000056
2009-11-23 00:00:00+00:00,-0.00000069
2009-11-24 00:00:00+00:00,-0.00000133
2009-11-25 00:00:00+00:00,-0.00000128
2009-11-27 00:00:00+00:00,-0.00000078
2009-11-30 00:00:00+00:00,-0.00000156
2009-12-01 00:00:00+00:00,-0.00000156
2009-12-02 00:00:00+00:00,-0.00000128
2009-12-03 00:00:00+00:00,0.01886659
2009-12-04 00:00:00+00:00,-0.00006374
2009-12-07 00:00:00+00:00,-0.00000064
2009-12-08 00:00:00+00:00,-0.00000069
2009-12-09 00:00:00+00:00,0.03738226
2009-12-10 00:00:00+00:00,-0.00006246
2009-12-11 00:00:00+00:00,-0.00000069
2009-12-14 00:00:00+00:00,-0.00000078
2009-12-15 00:00:00+00:00,-0.00000133
2009-12-16 00:00:00+00:00,-0.00000114
2009-12-17 00:00:00+00:00,0.01834743
2009-12-18 00:00:00+00:00,-0.00000128
2009-12-21 00:00:00+00:00,-0.00000147
2009-12-22 00:00:00+00:00,-0.00000211
2009-12-23 00:00:00+00:00,-0.00000183
2009-12-24 00:00:00+00:00,-0.00000133
2009-12-28 00:00:00+00:00,-0.00000175
2009-12-29 00:00:00+00:00,-0.00000281
2009-12-30 00:00:00+00:00,-0.00000119
2009-12-31 00:00:00+00:00,-0.00000169
2010-01-04 00:00:00+00:00,-0.00000169
2010-01-05 00:00:00+00:00,-0.00000189
2010-01-06 00:00:00+00:00,-0.00000156
2010-01-07 00:00:00+00:00,-0.00000142
2010-01-08 00:00:00+00:00,0.02702561
2010-01-11 00:00:00+00:00,-0.00006029
2010-01-13 00:00:00+00:00,0.07142702
2010-01-14 00:00:00+00:00,-0.00006040
2010-01-15 00:00:00+00:00,-0.00000169
2010-01-19 00:00:00+00:00,-0.00000142
2010-01-20 00:00:00+00:00,-0.00000147
2010-01-21 00:00:00+00:00,-0.00000142
2010-01-22 00:00:00+00:00,-0.00000142
2010-01-25 00:00:00+00:00,-0.00000142
2010-01-26 00:00:00+00:00,-0.00000189
2010-01-27 00:00:00+00:00,-0.00000211
2010-01-28 00:00:00+00:00,-0.00000219
2010-01-29 00:00:00+00:00,-0.00000211
2010-02-01 00:00:00+00:00,0.01723885
2010-02-02 00:00:00+00:00,-0.00005965
2010-02-03 00:00:00+00:00,0.04273224
2010-02-04 00:00:00+00:00,-0.00005902
2010-02-05 00:00:00+00:00,-0.00000261
2010-02-08 00:00:00+00:00,-0.00000275
2010-02-09 00:00:00+00:00,-0.00000303
2010-02-10 00:00:00+00:00,-0.00000297
2010-02-11 00:00:00+00:00,-0.00000281
2010-02-12 00:00:00+00:00,-0.00000267
2010-02-16 00:00:00+00:00,-0.00000261
2010-02-17 00:00:00+00:00,-0.00000275
2010-02-18 00:00:00+00:00,0.03333036
2010-02-19 00:00:00+00:00,-0.00005797
2010-02-22 00:00:00+00:00,-0.00000261
2010-02-23 00:00:00+00:00,-0.00000325
2010-02-24 00:00:00+00:00,0.06557052
2010-02-25 00:00:00+00:00,-0.00005749
2010-02-26 00:00:00+00:00,-0.00000339
2010-03-01 00:00:00+00:00,-0.00000353
2010-03-02 00:00:00+00:00,0.04761538
2010-03-03 00:00:00+00:00,-0.00005633
2010-03-04 00:00:00+00:00,-0.00000394
2010-03-05 00:00:00+00:00,-0.00000422
2010-03-08 00:00:00+00:00,-0.00000422
2010-03-09 00:00:00+00:00,-0.00000436
2010-03-10 00:00:00+00:00,-0.00000422
2010-03-11 00:00:00+00:00,-0.00000422
2010-03-12 00:00:00+00:00,0.04650746
2010-03-15 00:00:00+00:00,-0.00005539
2010-03-16 00:00:00+00:00,-0.00000450
2010-03-17 00:00:00+00:00,0.02272297
2010-03-18 00:00:00+00:00,-0.00005431
2010-03-19 00:00:00+00:00,-0.00000436
2010-03-22 00:00:00+00:00,0.02984680
2010-03-23 00:00:00+00:00,-0.00005306
2010-03-24 00:00:00+00:00,-0.00000394
2010-03-25 00:00:00+00:00,0.05881972
2010-03-26 00:00:00+00:00,-0.00005242
2010-03-29 00:00:00+00:00,-0.00000367
2010-03-30 00:00:00+00:00,-0.00000431
2010-03-31 00:00:00+00:00,-0.00000436
2010-04-01 00:00:00+00:00,-0.00000450
2010-04-05 00:00:00+00:00,-0.00000464
2010-04-06 00:00:00+00:00,-0.00000478
2010-04-07 00:00:00+00:00,-0.00000464
2010-04-08 00:00:00+00:00,-0.00000450
2010-04-09 00:00:00+00:00,-0.00000436
2010-04-12 00:00:00+00:00,-0.00000394
2010-04-13 00:00:00+00:00,-0.00000436
2010-04-14 00:00:00+00:00,-0.00000444
2010-04-15 00:00:00+00:00,-0.00000444
2010-04-16 00:00:00+00:00,-0.00000436
2010-04-19 00:00:00+00:00,-0.00000422
2010-04-20 00:00:00+00:00,-0.00000422
2010-04-21 00:00:00+00:00,-0.00000431
2010-04-22 00:00:00+00:00,-0.00000436
2010-04-23 00:00:00+00:00,-0.00000436
2010-04-26 00:00:00+00:00,-0.00000436
2010-04-27 00:00:00+00:00,-0.02857565
2010-04-28 00:00:00+00:00,-0.02903715
2010-04-29 00:00:00+00:00,-0.00005246
2010-04-30 00:00:00+00:00,-0.00000458
2010-05-03 00:00:00+00:00,0.02940712
2010-05-04 00:00:00+00:00,-0.00005325
2010-05-05 00:00:00+00:00,0.01448845
2010-05-06 00:00:00+00:00,-0.00005099
2010-05-07 00:00:00+00:00,-0.02158626
2010-05-10 00:00:00+00:00,-0.02924879
2010-05-11 00:00:00+00:00,-0.02227476
2010-05-12 00:00:00+00:00,0.02979750
2010-05-13 00:00:00+00:00,-0.02946552
2010-05-14 00:00:00+00:00,-0.00005275
2010-05-17 00:00:00+00:00,-0.00000436
2010-05-18 00:00:00+00:00,-0.00000478
2010-05-19 00:00:00+00:00,-0.01493010
2010-05-20 00:00:00+00:00,-0.03030753
2010-05-21 00:00:00+00:00,-0.00005450
2010-05-24 00:00:00+00:00,-0.00000436
2010-05-25 00:00:00+00:00,-0.00000464
2010-05-26 00:00:00+00:00,-0.00000464
2010-05-27 00:00:00+00:00,-0.00000464
2010-05-28 00:00:00+00:00,-0.00000450
2010-06-01 00:00:00+00:00,-0.00000422
2010-06-02 00:00:00+00:00,-0.01538884
2010-06-03 00:00:00+00:00,-0.00005480
2010-06-04 00:00:00+00:00,-0.00000358
2010-06-07 00:00:00+00:00,-0.00000325
2010-06-08 00:00:00+00:00,-0.00000331
2010-06-09 00:00:00+00:00,-0.03101050
2010-06-10 00:00:00+00:00,-0.00005364
2010-06-11 00:00:00+00:00,-0.00000219
2010-06-14 00:00:00+00:00,-0.00000169
2010-06-15 00:00:00+00:00,-0.00000247
2010-06-16 00:00:00+00:00,-0.00000267
2010-06-17 00:00:00+00:00,-0.00000267
2010-06-18 00:00:00+00:00,-0.01575084
2010-06-21 00:00:00+00:00,-0.00005514
2010-06-22 00:00:00+00:00,-0.00000367
2010-06-23 00:00:00+00:00,-0.00000358
2010-06-24 00:00:00+00:00,-0.00000358
2010-06-25 00:00:00+00:00,-0.01587674
2010-06-28 00:00:00+00:00,-0.00005633
2010-06-29 00:00:00+00:00,-0.03200464
2010-06-30 00:00:00+00:00,-0.00005774
2010-07-01 00:00:00+00:00,-0.00000478
2010-07-02 00:00:00+00:00,-0.01626489
2010-07-06 00:00:00+00:00,-0.00005830
2010-07-07 00:00:00+00:00,-0.01639803
2010-07-08 00:00:00+00:00,-0.00005832
2010-07-09 00:00:00+00:00,-0.01653315
2010-07-12 00:00:00+00:00,0.01660790
2010-07-13 00:00:00+00:00,-0.00005936
2010-07-14 00:00:00+00:00,-0.03306207
2010-07-15 00:00:00+00:00,-0.00005877
2010-07-16 00:00:00+00:00,-0.00000422
2010-07-19 00:00:00+00:00,0.01680250
2010-07-20 00:00:00+00:00,0.01660684
2010-07-21 00:00:00+00:00,-0.01639780
2010-07-22 00:00:00+00:00,-0.03311617
2010-07-23 00:00:00+00:00,-0.00846213
2010-07-26 00:00:00+00:00,-0.00000431
2010-07-27 00:00:00+00:00,-0.00000436
2010-07-28 00:00:00+00:00,0.02541942
2010-07-29 00:00:00+00:00,0.04993984
2010-07-30 00:00:00+00:00,-0.00818917
2010-08-02 00:00:00+00:00,-0.00000408
2010-08-03 00:00:00+00:00,-0.00000444
2010-08-04 00:00:00+00:00,-0.02459447
2010-08-05 00:00:00+00:00,-0.00005827
2010-08-06 00:00:00+00:00,-0.00000403
2010-08-09 00:00:00+00:00,-0.00000403
2010-08-10 00:00:00+00:00,-0.00000436
2010-08-11 00:00:00+00:00,0.01652470
2010-08-12 00:00:00+00:00,-0.00000431
2010-08-13 00:00:00+00:00,-0.00000431
2010-08-16 00:00:00+00:00,-0.00000436
2010-08-17 00:00:00+00:00,-0.00000450
2010-08-18 00:00:00+00:00,-0.00000436
2010-08-19 00:00:00+00:00,-0.00000422
2010-08-20 00:00:00+00:00,-0.00000422
2010-08-23 00:00:00+00:00,-0.00000436
2010-08-24 00:00:00+00:00,-0.00000450
2010-08-25 00:00:00+00:00,0.03251597
2010-08-26 00:00:00+00:00,-0.02405788
2010-08-27 00:00:00+00:00,-0.00005688
2010-08-30 00:00:00+00:00,-0.00000381
2010-08-31 00:00:00+00:00,-0.00000394
2010-09-01 00:00:00+00:00,-0.03226187
2010-09-02 00:00:00+00:00,-0.00005695
