Date,SHATZ
2009-10-26 00:00:00+00:00,0.00115603
2009-10-27 00:00:00+00:00,0.00231192
2009-10-28 00:00:00+00:00,0.00078372
2009-10-29 00:00:00+00:00,-0.00235883
2009-10-30 00:00:00+00:00,0.00272830
2009-11-02 00:00:00+00:00,-0.00041756
2009-11-03 00:00:00+00:00,0.00055296
2009-11-04 00:00:00+00:00,-0.00101816
2009-11-05 00:00:00+00:00,0.00013729
2009-11-06 00:00:00+00:00,0.00147735
2009-11-09 00:00:00+00:00,0.00115307
2009-11-10 00:00:00+00:00,0.00055191
2009-11-11 00:00:00+00:00,0.00041331
2009-11-12 00:00:00+00:00,0.00078246
2009-11-13 00:00:00+00:00,0.00032093
2009-11-16 00:00:00+00:00,0.00082824
2009-11-17 00:00:00+00:00,0.00050512
2009-11-18 00:00:00+00:00,0.00027548
2009-11-19 00:00:00+00:00,0.00082880
2009-11-20 00:00:00+00:00,-0.00147512
2009-11-23 00:00:00+00:00,-0.00078475
2009-11-24 00:00:00+00:00,0.00078248
2009-11-25 00:00:00+00:00,-0.00092357
2009-11-26 00:00:00+00:00,0.00354997
2009-11-27 00:00:00+00:00,-0.00050757
2009-11-30 00:00:00+00:00,-0.00009392
2009-12-01 00:00:00+00:00,0.00073547
2009-12-02 00:00:00+00:00,0.00022872
2009-12-03 00:00:00+00:00,-0.00170475
2009-12-04 00:00:00+00:00,-0.00612906
2009-12-07 00:00:00+00:00,0.00157541
2009-12-08 00:00:00+00:00,0.00426127
2009-12-09 00:00:00+00:00,-0.01049536
2009-12-10 00:00:00+00:00,-0.00120256
2009-12-11 00:00:00+00:00,0.00471560
2009-12-14 00:00:00+00:00,0.00129425
2009-12-15 00:00:00+00:00,-0.00083372
2009-12-16 00:00:00+00:00,0.00184858
2009-12-17 00:00:00+00:00,0.00258612
2009-12-18 00:00:00+00:00,-0.00018611
2009-12-21 00:00:00+00:00,-0.00037093
2009-12-22 00:00:00+00:00,-0.00055628
2009-12-23 00:00:00+00:00,-0.00009443
2009-12-28 00:00:00+00:00,-0.00184898
2009-12-29 00:00:00+00:00,-0.00194417
2009-12-30 00:00:00+00:00,-0.00222202
2010-01-04 00:00:00+00:00,0.00009068
2010-01-05 00:00:00+00:00,0.00129458
2010-01-06 00:00:00+00:00,-0.00018693
2010-01-07 00:00:00+00:00,0.00046115
2010-01-08 00:00:00+00:00,-0.00037169
2010-01-11 00:00:00+00:00,0.00110849
2010-01-12 00:00:00+00:00,0.00078396
2010-01-13 00:00:00+00:00,0.00133775
2010-01-14 00:00:00+00:00,0.00082926
2010-01-15 00:00:00+00:00,0.00170533
2010-01-18 00:00:00+00:00,-0.00018638
2010-01-19 00:00:00+00:00,-0.00133893
2010-01-20 00:00:00+00:00,0.00221322
2010-01-21 00:00:00+00:00,0.00045929
2010-01-22 00:00:00+00:00,0.00064346
2010-01-25 00:00:00+00:00,0.00009047
2010-01-26 00:00:00+00:00,0.00013606
2010-01-27 00:00:00+00:00,-0.00041695
2010-01-28 00:00:00+00:00,0.00045832
2010-01-29 00:00:00+00:00,-0.00009449
2010-02-01 00:00:00+00:00,0.00022756
2010-02-02 00:00:00+00:00,-0.00018726
2010-02-03 00:00:00+00:00,-0.00000306
2010-02-04 00:00:00+00:00,0.00230065
2010-02-05 00:00:00+00:00,0.00372470
2010-02-08 00:00:00+00:00,-0.00037051
2010-02-09 00:00:00+00:00,-0.00050872
2010-02-10 00:00:00+00:00,-0.00119813
2010-02-11 00:00:00+00:00,-0.00000306
2010-02-12 00:00:00+00:00,0.00275646
2010-02-15 00:00:00+00:00,0.00008893
2010-02-16 00:00:00+00:00,0.00013515
2010-02-17 00:00:00+00:00,0.00036436
2010-02-18 00:00:00+00:00,-0.00037053
2010-02-19 00:00:00+00:00,-0.00046246
2010-02-22 00:00:00+00:00,0.00082396
2010-02-23 00:00:00+00:00,0.00210882
2010-02-24 00:00:00+00:00,0.00086814
2010-02-25 00:00:00+00:00,0.00187649
2010-02-26 00:00:00+00:00,-0.00050760
2010-03-01 00:00:00+00:00,0.00059187
2010-03-02 00:00:00+00:00,-0.00037035
2010-03-03 00:00:00+00:00,-0.00059976
2010-03-04 00:00:00+00:00,-0.00472355
2010-03-05 00:00:00+00:00,-0.00133927
2010-03-08 00:00:00+00:00,0.00008764
2010-03-09 00:00:00+00:00,-0.00110959
2010-03-10 00:00:00+00:00,-0.00106331
2010-03-11 00:00:00+00:00,-0.00115596
2010-03-12 00:00:00+00:00,-0.00037306
2010-03-15 00:00:00+00:00,0.00077905
2010-03-16 00:00:00+00:00,0.00068630
2010-03-17 00:00:00+00:00,0.00165336
2010-03-18 00:00:00+00:00,-0.00074083
2010-03-19 00:00:00+00:00,-0.00051099
2010-03-22 00:00:00+00:00,0.00146924
2010-03-23 00:00:00+00:00,0.00054807
2010-03-24 00:00:00+00:00,0.00008781
2010-03-25 00:00:00+00:00,-0.00092402
2010-03-26 00:00:00+00:00,-0.00028025
2010-03-29 00:00:00+00:00,0.00096262
2010-03-30 00:00:00+00:00,0.00063948
2010-03-31 00:00:00+00:00,0.00013336
2010-04-01 00:00:00+00:00,0.00077704
2010-04-06 00:00:00+00:00,-0.00133824
2010-04-07 00:00:00+00:00,0.00132918
2010-04-08 00:00:00+00:00,0.00169624
2010-04-09 00:00:00+00:00,-0.00243904
2010-04-12 00:00:00+00:00,-0.00110790
2010-04-13 00:00:00+00:00,0.00114566
2010-04-14 00:00:00+00:00,0.00086907
2010-04-15 00:00:00+00:00,0.00063884
2010-04-16 00:00:00+00:00,0.00233892
2010-04-19 00:00:00+00:00,0.00031686
