Date,LIVECOW
2001-09-10 00:00:00+00:00,-0.00573466
2001-09-13 00:00:00+00:00,-0.00788542
2001-09-14 00:00:00+00:00,-0.01496421
2001-09-17 00:00:00+00:00,0.00060011
2001-09-18 00:00:00+00:00,-0.00509654
2001-09-19 00:00:00+00:00,-0.04090804
2001-09-20 00:00:00+00:00,-0.00784586
2001-09-21 00:00:00+00:00,-0.02536913
2001-09-24 00:00:00+00:00,0.00175928
2001-09-25 00:00:00+00:00,-0.02292744
2001-09-26 00:00:00+00:00,0.00374078
2001-09-27 00:00:00+00:00,-0.00527664
2001-09-28 00:00:00+00:00,-0.01848044
2001-10-01 00:00:00+00:00,-0.00049480
2001-10-02 00:00:00+00:00,0.00207846
2001-10-03 00:00:00+00:00,0.00848798
2001-10-04 00:00:00+00:00,0.02947466
2001-10-05 00:00:00+00:00,0.02660427
2001-10-08 00:00:00+00:00,-0.01192562
2001-10-09 00:00:00+00:00,-0.00668959
2001-10-10 00:00:00+00:00,0.00021893
2001-10-11 00:00:00+00:00,-0.00245776
2001-10-12 00:00:00+00:00,-0.03992322
2001-10-15 00:00:00+00:00,-0.03738286
2001-10-16 00:00:00+00:00,0.03676852
2001-10-17 00:00:00+00:00,-0.01114688
2001-10-18 00:00:00+00:00,-0.00397403
2001-10-19 00:00:00+00:00,-0.00630758
2001-10-22 00:00:00+00:00,-0.00662203
2001-10-23 00:00:00+00:00,-0.00195952
2001-10-24 00:00:00+00:00,-0.01156586
2001-10-25 00:00:00+00:00,-0.00415444
2001-10-26 00:00:00+00:00,0.00534282
2001-10-29 00:00:00+00:00,0.00697630
2001-10-30 00:00:00+00:00,-0.00589765
2001-10-31 00:00:00+00:00,0.00728958
2001-11-01 00:00:00+00:00,0.02631567
2001-11-02 00:00:00+00:00,-0.00462372
2001-11-05 00:00:00+00:00,-0.01648611
2001-11-06 00:00:00+00:00,-0.03714885
2001-11-07 00:00:00+00:00,0.00626282
2001-11-08 00:00:00+00:00,-0.01469341
2001-11-09 00:00:00+00:00,-0.02158605
2001-11-12 00:00:00+00:00,-0.01373853
2001-11-13 00:00:00+00:00,0.03696225
2001-11-14 00:00:00+00:00,0.01752891
2001-11-15 00:00:00+00:00,0.01812747
2001-11-16 00:00:00+00:00,-0.00077564
2001-11-19 00:00:00+00:00,0.01248085
2001-11-20 00:00:00+00:00,0.00997361
2001-11-21 00:00:00+00:00,0.00350552
2001-11-23 00:00:00+00:00,0.01486950
2001-11-26 00:00:00+00:00,-0.00217344
2001-11-27 00:00:00+00:00,0.00630552
2001-11-28 00:00:00+00:00,0.00601435
2001-11-29 00:00:00+00:00,0.00416502
2001-11-30 00:00:00+00:00,-0.00047104
2001-12-03 00:00:00+00:00,-0.00047004
2001-12-04 00:00:00+00:00,-0.00215148
2001-12-05 00:00:00+00:00,-0.00313721
2001-12-06 00:00:00+00:00,-0.00848279
2001-12-07 00:00:00+00:00,-0.00499397
2001-12-10 00:00:00+00:00,-0.00640949
2001-12-11 00:00:00+00:00,0.00179919
2001-12-12 00:00:00+00:00,-0.00686172
2001-12-13 00:00:00+00:00,-0.01612290
2001-12-14 00:00:00+00:00,0.00539671
2001-12-17 00:00:00+00:00,0.00739235
2001-12-18 00:00:00+00:00,0.03432059
2001-12-19 00:00:00+00:00,-0.01028694
2001-12-20 00:00:00+00:00,-0.01273295
2001-12-21 00:00:00+00:00,0.02694040
2001-12-24 00:00:00+00:00,0.01578780
2001-12-26 00:00:00+00:00,0.00439496
2001-12-27 00:00:00+00:00,-0.01045184
2001-12-28 00:00:00+00:00,0.00553363
2001-12-31 00:00:00+00:00,-0.00116730
2002-01-02 00:00:00+00:00,-0.01082042
2002-01-03 00:00:00+00:00,0.00739239
2002-01-04 00:00:00+00:00,-0.00354327
2002-01-07 00:00:00+00:00,0.00862819
2002-01-08 00:00:00+00:00,-0.00255967
2002-01-09 00:00:00+00:00,0.01922040
2002-01-10 00:00:00+00:00,-0.00695417
2002-01-11 00:00:00+00:00,-0.00904906
2002-01-14 00:00:00+00:00,0.00718997
2002-01-15 00:00:00+00:00,0.00867775
2002-01-16 00:00:00+00:00,-0.01134545
2002-01-17 00:00:00+00:00,-0.00600665
2002-01-18 00:00:00+00:00,0.00802918
2002-01-22 00:00:00+00:00,-0.01127498
2002-01-23 00:00:00+00:00,0.00593882
2002-01-24 00:00:00+00:00,0.01036774
2002-01-25 00:00:00+00:00,-0.00046403
2002-01-28 00:00:00+00:00,-0.00240177
2002-01-29 00:00:00+00:00,0.00853777
2002-01-30 00:00:00+00:00,0.00409246
2002-01-31 00:00:00+00:00,-0.00900719
2002-02-01 00:00:00+00:00,0.00105727
2002-02-04 00:00:00+00:00,-0.00005032
2002-02-05 00:00:00+00:00,0.00064426
2002-02-06 00:00:00+00:00,0.00756600
2002-02-07 00:00:00+00:00,0.00022647
2002-02-08 00:00:00+00:00,0.00339842
2002-02-11 00:00:00+00:00,-0.00445309
2002-02-12 00:00:00+00:00,-0.00280866
2002-02-13 00:00:00+00:00,-0.00253451
2002-02-14 00:00:00+00:00,0.00174739
2002-02-15 00:00:00+00:00,-0.00737540
2002-02-19 00:00:00+00:00,-0.00379121
2002-02-20 00:00:00+00:00,0.00383777
2002-02-21 00:00:00+00:00,-0.01224685
2002-02-22 00:00:00+00:00,-0.00144377
2002-02-25 00:00:00+00:00,-0.00004764
2002-02-26 00:00:00+00:00,-0.00813704
2002-02-27 00:00:00+00:00,0.00526316
2002-02-28 00:00:00+00:00,-0.00632182
2002-03-01 00:00:00+00:00,0.00372430
2002-03-04 00:00:00+00:00,0.00804715
2002-03-05 00:00:00+00:00,-0.00589097
2002-03-06 00:00:00+00:00,0.01068056
2002-03-07 00:00:00+00:00,-0.00185281
2002-03-08 00:00:00+00:00,0.00175237
2002-03-11 00:00:00+00:00,-0.00351205
2002-03-12 00:00:00+00:00,-0.00975172
