Date,CAD
2000-03-14 00:00:00+00:00,-0.00030477
2000-03-15 00:00:00+00:00,-0.00220454
2000-03-16 00:00:00+00:00,-0.00499208
2000-03-17 00:00:00+00:00,0.00204894
2000-03-20 00:00:00+00:00,0.00072174
2000-03-21 00:00:00+00:00,0.00116117
2000-03-22 00:00:00+00:00,-0.00103869
2000-03-23 00:00:00+00:00,0.00072086
2000-03-24 00:00:00+00:00,0.00306447
2000-03-27 00:00:00+00:00,0.00188693
2000-03-28 00:00:00+00:00,0.00523470
2000-03-29 00:00:00+00:00,-0.00320397
2000-03-30 00:00:00+00:00,0.00173202
2000-03-31 00:00:00+00:00,0.00303461
2000-04-03 00:00:00+00:00,-0.00102624
2000-04-04 00:00:00+00:00,-0.00175055
2000-04-05 00:00:00+00:00,0.00201747
2000-04-06 00:00:00+00:00,-0.00146154
2000-04-07 00:00:00+00:00,-0.00363743
2000-04-10 00:00:00+00:00,-0.00350330
2000-04-11 00:00:00+00:00,-0.00132487
2000-04-12 00:00:00+00:00,0.00042687
2000-04-13 00:00:00+00:00,-0.00701926
2000-04-14 00:00:00+00:00,-0.00324427
2000-04-17 00:00:00+00:00,-0.00664566
2000-04-18 00:00:00+00:00,0.00251487
2000-04-19 00:00:00+00:00,0.00620871
2000-04-20 00:00:00+00:00,-0.00074480
2000-04-24 00:00:00+00:00,-0.00236366
2000-04-25 00:00:00+00:00,0.00412153
2000-04-26 00:00:00+00:00,-0.00250545
2000-04-27 00:00:00+00:00,-0.00177483
2000-04-28 00:00:00+00:00,-0.00369652
2000-05-01 00:00:00+00:00,0.00161844
2000-05-02 00:00:00+00:00,-0.00518262
2000-05-03 00:00:00+00:00,-0.00491074
2000-05-04 00:00:00+00:00,-0.00299372
2000-05-05 00:00:00+00:00,0.00432750
2000-05-08 00:00:00+00:00,-0.00075883
2000-05-09 00:00:00+00:00,0.00013251
2000-05-10 00:00:00+00:00,-0.00165542
2000-05-11 00:00:00+00:00,0.00371388
2000-05-12 00:00:00+00:00,-0.00031419
2000-05-15 00:00:00+00:00,0.00072693
2000-05-16 00:00:00+00:00,-0.00076131
2000-05-17 00:00:00+00:00,-0.00714803
2000-05-18 00:00:00+00:00,-0.00030938
2000-05-19 00:00:00+00:00,0.00118849
2000-05-22 00:00:00+00:00,-0.00150390
2000-05-23 00:00:00+00:00,-0.00614935
2000-05-24 00:00:00+00:00,-0.00287016
2000-05-25 00:00:00+00:00,0.00361695
2000-05-26 00:00:00+00:00,0.00134727
2000-05-30 00:00:00+00:00,-0.00315946
2000-05-31 00:00:00+00:00,0.00722952
2000-06-01 00:00:00+00:00,0.00388296
2000-06-02 00:00:00+00:00,-0.00283930
2000-06-05 00:00:00+00:00,-0.00015889
2000-06-06 00:00:00+00:00,0.00279298
2000-06-07 00:00:00+00:00,-0.00458516
2000-06-08 00:00:00+00:00,0.00028408
2000-06-09 00:00:00+00:00,0.00397861
2000-06-12 00:00:00+00:00,-0.00045304
2000-06-13 00:00:00+00:00,0.00898700
2000-06-14 00:00:00+00:00,0.00219226
2000-06-15 00:00:00+00:00,-0.00513845
2000-06-16 00:00:00+00:00,0.00573206
2000-06-19 00:00:00+00:00,0.00101429
2000-06-20 00:00:00+00:00,-0.00424996
2000-06-21 00:00:00+00:00,-0.00177174
2000-06-22 00:00:00+00:00,-0.00236306
2000-06-23 00:00:00+00:00,-0.00457892
2000-06-26 00:00:00+00:00,-0.00015722
2000-06-27 00:00:00+00:00,0.00073060
2000-06-28 00:00:00+00:00,0.00206133
2000-06-29 00:00:00+00:00,-0.00325649
2000-06-30 00:00:00+00:00,0.00146957
2000-07-03 00:00:00+00:00,-0.00015972
2000-07-05 00:00:00+00:00,-0.00518605
2000-07-06 00:00:00+00:00,0.00206533
2000-07-07 00:00:00+00:00,0.00220802
2000-07-10 00:00:00+00:00,0.00131453
2000-07-11 00:00:00+00:00,0.00013052
2000-07-12 00:00:00+00:00,-0.00178977
2000-07-13 00:00:00+00:00,-0.00061013
2000-07-14 00:00:00+00:00,-0.00149736
2000-07-17 00:00:00+00:00,0.00101855
2000-07-18 00:00:00+00:00,0.00382738
2000-07-19 00:00:00+00:00,-0.00001935
2000-07-20 00:00:00+00:00,0.00115901
2000-07-21 00:00:00+00:00,0.00071733
2000-07-24 00:00:00+00:00,0.00483095
2000-07-25 00:00:00+00:00,-0.00177588
2000-07-26 00:00:00+00:00,0.00085867
2000-07-27 00:00:00+00:00,-0.00485025
2000-07-28 00:00:00+00:00,-0.00340157
2000-07-31 00:00:00+00:00,-0.00709965
2000-08-01 00:00:00+00:00,-0.00165383
2000-08-02 00:00:00+00:00,0.00548363
2000-08-03 00:00:00+00:00,-0.00283038
2000-08-04 00:00:00+00:00,-0.00402391
2000-08-07 00:00:00+00:00,0.00176705
2000-08-08 00:00:00+00:00,-0.00091183
2000-08-09 00:00:00+00:00,0.00310276
2000-08-10 00:00:00+00:00,0.00101710
2000-08-11 00:00:00+00:00,-0.00061384
2000-08-14 00:00:00+00:00,-0.00224263
2000-08-15 00:00:00+00:00,0.00012738
2000-08-16 00:00:00+00:00,0.00487534
2000-08-17 00:00:00+00:00,0.00189756
2000-08-18 00:00:00+00:00,-0.00090576
2000-08-21 00:00:00+00:00,-0.00149601
2000-08-22 00:00:00+00:00,0.00056867
2000-08-23 00:00:00+00:00,-0.00710290
2000-08-24 00:00:00+00:00,-0.00076390
2000-08-25 00:00:00+00:00,0.00146468
2000-08-28 00:00:00+00:00,0.00101656
2000-08-29 00:00:00+00:00,-0.00239349
2000-08-30 00:00:00+00:00,0.00636539
2000-08-31 00:00:00+00:00,0.00322406
2000-09-01 00:00:00+00:00,-0.00134581
2000-09-05 00:00:00+00:00,-0.00561700
2000-09-06 00:00:00+00:00,-0.00871955
2000-09-07 00:00:00+00:00,0.00575607
2000-09-08 00:00:00+00:00,-0.00016584
2000-09-11 00:00:00+00:00,-0.00429934
2000-09-12 00:00:00+00:00,-0.00223576
2000-09-13 00:00:00+00:00,-0.00253412
2000-09-14 00:00:00+00:00,-0.00105552
2000-09-15 00:00:00+00:00,0.00206035
2000-09-18 00:00:00+00:00,-0.00297940
2000-09-19 00:00:00+00:00,0.00131861
2000-09-20 00:00:00+00:00,0.00146497
2000-09-21 00:00:00+00:00,-0.00253473
2000-09-22 00:00:00+00:00,-0.00165029
2000-09-25 00:00:00+00:00,0.00102250
2000-09-26 00:00:00+00:00,-0.00046353
2000-09-27 00:00:00+00:00,-0.00640330
2000-09-28 00:00:00+00:00,-0.00270858
2000-09-29 00:00:00+00:00,-0.00256470
2000-10-02 00:00:00+00:00,-0.00317050
2000-10-03 00:00:00+00:00,0.00239191
2000-10-04 00:00:00+00:00,0.00553994
2000-10-05 00:00:00+00:00,-0.00016861
2000-10-06 00:00:00+00:00,-0.00449992
2000-10-09 00:00:00+00:00,-0.00016833
2000-10-10 00:00:00+00:00,0.00118208
2000-10-11 00:00:00+00:00,-0.00211562
2000-10-12 00:00:00+00:00,-0.00467010
2000-10-13 00:00:00+00:00,0.00164219
2000-10-16 00:00:00+00:00,-0.00859699
2000-10-17 00:00:00+00:00,-0.00047358
2000-10-18 00:00:00+00:00,0.00317042
2000-10-19 00:00:00+00:00,0.00255342
2000-10-20 00:00:00+00:00,-0.00183040
2000-10-23 00:00:00+00:00,0.00285232
2000-10-24 00:00:00+00:00,-0.00273356
2000-10-25 00:00:00+00:00,-0.00334539
2000-10-26 00:00:00+00:00,-0.00441602
2000-10-27 00:00:00+00:00,-0.00275930
2000-10-30 00:00:00+00:00,-0.00230870
2000-10-31 00:00:00+00:00,0.00487547
2000-11-01 00:00:00+00:00,-0.00534592
2000-11-02 00:00:00+00:00,0.00028698
2000-11-03 00:00:00+00:00,-0.00124256
2000-11-06 00:00:00+00:00,0.00105122
2000-11-07 00:00:00+00:00,-0.00139611
2000-11-08 00:00:00+00:00,-0.00629554
2000-11-09 00:00:00+00:00,-0.00479286
2000-11-10 00:00:00+00:00,0.00276787
2000-11-13 00:00:00+00:00,0.00075370
2000-11-14 00:00:00+00:00,-0.00171297
2000-11-15 00:00:00+00:00,-0.00542048
2000-11-16 00:00:00+00:00,-0.00141285
2000-11-17 00:00:00+00:00,-0.00156977
2000-11-20 00:00:00+00:00,-0.00079404
2000-11-21 00:00:00+00:00,0.00465474
2000-11-22 00:00:00+00:00,0.00168765
2000-11-24 00:00:00+00:00,0.00601454
2000-11-27 00:00:00+00:00,0.00075167
2000-11-28 00:00:00+00:00,-0.00016917
2000-11-29 00:00:00+00:00,-0.00354616
2000-11-30 00:00:00+00:00,0.00430091
2000-12-01 00:00:00+00:00,-0.05048211
2000-12-04 00:00:00+00:00,0.00385354
2000-12-05 00:00:00+00:00,0.00107049
2000-12-06 00:00:00+00:00,0.01957341
2000-12-07 00:00:00+00:00,-0.00016486
2000-12-08 00:00:00+00:00,0.00838676
2000-12-11 00:00:00+00:00,-0.00472552
2000-12-12 00:00:00+00:00,-0.00534552
2000-12-13 00:00:00+00:00,0.01037906
2000-12-14 00:00:00+00:00,0.00424396
2000-12-15 00:00:00+00:00,-0.00349213
2000-12-18 00:00:00+00:00,-0.00441135
2000-12-19 00:00:00+00:00,0.00441415
2000-12-20 00:00:00+00:00,-0.00091717
2000-12-21 00:00:00+00:00,0.00030704
2000-12-22 00:00:00+00:00,0.00304643
2000-12-26 00:00:00+00:00,0.00347668
2000-12-27 00:00:00+00:00,-0.00060944
2000-12-28 00:00:00+00:00,0.00632887
2000-12-29 00:00:00+00:00,0.00089013
2001-01-02 00:00:00+00:00,0.00478336
2001-01-03 00:00:00+00:00,-0.00462238
2001-01-04 00:00:00+00:00,-0.00030021
2001-01-05 00:00:00+00:00,-0.00088728
2001-01-08 00:00:00+00:00,0.00270713
2001-01-09 00:00:00+00:00,-0.00193405
2001-01-10 00:00:00+00:00,-0.00328508
2001-01-11 00:00:00+00:00,0.00481055
2001-01-12 00:00:00+00:00,-0.00223445
2001-01-16 00:00:00+00:00,-0.00613102
2001-01-17 00:00:00+00:00,-0.00360819
2001-01-18 00:00:00+00:00,-0.00150437
2001-01-19 00:00:00+00:00,0.00031282
2001-01-22 00:00:00+00:00,0.00636166
2001-01-23 00:00:00+00:00,-0.00525005
2001-01-24 00:00:00+00:00,-0.00150181
2001-01-25 00:00:00+00:00,0.00424347
2001-01-26 00:00:00+00:00,-0.00044366
2001-01-29 00:00:00+00:00,0.00302452
2001-01-30 00:00:00+00:00,-0.00133856
2001-01-31 00:00:00+00:00,0.00377443
2001-02-01 00:00:00+00:00,0.00241039
2001-02-02 00:00:00+00:00,0.00060988
2001-02-05 00:00:00+00:00,-0.00909300
2001-02-06 00:00:00+00:00,-0.00329973
2001-02-07 00:00:00+00:00,-0.00074113
2001-02-08 00:00:00+00:00,0.00031629
2001-02-09 00:00:00+00:00,0.00061885
2001-02-12 00:00:00+00:00,-0.00783710
2001-02-13 00:00:00+00:00,-0.00013611
2001-02-14 00:00:00+00:00,-0.00439744
2001-02-15 00:00:00+00:00,-0.00029045
2001-02-16 00:00:00+00:00,-0.00747025
2001-02-20 00:00:00+00:00,-0.00075225
2001-02-21 00:00:00+00:00,0.00248318
2001-02-22 00:00:00+00:00,-0.00074935
2001-02-23 00:00:00+00:00,-0.00013236
2001-02-26 00:00:00+00:00,0.00586562
2001-02-27 00:00:00+00:00,-0.00043414
2001-02-28 00:00:00+00:00,-0.00471784
2001-03-01 00:00:00+00:00,-0.00796331
2001-03-02 00:00:00+00:00,-0.01607497
2001-03-05 00:00:00+00:00,-0.00337444
2001-03-06 00:00:00+00:00,0.00977182
2001-03-07 00:00:00+00:00,-0.01259808
2001-03-08 00:00:00+00:00,0.00452161
2001-03-09 00:00:00+00:00,0.00141916
2001-03-12 00:00:00+00:00,-0.00815880
2001-03-13 00:00:00+00:00,0.00979986
2001-03-14 00:00:00+00:00,-0.00845625
2001-03-15 00:00:00+00:00,-0.00292265
2001-03-16 00:00:00+00:00,-0.00324388
2001-03-19 00:00:00+00:00,-0.00090550
2001-03-20 00:00:00+00:00,0.00363860
2001-03-21 00:00:00+00:00,-0.00963889
2001-03-22 00:00:00+00:00,0.00098500
2001-03-23 00:00:00+00:00,0.00602078
2001-03-26 00:00:00+00:00,0.00535754
2001-03-27 00:00:00+00:00,-0.00789523
2001-03-28 00:00:00+00:00,0.00270514
2001-03-29 00:00:00+00:00,-0.00590299
2001-03-30 00:00:00+00:00,-0.00200350
2001-04-02 00:00:00+00:00,-0.00058885
2001-04-03 00:00:00+00:00,-0.00153139
2001-04-04 00:00:00+00:00,0.00493960
2001-04-05 00:00:00+00:00,-0.00215238
2001-04-06 00:00:00+00:00,0.00665818
2001-04-09 00:00:00+00:00,-0.00073567
2001-04-10 00:00:00+00:00,0.00583465
2001-04-11 00:00:00+00:00,-0.00477577
2001-04-12 00:00:00+00:00,0.00270250
2001-04-16 00:00:00+00:00,-0.00135872
2001-04-17 00:00:00+00:00,0.00035635
2001-04-18 00:00:00+00:00,-0.00306884
2001-04-19 00:00:00+00:00,0.00834111
2001-04-20 00:00:00+00:00,0.00330622
2001-04-23 00:00:00+00:00,-0.00226467
2001-04-24 00:00:00+00:00,0.00067170
2001-04-25 00:00:00+00:00,-0.00149658
2001-04-26 00:00:00+00:00,0.00237610
2001-04-27 00:00:00+00:00,0.00329789
2001-04-30 00:00:00+00:00,0.00282189
2001-05-01 00:00:00+00:00,0.00066261
2001-05-02 00:00:00+00:00,0.00081609
2001-05-03 00:00:00+00:00,-0.00056373
2001-05-04 00:00:00+00:00,-0.00071461
2001-05-07 00:00:00+00:00,-0.00424639
2001-05-08 00:00:00+00:00,-0.00349206
2001-05-09 00:00:00+00:00,0.00515976
2001-05-10 00:00:00+00:00,-0.00317870
2001-05-11 00:00:00+00:00,-0.00473189
2001-05-14 00:00:00+00:00,-0.00072118
2001-05-15 00:00:00+00:00,0.00300352
2001-05-16 00:00:00+00:00,0.00438958
2001-05-17 00:00:00+00:00,0.00313703
2001-05-18 00:00:00+00:00,0.00051628
2001-05-21 00:00:00+00:00,-0.00240021
2001-05-22 00:00:00+00:00,-0.00194405
2001-05-23 00:00:00+00:00,-0.00811012
2001-05-24 00:00:00+00:00,0.00300704
2001-05-25 00:00:00+00:00,-0.00040867
2001-05-29 00:00:00+00:00,0.00686974
2001-05-30 00:00:00+00:00,-0.00517481
2001-05-31 00:00:00+00:00,0.00562125
2001-06-01 00:00:00+00:00,0.00236024
2001-06-04 00:00:00+00:00,0.00051373
2001-06-05 00:00:00+00:00,0.00758292
2001-06-06 00:00:00+00:00,0.00541158
2001-06-07 00:00:00+00:00,0.00448042
2001-06-08 00:00:00+00:00,0.00431741
2001-06-11 00:00:00+00:00,0.00233332
2001-06-12 00:00:00+00:00,-0.01132737
2001-06-13 00:00:00+00:00,0.01257163
2001-06-14 00:00:00+00:00,-0.00585865
2001-06-15 00:00:00+00:00,-0.00085849
2001-06-18 00:00:00+00:00,-0.00711766
2001-06-19 00:00:00+00:00,0.00005873
2001-06-20 00:00:00+00:00,-0.00024870
2001-06-21 00:00:00+00:00,0.00728450
2001-06-22 00:00:00+00:00,-0.00146731
2001-06-25 00:00:00+00:00,0.00601872
2001-06-26 00:00:00+00:00,-0.00009361
2001-06-27 00:00:00+00:00,-0.00009528
2001-06-28 00:00:00+00:00,-0.00298301
2001-06-29 00:00:00+00:00,0.00523408
2001-07-02 00:00:00+00:00,-0.00040178
2001-07-03 00:00:00+00:00,0.00171943
2001-07-05 00:00:00+00:00,-0.00009875
2001-07-06 00:00:00+00:00,-0.00720891
2001-07-09 00:00:00+00:00,-0.00009889
2001-07-10 00:00:00+00:00,0.00127299
2001-07-11 00:00:00+00:00,-0.00314030
2001-07-12 00:00:00+00:00,-0.00177624
2001-07-13 00:00:00+00:00,-0.00789503
2001-07-16 00:00:00+00:00,0.00113419
2001-07-17 00:00:00+00:00,-0.00179075
2001-07-18 00:00:00+00:00,0.00052078
2001-07-19 00:00:00+00:00,-0.00179063
2001-07-20 00:00:00+00:00,-0.00055866
2001-07-23 00:00:00+00:00,-0.00133125
2001-07-24 00:00:00+00:00,0.00299556
2001-07-25 00:00:00+00:00,0.00190700
2001-07-26 00:00:00+00:00,0.00236411
2001-07-27 00:00:00+00:00,0.00021073
2001-07-30 00:00:00+00:00,0.00174382
2001-07-31 00:00:00+00:00,-0.00055525
2001-08-01 00:00:00+00:00,-0.00300551
2001-08-02 00:00:00+00:00,-0.00101735
2001-08-03 00:00:00+00:00,0.00420949
2001-08-06 00:00:00+00:00,0.00266011
2001-08-07 00:00:00+00:00,-0.00650749
2001-08-08 00:00:00+00:00,0.00036639
2001-08-09 00:00:00+00:00,-0.00316547
2001-08-10 00:00:00+00:00,-0.00132609
2001-08-13 00:00:00+00:00,0.00268330
2001-08-14 00:00:00+00:00,0.00052237
2001-08-15 00:00:00+00:00,0.00636379
2001-08-16 00:00:00+00:00,-0.00635463
2001-08-17 00:00:00+00:00,-0.00470252
2001-08-20 00:00:00+00:00,-0.00117355
2001-08-21 00:00:00+00:00,-0.00194667
2001-08-22 00:00:00+00:00,0.00316048
2001-08-23 00:00:00+00:00,0.00098836
2001-08-24 00:00:00+00:00,0.00114084
2001-08-27 00:00:00+00:00,-0.00117142
2001-08-28 00:00:00+00:00,0.00052407
2001-08-29 00:00:00+00:00,-0.00301994
2001-08-30 00:00:00+00:00,-0.00117342
2001-08-31 00:00:00+00:00,-0.00225737
2001-09-04 00:00:00+00:00,-0.02542243
2001-09-05 00:00:00+00:00,0.00459001
2001-09-06 00:00:00+00:00,-0.00071356
2001-09-07 00:00:00+00:00,-0.01099218
2001-09-10 00:00:00+00:00,0.00367020
2001-09-11 00:00:00+00:00,-0.00321459
2001-09-13 00:00:00+00:00,-0.00179882
2001-09-14 00:00:00+00:00,-0.00148661
2001-09-17 00:00:00+00:00,-0.00242977
2001-09-18 00:00:00+00:00,-0.00164066
2001-09-19 00:00:00+00:00,0.00119831
2001-09-20 00:00:00+00:00,-0.00084669
2001-09-21 00:00:00+00:00,0.00041138
2001-09-24 00:00:00+00:00,0.00056516
2001-09-25 00:00:00+00:00,-0.00053559
2001-09-26 00:00:00+00:00,-0.00100884
2001-09-27 00:00:00+00:00,-0.00415829
2001-09-28 00:00:00+00:00,0.00040986
2001-10-01 00:00:00+00:00,0.00325414
2001-10-02 00:00:00+00:00,0.00308719
2001-10-03 00:00:00+00:00,-0.00006028
2001-10-04 00:00:00+00:00,-0.00037402
2001-10-05 00:00:00+00:00,0.00465180
2001-10-08 00:00:00+00:00,-0.00006000
2001-10-09 00:00:00+00:00,-0.00256117
2001-10-10 00:00:00+00:00,-0.00209785
2001-10-11 00:00:00+00:00,0.00150869
2001-10-12 00:00:00+00:00,0.00009512
2001-10-15 00:00:00+00:00,0.00511156
2001-10-16 00:00:00+00:00,-0.00395936
2001-10-17 00:00:00+00:00,-0.00381819
2001-10-18 00:00:00+00:00,-0.00556027
2001-10-19 00:00:00+00:00,0.00152056
2001-10-22 00:00:00+00:00,-0.00147987
2001-10-23 00:00:00+00:00,0.00483823
2001-10-24 00:00:00+00:00,-0.00147426
2001-10-25 00:00:00+00:00,0.00009898
2001-10-26 00:00:00+00:00,-0.00273493
2001-10-29 00:00:00+00:00,0.00246829
2001-10-30 00:00:00+00:00,-0.00273258
2001-10-31 00:00:00+00:00,-0.00637068
2001-11-01 00:00:00+00:00,-0.00418647
2001-11-02 00:00:00+00:00,0.00185893
2001-11-05 00:00:00+00:00,-0.00148826
2001-11-06 00:00:00+00:00,0.00122488
2001-11-07 00:00:00+00:00,-0.00418981
2001-11-08 00:00:00+00:00,-0.00036957
2001-11-09 00:00:00+00:00,-0.00276929
2001-11-13 00:00:00+00:00,0.00572451
2001-11-14 00:00:00+00:00,0.00106532
2001-11-15 00:00:00+00:00,0.00329360
2001-11-16 00:00:00+00:00,-0.00148180
2001-11-19 00:00:00+00:00,0.00201432
2001-11-20 00:00:00+00:00,-0.00560643
2001-11-21 00:00:00+00:00,-0.00404248
2001-11-23 00:00:00+00:00,0.00202919
2001-11-26 00:00:00+00:00,-0.00101312
2001-11-27 00:00:00+00:00,0.00330804
2001-11-28 00:00:00+00:00,0.00648838
2001-11-29 00:00:00+00:00,0.00201087
2001-11-30 00:00:00+00:00,0.00501162
2001-12-03 00:00:00+00:00,-0.00539733
2001-12-04 00:00:00+00:00,0.00436278
2001-12-05 00:00:00+00:00,-0.00067683
2001-12-06 00:00:00+00:00,-0.00067633
2001-12-07 00:00:00+00:00,-0.00193306
2001-12-10 00:00:00+00:00,-0.00587069
2001-12-11 00:00:00+00:00,0.00342777
2001-12-12 00:00:00+00:00,0.01224523
2001-12-13 00:00:00+00:00,-0.00161270
2001-12-14 00:00:00+00:00,0.00387113
2001-12-17 00:00:00+00:00,-0.00317020
2001-12-18 00:00:00+00:00,-0.00552826
2001-12-19 00:00:00+00:00,-0.00051855
2001-12-20 00:00:00+00:00,-0.00240888
2001-12-21 00:00:00+00:00,-0.00446782
2001-12-24 00:00:00+00:00,-0.00702692
2001-12-26 00:00:00+00:00,-0.00244325
2001-12-27 00:00:00+00:00,0.00203444
2001-12-28 00:00:00+00:00,0.00362863
2001-12-31 00:00:00+00:00,-0.00084286
2002-01-02 00:00:00+00:00,-0.00339275
2002-01-03 00:00:00+00:00,0.00027280
2002-01-04 00:00:00+00:00,0.00011302
2002-01-07 00:00:00+00:00,-0.00084578
2002-01-08 00:00:00+00:00,0.00251197
2002-01-09 00:00:00+00:00,-0.00132168
2002-01-10 00:00:00+00:00,-0.00292063
2002-01-11 00:00:00+00:00,0.00283934
2002-01-14 00:00:00+00:00,0.00091540
2002-01-15 00:00:00+00:00,0.00410552
2002-01-16 00:00:00+00:00,-0.00576425
2002-01-17 00:00:00+00:00,-0.00867478
2002-01-18 00:00:00+00:00,0.00027826
2002-01-22 00:00:00+00:00,0.00140447
2002-01-23 00:00:00+00:00,0.00381627
2002-01-24 00:00:00+00:00,-0.00084807
2002-01-25 00:00:00+00:00,-0.00485990
2002-01-28 00:00:00+00:00,0.00285474
2002-01-29 00:00:00+00:00,0.00831170
2002-01-30 00:00:00+00:00,0.00314063
2002-01-31 00:00:00+00:00,0.00201787
2002-02-01 00:00:00+00:00,-0.00385395
2002-02-04 00:00:00+00:00,-0.00259488
2002-02-05 00:00:00+00:00,-0.00180328
2002-02-06 00:00:00+00:00,-0.00404402
2002-02-07 00:00:00+00:00,0.00364501
2002-02-08 00:00:00+00:00,0.00139278
2002-02-11 00:00:00+00:00,0.00346603
2002-02-12 00:00:00+00:00,-0.00036591
2002-02-13 00:00:00+00:00,0.00042992
2002-02-14 00:00:00+00:00,-0.00116154
2002-02-15 00:00:00+00:00,0.00043036
2002-02-19 00:00:00+00:00,0.00281815
2002-02-20 00:00:00+00:00,-0.00163519
2002-02-21 00:00:00+00:00,-0.00036565
2002-02-22 00:00:00+00:00,-0.00370598
2002-02-25 00:00:00+00:00,-0.00260192
2002-02-26 00:00:00+00:00,-0.00596953
2002-02-27 00:00:00+00:00,0.00091839
2002-02-28 00:00:00+00:00,0.00365189
2002-03-01 00:00:00+00:00,0.00652204
2002-03-04 00:00:00+00:00,-0.01390005
2002-03-05 00:00:00+00:00,0.00249618
2002-03-06 00:00:00+00:00,0.00980033
2002-03-07 00:00:00+00:00,-0.00226170
2002-03-08 00:00:00+00:00,-0.00384710
2002-03-11 00:00:00+00:00,0.00217031
2002-03-12 00:00:00+00:00,-0.00131703
2002-03-13 00:00:00+00:00,-0.01637330
2002-03-14 00:00:00+00:00,0.00298563
2002-03-15 00:00:00+00:00,0.00504675
2002-03-18 00:00:00+00:00,-0.00163548
2002-03-19 00:00:00+00:00,0.00058464
2002-03-20 00:00:00+00:00,0.00391546
2002-03-21 00:00:00+00:00,-0.00004986
2002-03-22 00:00:00+00:00,0.00089802
2002-03-25 00:00:00+00:00,-0.00367979
2002-03-26 00:00:00+00:00,-0.00591102
2002-03-27 00:00:00+00:00,-0.00148343
2002-03-28 00:00:00+00:00,0.00042989
2002-04-01 00:00:00+00:00,-0.00307968
2002-04-02 00:00:00+00:00,0.00379083
2002-04-03 00:00:00+00:00,0.00202315
2002-04-04 00:00:00+00:00,-0.00322978
2002-04-05 00:00:00+00:00,0.00346240
2002-04-08 00:00:00+00:00,-0.00370496
2002-04-09 00:00:00+00:00,-0.00180273
2002-04-10 00:00:00+00:00,0.00299090
2002-04-11 00:00:00+00:00,0.00170632
2002-04-12 00:00:00+00:00,0.00154442
2002-04-15 00:00:00+00:00,0.00058848
2002-04-16 00:00:00+00:00,0.00296885
2002-04-17 00:00:00+00:00,0.00422628
2002-04-18 00:00:00+00:00,-0.00051976
2002-04-19 00:00:00+00:00,0.00231796
2002-04-22 00:00:00+00:00,0.00026767
2002-04-23 00:00:00+00:00,-0.00177705
2002-04-24 00:00:00+00:00,0.00373377
2002-04-25 00:00:00+00:00,0.00277736
2002-04-26 00:00:00+00:00,0.00151717
2002-04-29 00:00:00+00:00,-0.00332986
2002-04-30 00:00:00+00:00,-0.00083216
2002-05-01 00:00:00+00:00,0.00450140
2002-05-02 00:00:00+00:00,-0.00082922
2002-05-03 00:00:00+00:00,-0.00051695
2002-05-06 00:00:00+00:00,-0.00301968
2002-05-07 00:00:00+00:00,-0.00083225
2002-05-08 00:00:00+00:00,-0.00083286
2002-05-09 00:00:00+00:00,0.00277919
2002-05-10 00:00:00+00:00,0.00465091
2002-05-13 00:00:00+00:00,0.00151020
2002-05-14 00:00:00+00:00,-0.00160527
2002-05-15 00:00:00+00:00,0.00135512
