Date,FANG
2017-12-13 00:00:00+00:00,
2017-12-14 00:00:00+00:00,0.00198413
2017-12-15 00:00:00+00:00,0.00699904
2017-12-18 00:00:00+00:00,0.02296896
2017-12-19 00:00:00+00:00,-0.00939080
2017-12-20 00:00:00+00:00,-0.00100446
2017-12-21 00:00:00+00:00,0.00396207
2017-12-22 00:00:00+00:00,-0.00585944
2017-12-26 00:00:00+00:00,-0.00950456
2017-12-27 00:00:00+00:00,-0.00168500
2017-12-28 00:00:00+00:00,0.00401293
2017-12-29 00:00:00+00:00,-0.00806560
2018-01-02 00:00:00+00:00,0.03080845
2018-01-03 00:00:00+00:00,0.01279819
2018-01-04 00:00:00+00:00,0.00098866
2018-01-05 00:00:00+00:00,0.01180975
2018-01-08 00:00:00+00:00,0.01602498
2018-01-09 00:00:00+00:00,-0.00224540
2018-01-10 00:00:00+00:00,-0.00195766
2018-01-11 00:00:00+00:00,0.00714591
2018-01-12 00:00:00+00:00,0.00767514
2018-01-16 00:00:00+00:00,-0.00423826
2018-01-17 00:00:00+00:00,0.00119994
2018-01-18 00:00:00+00:00,-0.00065927
2018-01-19 00:00:00+00:00,0.00433907
2018-01-22 00:00:00+00:00,0.00876232
2018-01-23 00:00:00+00:00,0.02287333
2018-01-24 00:00:00+00:00,-0.00167418
2018-01-25 00:00:00+00:00,0.00079875
2018-01-26 00:00:00+00:00,0.02616817
2018-01-29 00:00:00+00:00,0.00656896
2018-01-30 00:00:00+00:00,-0.00930840
2018-01-31 00:00:00+00:00,0.00436373
2018-02-01 00:00:00+00:00,-0.00982053
2018-02-02 00:00:00+00:00,-0.02186986
2018-02-05 00:00:00+00:00,-0.03902384
2018-02-06 00:00:00+00:00,0.02359547
2018-02-07 00:00:00+00:00,-0.00000225
2018-02-08 00:00:00+00:00,-0.03286738
2018-02-09 00:00:00+00:00,0.02416816
2018-02-12 00:00:00+00:00,0.00747977
2018-02-13 00:00:00+00:00,0.01909272
2018-02-14 00:00:00+00:00,0.02497991
2018-02-15 00:00:00+00:00,0.02140009
2018-02-16 00:00:00+00:00,-0.00853415
2018-02-20 00:00:00+00:00,0.00442921
2018-02-21 00:00:00+00:00,0.00210446
2018-02-22 00:00:00+00:00,0.00106544
2018-02-23 00:00:00+00:00,0.01667904
2018-02-26 00:00:00+00:00,0.01079520
2018-02-27 00:00:00+00:00,-0.01367578
2018-02-28 00:00:00+00:00,-0.00525599
2018-03-01 00:00:00+00:00,-0.01651584
2018-03-02 00:00:00+00:00,0.01153019
2018-03-05 00:00:00+00:00,0.01940746
2018-03-06 00:00:00+00:00,0.00975647
2018-03-07 00:00:00+00:00,0.00691925
2018-03-08 00:00:00+00:00,-0.00615486
2018-03-09 00:00:00+00:00,0.02083463
2018-03-12 00:00:00+00:00,0.01097816
2018-03-13 00:00:00+00:00,-0.01977676
2018-03-14 00:00:00+00:00,0.01360028
2018-03-15 00:00:00+00:00,0.00114207
2018-03-16 00:00:00+00:00,-0.00444835
2018-03-19 00:00:00+00:00,-0.02974637
2018-03-20 00:00:00+00:00,-0.00430500
2018-03-21 00:00:00+00:00,0.00002647
2018-03-22 00:00:00+00:00,-0.03666705
2018-03-23 00:00:00+00:00,-0.02179643
2018-03-26 00:00:00+00:00,0.03240457
2018-03-27 00:00:00+00:00,-0.05675193
2018-03-28 00:00:00+00:00,-0.02201817
2018-03-29 00:00:00+00:00,0.02467052
2018-04-02 00:00:00+00:00,-0.03476386
2018-04-03 00:00:00+00:00,0.00923790
2018-04-04 00:00:00+00:00,0.01492537
2018-04-05 00:00:00+00:00,0.01668227
2018-04-06 00:00:00+00:00,-0.02485121
2018-04-09 00:00:00+00:00,0.00369270
2018-04-10 00:00:00+00:00,0.03564240
2018-04-11 00:00:00+00:00,-0.00468557
2018-04-12 00:00:00+00:00,0.00501215
2018-04-13 00:00:00+00:00,-0.00252648
2018-04-16 00:00:00+00:00,-0.00076982
2018-04-17 00:00:00+00:00,0.03763463
2018-04-18 00:00:00+00:00,0.00234494
2018-04-19 00:00:00+00:00,-0.00124551
2018-04-20 00:00:00+00:00,-0.01529233
2018-04-23 00:00:00+00:00,-0.01345195
2018-04-24 00:00:00+00:00,-0.02034736
2018-04-25 00:00:00+00:00,-0.00884868
2018-04-26 00:00:00+00:00,0.04698399
2018-04-27 00:00:00+00:00,-0.00864411
2018-04-30 00:00:00+00:00,0.00302309
2018-05-01 00:00:00+00:00,0.00984716
2018-05-02 00:00:00+00:00,0.00407227
2018-05-03 00:00:00+00:00,-0.00222006
2018-05-04 00:00:00+00:00,0.02106701
2018-05-07 00:00:00+00:00,0.01774100
2018-05-08 00:00:00+00:00,0.00652198
2018-05-09 00:00:00+00:00,0.01108019
2018-05-10 00:00:00+00:00,0.01000328
2018-05-11 00:00:00+00:00,-0.00506709
2018-05-14 00:00:00+00:00,0.00243045
2018-05-15 00:00:00+00:00,-0.01651830
2018-05-16 00:00:00+00:00,0.00846560
2018-05-17 00:00:00+00:00,-0.00556160
2018-05-18 00:00:00+00:00,-0.01630090
2018-05-21 00:00:00+00:00,0.00670378
2018-05-22 00:00:00+00:00,-0.00795838
2018-05-23 00:00:00+00:00,0.01392748
2018-05-24 00:00:00+00:00,0.00068837
2018-05-25 00:00:00+00:00,0.00409545
2018-05-29 00:00:00+00:00,-0.00027369
2018-05-30 00:00:00+00:00,0.00935409
2018-05-31 00:00:00+00:00,0.00217626
2018-06-01 00:00:00+00:00,0.02372347
2018-06-04 00:00:00+00:00,0.01889686
2018-06-05 00:00:00+00:00,0.00595861
2018-06-06 00:00:00+00:00,0.01252514
2018-06-07 00:00:00+00:00,-0.01052032
2018-06-08 00:00:00+00:00,0.00557484
2018-06-11 00:00:00+00:00,0.01875293
2018-06-12 00:00:00+00:00,0.03109997
2018-06-13 00:00:00+00:00,0.00515982
2018-06-14 00:00:00+00:00,-0.00876086
2018-06-15 00:00:00+00:00,0.02788549
2018-06-18 00:00:00+00:00,0.00310156
2018-06-19 00:00:00+00:00,-0.01171731
2018-06-20 00:00:00+00:00,0.01496271
2018-06-21 00:00:00+00:00,-0.01527251
2018-06-22 00:00:00+00:00,-0.00850978
2018-06-25 00:00:00+00:00,-0.03242841
2018-06-26 00:00:00+00:00,0.01156001
2018-06-27 00:00:00+00:00,-0.01734243
2018-06-28 00:00:00+00:00,0.01423685
2018-06-29 00:00:00+00:00,-0.00896599
2018-07-02 00:00:00+00:00,0.00935411
2018-07-03 00:00:00+00:00,-0.02294423
2018-07-05 00:00:00+00:00,0.01562108
2018-07-06 00:00:00+00:00,0.01900460
2018-07-09 00:00:00+00:00,0.00919506
2018-07-10 00:00:00+00:00,0.00011294
2018-07-11 00:00:00+00:00,-0.00508921
2018-07-12 00:00:00+00:00,0.01654268
2018-07-13 00:00:00+00:00,-0.00632653
2018-07-16 00:00:00+00:00,-0.01895572
2018-07-17 00:00:00+00:00,0.00062468
2018-07-18 00:00:00+00:00,0.01664507
2018-07-19 00:00:00+00:00,-0.01143005
