Date,FTSECHINAA
2011-06-29 00:00:00+00:00,-0.02448519
2011-06-30 00:00:00+00:00,0.03355138
2011-07-01 00:00:00+00:00,-0.00488792
2011-07-04 00:00:00+00:00,0.03914980
2011-07-05 00:00:00+00:00,-0.00000155
2011-07-06 00:00:00+00:00,-0.01227349
2011-07-07 00:00:00+00:00,-0.00000217
2011-07-08 00:00:00+00:00,0.00859213
2011-07-11 00:00:00+00:00,-0.01978805
2011-07-12 00:00:00+00:00,-0.04430260
2011-07-13 00:00:00+00:00,0.03977746
2011-07-14 00:00:00+00:00,-0.00216856
2011-07-15 00:00:00+00:00,0.00542136
2011-07-18 00:00:00+00:00,-0.00108335
2011-07-19 00:00:00+00:00,-0.01244793
2011-07-20 00:00:00+00:00,-0.00598687
2011-07-21 00:00:00+00:00,-0.01584081
2011-07-22 00:00:00+00:00,0.00274786
2011-07-25 00:00:00+00:00,-0.05931064
2011-07-26 00:00:00+00:00,0.00679162
2011-07-27 00:00:00+00:00,0.00056057
2011-07-28 00:00:00+00:00,-0.01636004
2011-07-29 00:00:00+00:00,0.00681397
2011-08-01 00:00:00+00:00,0.00339956
2011-08-02 00:00:00+00:00,-0.02152081
2011-08-03 00:00:00+00:00,-0.00974437
2011-08-04 00:00:00+00:00,0.00920427
2011-08-05 00:00:00+00:00,-0.05097537
2011-08-08 00:00:00+00:00,-0.02526658
2011-08-09 00:00:00+00:00,0.00723227
2011-08-10 00:00:00+00:00,0.00599682
2011-08-11 00:00:00+00:00,0.03406861
2011-08-12 00:00:00+00:00,-0.00824192
2011-08-15 00:00:00+00:00,0.03015792
2011-08-16 00:00:00+00:00,-0.00874349
2011-08-17 00:00:00+00:00,-0.00000188
2011-08-18 00:00:00+00:00,-0.03738492
2011-08-19 00:00:00+00:00,-0.02381126
2011-08-22 00:00:00+00:00,-0.01564541
2011-08-23 00:00:00+00:00,0.04011974
2011-08-24 00:00:00+00:00,-0.02146876
2011-08-25 00:00:00+00:00,0.07881901
2011-08-26 00:00:00+00:00,-0.00637482
2011-08-29 00:00:00+00:00,-0.02732731
2011-08-30 00:00:00+00:00,-0.01178049
2011-08-31 00:00:00+00:00,0.01303895
2011-09-01 00:00:00+00:00,-0.00766254
2011-09-02 00:00:00+00:00,-0.01360351
2011-09-05 00:00:00+00:00,-0.04348036
2011-09-06 00:00:00+00:00,-0.00913175
2011-09-07 00:00:00+00:00,0.00525780
2011-09-08 00:00:00+00:00,0.00571874
2011-09-09 00:00:00+00:00,-0.00604051
2011-09-13 00:00:00+00:00,-0.02362398
2011-09-14 00:00:00+00:00,0.01102770
2011-09-15 00:00:00+00:00,-0.00365796
2011-09-16 00:00:00+00:00,0.02014488
2011-09-19 00:00:00+00:00,-0.04474184
2011-09-20 00:00:00+00:00,0.01174104
2011-09-21 00:00:00+00:00,0.04179283
2011-09-22 00:00:00+00:00,-0.05953271
2011-09-23 00:00:00+00:00,-0.01800294
2011-09-26 00:00:00+00:00,-0.05197429
2011-09-27 00:00:00+00:00,0.02891826
2011-09-28 00:00:00+00:00,-0.01709056
2011-09-29 00:00:00+00:00,-0.00766979
2011-09-30 00:00:00+00:00,-0.01348983
2011-10-10 00:00:00+00:00,-0.01231562
2011-10-11 00:00:00+00:00,0.00453472
2011-10-12 00:00:00+00:00,0.06774137
2011-10-13 00:00:00+00:00,0.01496035
2011-10-14 00:00:00+00:00,-0.00619797
2011-10-17 00:00:00+00:00,0.02360017
2011-10-18 00:00:00+00:00,-0.06273309
2011-10-19 00:00:00+00:00,0.01266394
2011-10-20 00:00:00+00:00,-0.04915148
2011-10-21 00:00:00+00:00,0.01483651
2011-10-24 00:00:00+00:00,0.05576727
2011-10-25 00:00:00+00:00,0.02245566
2011-10-26 00:00:00+00:00,0.02465880
2011-10-27 00:00:00+00:00,0.00913874
2011-10-28 00:00:00+00:00,0.01817995
2011-10-31 00:00:00+00:00,-0.01085775
2011-11-01 00:00:00+00:00,-0.00664824
2011-11-02 00:00:00+00:00,0.03878610
2011-11-03 00:00:00+00:00,-0.00535256
2011-11-04 00:00:00+00:00,0.02686406
2011-11-07 00:00:00+00:00,-0.02769763
2011-11-08 00:00:00+00:00,-0.00059847
2011-11-09 00:00:00+00:00,0.01074599
2011-11-10 00:00:00+00:00,-0.05760271
2011-11-11 00:00:00+00:00,0.00427697
2011-11-14 00:00:00+00:00,0.04697800
2011-11-15 00:00:00+00:00,-0.01968001
2011-11-16 00:00:00+00:00,-0.04991164
2011-11-17 00:00:00+00:00,-0.00555733
2011-11-18 00:00:00+00:00,-0.04143657
2011-11-21 00:00:00+00:00,-0.00063400
2011-11-22 00:00:00+00:00,0.00821510
2011-11-23 00:00:00+00:00,-0.01949906
2011-11-24 00:00:00+00:00,-0.00000227
2011-11-25 00:00:00+00:00,-0.01269257
2011-11-28 00:00:00+00:00,0.01280160
2011-11-29 00:00:00+00:00,0.01588087
2011-11-30 00:00:00+00:00,-0.05100942
2011-12-01 00:00:00+00:00,0.06152693
2011-12-02 00:00:00+00:00,-0.01382085
2011-12-05 00:00:00+00:00,-0.01580470
2011-12-06 00:00:00+00:00,-0.00829803
2011-12-07 00:00:00+00:00,0.00961968
2011-12-08 00:00:00+00:00,-0.00889475
2011-12-09 00:00:00+00:00,-0.01529823
2011-12-12 00:00:00+00:00,-0.00642868
2011-12-13 00:00:00+00:00,-0.03923025
2011-12-14 00:00:00+00:00,-0.00262986
2011-12-15 00:00:00+00:00,-0.04934388
2011-12-16 00:00:00+00:00,0.04315400
2011-12-19 00:00:00+00:00,-0.01189879
2011-12-20 00:00:00+00:00,-0.00663763
2011-12-21 00:00:00+00:00,-0.00732558
2011-12-22 00:00:00+00:00,-0.00067039
2011-12-23 00:00:00+00:00,0.01070229
2011-12-26 00:00:00+00:00,-0.01863122
2011-12-27 00:00:00+00:00,-0.01074062
2011-12-28 00:00:00+00:00,-0.00607893
2011-12-29 00:00:00+00:00,0.00473730
2011-12-30 00:00:00+00:00,0.01754154
2012-01-04 00:00:00+00:00,-0.01753421
2012-01-05 00:00:00+00:00,0.00540688
2012-01-06 00:00:00+00:00,-0.00135080
2012-01-09 00:00:00+00:00,0.03380452
2012-01-10 00:00:00+00:00,0.05820755
2012-01-11 00:00:00+00:00,-0.01461472
2012-01-12 00:00:00+00:00,0.00767511
2012-01-13 00:00:00+00:00,-0.01657351
2012-01-16 00:00:00+00:00,-0.02892274
2012-01-17 00:00:00+00:00,0.08746485
2012-01-18 00:00:00+00:00,-0.02186381
2012-01-19 00:00:00+00:00,0.03033859
2012-01-20 00:00:00+00:00,0.03111096
2012-01-30 00:00:00+00:00,-0.00735161
2012-01-31 00:00:00+00:00,-0.01837424
2012-02-01 00:00:00+00:00,-0.02733248
2012-02-02 00:00:00+00:00,0.04788515
2012-02-03 00:00:00+00:00,0.02823436
2012-02-06 00:00:00+00:00,0.00912009
2012-02-07 00:00:00+00:00,-0.01933919
2012-02-08 00:00:00+00:00,0.04620846
2012-02-09 00:00:00+00:00,-0.00662666
2012-02-10 00:00:00+00:00,-0.01991955
2012-02-13 00:00:00+00:00,0.00486770
2012-02-14 00:00:00+00:00,-0.02620837
2012-02-15 00:00:00+00:00,0.02465622
2012-02-16 00:00:00+00:00,-0.01462082
2012-02-17 00:00:00+00:00,0.00736264
2012-02-20 00:00:00+00:00,-0.00305436
2012-02-21 00:00:00+00:00,0.00734140
2012-02-22 00:00:00+00:00,0.03046523
2012-02-23 00:00:00+00:00,-0.00482638
2012-02-24 00:00:00+00:00,0.03727770
2012-02-27 00:00:00+00:00,0.01885199
2012-02-28 00:00:00+00:00,0.00058478
2012-02-29 00:00:00+00:00,-0.00176332
2012-03-01 00:00:00+00:00,-0.01000946
2012-03-02 00:00:00+00:00,0.03738536
2012-03-05 00:00:00+00:00,-0.02500380
2012-03-06 00:00:00+00:00,-0.05065145
2012-03-07 00:00:00+00:00,-0.00362917
2012-03-08 00:00:00+00:00,0.02122273
2012-03-09 00:00:00+00:00,0.00779446
2012-03-12 00:00:00+00:00,-0.01374351
2012-03-13 00:00:00+00:00,0.02225838
2012-03-14 00:00:00+00:00,-0.02023002
2012-03-15 00:00:00+00:00,-0.02712858
2012-03-16 00:00:00+00:00,0.00791803
2012-03-19 00:00:00+00:00,-0.00728141
2012-03-20 00:00:00+00:00,-0.03776323
2012-03-21 00:00:00+00:00,0.00868074
2012-03-22 00:00:00+00:00,-0.00185558
2012-03-23 00:00:00+00:00,-0.01548360
2012-03-26 00:00:00+00:00,0.00061851
2012-03-27 00:00:00+00:00,-0.00374934
2012-03-28 00:00:00+00:00,-0.04130551
2012-03-29 00:00:00+00:00,-0.02493938
2012-03-30 00:00:00+00:00,0.01432861
2012-04-05 00:00:00+00:00,0.03736739
2012-04-06 00:00:00+00:00,0.00506278
2012-04-09 00:00:00+00:00,-0.00568586
2012-04-10 00:00:00+00:00,0.01523570
2012-04-11 00:00:00+00:00,-0.00063385
2012-04-12 00:00:00+00:00,0.04410591
2012-04-13 00:00:00+00:00,0.01600581
2012-04-16 00:00:00+00:00,-0.00917817
2012-04-17 00:00:00+00:00,-0.02155557
2012-04-18 00:00:00+00:00,0.02981009
2012-04-19 00:00:00+00:00,0.01161010
2012-04-20 00:00:00+00:00,0.01825565
2012-04-23 00:00:00+00:00,0.00240870
2012-04-24 00:00:00+00:00,-0.00060609
2012-04-25 00:00:00+00:00,0.01564911
2012-04-26 00:00:00+00:00,0.00420515
2012-04-27 00:00:00+00:00,-0.01022045
2012-05-02 00:00:00+00:00,0.04879136
2012-05-03 00:00:00+00:00,-0.00294148
2012-05-04 00:00:00+00:00,0.01060491
2012-05-07 00:00:00+00:00,-0.02052004
2012-05-08 00:00:00+00:00,-0.00887470
2012-05-09 00:00:00+00:00,-0.03878543
2012-05-10 00:00:00+00:00,0.00303898
2012-05-11 00:00:00+00:00,-0.02980955
2012-05-14 00:00:00+00:00,-0.01605372
2012-05-15 00:00:00+00:00,0.00992127
2012-05-16 00:00:00+00:00,-0.03280133
2012-05-17 00:00:00+00:00,0.02707379
2012-05-18 00:00:00+00:00,-0.02857533
2012-05-21 00:00:00+00:00,0.00755742
2012-05-22 00:00:00+00:00,0.03330820
2012-05-23 00:00:00+00:00,-0.00433036
2012-05-24 00:00:00+00:00,-0.01301544
2012-05-25 00:00:00+00:00,-0.01869560
2012-05-28 00:00:00+00:00,0.01886391
2012-05-29 00:00:00+00:00,0.02867427
2012-05-30 00:00:00+00:00,-0.01108734
2012-05-31 00:00:00+00:00,-0.00310339
2012-06-01 00:00:00+00:00,0.00247480
2012-06-04 00:00:00+00:00,-0.05562648
2012-06-05 00:00:00+00:00,-0.00318655
2012-06-06 00:00:00+00:00,0.00318269
2012-06-07 00:00:00+00:00,-0.00637348
2012-06-08 00:00:00+00:00,-0.02500232
2012-06-11 00:00:00+00:00,0.02978854
2012-06-12 00:00:00+00:00,-0.01404393
2012-06-13 00:00:00+00:00,0.03022075
2012-06-14 00:00:00+00:00,-0.01584733
2012-06-15 00:00:00+00:00,0.02741929
2012-06-18 00:00:00+00:00,0.00630083
2012-06-19 00:00:00+00:00,-0.00754187
2012-06-20 00:00:00+00:00,-0.00252451
2012-06-21 00:00:00+00:00,-0.03411470
2012-06-25 00:00:00+00:00,-0.02118532
2012-06-26 00:00:00+00:00,-0.00195620
2012-06-27 00:00:00+00:00,-0.00910682
2012-06-28 00:00:00+00:00,-0.00261505
2012-06-29 00:00:00+00:00,0.02291667
2012-07-02 00:00:00+00:00,-0.00129567
2012-07-03 00:00:00+00:00,0.00840472
2012-07-04 00:00:00+00:00,-0.00643908
2012-07-05 00:00:00+00:00,-0.00969378
2012-07-06 00:00:00+00:00,0.01426339
2012-07-09 00:00:00+00:00,-0.01481427
2012-07-10 00:00:00+00:00,-0.01307443
2012-07-11 00:00:00+00:00,0.01052194
2012-07-12 00:00:00+00:00,-0.00328107
2012-07-13 00:00:00+00:00,0.01376611
2012-07-16 00:00:00+00:00,-0.02148890
2012-07-17 00:00:00+00:00,0.00460681
2012-07-18 00:00:00+00:00,0.00130981
2012-07-19 00:00:00+00:00,0.01707868
2012-07-20 00:00:00+00:00,-0.02143282
2012-07-23 00:00:00+00:00,-0.05132030
2012-07-24 00:00:00+00:00,0.01013061
2012-07-25 00:00:00+00:00,-0.00202070
2012-07-26 00:00:00+00:00,-0.01009213
2012-07-27 00:00:00+00:00,0.00879096
2012-07-30 00:00:00+00:00,0.00538235
2012-07-31 00:00:00+00:00,0.01203542
2012-08-01 00:00:00+00:00,0.01932892
2012-08-02 00:00:00+00:00,-0.01983242
2012-08-03 00:00:00+00:00,0.01334716
2012-08-06 00:00:00+00:00,0.01192388
2012-08-07 00:00:00+00:00,-0.00264146
2012-08-08 00:00:00+00:00,0.00925011
2012-08-09 00:00:00+00:00,0.00854198
2012-08-10 00:00:00+00:00,-0.00589851
2012-08-13 00:00:00+00:00,-0.04071394
2012-08-14 00:00:00+00:00,-0.01139129
2012-08-15 00:00:00+00:00,-0.01819821
2012-08-16 00:00:00+00:00,-0.00612646
2012-08-17 00:00:00+00:00,-0.00409694
2012-08-20 00:00:00+00:00,-0.01435880
2012-08-21 00:00:00+00:00,0.00481606
2012-08-22 00:00:00+00:00,-0.01856145
2012-08-23 00:00:00+00:00,0.01177648
2012-08-24 00:00:00+00:00,-0.02136913
2012-08-27 00:00:00+00:00,-0.03134180
2012-08-28 00:00:00+00:00,0.00495274
2012-08-29 00:00:00+00:00,-0.01271652
2012-08-30 00:00:00+00:00,0.00994567
2012-08-31 00:00:00+00:00,-0.00424467
2012-09-03 00:00:00+00:00,0.00496017
2012-09-04 00:00:00+00:00,-0.01908593
2012-09-05 00:00:00+00:00,-0.00928388
2012-09-06 00:00:00+00:00,0.02151599
2012-09-07 00:00:00+00:00,0.04473950
2012-09-10 00:00:00+00:00,-0.00340194
2012-09-11 00:00:00+00:00,-0.01975936
2012-09-12 00:00:00+00:00,0.00344130
2012-09-13 00:00:00+00:00,-0.01100118
2012-09-14 00:00:00+00:00,0.01796353
2012-09-17 00:00:00+00:00,-0.04104443
2012-09-18 00:00:00+00:00,-0.01955774
2012-09-19 00:00:00+00:00,0.01058831
2012-09-20 00:00:00+00:00,-0.04076383
2012-09-21 00:00:00+00:00,0.00502034
2012-09-24 00:00:00+00:00,0.00500936
2012-09-25 00:00:00+00:00,0.00213637
2012-09-26 00:00:00+00:00,-0.01212171
2012-09-27 00:00:00+00:00,0.05228781
2012-09-28 00:00:00+00:00,0.04545008
2012-10-08 00:00:00+00:00,-0.01508346
2012-10-09 00:00:00+00:00,0.00479320
2012-10-10 00:00:00+00:00,0.00067930
2012-10-11 00:00:00+00:00,-0.00272948
2012-10-12 00:00:00+00:00,-0.00068859
2012-10-15 00:00:00+00:00,-0.00068794
2012-10-16 00:00:00+00:00,0.00409069
2012-10-17 00:00:00+00:00,0.00271999
2012-10-18 00:00:00+00:00,0.03058670
2012-10-19 00:00:00+00:00,0.00802231
2012-10-22 00:00:00+00:00,-0.01267136
2012-10-23 00:00:00+00:00,-0.00336265
2012-10-24 00:00:00+00:00,-0.01341866
2012-10-25 00:00:00+00:00,-0.00947077
2012-10-26 00:00:00+00:00,-0.04911809
2012-10-29 00:00:00+00:00,-0.00976146
2012-10-30 00:00:00+00:00,-0.00631241
2012-10-31 00:00:00+00:00,0.02673674
2012-11-01 00:00:00+00:00,0.04811258
2012-11-02 00:00:00+00:00,0.01017190
2012-11-05 00:00:00+00:00,-0.00744722
2012-11-06 00:00:00+00:00,-0.01493010
2012-11-07 00:00:00+00:00,0.00478344
2012-11-08 00:00:00+00:00,-0.03131636
2012-11-09 00:00:00+00:00,-0.00000438
2012-11-12 00:00:00+00:00,0.00897349
2012-11-13 00:00:00+00:00,-0.03301713
2012-11-14 00:00:00+00:00,0.00698826
2012-11-15 00:00:00+00:00,-0.02368095
2012-11-16 00:00:00+00:00,-0.02044099
2012-11-19 00:00:00+00:00,-0.00569832
2012-11-20 00:00:00+00:00,0.00070991
2012-11-21 00:00:00+00:00,0.01215570
2012-11-22 00:00:00+00:00,-0.00000453
2012-11-23 00:00:00+00:00,0.01985371
2012-11-26 00:00:00+00:00,-0.01685859
2012-11-27 00:00:00+00:00,-0.00779501
2012-11-28 00:00:00+00:00,-0.02000466
2012-11-29 00:00:00+00:00,-0.00072485
2012-11-30 00:00:00+00:00,0.01802226
2012-12-03 00:00:00+00:00,-0.01436205
2012-12-04 00:00:00+00:00,0.01513605
2012-12-05 00:00:00+00:00,0.08517791
2012-12-06 00:00:00+00:00,-0.00961332
2012-12-07 00:00:00+00:00,0.02553067
2012-12-10 00:00:00+00:00,0.01143757
2012-12-11 00:00:00+00:00,-0.00802539
2012-12-12 00:00:00+00:00,0.01745767
2012-12-13 00:00:00+00:00,-0.01331030
2012-12-14 00:00:00+00:00,0.10120378
2012-12-17 00:00:00+00:00,0.02423182
2012-12-18 00:00:00+00:00,-0.00000321
2012-12-19 00:00:00+00:00,-0.01068829
2012-12-20 00:00:00+00:00,0.01074950
2012-12-21 00:00:00+00:00,-0.01321081
2012-12-24 00:00:00+00:00,-0.00380065
2012-12-25 00:00:00+00:00,0.06154503
2012-12-26 00:00:00+00:00,-0.00123557
2012-12-27 00:00:00+00:00,-0.00308443
2012-12-28 00:00:00+00:00,0.02465903
2012-12-31 00:00:00+00:00,0.04448220
2013-01-04 00:00:00+00:00,0.03661109
2013-01-07 00:00:00+00:00,0.00235225
2013-01-08 00:00:00+00:00,-0.00470648
2013-01-09 00:00:00+00:00,-0.00886170
2013-01-10 00:00:00+00:00,0.00177804
2013-01-11 00:00:00+00:00,-0.02965951
2013-01-14 00:00:00+00:00,0.06867104
2013-01-15 00:00:00+00:00,0.00232568
2013-01-16 00:00:00+00:00,-0.02850857
2013-01-17 00:00:00+00:00,-0.01240046
2013-01-18 00:00:00+00:00,0.03087521
2013-01-21 00:00:00+00:00,0.01520992
2013-01-22 00:00:00+00:00,0.00463943
2013-01-23 00:00:00+00:00,0.00173249
2013-01-24 00:00:00+00:00,-0.00694820
2013-01-25 00:00:00+00:00,-0.01103730
2013-01-28 00:00:00+00:00,0.05658914
2013-01-29 00:00:00+00:00,0.03011015
2013-01-30 00:00:00+00:00,0.01898036
2013-01-31 00:00:00+00:00,0.00497149
2013-02-01 00:00:00+00:00,0.04774791
2013-02-04 00:00:00+00:00,0.00379062
2013-02-05 00:00:00+00:00,-0.00649359
2013-02-06 00:00:00+00:00,0.01411171
2013-02-07 00:00:00+00:00,-0.01077925
2013-02-08 00:00:00+00:00,-0.00544860
2013-02-18 00:00:00+00:00,-0.00931278
2013-02-19 00:00:00+00:00,-0.04655457
2013-02-20 00:00:00+00:00,-0.00843651
2013-02-21 00:00:00+00:00,-0.07462334
2013-02-22 00:00:00+00:00,-0.01585006
2013-02-25 00:00:00+00:00,0.00886558
2013-02-26 00:00:00+00:00,-0.03355407
2013-02-27 00:00:00+00:00,0.03348827
2013-02-28 00:00:00+00:00,0.07256186
2013-03-01 00:00:00+00:00,-0.01310991
2013-03-04 00:00:00+00:00,-0.09696329
2013-03-05 00:00:00+00:00,0.04942313
2013-03-06 00:00:00+00:00,0.02939023
2013-03-07 00:00:00+00:00,-0.01159841
2013-03-08 00:00:00+00:00,0.00175693
2013-03-11 00:00:00+00:00,-0.02289166
2013-03-12 00:00:00+00:00,-0.02908446
2013-03-13 00:00:00+00:00,-0.02229324
2013-03-14 00:00:00+00:00,0.01095800
2013-03-15 00:00:00+00:00,-0.01514638
2013-03-18 00:00:00+00:00,-0.03106365
2013-03-19 00:00:00+00:00,0.01239549
2013-03-20 00:00:00+00:00,0.08066144
2013-03-21 00:00:00+00:00,-0.00237317
2013-03-22 00:00:00+00:00,0.00592073
2013-03-25 00:00:00+00:00,-0.00236772
2013-03-26 00:00:00+00:00,-0.03254803
2013-03-27 00:00:00+00:00,0.00300449
2013-03-28 00:00:00+00:00,-0.07683427
2013-03-29 00:00:00+00:00,-0.00687853
2013-04-01 00:00:00+00:00,-0.00502263
2013-04-02 00:00:00+00:00,0.00880129
2013-04-03 00:00:00+00:00,-0.00815379
2013-04-08 00:00:00+00:00,-0.02014191
2013-04-09 00:00:00+00:00,0.01079690
2013-04-10 00:00:00+00:00,0.00188363
2013-04-11 00:00:00+00:00,-0.01004748
2013-04-12 00:00:00+00:00,-0.00946704
2013-04-15 00:00:00+00:00,-0.01014925
2013-04-16 00:00:00+00:00,0.00509559
2013-04-17 00:00:00+00:00,-0.01272585
2013-04-18 00:00:00+00:00,0.01343250
2013-04-19 00:00:00+00:00,0.06929127
2013-04-22 00:00:00+00:00,-0.00737414
2013-04-23 00:00:00+00:00,-0.05915280
2013-04-24 00:00:00+00:00,0.02985708
2013-04-25 00:00:00+00:00,-0.02324441
2013-04-26 00:00:00+00:00,0.00063262
2013-05-02 00:00:00+00:00,-0.00889209
2013-05-03 00:00:00+00:00,0.03441377
2013-05-06 00:00:00+00:00,0.02948272
2013-05-07 00:00:00+00:00,-0.00988547
2013-05-08 00:00:00+00:00,0.01497066
2013-05-09 00:00:00+00:00,-0.01797067
2013-05-10 00:00:00+00:00,0.01312226
2013-05-13 00:00:00+00:00,-0.02790129
2013-05-14 00:00:00+00:00,-0.03089828
2013-05-15 00:00:00+00:00,0.00063744
2013-05-16 00:00:00+00:00,0.03712930
2013-05-17 00:00:00+00:00,0.04528037
2013-05-20 00:00:00+00:00,0.01474817
2013-05-21 00:00:00+00:00,-0.01343388
2013-05-22 00:00:00+00:00,0.00430233
2013-05-23 00:00:00+00:00,-0.03742611
2013-05-24 00:00:00+00:00,0.00437494
2013-05-27 00:00:00+00:00,-0.00312197
2013-05-28 00:00:00+00:00,0.05492837
2013-05-29 00:00:00+00:00,-0.01944403
2013-05-30 00:00:00+00:00,0.00429198
2013-05-31 00:00:00+00:00,-0.01776138
2013-06-03 00:00:00+00:00,-0.01234861
2013-06-04 00:00:00+00:00,-0.00745636
2013-06-05 00:00:00+00:00,-0.01497495
2013-06-06 00:00:00+00:00,-0.02830492
2013-06-07 00:00:00+00:00,-0.02167276
2013-06-13 00:00:00+00:00,-0.06775378
2013-06-14 00:00:00+00:00,0.00337086
2013-06-17 00:00:00+00:00,-0.00269662
2013-06-18 00:00:00+00:00,0.00539124
2013-06-19 00:00:00+00:00,-0.03161043
2013-06-20 00:00:00+00:00,-0.05058416
2013-06-21 00:00:00+00:00,-0.00070480
2013-06-24 00:00:00+00:00,-0.11306348
2013-06-25 00:00:00+00:00,-0.02757438
2013-06-26 00:00:00+00:00,0.00753217
2013-06-27 00:00:00+00:00,-0.00600952
2013-06-28 00:00:00+00:00,0.04901667
2013-07-01 00:00:00+00:00,-0.00732910
2013-07-02 00:00:00+00:00,-0.01250303
2013-07-03 00:00:00+00:00,-0.03553228
2013-07-04 00:00:00+00:00,0.04069024
2013-07-05 00:00:00+00:00,0.01255230
2013-07-08 00:00:00+00:00,-0.01027465
2013-07-09 00:00:00+00:00,-0.00963796
2013-07-10 00:00:00+00:00,0.04921395
2013-07-11 00:00:00+00:00,0.10997508
2013-07-12 00:00:00+00:00,-0.03519963
2013-07-15 00:00:00+00:00,0.00842997
2013-07-16 00:00:00+00:00,-0.00699596
2013-07-17 00:00:00+00:00,-0.00982730
2013-07-18 00:00:00+00:00,-0.03878969
2013-07-19 00:00:00+00:00,-0.05255834
2013-07-22 00:00:00+00:00,-0.00665474
2013-07-23 00:00:00+00:00,0.05781791
2013-07-24 00:00:00+00:00,-0.02521877
2013-07-25 00:00:00+00:00,-0.00292228
2013-07-26 00:00:00+00:00,-0.01095936
2013-07-29 00:00:00+00:00,-0.03747519
2013-07-30 00:00:00+00:00,0.01646417
2013-07-31 00:00:00+00:00,-0.00074539
2013-08-01 00:00:00+00:00,0.05270667
2013-08-02 00:00:00+00:00,-0.00507171
2013-08-05 00:00:00+00:00,0.02104184
2013-08-06 00:00:00+00:00,-0.00000330
2013-08-07 00:00:00+00:00,-0.01076939
2013-08-08 00:00:00+00:00,0.00290135
2013-08-09 00:00:00+00:00,0.01086620
2013-08-12 00:00:00+00:00,0.06551126
2013-08-13 00:00:00+00:00,0.02093168
2013-08-14 00:00:00+00:00,-0.00414687
2013-08-15 00:00:00+00:00,-0.02076445
