Date,BUTTER
2007-11-02 00:00:00+00:00,0.01102148
2007-11-05 00:00:00+00:00,-0.00010139
2007-11-06 00:00:00+00:00,0.00174363
2007-11-07 00:00:00+00:00,0.02566312
2007-11-08 00:00:00+00:00,0.00170564
2007-11-09 00:00:00+00:00,0.02142218
2007-11-12 00:00:00+00:00,-0.00008861
2007-11-13 00:00:00+00:00,0.01401953
2007-11-14 00:00:00+00:00,-0.01776933
2007-11-15 00:00:00+00:00,-0.00016028
2007-11-16 00:00:00+00:00,0.00061910
2007-11-19 00:00:00+00:00,-0.00009139
2007-11-20 00:00:00+00:00,0.00097644
2007-11-21 00:00:00+00:00,-0.00026220
2007-11-23 00:00:00+00:00,-0.00015799
2007-11-26 00:00:00+00:00,-0.00168330
2007-11-27 00:00:00+00:00,0.01221033
2007-11-28 00:00:00+00:00,-0.03002973
2007-11-29 00:00:00+00:00,-0.01078915
2007-11-30 00:00:00+00:00,-0.02150907
2007-12-03 00:00:00+00:00,-0.00737250
2007-12-04 00:00:00+00:00,-0.01820580
2007-12-05 00:00:00+00:00,-0.00008319
2007-12-06 00:00:00+00:00,-0.00008347
2007-12-07 00:00:00+00:00,-0.00743502
2007-12-10 00:00:00+00:00,0.02190307
2007-12-11 00:00:00+00:00,0.00171912
2007-12-12 00:00:00+00:00,-0.00194842
2007-12-13 00:00:00+00:00,-0.00734480
2007-12-14 00:00:00+00:00,-0.00914267
2007-12-17 00:00:00+00:00,-0.01278570
2007-12-18 00:00:00+00:00,-0.00381810
2007-12-19 00:00:00+00:00,-0.01404864
2007-12-20 00:00:00+00:00,-0.01570881
2007-12-21 00:00:00+00:00,-0.00389939
2007-12-24 00:00:00+00:00,-0.00016421
2007-12-26 00:00:00+00:00,-0.02630209
2007-12-27 00:00:00+00:00,-0.02657472
2007-12-28 00:00:00+00:00,-0.04214562
2007-12-31 00:00:00+00:00,-0.00016828
2008-01-02 00:00:00+00:00,0.00459931
2008-01-03 00:00:00+00:00,-0.00485326
2008-01-04 00:00:00+00:00,-0.03336792
2008-01-07 00:00:00+00:00,-0.03389648
2008-01-08 00:00:00+00:00,0.04048354
2008-01-09 00:00:00+00:00,0.00381875
2008-01-10 00:00:00+00:00,0.00959986
2008-01-11 00:00:00+00:00,0.00566323
2008-01-14 00:00:00+00:00,0.00377503
2008-01-15 00:00:00+00:00,0.00376088
2008-01-16 00:00:00+00:00,-0.01746934
2008-01-17 00:00:00+00:00,-0.00600599
2008-01-18 00:00:00+00:00,-0.00796742
2008-01-22 00:00:00+00:00,0.00376618
2008-01-23 00:00:00+00:00,0.00181444
2008-01-24 00:00:00+00:00,-0.00006500
2008-01-25 00:00:00+00:00,-0.00396030
2008-01-28 00:00:00+00:00,0.00180644
2008-01-29 00:00:00+00:00,-0.00789198
2008-01-30 00:00:00+00:00,-0.00013571
2008-01-31 00:00:00+00:00,-0.00005264
2008-02-01 00:00:00+00:00,-0.00783988
2008-02-04 00:00:00+00:00,-0.00013865
2008-02-05 00:00:00+00:00,-0.00006028
2008-02-06 00:00:00+00:00,0.03900569
2008-02-07 00:00:00+00:00,-0.02261653
2008-02-08 00:00:00+00:00,-0.00776933
2008-02-11 00:00:00+00:00,-0.03467678
2008-02-12 00:00:00+00:00,0.00786853
2008-02-13 00:00:00+00:00,-0.00808553
2008-02-14 00:00:00+00:00,0.02699204
2008-02-15 00:00:00+00:00,0.00555508
2008-02-19 00:00:00+00:00,-0.02475795
