Date,SGD
2021-01-21 00:00:00+00:00,-0.00154872
2021-01-22 00:00:00+00:00,0.00249110
2021-01-23 00:00:00+00:00,0.00097757
2021-01-25 00:00:00+00:00,0.00564484
2021-01-26 00:00:00+00:00,0.00369158
2021-01-27 00:00:00+00:00,-0.00534415
2021-01-28 00:00:00+00:00,0.00444788
2021-01-29 00:00:00+00:00,0.00165023
2021-01-30 00:00:00+00:00,-0.00135516
2021-02-01 00:00:00+00:00,0.00263389
2021-02-02 00:00:00+00:00,0.00161310
2021-02-03 00:00:00+00:00,0.00202672
2021-02-04 00:00:00+00:00,0.00187294
2021-02-08 00:00:00+00:00,0.00041120
2021-02-09 00:00:00+00:00,-0.00565509
2021-02-11 00:00:00+00:00,-0.00207223
2021-02-15 00:00:00+00:00,-0.00200106
2021-02-16 00:00:00+00:00,-0.00699600
2021-02-17 00:00:00+00:00,0.00774493
2021-02-18 00:00:00+00:00,0.00142895
2021-02-19 00:00:00+00:00,-0.00180782
2021-02-20 00:00:00+00:00,-0.00135854
2021-02-22 00:00:00+00:00,-0.00619395
2021-02-23 00:00:00+00:00,-0.00385595
2021-02-24 00:00:00+00:00,-0.00068216
2021-02-25 00:00:00+00:00,-0.00272776
2021-02-26 00:00:00+00:00,0.01385294
2021-03-01 00:00:00+00:00,0.00715128
2021-03-02 00:00:00+00:00,0.00131256
2021-03-03 00:00:00+00:00,-0.00135098
2021-03-04 00:00:00+00:00,-0.00045161
2021-03-05 00:00:00+00:00,0.01431042
2021-03-06 00:00:00+00:00,0.00238503
2021-03-08 00:00:00+00:00,0.00331171
2021-03-09 00:00:00+00:00,0.00170547
2021-03-11 00:00:00+00:00,-0.00711217
2021-03-12 00:00:00+00:00,0.00372940
2021-03-13 00:00:00+00:00,-0.00078127
2021-03-15 00:00:00+00:00,0.00070597
2021-03-16 00:00:00+00:00,0.00014817
2021-03-17 00:00:00+00:00,0.00051975
2021-03-18 00:00:00+00:00,-0.00271175
2021-03-19 00:00:00+00:00,-0.00029822
2021-03-20 00:00:00+00:00,0.00026050
2021-03-22 00:00:00+00:00,-0.00175074
2021-03-23 00:00:00+00:00,0.00201428
2021-03-25 00:00:00+00:00,0.00249414
2021-03-26 00:00:00+00:00,0.00174510
2021-03-29 00:00:00+00:00,-0.00166888
2021-03-30 00:00:00+00:00,0.00583016
2021-04-01 00:00:00+00:00,-0.00230013
2021-04-06 00:00:00+00:00,-0.00278495
2021-04-08 00:00:00+00:00,0.00003675
2021-04-12 00:00:00+00:00,-0.00338340
2021-04-13 00:00:00+00:00,0.00029785
2021-04-16 00:00:00+00:00,-0.00734659
2021-04-19 00:00:00+00:00,-0.00745853
2021-04-21 00:00:00+00:00,-0.00037634
2021-04-22 00:00:00+00:00,-0.00187976
2021-04-23 00:00:00+00:00,0.00011241
2021-04-24 00:00:00+00:00,-0.00022646
2021-04-26 00:00:00+00:00,-0.00135614
2021-04-27 00:00:00+00:00,-0.00015126
2021-04-28 00:00:00+00:00,0.00075382
2021-04-29 00:00:00+00:00,-0.00098024
2021-04-30 00:00:00+00:00,-0.00475364
2021-05-01 00:00:00+00:00,0.00056462
2021-05-03 00:00:00+00:00,0.00259708
2021-05-04 00:00:00+00:00,0.01160173
2021-05-05 00:00:00+00:00,0.00273040
2021-05-07 00:00:00+00:00,0.00299470
2021-05-17 00:00:00+00:00,-0.00000028
2021-05-18 00:00:00+00:00,-0.00709262
2021-05-19 00:00:00+00:00,0.00135239
2021-05-20 00:00:00+00:00,-0.00101347
2021-05-21 00:00:00+00:00,-0.00198852
2021-05-24 00:00:00+00:00,-0.00714260
2021-05-25 00:00:00+00:00,-0.00360918
2021-05-26 00:00:00+00:00,-0.00143392
2021-05-27 00:00:00+00:00,-0.00018919
2021-05-28 00:00:00+00:00,0.00419417
2021-05-31 00:00:00+00:00,-0.00064266
2021-06-01 00:00:00+00:00,-0.00003822
2021-06-02 00:00:00+00:00,-0.00778884
2021-06-11 00:00:00+00:00,-0.00000079
2021-06-14 00:00:00+00:00,0.00456862
2021-06-15 00:00:00+00:00,-0.00007607
2021-06-16 00:00:00+00:00,0.00041314
2021-06-17 00:00:00+00:00,0.01839528
2021-06-18 00:00:00+00:00,0.00126760
2021-06-19 00:00:00+00:00,0.00633458
2021-06-21 00:00:00+00:00,0.00029637
2021-06-22 00:00:00+00:00,0.00315970
2021-06-23 00:00:00+00:00,-0.00193265
2021-06-24 00:00:00+00:00,-0.00327201
2021-06-25 00:00:00+00:00,-0.00115523
2021-06-28 00:00:00+00:00,0.00160079
2021-06-29 00:00:00+00:00,0.00025899
2021-06-30 00:00:00+00:00,-0.00044757
2021-07-02 00:00:00+00:00,0.00669601
2021-07-05 00:00:00+00:00,-0.00037303
2021-07-06 00:00:00+00:00,-0.00501973
2021-07-07 00:00:00+00:00,0.00501691
2021-07-09 00:00:00+00:00,0.00560190
2021-07-14 00:00:00+00:00,0.00010929
2021-07-15 00:00:00+00:00,0.00372533
2021-07-16 00:00:00+00:00,0.00136498
2021-07-17 00:00:00+00:00,0.00210187
2021-07-19 00:00:00+00:00,0.00902864
2021-07-20 00:00:00+00:00,0.00278756
2021-07-22 00:00:00+00:00,-0.00285576
2021-07-23 00:00:00+00:00,-0.00220341
2021-07-26 00:00:00+00:00,-0.00161964
2021-07-27 00:00:00+00:00,0.00058687
2021-07-28 00:00:00+00:00,-0.00044238
2021-07-30 00:00:00+00:00,-0.00922888
2021-08-03 00:00:00+00:00,-0.00147810
2021-08-04 00:00:00+00:00,-0.00465294
2021-08-05 00:00:00+00:00,0.00214970
2021-08-06 00:00:00+00:00,-0.00000143
2021-08-07 00:00:00+00:00,0.00288523
2021-08-10 00:00:00+00:00,0.00180663
2021-08-11 00:00:00+00:00,0.00154566
2021-08-12 00:00:00+00:00,-0.00150932
2021-08-13 00:00:00+00:00,0.00556043
2021-08-14 00:00:00+00:00,-0.00195289
2021-08-16 00:00:00+00:00,0.00062539
2021-08-17 00:00:00+00:00,0.00099337
2021-08-18 00:00:00+00:00,0.00172910
2021-08-19 00:00:00+00:00,0.00304977
2021-08-20 00:00:00+00:00,-0.00102768
2021-08-21 00:00:00+00:00,-0.00088198
2021-08-23 00:00:00+00:00,-0.00216791
2021-08-24 00:00:00+00:00,-0.00195200
2021-08-25 00:00:00+00:00,-0.00239808
2021-08-26 00:00:00+00:00,-0.00051892
2021-08-27 00:00:00+00:00,-0.00070408
2021-08-28 00:00:00+00:00,-0.00236983
2021-08-30 00:00:00+00:00,-0.00148501
2021-08-31 00:00:00+00:00,-0.00171011
2021-09-01 00:00:00+00:00,0.00193375
2021-09-02 00:00:00+00:00,-0.00185829
2021-09-03 00:00:00+00:00,-0.00081988
2021-09-06 00:00:00+00:00,-0.00007576
2021-09-07 00:00:00+00:00,0.00085544
2021-09-08 00:00:00+00:00,0.00122667
2021-09-09 00:00:00+00:00,-0.00096757
2021-09-10 00:00:00+00:00,-0.00383304
2021-09-11 00:00:00+00:00,0.00082024
2021-09-13 00:00:00+00:00,-0.00895656
2021-09-14 00:00:00+00:00,0.00074389
2021-09-15 00:00:00+00:00,-0.00327690
2021-09-16 00:00:00+00:00,0.00175144
2021-09-17 00:00:00+00:00,0.00167386
2021-09-18 00:00:00+00:00,0.00163390
2021-09-20 00:00:00+00:00,0.00356053
2021-09-21 00:00:00+00:00,0.00572901
2021-09-22 00:00:00+00:00,0.00096151
2021-09-23 00:00:00+00:00,-0.00055551
2021-09-24 00:00:00+00:00,-0.00077816
2021-09-25 00:00:00+00:00,0.00440644
2021-09-27 00:00:00+00:00,0.00047942
2021-09-28 00:00:00+00:00,0.00346993
2021-09-29 00:00:00+00:00,0.00010939
2021-09-30 00:00:00+00:00,0.00261472
2021-10-01 00:00:00+00:00,0.00058688
2021-10-02 00:00:00+00:00,-0.00136372
2021-10-04 00:00:00+00:00,-0.00033296
2021-10-05 00:00:00+00:00,-0.00000115
2021-10-06 00:00:00+00:00,0.00773552
2021-10-07 00:00:00+00:00,-0.00088235
2021-10-08 00:00:00+00:00,-0.00286675
2021-10-13 00:00:00+00:00,-0.00062771
2021-10-14 00:00:00+00:00,-0.01673737
2021-10-15 00:00:00+00:00,0.00074046
2021-10-18 00:00:00+00:00,0.00010972
2021-10-19 00:00:00+00:00,-0.00389305
2021-10-20 00:00:00+00:00,-0.00223321
2021-10-21 00:00:00+00:00,0.00241659
2021-10-22 00:00:00+00:00,0.00140859
2021-10-25 00:00:00+00:00,-0.00207694
2021-10-26 00:00:00+00:00,0.00048123
2021-10-27 00:00:00+00:00,0.00137187
2021-10-28 00:00:00+00:00,-0.00259636
2021-10-29 00:00:00+00:00,0.00237695
2021-11-01 00:00:00+00:00,0.00062897
2021-11-02 00:00:00+00:00,-0.00022374
2021-11-03 00:00:00+00:00,-0.00133564
2021-11-04 00:00:00+00:00,-0.00148559
2021-11-05 00:00:00+00:00,0.00155242
2021-11-08 00:00:00+00:00,-0.00066598
2021-11-09 00:00:00+00:00,-0.00141183
2021-11-10 00:00:00+00:00,-0.00100384
2021-11-11 00:00:00+00:00,0.01435602
2021-11-12 00:00:00+00:00,-0.00218046
2021-11-15 00:00:00+00:00,0.00103417
2021-11-16 00:00:00+00:00,0.00302890
2021-11-17 00:00:00+00:00,0.00471955
2021-11-18 00:00:00+00:00,-0.00103224
2021-11-19 00:00:00+00:00,0.00202549
2021-11-22 00:00:00+00:00,0.00404419
2021-11-23 00:00:00+00:00,0.00563961
2021-11-24 00:00:00+00:00,0.00014476
2021-11-25 00:00:00+00:00,0.00190209
2021-11-26 00:00:00+00:00,0.00836658
2021-11-30 00:00:00+00:00,-0.00317042
2021-12-01 00:00:00+00:00,-0.00394791
2021-12-06 00:00:00+00:00,0.00480428
2021-12-07 00:00:00+00:00,-0.00197327
2021-12-09 00:00:00+00:00,-0.00592800
2021-12-13 00:00:00+00:00,0.00307378
2021-12-15 00:00:00+00:00,-0.00000143
2021-12-16 00:00:00+00:00,-0.00212155
2021-12-21 00:00:00+00:00,0.00021783
2021-12-22 00:00:00+00:00,-0.00073449
2021-12-23 00:00:00+00:00,-0.00003863
2021-12-27 00:00:00+00:00,-0.00513314
2021-12-30 00:00:00+00:00,-0.00206450
2022-01-03 00:00:00+00:00,-0.00325066
2022-01-05 00:00:00+00:00,-0.00526218
2022-01-06 00:00:00+00:00,0.00771277
2022-01-11 00:00:00+00:00,-0.01191531
2022-01-12 00:00:00+00:00,-0.00470484
2022-01-13 00:00:00+00:00,-0.00501472
2022-01-17 00:00:00+00:00,0.00423164
2022-01-18 00:00:00+00:00,0.00173846
2022-01-19 00:00:00+00:00,-0.00252284
2022-01-20 00:00:00+00:00,-0.00386244
2022-01-21 00:00:00+00:00,-0.00026499
2022-01-24 00:00:00+00:00,0.00111093
2022-01-25 00:00:00+00:00,-0.00267848
2022-01-26 00:00:00+00:00,0.00003167
2022-01-27 00:00:00+00:00,0.00531087
2022-01-28 00:00:00+00:00,0.01438082
2022-01-31 00:00:00+00:00,-0.00656084
2022-02-01 00:00:00+00:00,-0.00159678
2022-02-02 00:00:00+00:00,-0.00193214
2022-02-03 00:00:00+00:00,0.00095865
2022-02-07 00:00:00+00:00,-0.00493707
2022-02-08 00:00:00+00:00,-0.00019371
2022-02-09 00:00:00+00:00,-0.00190338
2022-02-10 00:00:00+00:00,-0.00287340
2022-02-11 00:00:00+00:00,0.00352820
2022-02-14 00:00:00+00:00,0.00295848
2022-02-15 00:00:00+00:00,-0.00168220
2022-02-16 00:00:00+00:00,-0.00209244
2022-02-17 00:00:00+00:00,0.00065961
2022-02-18 00:00:00+00:00,-0.00038191
2022-02-21 00:00:00+00:00,0.00240866
2022-02-22 00:00:00+00:00,0.00114194
2022-02-23 00:00:00+00:00,-0.00034411
2022-02-24 00:00:00+00:00,0.00931567
2022-02-25 00:00:00+00:00,-0.00339588
2022-02-28 00:00:00+00:00,0.00276093
2022-03-01 00:00:00+00:00,-0.00137192
2022-03-02 00:00:00+00:00,-0.00048874
2022-03-03 00:00:00+00:00,0.00176095
2022-03-06 00:00:00+00:00,0.00348894
2022-03-07 00:00:00+00:00,-0.00000944
2022-03-08 00:00:00+00:00,0.00065026
2022-03-09 00:00:00+00:00,-0.00059746
2022-03-11 00:00:00+00:00,-0.00243329
2022-03-14 00:00:00+00:00,0.01900886
2022-03-15 00:00:00+00:00,-0.00048840
2022-03-16 00:00:00+00:00,-0.00671557
2022-03-17 00:00:00+00:00,-0.00798104
2022-03-18 00:00:00+00:00,0.00050477
2022-03-21 00:00:00+00:00,0.00090779
2022-03-22 00:00:00+00:00,0.00245481
2022-03-23 00:00:00+00:00,0.00042835
2022-03-24 00:00:00+00:00,-0.00060336
2022-03-25 00:00:00+00:00,-0.00078834
2022-03-28 00:00:00+00:00,0.00263825
2022-03-29 00:00:00+00:00,-0.00119224
2022-03-30 00:00:00+00:00,-0.00635434
2022-03-31 00:00:00+00:00,0.00002247
2022-04-01 00:00:00+00:00,0.00330857
2022-04-04 00:00:00+00:00,0.00083238
2022-04-05 00:00:00+00:00,0.00001772
2022-04-06 00:00:00+00:00,0.00314543
2022-04-07 00:00:00+00:00,0.00130542
2022-04-08 00:00:00+00:00,0.00468338
2022-04-11 00:00:00+00:00,0.00243774
2022-04-12 00:00:00+00:00,-0.00009436
2022-04-13 00:00:00+00:00,-0.00181434
2022-04-14 00:00:00+00:00,-0.01458107
2022-04-15 00:00:00+00:00,0.00241589
2022-04-18 00:00:00+00:00,0.00742122
2022-04-19 00:00:00+00:00,0.01044876
2022-04-20 00:00:00+00:00,-0.00583555
2022-04-21 00:00:00+00:00,-0.00097686
2022-04-25 00:00:00+00:00,0.00849633
2022-04-26 00:00:00+00:00,0.00059521
2022-04-27 00:00:00+00:00,0.00412532
2022-04-28 00:00:00+00:00,0.00570276
2022-04-29 00:00:00+00:00,0.00502114
2022-04-30 00:00:00+00:00,-0.00002338
2022-05-02 00:00:00+00:00,0.00911218
2022-05-03 00:00:00+00:00,-0.00089163
2022-05-04 00:00:00+00:00,-0.00002563
2022-05-05 00:00:00+00:00,-0.01121336
2022-05-10 00:00:00+00:00,0.01093747
2022-05-11 00:00:00+00:00,-0.00488936
2022-05-12 00:00:00+00:00,0.01198927
2022-05-13 00:00:00+00:00,0.00786380
2022-05-14 00:00:00+00:00,-0.00224793
2022-05-16 00:00:00+00:00,-0.00006442
2022-05-17 00:00:00+00:00,-0.00609578
2022-05-18 00:00:00+00:00,-0.00288177
2022-05-19 00:00:00+00:00,-0.00695026
2022-05-20 00:00:00+00:00,0.00004370
2022-05-23 00:00:00+00:00,-0.01339282
2022-05-24 00:00:00+00:00,0.00088029
2022-05-25 00:00:00+00:00,0.00400845
2022-05-26 00:00:00+00:00,-0.00322456
2022-05-27 00:00:00+00:00,-0.00417660
2022-05-30 00:00:00+00:00,-0.00726178
2022-05-31 00:00:00+00:00,0.00571369
2022-06-01 00:00:00+00:00,0.00058887
2022-06-02 00:00:00+00:00,0.00347244
2022-06-03 00:00:00+00:00,-0.00152645
2022-06-06 00:00:00+00:00,0.00241039
2022-06-07 00:00:00+00:00,0.00353160
2022-06-08 00:00:00+00:00,-0.00228672
2022-06-09 00:00:00+00:00,0.00312754
2022-06-10 00:00:00+00:00,0.00590568
2022-06-13 00:00:00+00:00,0.01077800
2022-06-14 00:00:00+00:00,0.00463059
2022-06-15 00:00:00+00:00,-0.00281214
2022-06-16 00:00:00+00:00,-0.00180738
2022-06-17 00:00:00+00:00,-0.00295919
2022-06-20 00:00:00+00:00,-0.00069391
2022-06-21 00:00:00+00:00,-0.00278363
2022-06-22 00:00:00+00:00,0.00580580
2022-06-23 00:00:00+00:00,0.00045861
2022-06-24 00:00:00+00:00,-0.00062312
2022-06-27 00:00:00+00:00,-0.00094771
2022-06-28 00:00:00+00:00,-0.00293493
2022-06-29 00:00:00+00:00,0.00193545
2022-06-30 00:00:00+00:00,0.00715402
2022-07-04 00:00:00+00:00,0.00124406
2022-07-05 00:00:00+00:00,0.01214221
2022-07-06 00:00:00+00:00,0.00294110
2022-07-07 00:00:00+00:00,-0.00670846
2022-07-12 00:00:00+00:00,0.00136690
2022-07-13 00:00:00+00:00,0.00271722
2022-07-14 00:00:00+00:00,0.00146676
2022-07-18 00:00:00+00:00,-0.00522873
2022-07-19 00:00:00+00:00,-0.00382764
2022-07-20 00:00:00+00:00,-0.00060811
2022-07-21 00:00:00+00:00,0.00000361
2022-07-22 00:00:00+00:00,-0.00067903
2022-07-25 00:00:00+00:00,-0.01704442
2022-07-27 00:00:00+00:00,-0.00255656
2022-07-29 00:00:00+00:00,-0.00190980
2022-08-01 00:00:00+00:00,-0.00897674
2022-08-02 00:00:00+00:00,0.00250872
2022-08-03 00:00:00+00:00,0.00224976
2022-08-05 00:00:00+00:00,-0.00520330
2022-08-06 00:00:00+00:00,0.00370852
2022-08-08 00:00:00+00:00,-0.00104759
2022-08-09 00:00:00+00:00,-0.00076246
2022-08-10 00:00:00+00:00,-0.00050779
2022-08-11 00:00:00+00:00,-0.00555538
2022-08-12 00:00:00+00:00,0.00160874
2022-08-15 00:00:00+00:00,0.00765744
2022-08-16 00:00:00+00:00,-0.00029189
2022-08-17 00:00:00+00:00,0.00104998
2022-08-18 00:00:00+00:00,0.00090317
2022-08-19 00:00:00+00:00,0.01241632
2022-08-20 00:00:00+00:00,0.00053686
2022-08-22 00:00:00+00:00,0.00484834
2022-08-23 00:00:00+00:00,0.00232364
2022-08-24 00:00:00+00:00,-0.00011306
2022-08-25 00:00:00+00:00,-0.00477128
2022-08-26 00:00:00+00:00,-0.00547840
2022-08-27 00:00:00+00:00,-0.00079874
2022-08-29 00:00:00+00:00,0.01346353
2022-08-30 00:00:00+00:00,-0.00269379
2022-08-31 00:00:00+00:00,0.00206942
2022-09-01 00:00:00+00:00,0.00292267
2022-09-02 00:00:00+00:00,0.00320689
2022-09-03 00:00:00+00:00,-0.00168544
2022-09-05 00:00:00+00:00,0.00306216
2022-09-06 00:00:00+00:00,0.00055934
2022-09-07 00:00:00+00:00,0.00247718
2022-09-08 00:00:00+00:00,-0.00366862
2022-09-09 00:00:00+00:00,-0.00115300
2022-09-12 00:00:00+00:00,-0.00953407
2022-09-13 00:00:00+00:00,-0.00198805
2022-09-14 00:00:00+00:00,0.00755066
2022-09-15 00:00:00+00:00,0.00133534
2022-09-16 00:00:00+00:00,0.01043348
2022-09-19 00:00:00+00:00,0.00012579
2022-09-20 00:00:00+00:00,-0.00133477
2022-09-21 00:00:00+00:00,0.00644054
2022-09-22 00:00:00+00:00,0.00688095
2022-09-23 00:00:00+00:00,0.00435396
2022-09-24 00:00:00+00:00,-0.00005365
2022-09-26 00:00:00+00:00,0.01858364
2022-09-27 00:00:00+00:00,0.00053496
2022-09-28 00:00:00+00:00,0.01663217
2022-09-29 00:00:00+00:00,-0.01484826
2022-09-30 00:00:00+00:00,-0.00176234
2022-10-01 00:00:00+00:00,0.00071090
2022-10-03 00:00:00+00:00,0.00032784
2022-10-04 00:00:00+00:00,-0.00388998
2022-10-05 00:00:00+00:00,-0.01194405
2022-10-06 00:00:00+00:00,0.00085367
2022-10-07 00:00:00+00:00,0.00211637
2022-10-10 00:00:00+00:00,0.01338326
2022-10-11 00:00:00+00:00,-0.00127889
2022-10-12 00:00:00+00:00,0.00042173
2022-10-14 00:00:00+00:00,-0.00741490
2022-10-15 00:00:00+00:00,-0.00020864
2022-10-17 00:00:00+00:00,-0.00655910
2022-10-18 00:00:00+00:00,-0.00845344
2022-10-19 00:00:00+00:00,0.00414925
2022-10-20 00:00:00+00:00,-0.00060259
2022-10-21 00:00:00+00:00,0.00403585
2022-10-22 00:00:00+00:00,-0.00123079
2022-10-24 00:00:00+00:00,-0.00196858
2022-10-25 00:00:00+00:00,0.00216999
2022-10-26 00:00:00+00:00,-0.02457722
2022-10-27 00:00:00+00:00,0.00280261
2022-10-28 00:00:00+00:00,0.00151942
2022-10-29 00:00:00+00:00,-0.00036146
2022-10-31 00:00:00+00:00,0.00839371
2022-11-01 00:00:00+00:00,0.00479435
2022-11-04 00:00:00+00:00,-0.00696852
2022-11-05 00:00:00+00:00,-0.00011439
2022-11-07 00:00:00+00:00,-0.01540294
2022-11-09 00:00:00+00:00,-0.00250382
2022-11-11 00:00:00+00:00,-0.01779450
2022-11-12 00:00:00+00:00,-0.00011656
2022-11-14 00:00:00+00:00,-0.01338597
2022-11-15 00:00:00+00:00,-0.01633471
2022-11-16 00:00:00+00:00,-0.00220220
2022-11-17 00:00:00+00:00,0.01231700
2022-11-18 00:00:00+00:00,-0.00727598
2022-11-19 00:00:00+00:00,0.00261686
2022-11-21 00:00:00+00:00,0.01332011
2022-11-22 00:00:00+00:00,-0.00174754
2022-11-23 00:00:00+00:00,-0.00120679
2022-11-24 00:00:00+00:00,-0.00984656
2022-11-25 00:00:00+00:00,0.00017161
2022-11-26 00:00:00+00:00,0.00071704
2022-11-28 00:00:00+00:00,-0.00390217
2022-11-29 00:00:00+00:00,0.00275743
2022-11-30 00:00:00+00:00,-0.00638740
2022-12-01 00:00:00+00:00,-0.01785818
2022-12-02 00:00:00+00:00,-0.00917145
2022-12-03 00:00:00+00:00,0.01065776
2022-12-05 00:00:00+00:00,-0.01263313
2022-12-06 00:00:00+00:00,0.00972787
2022-12-07 00:00:00+00:00,0.00106002
2022-12-08 00:00:00+00:00,-0.00103901
2022-12-09 00:00:00+00:00,-0.00144588
2022-12-12 00:00:00+00:00,-0.00683476
2022-12-13 00:00:00+00:00,0.00246874
2022-12-14 00:00:00+00:00,-0.00657850
2022-12-15 00:00:00+00:00,0.00578532
2022-12-16 00:00:00+00:00,0.00283466
2022-12-19 00:00:00+00:00,0.00135362
2022-12-20 00:00:00+00:00,0.00035846
2022-12-21 00:00:00+00:00,-0.00730895
2022-12-22 00:00:00+00:00,-0.00267241
2022-12-23 00:00:00+00:00,0.00047234
2022-12-24 00:00:00+00:00,0.00025008
2022-12-26 00:00:00+00:00,-0.00500931
2022-12-27 00:00:00+00:00,-0.00327434
2022-12-28 00:00:00+00:00,0.00526752
2022-12-29 00:00:00+00:00,0.00035950
2022-12-30 00:00:00+00:00,-0.00768828
2022-12-31 00:00:00+00:00,-0.00205892
2023-01-03 00:00:00+00:00,0.00402032
2023-01-04 00:00:00+00:00,-0.00183423
2023-01-06 00:00:00+00:00,0.00121108
2023-01-09 00:00:00+00:00,-0.01982347
2023-01-10 00:00:00+00:00,-0.00181879
2023-01-11 00:00:00+00:00,0.00024595
2023-01-12 00:00:00+00:00,-0.00166851
2023-01-13 00:00:00+00:00,-0.00671372
2023-01-16 00:00:00+00:00,-0.01065904
2023-01-17 00:00:00+00:00,0.00210777
2023-01-18 00:00:00+00:00,-0.00455347
2023-01-19 00:00:00+00:00,0.00617546
2023-01-20 00:00:00+00:00,-0.00005401
2023-01-21 00:00:00+00:00,-0.00050786
2023-01-23 00:00:00+00:00,-0.00629903
2023-01-24 00:00:00+00:00,0.00150114
2023-01-25 00:00:00+00:00,-0.00490295
2023-01-26 00:00:00+00:00,-0.00807225
2023-01-27 00:00:00+00:00,0.00185465
2023-01-30 00:00:00+00:00,-0.00108171
2023-01-31 00:00:00+00:00,0.00802947
2023-02-01 00:00:00+00:00,-0.00780033
2023-02-02 00:00:00+00:00,-0.00954488
2023-02-03 00:00:00+00:00,0.00929261
2023-02-04 00:00:00+00:00,-0.00012942
2023-02-06 00:00:00+00:00,0.01948716
2023-02-07 00:00:00+00:00,0.00160579
2023-02-08 00:00:00+00:00,-0.00522261
2023-02-09 00:00:00+00:00,-0.00096353
2023-02-10 00:00:00+00:00,0.00281792
2023-02-11 00:00:00+00:00,0.00054630
2023-02-13 00:00:00+00:00,0.01121207
2023-02-14 00:00:00+00:00,-0.00812996
2023-02-15 00:00:00+00:00,0.00981878
2023-02-16 00:00:00+00:00,-0.00035842
2023-02-17 00:00:00+00:00,0.00489348
2023-02-18 00:00:00+00:00,-0.00282139
2023-02-20 00:00:00+00:00,0.00158803
2023-02-21 00:00:00+00:00,0.00410223
2023-02-22 00:00:00+00:00,0.00199807
2023-02-23 00:00:00+00:00,0.00509726
2023-02-27 00:00:00+00:00,0.00888630
2023-02-28 00:00:00+00:00,-0.00069150
2023-03-01 00:00:00+00:00,-0.01264310
2023-03-02 00:00:00+00:00,0.01185353
2023-03-06 00:00:00+00:00,-0.00351385
