Date,EU-MID
2013-03-13 00:00:00+00:00,
2013-03-14 00:00:00+00:00,0.01283435
2013-03-15 00:00:00+00:00,-0.00913507
2013-03-18 00:00:00+00:00,-0.00424822
2013-03-19 00:00:00+00:00,-0.00842416
2013-03-20 00:00:00+00:00,0.00641058
2013-03-21 00:00:00+00:00,-0.01223134
2013-03-22 00:00:00+00:00,-0.00695601
2013-03-25 00:00:00+00:00,-0.01273149
2013-03-26 00:00:00+00:00,-0.00007811
2013-03-27 00:00:00+00:00,-0.02394062
2013-03-28 00:00:00+00:00,0.01476578
2013-04-02 00:00:00+00:00,0.02163573
2013-04-03 00:00:00+00:00,-0.01542100
2013-04-04 00:00:00+00:00,-0.01476680
2013-04-05 00:00:00+00:00,-0.03045166
2013-04-08 00:00:00+00:00,-0.00086866
2013-04-09 00:00:00+00:00,0.00546000
2013-04-10 00:00:00+00:00,0.04725930
2013-04-11 00:00:00+00:00,0.01533636
2013-04-12 00:00:00+00:00,-0.01690369
2013-04-15 00:00:00+00:00,-0.02321698
2013-04-16 00:00:00+00:00,-0.01256292
2013-04-17 00:00:00+00:00,-0.02756086
2013-04-18 00:00:00+00:00,-0.00087373
2013-04-19 00:00:00+00:00,0.01346301
2013-04-22 00:00:00+00:00,0.01811872
2013-04-23 00:00:00+00:00,0.04931492
2013-04-24 00:00:00+00:00,0.01292934
2013-04-25 00:00:00+00:00,0.01208513
2013-04-26 00:00:00+00:00,-0.01292221
2013-04-29 00:00:00+00:00,0.01513172
2013-04-30 00:00:00+00:00,-0.00234156
2013-05-02 00:00:00+00:00,-0.00461098
2013-05-03 00:00:00+00:00,0.02415584
2013-05-06 00:00:00+00:00,0.00366392
2013-05-07 00:00:00+00:00,0.00963154
2013-05-08 00:00:00+00:00,0.01032779
2013-05-09 00:00:00+00:00,-0.00081664
2013-05-10 00:00:00+00:00,0.00547021
2013-05-13 00:00:00+00:00,-0.00007734
2013-05-14 00:00:00+00:00,0.00884822
2013-05-15 00:00:00+00:00,0.01460716
2013-05-16 00:00:00+00:00,-0.00445009
2013-05-17 00:00:00+00:00,0.00430577
2013-05-20 00:00:00+00:00,0.01012682
2013-05-21 00:00:00+00:00,-0.00225276
2013-05-22 00:00:00+00:00,0.01081216
2013-05-23 00:00:00+00:00,-0.03256817
2013-05-24 00:00:00+00:00,-0.00448087
2013-05-27 00:00:00+00:00,0.01022071
2013-05-28 00:00:00+00:00,0.02919452
2013-05-29 00:00:00+00:00,-0.02964820
2013-05-30 00:00:00+00:00,0.00651166
2013-05-31 00:00:00+00:00,-0.01248129
2013-06-03 00:00:00+00:00,-0.01182477
2013-06-04 00:00:00+00:00,0.00656963
2013-06-05 00:00:00+00:00,-0.01995227
2013-06-06 00:00:00+00:00,-0.01122982
2013-06-07 00:00:00+00:00,0.01338068
2013-06-10 00:00:00+00:00,-0.00304793
2013-06-11 00:00:00+00:00,-0.01792777
2013-06-12 00:00:00+00:00,-0.00570586
2013-06-13 00:00:00+00:00,-0.00339757
2013-06-14 00:00:00+00:00,0.01012296
2013-06-17 00:00:00+00:00,0.01458990
2013-06-18 00:00:00+00:00,0.00999715
2013-06-19 00:00:00+00:00,-0.00490653
2013-06-20 00:00:00+00:00,-0.05071032
2013-06-21 00:00:00+00:00,-0.03751042
2013-06-24 00:00:00+00:00,-0.04017111
2013-06-25 00:00:00+00:00,0.01821250
2013-06-26 00:00:00+00:00,0.02829111
2013-06-27 00:00:00+00:00,0.02090147
2013-06-28 00:00:00+00:00,-0.01084208
2013-07-01 00:00:00+00:00,0.01925028
2013-07-02 00:00:00+00:00,-0.00160852
2013-07-03 00:00:00+00:00,-0.01387023
2013-07-04 00:00:00+00:00,0.03695991
2013-07-05 00:00:00+00:00,-0.01371349
2013-07-08 00:00:00+00:00,0.02585713
2013-07-09 00:00:00+00:00,0.01347702
2013-07-10 00:00:00+00:00,-0.00269493
2013-07-11 00:00:00+00:00,0.01339089
2013-07-12 00:00:00+00:00,-0.01122533
2013-07-15 00:00:00+00:00,0.00664933
2013-07-16 00:00:00+00:00,-0.00156689
2013-07-17 00:00:00+00:00,0.00365025
2013-07-18 00:00:00+00:00,0.02001244
2013-07-19 00:00:00+00:00,0.00434318
2013-07-22 00:00:00+00:00,-0.00301708
2013-07-23 00:00:00+00:00,0.00213154
2013-07-24 00:00:00+00:00,0.02051153
2013-07-25 00:00:00+00:00,-0.00371571
2013-07-26 00:00:00+00:00,-0.00080569
2013-07-29 00:00:00+00:00,-0.00190033
2013-07-30 00:00:00+00:00,0.01890112
2013-07-31 00:00:00+00:00,-0.00441545
2013-08-01 00:00:00+00:00,0.03905331
2013-08-02 00:00:00+00:00,0.00134448
2013-08-05 00:00:00+00:00,0.00560455
2013-08-06 00:00:00+00:00,-0.01211707
2013-08-07 00:00:00+00:00,0.00277275
2013-08-08 00:00:00+00:00,0.03193967
2013-08-09 00:00:00+00:00,0.02023065
2013-08-12 00:00:00+00:00,0.00477507
2013-08-13 00:00:00+00:00,0.00683808
2013-08-14 00:00:00+00:00,0.00750357
2013-08-15 00:00:00+00:00,-0.01518211
2013-08-16 00:00:00+00:00,0.01099157
2013-08-19 00:00:00+00:00,-0.01315394
2013-08-20 00:00:00+00:00,-0.02605600
2013-08-21 00:00:00+00:00,0.00238060
2013-08-22 00:00:00+00:00,0.02586062
2013-08-23 00:00:00+00:00,0.00753561
2013-08-26 00:00:00+00:00,-0.01041839
2013-08-27 00:00:00+00:00,-0.04165717
2013-08-28 00:00:00+00:00,-0.00432327
2013-08-29 00:00:00+00:00,0.01481677
2013-08-30 00:00:00+00:00,-0.01943609
2013-09-02 00:00:00+00:00,0.02409664
2013-09-03 00:00:00+00:00,0.00343453
2013-09-04 00:00:00+00:00,-0.00077765
2013-09-05 00:00:00+00:00,0.01114349
2013-09-06 00:00:00+00:00,0.01108104
2013-09-09 00:00:00+00:00,0.00720485
2013-09-10 00:00:00+00:00,0.02687575
2013-09-11 00:00:00+00:00,0.00469657
2013-09-12 00:00:00+00:00,-0.00007663
2013-09-13 00:00:00+00:00,0.00067978
2013-09-16 00:00:00+00:00,0.01692474
2013-09-17 00:00:00+00:00,-0.00547075
2013-09-18 00:00:00+00:00,0.00431858
2013-09-19 00:00:00+00:00,0.01206537
2013-09-20 00:00:00+00:00,0.00595575
2013-09-23 00:00:00+00:00,-0.01878689
2013-09-24 00:00:00+00:00,0.00599003
2013-09-25 00:00:00+00:00,-0.00477771
2013-09-26 00:00:00+00:00,-0.00074932
2013-09-27 00:00:00+00:00,-0.00546377
2013-09-30 00:00:00+00:00,-0.01189276
2013-10-01 00:00:00+00:00,0.02167706
2013-10-02 00:00:00+00:00,-0.00343925
2013-10-03 00:00:00+00:00,-0.01085488
2013-10-04 00:00:00+00:00,0.01008239
2013-10-07 00:00:00+00:00,-0.00951095
2013-10-08 00:00:00+00:00,-0.00549393
2013-10-09 00:00:00+00:00,-0.00686613
2013-10-10 00:00:00+00:00,0.03602606
2013-10-11 00:00:00+00:00,-0.00074702
2013-10-14 00:00:00+00:00,-0.00342462
2013-10-15 00:00:00+00:00,0.02204572
2013-10-16 00:00:00+00:00,0.01185766
2013-10-17 00:00:00+00:00,-0.00535091
2013-10-18 00:00:00+00:00,0.01677709
2013-10-21 00:00:00+00:00,0.00647810
2013-10-22 00:00:00+00:00,0.00122963
2013-10-23 00:00:00+00:00,-0.01705381
2013-10-24 00:00:00+00:00,0.01243536
2013-10-25 00:00:00+00:00,-0.00858484
2013-10-28 00:00:00+00:00,-0.00467792
2013-10-29 00:00:00+00:00,0.01112168
2013-10-30 00:00:00+00:00,0.00123306
2013-10-31 00:00:00+00:00,0.01890821
2013-11-01 00:00:00+00:00,-0.00461669
2013-11-04 00:00:00+00:00,0.01292227
2013-11-05 00:00:00+00:00,-0.00718106
2013-11-06 00:00:00+00:00,0.01612479
2013-11-07 00:00:00+00:00,-0.00650635
2013-11-08 00:00:00+00:00,-0.00749465
2013-11-11 00:00:00+00:00,0.01928964
2013-11-12 00:00:00+00:00,-0.01097555
2013-11-13 00:00:00+00:00,-0.01167979
2013-11-14 00:00:00+00:00,0.01159125
2013-11-15 00:00:00+00:00,0.00121089
2013-11-18 00:00:00+00:00,0.01215993
2013-11-19 00:00:00+00:00,-0.01480318
2013-11-20 00:00:00+00:00,-0.00781769
2013-11-21 00:00:00+00:00,0.00186426
2013-11-22 00:00:00+00:00,0.00186238
2013-11-25 00:00:00+00:00,0.00767633
2013-11-26 00:00:00+00:00,-0.00394022
2013-11-27 00:00:00+00:00,0.00959654
2013-11-28 00:00:00+00:00,0.01019175
2013-11-29 00:00:00+00:00,0.00183802
2013-12-02 00:00:00+00:00,-0.00964707
