Date,FTSEVIET
2023-01-13 00:00:00+00:00,0.00808763
2023-01-16 00:00:00+00:00,0.00103581
2023-01-18 00:00:00+00:00,0.04873878
2023-01-19 00:00:00+00:00,0.00042687
2023-01-20 00:00:00+00:00,0.03880265
2023-01-23 00:00:00+00:00,0.00467590
2023-01-25 00:00:00+00:00,-0.00452305
2023-01-26 00:00:00+00:00,-0.00233598
2023-01-30 00:00:00+00:00,-0.02555788
2023-01-31 00:00:00+00:00,-0.00978258
2023-02-01 00:00:00+00:00,-0.06177812
2023-02-02 00:00:00+00:00,0.00433864
2023-02-03 00:00:00+00:00,-0.00433881
2023-02-06 00:00:00+00:00,0.02305879
2023-02-07 00:00:00+00:00,-0.06204833
2023-02-08 00:00:00+00:00,0.00973274
2023-02-09 00:00:00+00:00,-0.00734504
2023-02-13 00:00:00+00:00,-0.03913981
2023-02-14 00:00:00+00:00,-0.00390794
2023-02-15 00:00:00+00:00,0.00649792
2023-02-20 00:00:00+00:00,0.08429742
2023-02-21 00:00:00+00:00,-0.00145818
2023-02-22 00:00:00+00:00,-0.03239217
2023-02-23 00:00:00+00:00,-0.01322946
2023-02-24 00:00:00+00:00,-0.01159384
2023-02-25 00:00:00+00:00,0.06514946
2023-02-27 00:00:00+00:00,-0.16851832
2023-02-28 00:00:00+00:00,0.00282399
2023-03-01 00:00:00+00:00,0.01294892
2023-03-02 00:00:00+00:00,-0.00444029
2023-03-03 00:00:00+00:00,-0.01063573
2023-03-06 00:00:00+00:00,0.01172484
2023-03-07 00:00:00+00:00,0.01773701
2023-03-08 00:00:00+00:00,0.00719956
2023-03-09 00:00:00+00:00,0.00775397
2023-03-10 00:00:00+00:00,0.00046477
2023-03-11 00:00:00+00:00,0.00227055
2023-03-13 00:00:00+00:00,0.03530127
2023-03-14 00:00:00+00:00,-0.01111932
2023-03-15 00:00:00+00:00,0.01686852
2023-03-16 00:00:00+00:00,-0.01445914
2023-03-17 00:00:00+00:00,-0.00375802
2023-03-20 00:00:00+00:00,-0.06031070
2023-03-21 00:00:00+00:00,0.01338179
2023-03-22 00:00:00+00:00,0.00846315
2023-03-23 00:00:00+00:00,0.00169618
2023-03-24 00:00:00+00:00,0.04604226
2023-03-27 00:00:00+00:00,0.00868462
2023-03-28 00:00:00+00:00,0.00088978
2023-03-29 00:00:00+00:00,0.00106216
2023-03-30 00:00:00+00:00,0.01120279
2023-03-31 00:00:00+00:00,0.00517635
2023-04-03 00:00:00+00:00,0.01219231
2023-04-04 00:00:00+00:00,-0.00013569
2023-04-05 00:00:00+00:00,-0.00187388
2023-04-06 00:00:00+00:00,-0.00652362
2023-04-07 00:00:00+00:00,-0.00773531
2023-04-08 00:00:00+00:00,0.00045151
2023-04-10 00:00:00+00:00,0.01692992
2023-04-11 00:00:00+00:00,0.00086595
2023-04-12 00:00:00+00:00,0.00279847
2023-04-13 00:00:00+00:00,-0.00716954
2023-04-14 00:00:00+00:00,-0.00899111
2023-04-17 00:00:00+00:00,-0.01561808
2023-04-18 00:00:00+00:00,0.00504994
2023-04-19 00:00:00+00:00,-0.00607436
2023-04-20 00:00:00+00:00,-0.00312499
2023-04-21 00:00:00+00:00,-0.00987883
2023-04-22 00:00:00+00:00,-0.00932990
2023-04-24 00:00:00+00:00,-0.00633896
2023-04-25 00:00:00+00:00,-0.01180422
2023-04-26 00:00:00+00:00,0.00393971
2023-04-27 00:00:00+00:00,-0.00578187
2023-04-28 00:00:00+00:00,0.01061785
2023-05-01 00:00:00+00:00,0.02389816
2023-05-02 00:00:00+00:00,-0.00928005
2023-05-03 00:00:00+00:00,-0.00451342
2023-05-04 00:00:00+00:00,-0.02012801
2023-05-05 00:00:00+00:00,0.00271366
2023-05-06 00:00:00+00:00,-0.00014625
2023-05-08 00:00:00+00:00,0.01679295
2023-05-09 00:00:00+00:00,-0.00092201
2023-05-10 00:00:00+00:00,0.00585707
2023-05-11 00:00:00+00:00,-0.00074066
2023-05-15 00:00:00+00:00,0.02851294
2023-05-16 00:00:00+00:00,-0.00149805
2023-05-17 00:00:00+00:00,-0.00546215
2023-05-18 00:00:00+00:00,0.01469855
2023-05-19 00:00:00+00:00,-0.00424202
2023-05-22 00:00:00+00:00,-0.00308433
2023-05-23 00:00:00+00:00,-0.00444089
2023-05-24 00:00:00+00:00,-0.00251413
2023-05-25 00:00:00+00:00,-0.00429860
2023-05-26 00:00:00+00:00,0.00044740
2023-05-29 00:00:00+00:00,0.01174985
2023-05-30 00:00:00+00:00,0.00440251
2023-05-31 00:00:00+00:00,-0.00720100
2023-06-01 00:00:00+00:00,0.00280900
2023-06-02 00:00:00+00:00,0.01046966
2023-06-03 00:00:00+00:00,0.00160151
2023-06-05 00:00:00+00:00,0.02141394
2023-06-06 00:00:00+00:00,-0.00958715
2023-06-07 00:00:00+00:00,0.04166241
2023-06-08 00:00:00+00:00,-0.00772464
2023-06-09 00:00:00+00:00,-0.00202783
2023-06-10 00:00:00+00:00,0.00042682
2023-06-12 00:00:00+00:00,0.02047247
