Date,SONIA3
2020-03-04 00:00:00+00:00,
2020-03-05 00:00:00+00:00,0.00073461
2020-03-16 00:00:00+00:00,-0.00100905
2020-03-17 00:00:00+00:00,-0.00135955
2020-03-24 00:00:00+00:00,0.00140431
2020-03-25 00:00:00+00:00,0.00020171
2020-03-26 00:00:00+00:00,0.00015122
2020-03-27 00:00:00+00:00,0.00014981
2020-03-30 00:00:00+00:00,0.00039975
2020-03-31 00:00:00+00:00,-0.00015435
2020-04-01 00:00:00+00:00,0.00034873
2020-04-02 00:00:00+00:00,0.00009736
2020-04-03 00:00:00+00:00,0.00039789
2020-04-06 00:00:00+00:00,-0.00035403
2020-04-07 00:00:00+00:00,-0.00105726
2020-04-08 00:00:00+00:00,0.00029523
2020-04-09 00:00:00+00:00,0.00119687
2020-04-14 00:00:00+00:00,-0.00030676
2020-04-15 00:00:00+00:00,0.00024605
2020-04-16 00:00:00+00:00,-0.00015472
2020-04-17 00:00:00+00:00,0.00024696
2020-04-20 00:00:00+00:00,0.00004706
2020-04-21 00:00:00+00:00,0.00029744
2020-04-22 00:00:00+00:00,-0.00030382
2020-04-23 00:00:00+00:00,-0.00000328
2020-04-24 00:00:00+00:00,0.00019709
2020-04-27 00:00:00+00:00,-0.00010365
2020-04-28 00:00:00+00:00,0.00034763
2020-04-29 00:00:00+00:00,0.00019739
2020-04-30 00:00:00+00:00,0.00014711
2020-05-01 00:00:00+00:00,0.00029732
2020-05-04 00:00:00+00:00,0.00024731
2020-05-05 00:00:00+00:00,0.00024679
2020-05-06 00:00:00+00:00,0.00029693
2020-05-07 00:00:00+00:00,0.00059768
2020-05-11 00:00:00+00:00,-0.00060422
2020-05-12 00:00:00+00:00,0.00059690
2020-05-13 00:00:00+00:00,0.00099751
2020-05-14 00:00:00+00:00,-0.00040390
2020-05-15 00:00:00+00:00,-0.00015382
2020-05-18 00:00:00+00:00,-0.00015378
2020-05-19 00:00:00+00:00,-0.00010393
2020-05-20 00:00:00+00:00,0.00059694
2020-05-21 00:00:00+00:00,0.00059684
2020-05-22 00:00:00+00:00,-0.00005366
2020-05-26 00:00:00+00:00,-0.00045406
2020-05-27 00:00:00+00:00,0.00024598
2020-05-28 00:00:00+00:00,-0.00000442
2020-05-29 00:00:00+00:00,0.00029622
2020-06-01 00:00:00+00:00,-0.00065437
2020-06-02 00:00:00+00:00,0.00039583
2020-06-03 00:00:00+00:00,-0.00065491
2020-06-04 00:00:00+00:00,-0.00025470
2020-06-05 00:00:00+00:00,-0.00055516
2020-06-08 00:00:00+00:00,-0.00000483
2020-06-09 00:00:00+00:00,-0.00020504
2020-06-10 00:00:00+00:00,0.00114658
2020-06-11 00:00:00+00:00,0.00054561
2020-06-12 00:00:00+00:00,-0.00005486
2020-06-15 00:00:00+00:00,0.00004539
2020-06-16 00:00:00+00:00,-0.00030493
2020-06-17 00:00:00+00:00,0.00024497
2020-06-18 00:00:00+00:00,-0.00005464
2020-06-19 00:00:00+00:00,0.00019583
2020-06-22 00:00:00+00:00,0.00049585
2020-06-23 00:00:00+00:00,-0.00010451
2020-06-24 00:00:00+00:00,0.00029565
2020-06-25 00:00:00+00:00,0.00019586
2020-06-26 00:00:00+00:00,0.00024576
2020-06-29 00:00:00+00:00,0.00014594
2020-06-30 00:00:00+00:00,0.00004566
2020-07-01 00:00:00+00:00,-0.00055414
2020-07-02 00:00:00+00:00,0.00019585
2020-07-03 00:00:00+00:00,0.00014581
2020-07-06 00:00:00+00:00,-0.00025428
2020-07-07 00:00:00+00:00,0.00039571
2020-07-08 00:00:00+00:00,0.00009566
2020-07-09 00:00:00+00:00,0.00034599
2020-07-10 00:00:00+00:00,0.00019603
2020-07-13 00:00:00+00:00,-0.00040390
2020-07-14 00:00:00+00:00,0.00044563
2020-07-15 00:00:00+00:00,0.00014588
2020-07-16 00:00:00+00:00,0.00014651
2020-07-17 00:00:00+00:00,-0.00015342
2020-07-20 00:00:00+00:00,0.00009645
2020-07-21 00:00:00+00:00,0.00049603
2020-07-22 00:00:00+00:00,0.00014624
2020-07-23 00:00:00+00:00,0.00019632
2020-07-24 00:00:00+00:00,-0.00045283
2020-07-27 00:00:00+00:00,0.00044652
2020-07-28 00:00:00+00:00,-0.00000328
2020-07-29 00:00:00+00:00,-0.00030252
2020-08-03 00:00:00+00:00,0.00044692
2020-08-04 00:00:00+00:00,0.00029669
2020-08-05 00:00:00+00:00,-0.00050246
2020-08-06 00:00:00+00:00,-0.00055245
2020-08-07 00:00:00+00:00,-0.00030279
2020-08-10 00:00:00+00:00,0.00039678
2020-08-11 00:00:00+00:00,-0.00095270
2020-08-12 00:00:00+00:00,-0.00060304
2020-08-13 00:00:00+00:00,0.00019701
2020-08-14 00:00:00+00:00,0.00024699
2020-08-17 00:00:00+00:00,0.00064704
2020-08-18 00:00:00+00:00,0.00014673
2020-08-19 00:00:00+00:00,-0.00015297
2020-08-20 00:00:00+00:00,0.00019698
2020-08-21 00:00:00+00:00,0.00004705
2020-08-24 00:00:00+00:00,0.00009732
2020-08-25 00:00:00+00:00,-0.00110234
2020-08-26 00:00:00+00:00,-0.00000300
2020-08-27 00:00:00+00:00,-0.00025278
2020-09-02 00:00:00+00:00,0.00134694
2020-09-03 00:00:00+00:00,-0.00005316
2020-09-04 00:00:00+00:00,-0.00065272
2020-09-07 00:00:00+00:00,0.00044653
2020-09-08 00:00:00+00:00,0.00039622
2020-09-09 00:00:00+00:00,-0.00030309
2020-09-10 00:00:00+00:00,0.00039636
2020-09-11 00:00:00+00:00,0.00069611
2020-09-14 00:00:00+00:00,-0.00035288
2020-09-15 00:00:00+00:00,-0.00060279
2020-09-16 00:00:00+00:00,-0.00025320
2020-09-17 00:00:00+00:00,0.00114662
2020-09-18 00:00:00+00:00,0.00004717
2020-09-21 00:00:00+00:00,0.00009726
2020-09-22 00:00:00+00:00,-0.00100160
2020-09-23 00:00:00+00:00,-0.00000300
2020-09-24 00:00:00+00:00,-0.00040249
2020-09-25 00:00:00+00:00,0.00049672
2020-09-28 00:00:00+00:00,-0.00000286
2020-09-29 00:00:00+00:00,-0.00010260
2020-09-30 00:00:00+00:00,-0.00060253
2020-10-01 00:00:00+00:00,0.00014717
2020-10-02 00:00:00+00:00,-0.00005276
2020-10-05 00:00:00+00:00,-0.00035254
2020-10-06 00:00:00+00:00,-0.00030294
2020-10-07 00:00:00+00:00,-0.00015299
2020-10-08 00:00:00+00:00,-0.00015292
2020-10-09 00:00:00+00:00,0.00014696
2020-10-12 00:00:00+00:00,0.00024696
2020-10-13 00:00:00+00:00,0.00014698
2020-10-14 00:00:00+00:00,-0.00000319
2020-10-15 00:00:00+00:00,0.00034706
2020-10-16 00:00:00+00:00,-0.00010288
2020-10-19 00:00:00+00:00,0.00029699
2020-10-20 00:00:00+00:00,-0.00010301
2020-10-21 00:00:00+00:00,-0.00080260
2020-10-22 00:00:00+00:00,-0.00030279
2020-10-23 00:00:00+00:00,-0.00015288
2020-10-26 00:00:00+00:00,0.00019733
2020-10-27 00:00:00+00:00,0.00059717
2020-10-28 00:00:00+00:00,0.00029704
2020-10-29 00:00:00+00:00,-0.00020279
2020-10-30 00:00:00+00:00,-0.00065273
2020-11-02 00:00:00+00:00,0.00079734
2020-11-03 00:00:00+00:00,-0.00065272
2020-11-04 00:00:00+00:00,0.00079718
2020-11-05 00:00:00+00:00,-0.00040264
2020-11-06 00:00:00+00:00,-0.00045279
2020-11-09 00:00:00+00:00,-0.00140299
2020-11-10 00:00:00+00:00,-0.00035321
2020-11-11 00:00:00+00:00,-0.00025317
2020-11-12 00:00:00+00:00,0.00114849
2020-11-13 00:00:00+00:00,-0.00015285
2020-11-16 00:00:00+00:00,-0.00005261
2020-11-17 00:00:00+00:00,0.00029779
2020-11-18 00:00:00+00:00,-0.00040282
2020-11-19 00:00:00+00:00,0.00004795
2020-11-20 00:00:00+00:00,0.00024826
2020-11-23 00:00:00+00:00,-0.00010241
2020-11-24 00:00:00+00:00,-0.00015272
2020-11-25 00:00:00+00:00,0.00004739
2020-11-26 00:00:00+00:00,0.00039760
2020-11-27 00:00:00+00:00,0.00009754
2020-11-30 00:00:00+00:00,-0.00020231
2020-12-01 00:00:00+00:00,-0.00050286
2020-12-02 00:00:00+00:00,0.00009757
2020-12-03 00:00:00+00:00,0.00009757
2020-12-04 00:00:00+00:00,-0.00015259
2020-12-07 00:00:00+00:00,0.00099834
2020-12-08 00:00:00+00:00,0.00039764
2020-12-09 00:00:00+00:00,-0.00005236
2020-12-10 00:00:00+00:00,0.00074781
2020-12-11 00:00:00+00:00,0.00009774
2020-12-14 00:00:00+00:00,-0.00090182
2020-12-15 00:00:00+00:00,-0.00020241
2020-12-16 00:00:00+00:00,-0.00065256
2020-12-17 00:00:00+00:00,-0.00020277
2020-12-18 00:00:00+00:00,0.00054777
2020-12-21 00:00:00+00:00,0.00074765
2020-12-22 00:00:00+00:00,0.00029731
2020-12-23 00:00:00+00:00,-0.00145264
2020-12-24 00:00:00+00:00,0.00014738
2020-12-29 00:00:00+00:00,0.00074753
2020-12-30 00:00:00+00:00,0.00034757
2020-12-31 00:00:00+00:00,0.00014756
2021-01-04 00:00:00+00:00,0.00104750
2021-01-05 00:00:00+00:00,-0.00055225
2021-01-06 00:00:00+00:00,-0.00025265
2021-01-07 00:00:00+00:00,-0.00095250
2021-01-08 00:00:00+00:00,0.00009740
2021-01-11 00:00:00+00:00,-0.00015268
2021-01-12 00:00:00+00:00,-0.00110302
2021-01-13 00:00:00+00:00,0.00044777
2021-01-14 00:00:00+00:00,0.00039776
2021-01-15 00:00:00+00:00,-0.00000250
2021-01-18 00:00:00+00:00,0.00019785
2021-01-19 00:00:00+00:00,-0.00000272
2021-01-20 00:00:00+00:00,-0.00035239
2021-01-21 00:00:00+00:00,-0.00045275
2021-01-22 00:00:00+00:00,0.00039790
2021-01-25 00:00:00+00:00,0.00059800
2021-01-26 00:00:00+00:00,-0.00010247
2021-01-27 00:00:00+00:00,-0.00015227
2021-01-28 00:00:00+00:00,-0.00045218
2021-01-29 00:00:00+00:00,-0.00035211
2021-02-01 00:00:00+00:00,0.00009828
2021-02-02 00:00:00+00:00,-0.00040213
2021-02-03 00:00:00+00:00,-0.00030183
2021-02-04 00:00:00+00:00,-0.00130287
2021-02-05 00:00:00+00:00,-0.00120333
2021-02-08 00:00:00+00:00,0.00029965
2021-02-09 00:00:00+00:00,0.00039953
2021-02-10 00:00:00+00:00,0.00004872
2021-02-11 00:00:00+00:00,0.00024912
2021-02-12 00:00:00+00:00,-0.00045227
