DateUTC,AUD,GBP,CAD,EUR,JPY,US5,BUND,SP500,CRUDE_W,GOLD
2010-03-08 00:00:00+00:00,0.00352350,-0.01095626,-0.00144160,0.00153729,0.00053788,-0.00095056,-0.01655404,0.00108265,0.01137303,-0.01974603
2010-03-09 00:00:00+00:00,0.00890947,-0.01154742,-0.00082631,-0.00594583,0.00830564,0.00134715,0.00914171,0.00591931,-0.01061251,-0.00303887
2010-03-10 00:00:00+00:00,0.00525432,-0.00187251,-0.00154601,0.00852958,-0.01259755,-0.00365228,-0.00317986,0.00918927,0.00722121,-0.02531900
2010-03-11 00:00:00+00:00,-0.00022276,0.01014738,0.00544789,0.00321898,-0.00163362,-0.00284667,-0.00383491,0.00849249,0.00211973,0.00016667
2010-03-12 00:00:00+00:00,0.00152572,0.01634243,0.00358631,0.01250223,0.00162656,-0.00054671,0.00228121,-0.00349392,-0.02606669,-0.01174450
2010-03-15 00:00:00+00:00,-0.00579152,-0.01522964,-0.00030926,-0.01047086,-0.00127153,0.00135114,0.00162711,-0.00153061,-0.03585628,0.00661230
2010-03-16 00:00:00+00:00,-0.00504339,0.01034856,-0.00153013,0.00430270,0.00534649,0.00527895,0.00659645,0.01591093,0.03918135,0.03083446
2010-03-17 00:00:00+00:00,0.01364757,0.01260736,0.00529263,-0.00051314,0.00170972,-0.00189659,0.00121370,0.01059105,0.02686017,0.00301505
2010-03-18 00:00:00+00:00,-0.00317544,-0.00999060,0.00080631,-0.01941684,-0.00261833,-0.00406259,-0.00179141,0.00062869,-0.00731166,0.00585694
2010-03-19 00:00:00+00:00,-0.01237979,-0.03037697,-0.00415542,-0.01233917,-0.00415599,-0.00339320,0.00194618,-0.00862877,-0.03677983,-0.03522461
2010-03-22 00:00:00+00:00,0.00330220,0.00945515,-0.00020734,0.00117809,0.00795481,0.00352540,0.00697946,0.00992900,0.01601702,-0.01463976
2010-03-23 00:00:00+00:00,0.00021624,-0.00795979,-0.00336053,-0.00805165,-0.00648971,0.00026684,0.00177590,0.01289197,0.00393859,0.00762643
2010-03-24 00:00:00+00:00,-0.01859581,-0.01870736,0.00397646,-0.02239256,-0.03651547,-0.01274146,-0.00550386,-0.00856761,-0.02612633,-0.02710424
2010-03-25 00:00:00+00:00,0.00021827,-0.00927614,-0.00569660,-0.00697637,-0.01491681,-0.00300433,-0.01047086,-0.00302239,-0.00000501,0.00760967
2010-03-26 00:00:00+00:00,-0.01443711,0.00971664,0.00081402,0.01632295,0.00565369,0.00450269,0.00211458,0.00127316,-0.01293440,0.02075694
2010-03-29 00:00:00+00:00,0.03041798,0.01087904,0.00287019,0.00954857,-0.00065104,-0.00000406,0.00243841,0.00900783,0.04512346,0.01094390
2010-03-30 00:00:00+00:00,0.00726521,0.01188852,0.00347538,-0.00639171,-0.00574027,-0.00054934,0.00536146,0.00105221,0.00344482,-0.01046153
2010-03-31 00:00:00+00:00,-0.00351583,0.01560403,0.00213740,0.01325843,-0.01392160,0.00422098,0.00210397,-0.00728542,0.03134836,0.00903991
2010-04-01 00:00:00+00:00,0.00516204,0.01185789,0.00335394,0.00880379,-0.00775933,-0.00258992,0.00088632,0.01457164,0.03110177,0.02081201
2010-04-02 00:00:00+00:00,0.00043395,-0.01009374,0.00253112,-0.01238489,-0.01791873,-0.00790371,0.00088632,-0.00001764,0.03110177,0.02081201
2010-04-05 00:00:00+00:00,0.00361299,0.01336205,0.00181134,-0.00030125,0.00908111,-0.00588497,0.00088632,0.01596980,0.04260125,0.01366128
2010-04-06 00:00:00+00:00,0.01411209,-0.00262122,0.00623893,-0.01335394,0.00734401,0.00273719,-0.00883264,0.00463142,0.01093223,0.00386638
2010-04-07 00:00:00+00:00,0.00195124,-0.00013564,0.00189688,-0.00328969,0.01398203,0.00889542,0.00707204,-0.01161368,-0.00920176,0.02991534
2010-04-08 00:00:00+00:00,0.00216658,-0.00013551,-0.00729648,-0.00314539,-0.00336020,-0.00150455,-0.00130183,0.00804018,-0.00518705,-0.00018756
2010-04-09 00:00:00+00:00,0.00693556,0.01270361,0.00532870,0.01572479,0.00317024,-0.00014120,-0.00730474,0.01497736,0.00326905,0.01559884
2010-04-12 00:00:00+00:00,-0.00724406,0.00103751,-0.00351659,0.01961555,0.00186051,0.00408994,-0.00252848,-0.00001694,0.00371484,0.00050285
2010-04-13 00:00:00+00:00,-0.00195664,-0.00026460,0.00261423,0.00117315,0.00018191,0.00244656,0.00488390,0.00083421,-0.01215541,-0.01515765
2010-04-14 00:00:00+00:00,0.01573760,0.01300876,0.00552042,0.00882168,0.00083370,-0.00245315,-0.00033014,0.02261458,0.03055117,0.01073678
2010-04-15 00:00:00+00:00,-0.00129699,0.00400357,0.00159396,-0.01164768,0.00055411,0.00326358,0.00292310,0.00329793,0.01682637,0.00119327
2010-04-16 00:00:00+00:00,-0.01724946,-0.01471404,-0.00489165,-0.01149523,0.02112174,0.00828893,0.00843942,-0.03022009,-0.03250252,-0.04034836
2010-04-19 00:00:00+00:00,-0.00805033,-0.01007832,-0.00233901,-0.00341214,-0.00617422,-0.00420231,-0.00057067,0.00880445,-0.03448431,-0.00203687
2010-04-20 00:00:00+00:00,0.01953726,0.00692026,0.00437103,-0.00505061,-0.01681715,-0.00122578,-0.00235083,0.01650306,0.01279312,0.00606119
2010-04-21 00:00:00+00:00,-0.00659819,0.00520368,0.01954792,-0.00536105,0.00353585,0.00352551,0.00412373,-0.00810524,0.02088697,0.01692781
2010-04-22 00:00:00+00:00,0.00183945,-0.00227695,-0.00397892,-0.01343219,-0.00688616,-0.00339366,0.00330825,0.00206510,0.00336409,-0.01028555
2010-04-23 00:00:00+00:00,-0.00498919,-0.00195445,-0.00379526,0.01103582,-0.01428208,-0.00407807,-0.00032762,0.01745716,0.02981841,0.01888533
2010-04-26 00:00:00+00:00,0.00282019,0.01105686,0.00149549,-0.00642803,-0.00132027,0.00149185,0.00289952,-0.00661666,-0.00298932,0.00050610
2010-04-27 00:00:00+00:00,-0.02311119,-0.02588749,-0.00409767,-0.02038639,0.02106425,0.01155058,0.01981638,-0.04491687,-0.02069813,0.01419762
2010-04-28 00:00:00+00:00,0.02074193,-0.00813352,-0.01343808,-0.00303274,-0.02494865,-0.00662920,-0.01093616,0.01522382,0.00748452,0.01650629
2010-04-29 00:00:00+00:00,0.00510072,0.01842732,0.00761654,0.00871475,0.00574520,0.00569143,-0.00313317,0.02561261,0.02004764,-0.00504923
2010-04-30 00:00:00+00:00,-0.00531336,-0.00757096,0.00634879,0.00935673,0.00215707,0.00594580,0.00577664,-0.03631711,0.02327569,0.02034858
2010-05-03 00:00:00+00:00,0.00401491,-0.00249270,0.00019859,-0.01413148,-0.01408782,-0.00499491,-0.00665633,0.02554214,0.03010216,0.00438993
2010-05-04 00:00:00+00:00,-0.03946700,-0.01239492,0.00223037,-0.03156216,0.00396653,0.00675438,0.02129701,-0.04340529,-0.07350689,-0.02384598
2010-05-05 00:00:00+00:00,-0.00675135,-0.00772250,-0.01054663,-0.02730150,0.01575487,0.00700245,0.01256679,-0.01451624,-0.05733319,0.00990741
2010-05-06 00:00:00+00:00,-0.04905977,-0.04198993,-0.01301413,-0.03453970,0.06633974,0.01060617,0.01968322,-0.07132201,-0.06635725,0.03802979
2010-05-07 00:00:00+00:00,0.01319629,0.00364980,-0.01671517,0.02173732,-0.05476395,-0.00053861,-0.01042071,-0.02741074,-0.02707990,0.02212000
2010-05-10 00:00:00+00:00,0.02973345,0.00904493,0.00932800,0.00941493,-0.03775214,-0.00535149,-0.02518969,0.08918784,0.04680002,-0.01595896
2010-05-11 00:00:00+00:00,-0.00724428,0.00994388,0.00071477,-0.01640805,0.00819083,0.00053130,0.00278352,-0.00736712,0.00493213,0.03254766
2010-05-12 00:00:00+00:00,-0.01252533,-0.01759516,0.00451263,-0.00977122,-0.00918718,-0.00147849,-0.00048225,0.03057496,0.01242262,0.03735390
2010-05-13 00:00:00+00:00,0.01383282,-0.02436512,0.01001083,-0.01092741,0.00782256,0.00053137,0.00708322,-0.02224447,-0.02296072,-0.02237755
2010-05-14 00:00:00+00:00,-0.02793407,-0.01093394,-0.01012261,-0.02817772,0.01391818,0.01111990,0.00943221,-0.03719034,-0.08982155,-0.00229173
2010-05-17 00:00:00+00:00,-0.02731315,-0.01126965,-0.00331733,0.00031856,-0.00673371,-0.00240443,-0.00284714,-0.00133866,-0.07355857,0.00047472
2010-05-18 00:00:00+00:00,-0.01999789,-0.02141954,0.00903231,-0.02938568,0.00526763,0.00693557,0.01945519,-0.02778331,-0.01871673,-0.02199956
2010-05-19 00:00:00+00:00,-0.05072432,0.01067888,-0.01040209,0.02768430,0.01577019,-0.00200032,-0.00368603,-0.01588364,-0.02109260,-0.03541692
2010-05-20 00:00:00+00:00,-0.03323461,0.00284331,-0.00926280,0.03118490,0.03322205,0.00691921,0.01363990,-0.07186434,-0.04982265,-0.00755747
2010-05-21 00:00:00+00:00,-0.00351753,0.00769474,-0.01344423,0.00309862,0.00656852,0.00198582,0.00163088,0.02731895,0.00428557,-0.02104725
2010-05-24 00:00:00+00:00,0.01407160,-0.00366661,0.00552168,-0.02924088,-0.01499404,-0.00199361,-0.00070592,-0.02514415,-0.00548978,0.03042563
2010-05-25 00:00:00+00:00,-0.02964320,-0.01080423,-0.01828830,-0.01330895,0.00804456,0.00291507,0.01276842,0.00395061,-0.04144341,0.00668593
2010-05-26 00:00:00+00:00,0.01479839,0.00626058,0.00290202,-0.01908241,0.00125674,-0.00650026,-0.00611924,-0.02215184,0.06037204,0.02577875
2010-05-27 00:00:00+00:00,0.05572629,0.02428236,0.01566732,0.02892741,-0.01782963,-0.00758482,-0.01063685,0.07489402,0.08519953,-0.00199215
2010-05-28 00:00:00+00:00,-0.00531925,-0.01350968,0.00739351,-0.00889052,0.00099450,-0.00320873,0.00779894,-0.02272413,-0.00586931,0.00072854
2010-05-31 00:00:00+00:00,-0.00531925,-0.01350968,0.00463489,-0.00889052,0.00099450,-0.00320873,0.00108346,0.00296826,-0.00586931,0.00072854
2010-06-01 00:00:00+00:00,-0.01812145,0.02408467,0.00429888,-0.01063389,-0.00971648,0.00026362,0.00022836,-0.03783524,-0.02837965,0.02019736
2010-06-02 00:00:00+00:00,-0.00323080,-0.00273218,-0.03365455,-0.00294108,-0.02080145,-0.00375394,-0.00373377,0.05094117,0.02604772,-0.00181003
2010-06-03 00:00:00+00:00,0.01579678,-0.00089183,0.02871467,-0.01029815,-0.01106496,-0.00201676,0.00061967,0.01229207,0.03492313,-0.02069763
2010-06-04 00:00:00+00:00,-0.05118516,-0.02432551,-0.00435863,-0.03482047,0.02761458,0.01503564,0.00771632,-0.06798214,-0.08474202,0.01271409
2010-06-07 00:00:00+00:00,-0.01706602,0.00151829,0.00372055,-0.00501746,-0.00603726,0.00039620,0.01268730,-0.03378736,0.00459054,0.03800965
2010-06-08 00:00:00+00:00,0.01794604,-0.01230462,0.01868233,-0.00209781,0.00880000,0.00106240,0.00424459,0.02145316,-0.00262402,0.00780463
2010-06-09 00:00:00+00:00,0.01498263,0.02044088,0.00799388,0.01014485,0.00392311,-0.00080229,-0.00525180,-0.00709623,0.05391891,-0.02538165
2010-06-10 00:00:00+00:00,0.05175085,0.02381360,0.01718109,0.01852068,-0.00255373,-0.00986296,-0.01375879,0.05351366,0.03400732,-0.01253342
2010-06-11 00:00:00+00:00,-0.00000220,-0.02598506,0.01059410,-0.00347442,-0.00748326,0.00803170,0.01253232,0.01013475,-0.02300779,0.01316117
2010-06-14 00:00:00+00:00,0.03452983,0.03569782,-0.00247490,0.03105420,-0.00751085,-0.00133577,-0.00487951,-0.00276888,0.01347625,-0.00927808
2010-06-15 00:00:00+00:00,0.00150285,0.00413171,-0.00217189,0.00432618,0.00781146,-0.00400393,-0.01225770,0.04234505,0.03599936,0.01615779
2010-06-16 00:00:00+00:00,-0.00857145,-0.00283744,0.00952213,0.00636780,-0.00219185,0.00160165,0.00304060,0.00066047,0.02097429,-0.00633113
2010-06-17 00:00:00+00:00,0.00396837,0.00216022,-0.00318183,0.01054757,0.01424261,0.00641063,0.00069835,0.00381489,-0.00418077,0.02948794
2010-06-18 00:00:00+00:00,0.00838978,-0.00202833,-0.00062009,-0.00274762,0.00144792,-0.00253383,-0.01021297,-0.00248938,-0.00271170,0.01536359
2010-06-21 00:00:00+00:00,0.01647971,-0.00507211,0.00091333,-0.00695491,-0.00571124,-0.00053703,-0.00125643,0.00043418,0.00677321,-0.02798702
2010-06-22 00:00:00+00:00,-0.00852117,0.00717839,-0.00671849,-0.00884533,0.01053700,0.00559893,0.01253598,-0.03603648,-0.02125272,0.00014793
2010-06-23 00:00:00+00:00,0.00103676,0.02052031,-0.00707108,0.00912214,0.01518080,0.00398698,0.00139766,-0.00574790,-0.04283533,-0.00968436
2010-06-24 00:00:00+00:00,-0.01086562,-0.00401321,-0.00846242,0.00145639,0.00645555,0.00092539,0.00591029,-0.03105107,-0.00292282,0.01796544
2010-06-25 00:00:00+00:00,0.01417078,0.01385726,-0.00156427,0.00883077,0.00312603,0.00225203,0.00131451,0.00792349,0.05528232,0.01652091
2010-06-28 00:00:00+00:00,-0.00358032,0.00923930,-0.00083279,-0.01630347,-0.00000394,0.00635834,0.00527258,-0.00722792,-0.00779832,-0.02803456
2010-06-29 00:00:00+00:00,-0.05005087,-0.00371129,-0.00259692,-0.01269582,0.02008285,0.00356357,0.00448088,-0.06654425,-0.06083762,0.00612172
2010-06-30 00:00:00+00:00,-0.01434994,-0.01645057,-0.01071292,0.00539869,0.00034863,-0.00119283,-0.00201195,-0.01716356,-0.01473463,0.00561971
2010-07-01 00:00:00+00:00,-0.00943874,0.02540308,-0.01335072,0.03787896,0.02279681,-0.00000517,0.00022643,-0.00927253,-0.06633712,-0.06302104
2010-07-02 00:00:00+00:00,0.00431493,0.00626755,0.00425558,0.01225391,-0.00603408,-0.00000511,-0.00008251,-0.01469842,-0.02308798,0.00164309
2010-07-05 00:00:00+00:00,0.00431493,0.00626755,0.00542659,0.01225391,-0.00603408,-0.00000511,0.00215826,-0.00494747,-0.02308798,0.00164309
2010-07-06 00:00:00+00:00,0.01807486,-0.00645456,-0.00275858,0.01034815,0.00665618,0.00448440,-0.00278027,0.02443888,0.00309891,-0.02088035
2010-07-07 00:00:00+00:00,0.03665892,0.00765470,0.00509366,0.00490708,-0.00009193,-0.00066365,-0.00518325,0.06856919,0.05751813,0.00634512
2010-07-08 00:00:00+00:00,0.02166652,-0.00677921,0.00897813,0.00378904,-0.02227885,-0.00171784,-0.00294865,0.01461577,0.03692007,-0.00460136
2010-07-09 00:00:00+00:00,0.00333756,-0.01214784,0.00554668,-0.00536700,-0.00362581,-0.00251088,-0.00109119,0.01029206,0.01040723,0.02289396
2010-07-12 00:00:00+00:00,-0.00276507,-0.00405442,-0.00124364,-0.00759556,0.00079217,0.00078778,0.00667124,0.00744199,-0.03057590,-0.01836396
2010-07-13 00:00:00+00:00,0.01393412,0.01669557,-0.00362380,0.01658689,-0.00088893,-0.00515327,-0.00859289,0.02436722,0.05493664,0.02467946
2010-07-14 00:00:00+00:00,0.00251236,0.01220296,0.00549656,0.00440453,0.00716392,0.00714297,0.00279246,0.00250629,-0.00657855,-0.01072664
2010-07-15 00:00:00+00:00,0.00319468,0.02104771,-0.00392660,0.02576168,0.01754273,0.00632617,-0.00217731,-0.00116296,-0.00964642,0.00214028
2010-07-16 00:00:00+00:00,-0.02578271,-0.01402201,-0.00642909,0.00728542,0.01765158,0.00393964,0.00792005,-0.05022355,-0.01389962,-0.03336647
2010-07-19 00:00:00+00:00,-0.00139087,-0.00876183,0.00179548,0.00223637,-0.00104390,-0.00092313,-0.00673745,0.00139388,0.01116131,-0.01053394
2010-07-20 00:00:00+00:00,0.02682265,0.00360598,0.00644180,-0.01003678,-0.01101338,0.00288353,-0.00031575,0.03053493,0.01378402,0.01648490
2010-07-21 00:00:00+00:00,-0.01164156,-0.01572970,0.00902546,-0.02319524,0.00531247,0.00261682,0.00690613,-0.02987847,-0.01992184,0.00015387
2010-07-22 00:00:00+00:00,0.03809538,0.01597781,-0.00749642,0.02353811,-0.00104734,-0.00170663,-0.00789643,0.04462564,0.06453549,0.00627918
2010-07-23 00:00:00+00:00,0.00585097,0.02043736,0.00974625,0.00418409,-0.00878836,-0.00432908,-0.01258727,0.02365550,-0.00683178,-0.01297802
2010-07-26 00:00:00+00:00,0.01245780,0.00700003,0.00207103,0.01044461,0.01213861,0.00025794,-0.00219404,0.01611173,0.00086612,-0.00792770
2010-07-27 00:00:00+00:00,0.00033034,0.01440783,0.00299864,-0.00000436,-0.02257968,-0.00486294,-0.00242960,0.00268656,-0.03597320,-0.04244486
2010-07-28 00:00:00+00:00,-0.02052857,-0.00051763,-0.00568260,-0.00146719,0.00965583,0.00697082,0.00602918,-0.01599390,-0.00887637,0.00300855
2010-07-29 00:00:00+00:00,0.02231569,0.00436006,0.00383754,0.01494300,0.01091949,0.00406096,0.00233919,-0.00931849,0.03562252,0.01446394
2010-07-30 00:00:00+00:00,0.00423226,0.00998630,-0.00072812,-0.00329255,0.01372788,0.00811071,0.00709700,0.00226186,0.01299634,0.01196851
2010-08-02 00:00:00+00:00,0.02057662,0.02503892,0.00133447,0.01723201,-0.00362946,-0.00339475,-0.00575978,0.04277827,0.05787573,0.00270228
2010-08-03 00:00:00+00:00,0.00395944,0.00641468,0.00297756,0.00971683,0.01435045,0.00744031,0.01450135,-0.00625769,0.02969733,0.00344850
2010-08-04 00:00:00+00:00,0.00724844,-0.00615198,0.00112344,-0.00892276,-0.00884778,-0.00468915,0.00061461,0.01138444,-0.00167118,0.01415016
2010-08-05 00:00:00+00:00,-0.00580667,-0.00189191,0.00798354,0.00037542,0.00930939,0.00338660,0.00804797,-0.00201806,-0.01084128,0.00567899
2010-08-06 00:00:00+00:00,0.00823139,0.01082925,-0.00122317,0.01502443,0.00995305,0.00546433,0.00662665,-0.00713763,-0.02885714,0.01017086
2010-08-09 00:00:00+00:00,-0.00328451,-0.00864903,-0.00010694,-0.00738688,-0.01016802,-0.00208234,-0.00200240,0.01092536,0.01954547,-0.00449831
2010-08-10 00:00:00+00:00,-0.00537129,-0.00239521,-0.00247451,-0.00423877,0.01364605,0.00259569,0.00753416,-0.01045717,-0.02958353,-0.00767169
2010-08-11 00:00:00+00:00,-0.03460060,-0.02601998,-0.00371863,-0.04834855,0.00136003,0.00389099,0.00972780,-0.06230791,-0.05320210,0.00199153
2010-08-12 00:00:00+00:00,-0.00849878,-0.01334275,-0.01087837,-0.00854601,-0.01517131,-0.00337432,-0.00099613,-0.01061638,-0.06104837,0.02911798
2010-08-13 00:00:00+00:00,-0.00157593,0.00320823,0.00983760,-0.01092304,-0.00798988,0.00103386,0.00640396,-0.00580836,-0.00957736,-0.00009618
2010-08-16 00:00:00+00:00,0.00741053,0.00705189,0.00374838,0.00870015,0.02163357,0.00661261,0.01132592,0.00253840,-0.00221508,0.01578331
2010-08-17 00:00:00+00:00,0.02238188,-0.00965677,-0.00332779,0.01131743,-0.00597465,-0.00414353,-0.00786891,0.02156523,0.02041574,0.00333284
2010-08-18 00:00:00+00:00,-0.01572102,0.00449175,0.00968617,-0.00264412,0.00213422,-0.00104156,0.00530902,-0.00437916,-0.01145251,0.00503901
2010-08-19 00:00:00+00:00,-0.01595693,-0.00141412,0.00123417,-0.00637910,0.00341370,0.00388543,0.00673309,-0.02877269,-0.02898343,0.00657101
2010-08-20 00:00:00+00:00,0.00123284,-0.00802065,-0.01000216,-0.01755219,-0.01024051,-0.00518127,0.00331501,-0.00165159,-0.02482486,-0.01070901
2010-08-23 00:00:00+00:00,0.00291797,0.00012442,0.00262004,-0.00456806,0.01139922,0.00259029,0.00150171,-0.00889379,-0.01928235,-0.00050272
2010-08-24 00:00:00+00:00,-0.02121663,-0.01204494,-0.01016050,-0.00118747,0.02480580,0.00725182,0.01444737,-0.02958108,-0.03557617,0.00797091
2010-08-25 00:00:00+00:00,-0.00250011,0.00129114,-0.00190832,-0.00276636,-0.01179483,-0.00452438,0.00059303,0.00903241,0.02416816,0.01264632
2010-08-26 00:00:00+00:00,0.00783401,0.00977050,0.00253923,0.00750328,0.00906050,0.00206632,0.00515028,-0.01850940,0.02779110,-0.00574009
